ID,RT,DT,CCS,m/z, 9-M-E1-A-1.d.DeMP,10-M-E1-A-2.d.DeMP, 11-M-E1-A-3.d.DeMP, 16-DBS-E1-A-1.d.DeMP, 17-DBS-E1-A-2.d.DeMP, 18-DBS-E1-A-3.d.DeMP, 41-M-E4-A-1.d.DeMP, 42-M-E4-A-2.d.DeMP, 43-M-E4-A-3.d.DeMP, 47-DBS-E4-A-1.d.DeMP, 48-DBS-E4-A-2.d.DeMP, 49-DBS--E4-A-3.d.DeMP
11285,14.737,39.978,293.54,861.5488,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,162.0,0.001,0.001,0.001
11286,12.476,34.915,263.51,311.1697,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,162.0,0.001,0.001,0.001
11287,8.296,36.892,283.25,218.0321,0.001,0.001,0.001,0.001,0.001,50.0,0.001,0.001,0.001,0.001,0.001,112.0
11288,14.087,17.327,134.09,202.0371,162.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11289,14.787,31.218,231.55,539.3175,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,162.0,0.001,0.001,0.001
11290,13.831,38.052,287.42,303.2348,0.001,0.001,0.001,0.001,0.001,0.001,0.001,162.0,0.001,0.001,0.001,0.001
11291,12.32,17.081,130.73,247.0183,53.0,0.001,0.001,55.0,0.001,0.001,0.001,0.001,53.0,0.001,0.001,0.001
11292,12.067,22.084,165.42,402.0449,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001
11293,15.171,31.762,236.09,494.4578,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,84.0,77.0
11294,8.333,19.829,150.78,277.0512,0.001,161.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11295,9.75,28.536,212.17,497.1635,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74.0,87.0,0.001
11296,16.176,33.484,247.47,623.4046,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001
11297,8.811,4.809,38.82,141.0159,0.001,53.0,0.001,0.001,0.001,0.001,108.0,0.001,0.001,0.001,0.001,0.001
11298,16.141,33.751,248.64,731.2837,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001
11299,11.27,22.941,171.63,415.0633,59.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,102.0
11300,1.595,26.257,211.2,118.9688,104.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,57.0,0.001,0.001,0.001
11301,16.028,18.715,149.56,130.0167,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001,0.001,0.001,0.001,0.001
11302,9.23,20.09,152.03,309.0373,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100.0,61.0,0.001
11303,8.552,24.701,198.73,118.969,0.001,0.001,0.001,0.001,87.0,0.001,0.001,0.001,74.0,0.001,0.001,0.001
11304,12.02,25.058,188.97,327.2329,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64.0,0.001,97.0
11305,13.905,36.027,265.66,688.5465,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0
11306,16.281,19.667,149.64,273.9769,0.001,0.001,0.001,89.0,72.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11307,10.697,32.785,242.15,644.336,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72.0,0.001,89.0
11308,15.052,28.733,214.01,465.8082,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001,0.001,0.001,0.001
11309,13.878,22.578,171.81,268.8512,0.001,0.001,0.001,0.001,0.001,0.001,58.0,0.001,53.0,50.0,0.001,0.001
11310,8.411,21.232,160.2,330.0483,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001,0.001,0.001
11311,10.376,29.92,222.17,519.1473,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001,0.001,0.001
11312,14.834,28.717,214.29,437.3799,0.001,0.001,0.001,0.001,103.0,0.001,0.001,0.001,0.001,0.001,58.0,0.001
11313,14.233,27.796,207.82,412.2898,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001
11314,15.141,29.966,223.73,427.3592,0.001,0.001,0.001,58.0,0.001,0.001,0.001,0.001,0.001,103.0,0.001,0.001
11315,1.666,7.672,63.99,92.9261,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0,0.001,0.001
11316,14.551,33.3,250.04,356.3358,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161.0
11317,15.688,28.257,211.05,425.3586,94.0,0.001,0.001,66.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11318,15.11,28.82,215.19,427.8637,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160.0,0.001
11319,15.832,28.061,209.81,411.3838,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160.0,0.001,0.001
11320,16.247,18.652,142.18,265.0298,0.001,0.001,0.001,160.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11321,2.497,13.623,106.78,170.8318,160.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11322,14.93,28.63,213.23,466.8579,0.001,0.001,0.001,0.001,0.001,0.001,160.0,0.001,0.001,0.001,0.001,0.001
11323,0.976,23.838,182.14,246.0743,0.001,0.001,0.001,0.001,0.001,160.0,0.001,0.001,0.001,0.001,0.001,0.001
11324,14.339,29.687,220.35,528.2849,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160.0
11325,15.633,13.769,109.93,134.8944,0.001,160.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11326,14.799,27.893,1620.86,438.5061,160.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11327,14.135,22.173,169.11,256.909,0.001,54.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106.0,0.001,0.001
11328,4.427,16.718,128.7,222.0216,0.001,0.001,0.001,0.001,160.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11329,8.674,28.006,208.33,489.2826,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,75.0,0.001,0.001,85.0
11330,14.217,26.719,200.57,367.3561,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61.0,99.0,0.001,0.001,0.001
11331,14.47,29.757,218.63,880.9408,0.001,0.001,0.001,0.001,0.001,93.0,67.0,0.001,0.001,0.001,0.001,0.001
11332,9.959,19.146,145.89,266.0149,0.001,0.001,0.001,0.001,0.001,0.001,93.0,0.001,0.001,0.001,0.001,67.0
11333,10.8,28.763,213.56,523.2489,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86.0,74.0
11334,13.949,29.279,217.6,503.2574,50.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,110.0
11335,13.584,30.539,226.6,532.2648,0.001,0.001,0.001,0.001,0.001,0.001,87.0,0.001,0.001,73.0,0.001,0.001
11336,13.073,24.38,713.47,326.3401,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160.0,0.001,0.001,0.001,0.001
11337,15.79,18.519,141.72,244.953,84.0,76.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11338,8.258,23.854,188.74,143.9915,0.001,0.001,0.001,0.001,0.001,0.001,88.0,0.001,72.0,0.001,0.001,0.001
11339,12.406,25.293,191.11,311.6925,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160.0,0.001,0.001,0.001
11340,4.286,21.788,172.77,141.0128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160.0,0.001,0.001,0.001
11341,8.48,17.032,130.35,247.0185,0.001,0.001,0.001,0.001,0.001,50.0,0.001,60.0,0.001,0.001,0.001,50.0
11342,11.867,22.94,174.13,283.2267,0.001,0.001,0.001,0.001,0.001,0.001,75.0,0.001,0.001,0.001,0.001,84.0
11343,16.369,32.417,240.01,577.3928,65.0,0.001,94.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11344,2.105,56.397,445.79,141.0202,64.0,0.001,95.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11345,9.455,19.285,147.49,246.9793,0.001,0.001,0.001,0.001,0.001,0.001,76.0,0.001,0.001,0.001,83.0,0.001
11346,14.89,31.509,233.59,549.2916,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70.0,0.001,89.0,0.001
11347,12.225,2.036,16.45,218.0308,0.001,0.001,0.001,0.001,73.0,0.001,0.001,0.001,0.001,0.001,86.0,0.001
11348,2.927,21.223,170.88,118.9695,0.001,0.001,0.001,0.001,0.001,0.001,77.0,0.001,0.001,0.001,82.0,0.001
11349,15.411,39.394,289.65,793.6357,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86.0,73.0,0.001
11350,13.536,36.915,272.1,698.4733,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,51.0,108.0,0.001
11351,13.809,26.761,200.35,397.3101,0.001,0.001,0.001,74.0,0.001,0.001,0.001,0.001,0.001,0.001,85.0,0.001
11352,12.846,35.188,259.47,691.1993,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89.0,70.0,0.001
11353,5.903,23.35,205.3,59.0152,0.001,51.0,55.0,0.001,0.001,53.0,0.001,0.001,0.001,0.001,0.001,0.001
11354,1.039,27.659,206.47,434.1388,0.001,0.001,0.001,0.001,0.001,0.001,0.001,85.0,74.0,0.001,0.001,0.001
11355,15.767,29.659,220.49,497.278,0.001,0.001,0.001,0.001,0.001,0.001,97.0,0.001,62.0,0.001,0.001,0.001
11356,14.93,31.368,232.26,579.329,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159.0,0.001
11357,5.654,23.098,183.1,141.0124,0.001,0.001,0.001,0.001,0.001,159.0,0.001,0.001,0.001,0.001,0.001,0.001
11358,9.014,28.409,211.17,502.245,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159.0,0.001,0.001
11359,14.972,33.153,245.3,593.3907,159.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11360,10.899,18.318,140.25,243.0296,159.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11361,2.292,30.68,226.51,664.9534,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,96.0,0.001,63.0,0.001
11362,0.246,22.265,167.61,348.0584,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159.0,0.001,0.001,0.001
11363,10.004,20.907,160.9,218.0318,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91.0,0.001,68.0,0.001,0.001
11364,9.666,22.249,169.08,277.2632,81.0,0.001,0.001,78.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11365,7.884,17.488,133.96,242.0341,0.001,0.001,159.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11366,6.199,16.235,128.97,141.0199,0.001,0.001,0.001,0.001,0.001,0.001,0.001,51.0,0.001,0.001,108.0,0.001
11367,3.1,30.182,222.98,644.956,0.001,79.0,0.001,80.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11368,7.574,21.582,189.83,59.015,0.001,0.001,0.001,58.0,0.001,0.001,0.001,0.001,101.0,0.001,0.001,0.001
11369,15.384,34.082,251.61,654.3559,0.001,0.001,0.001,79.0,80.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11370,12.485,18.945,144.96,245.0219,0.001,158.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11371,14.865,25.25,189.75,359.1536,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90.0,0.001,0.001,68.0,0.001
11372,0.308,31.576,232.9,692.9883,59.0,0.001,0.001,99.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11373,11.599,17.492,134.72,219.1188,0.001,0.001,0.001,0.001,0.001,0.001,0.001,57.0,0.001,0.001,50.0,51.0
11374,2.193,30.062,230.29,230.0107,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001
11375,0.453,24.24,181.95,372.9908,0.001,0.001,0.001,0.001,0.001,0.001,0.001,51.0,0.001,0.001,53.0,54.0
11376,14.09,29.847,221.58,523.3257,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001
11377,13.422,32.474,238.89,798.0968,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78.0,0.001,80.0,0.001
11378,14.467,23.267,345.15,283.6105,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001,0.001,0.001,0.001
11379,15.85,25.813,190.29,744.9474,62.0,0.001,0.001,96.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11380,12.504,23.923,527.3,311.5633,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001,0.001
11381,12.997,25.414,559.66,325.6182,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001,0.001,0.001,0.001
11382,13.672,17.451,134.54,215.0404,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001,0.001
11383,11.747,23.621,178.69,305.0222,0.001,108.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,50.0,0.001,0.001
11384,15.051,28.21,211.41,383.3548,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001
11385,15.94,27.24,204.12,385.8332,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001
11386,14.095,18.296,140.08,243.0299,0.001,0.001,0.001,0.001,0.001,0.001,0.001,79.0,0.001,0.001,0.001,79.0
11387,15.724,32.816,242.55,622.3025,0.001,0.001,0.001,75.0,0.001,83.0,0.001,0.001,0.001,0.001,0.001,0.001
11388,12.417,26.455,199.87,311.1669,0.001,90.0,0.001,0.001,0.001,0.001,0.001,68.0,0.001,0.001,0.001,0.001
11389,9.59,21.544,162.05,357.0383,0.001,0.001,158.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11390,15.277,34.98,257.89,697.3687,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158.0,0.001,0.001
11391,16.014,31.937,236.9,535.5446,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76.0,82.0,0.001
11392,3.463,29.932,221.59,587.1512,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81.0,77.0,0.001,0.001,0.001
11393,12.034,22.068,166.17,346.0555,0.001,0.001,0.001,0.001,0.001,68.0,90.0,0.001,0.001,0.001,0.001,0.001
11394,16.276,22.959,174.01,293.1752,89.0,0.001,69.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11395,14.023,30.453,225.82,546.2767,0.001,0.001,0.001,0.001,0.001,0.001,102.0,0.001,56.0,0.001,0.001,0.001
11396,15.173,28.106,210.0,420.3545,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,63.0,95.0
11397,15.534,34.947,257.79,678.4709,0.001,0.001,0.001,0.001,0.001,0.001,107.0,0.001,0.001,0.001,51.0,0.001
11398,16.024,32.069,237.27,596.2882,0.001,0.001,0.001,0.001,0.001,56.0,0.001,0.001,0.001,50.0,52.0,0.001
11399,10.717,17.501,134.82,218.1229,0.001,56.0,0.001,52.0,0.001,50.0,0.001,0.001,0.001,0.001,0.001,0.001
11400,14.372,31.228,231.38,563.3127,0.001,0.001,0.001,0.001,0.001,0.001,75.0,0.001,0.001,0.001,0.001,83.0
11401,4.202,24.734,199.0,118.9685,88.0,0.001,69.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11402,12.129,21.68,163.14,353.0233,50.0,0.001,0.001,0.001,0.001,0.001,50.0,0.001,0.001,0.001,57.0,0.001
11403,11.904,23.866,180.54,305.0278,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0
11404,13.334,26.455,198.56,369.4887,0.001,0.001,0.001,86.0,71.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11405,10.534,22.607,659.35,508.1214,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0,0.001
11406,11.766,23.174,176.07,277.2163,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86.0,0.001,71.0
11407,13.182,28.25,210.62,451.2381,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0,0.001
11408,3.15,15.944,126.67,141.0194,0.001,0.001,157.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11409,14.624,43.242,326.33,307.2718,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0
11410,13.022,29.986,223.08,483.1732,0.001,0.001,0.001,0.001,0.001,0.001,157.0,0.001,0.001,0.001,0.001,0.001
11411,10.202,27.916,207.85,473.2892,0.001,0.001,0.001,0.001,0.001,0.001,62.0,0.001,0.001,0.001,95.0,0.001
11412,10.374,17.48,134.63,219.1183,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,50.0,0.001,53.0,54.0
11413,0.687,4.12,34.71,94.9252,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0,0.001,0.001
11414,7.43,18.153,140.49,201.0248,0.001,0.001,0.001,157.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11415,4.851,24.109,211.94,59.0148,0.001,0.001,0.001,101.0,0.001,0.001,56.0,0.001,0.001,0.001,0.001,0.001
11416,16.2,38.068,280.06,772.545,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0,0.001,0.001,0.001
11417,15.022,28.785,214.79,437.3815,0.001,0.001,0.001,0.001,62.0,95.0,0.001,0.001,0.001,0.001,0.001,0.001
11418,10.05,31.796,234.99,629.2422,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0
11419,14.325,32.324,239.41,569.4,0.001,0.001,0.001,0.001,0.001,157.0,0.001,0.001,0.001,0.001,0.001,0.001
11420,5.496,28.367,210.21,568.9749,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0
11421,0.267,27.425,201.89,796.4151,0.001,0.001,0.001,75.0,0.001,82.0,0.001,0.001,0.001,0.001,0.001,0.001
11422,16.109,36.321,268.26,634.6096,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78.0,79.0,0.001,0.001,0.001
11423,15.336,27.621,206.8,395.3885,0.001,55.0,102.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11424,15.969,30.931,229.29,553.2858,0.001,0.001,0.001,77.0,80.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11425,12.554,26.93,203.44,311.1712,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157.0,0.001,0.001,0.001
11426,14.787,31.254,232.32,495.2885,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80.0,77.0
11427,13.311,23.116,175.29,289.1774,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78.0,79.0,0.001
11428,13.558,23.331,178.47,241.2186,0.001,0.001,0.001,0.001,0.001,0.001,60.0,97.0,0.001,0.001,0.001,0.001
11429,2.504,8.957,71.55,141.0176,0.001,0.001,0.001,0.001,0.001,0.001,84.0,0.001,73.0,0.001,0.001,0.001
11430,13.34,23.913,180.75,311.1668,0.001,0.001,0.001,0.001,0.001,0.001,55.0,0.001,0.001,102.0,0.001,0.001
11431,13.077,28.703,213.57,483.3104,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,79.0,78.0
11432,14.092,36.227,267.04,699.4954,0.001,0.001,0.001,0.001,0.001,0.001,85.0,0.001,0.001,72.0,0.001,0.001
11433,14.993,29.867,223.16,417.337,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80.0,77.0,0.001
11434,3.976,16.752,130.39,185.0344,0.001,0.001,0.001,0.001,0.001,0.001,77.0,80.0,0.001,0.001,0.001,0.001
11435,2.066,19.469,148.94,245.0118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,58.0,0.001,0.001,0.001,98.0
11436,11.442,29.134,216.79,481.2161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83.0,73.0
11437,12.556,26.34,199.0,311.1706,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001
11438,1.914,20.71,170.75,94.9261,0.001,0.001,0.001,0.001,0.001,0.001,0.001,73.0,83.0,0.001,0.001,0.001
11439,14.073,28.812,214.58,467.3336,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001
11440,15.024,25.846,193.75,384.1891,80.0,0.001,0.001,0.001,76.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11441,14.686,29.826,222.1,467.4451,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0
11442,14.825,18.918,145.67,218.0304,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11443,15.514,35.552,261.83,736.3449,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70.0,86.0,0.001
11444,14.36,32.711,241.8,620.3319,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65.0,91.0,0.001
11445,13.579,27.922,224.9,116.9727,0.001,67.0,0.001,0.001,89.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11446,15.519,24.556,185.57,311.4977,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001,0.001,0.001,0.001
11447,3.433,17.068,129.85,279.9152,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001
11448,15.197,26.546,198.47,415.1435,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11449,15.98,30.104,223.33,537.3112,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11450,15.464,28.002,208.94,439.3186,0.001,0.001,0.001,0.001,0.001,0.001,0.001,60.0,0.001,96.0,0.001,0.001
11451,15.287,36.004,265.95,632.5967,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001
11452,15.319,38.028,280.22,706.6346,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001,0.001,0.001
11453,15.206,38.474,283.06,769.621,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001
11454,15.928,27.2,203.82,385.7357,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001
11455,11.006,17.481,133.91,242.034,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11456,9.481,34.727,255.93,713.314,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66.0,0.001,0.001,90.0,0.001
11457,14.045,22.143,168.89,256.6194,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0
11458,13.792,55.101,415.76,304.2394,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0
11459,15.575,34.14,252.34,618.4798,0.001,0.001,88.0,0.001,0.001,0.001,0.001,0.001,0.001,68.0,0.001,0.001
11460,13.457,27.975,208.71,441.2812,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,69.0,0.001,0.001,87.0
11461,6.114,27.318,202.67,545.0124,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11462,16.466,35.553,262.45,653.5711,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,63.0,93.0,0.001
11463,5.199,28.667,212.96,513.2696,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,71.0,85.0
11464,15.215,36.979,272.57,698.4728,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,95.0,61.0,0.001
11465,0.615,11.514,95.34,94.9248,0.001,0.001,0.001,0.001,0.001,156.0,0.001,0.001,0.001,0.001,0.001,0.001
11466,13.693,34.728,256.43,646.1808,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70.0,0.001,0.001,86.0
11467,13.276,30.647,227.04,568.2923,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76.0,0.001,0.001,80.0,0.001
11468,14.932,31.38,233.49,477.2782,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001
11469,15.082,24.272,183.48,310.0543,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0,0.001,0.001,0.001,0.001
11470,16.331,32.467,240.16,602.2993,0.001,0.001,0.001,0.001,103.0,53.0,0.001,0.001,0.001,0.001,0.001,0.001
11471,15.038,34.449,254.23,664.4167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,156.0
11472,8.271,29.452,233.23,141.0202,73.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,83.0
11473,15.338,13.543,106.08,172.8319,0.001,0.001,0.001,0.001,155.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11474,15.261,20.755,157.03,309.0386,0.001,0.001,0.001,0.001,0.001,0.001,80.0,0.001,75.0,0.001,0.001,0.001
11475,16.019,30.939,229.34,553.2851,0.001,0.001,0.001,79.0,76.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11476,2.042,25.028,218.27,61.9888,0.001,0.001,0.001,68.0,0.001,87.0,0.001,0.001,0.001,0.001,0.001,0.001
11477,9.144,21.91,176.67,116.9729,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,155.0,0.001
11478,15.506,26.138,1709.79,355.5359,0.001,0.001,0.001,155.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11479,0.776,13.026,105.23,118.9675,0.001,69.0,0.001,86.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11480,13.534,21.639,165.55,242.2194,0.001,0.001,0.001,155.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11481,0.475,31.599,248.79,151.0255,0.001,0.001,0.001,75.0,80.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11482,1.712,20.83,172.15,92.9267,0.001,0.001,0.001,0.001,0.001,0.001,155.0,0.001,0.001,0.001,0.001,0.001
11483,14.067,25.262,190.19,341.5606,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,155.0
11484,14.481,23.21,1016.61,283.7066,0.001,155.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11485,13.17,30.366,225.33,531.2407,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70.0,0.001,85.0
11486,9.543,27.635,209.8,277.1452,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90.0,0.001,65.0,0.001,0.001
