Score,SeriesType_Identifier,Name_or_Class,Formula,SMILES,m/z,Retention Time,Adduct,Unique,Score_Description,Needs_Validation,row.ID,DT,CCS,Z,Ions,Freq.,Q.Score,Sat.,Mark,X43.B1.7974.d.DeMP,ID_Ranked,nominal mass,mass defect,[CF2]n_Kendrick_mass,[CF2]n_nominal_Kendrick_mass,[CF2]n_Kendrick_mass_defect,[CF2]n_KMD_Group,[CF2]n_homologous_series,[CF2]n_Homologous_series_count,[CF2]n_MD_Filter,[CF2]n_RT_series,[CF2]n_DT_series,Confident_ID,2+_homologous_series,3+_homologous_series,Exact_mass_match,Score.1,Score_Description.1,Checked_Viz,TRUE_Viz,Class_Viz,Cnumb_Viz,Comment_Viz,Classification
C+,[CF2]n_217,PFHxA|(M-H-CO2)-|DTXSID20892484|CAS=92612-52-7,C6HF11O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,268.9823,1.988,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,26813,19.643,149.17,-1,1,15,88.4,,FALSE,76.999,4_PFHxA|(M-H-CO2)-|DTXSID20892484|CAS=92612-52-7;C6HF11O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C5- PFHxA|(M-H-CO2)-|NA|CAS=NA;C6HF11O2;NA | 4_PFHxA|(M-H-CO2)-|DTXSID20892484|CAS=92612-52-7;C6HF11O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,269,-0.0177,268.9994813,269,-0.00051868,48,217,8,TRUE,RT not ordered,DT not ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_213,nan,,,280.981,1.799,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,6054,17.1,129.53,-1,2,31,98.4,,FALSE,113.5557,5_NoID,281,-0.019,280.9989477,281,-0.00105226,48,213,5,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_147,nan,,,294.9027,0.191,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,18001,21.102,159.63,-1,1,22,99.4,,FALSE,103.2454,5_NoID,295,-0.0973,294.921537,295,-0.078463008,40,147,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_185,nan,,,306.9376,0.64,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,27658,21.404,161.64,-1,1,12,97.9,,FALSE,162.999,5_NoID,307,-0.0624,306.9572057,307,-0.042794275,44,185,3,TRUE,RT not ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_391,nan,,,307.1539,0.562,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,13269,22.206,167.71,-1,1,22,99.2,,FALSE,157.999,5_NoID,307,0.1539,307.1735195,307,0.173519541,65,391,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_211,nan,,,322.9766,1.526,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,4801,21.796,164.27,-1,3,17,100,,FALSE,1075.999,5_NoID,323,-0.0234,322.9972302,323,-0.002769779,48,211,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_225,nan,,,328.9855,0.745,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,33822,16.639,125.19,-1,1,6,99.5,,FALSE,117.999,5_NoID,329,-0.0145,329.006514,329,0.006514041,49,225,3,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_213,nan,,,330.9776,3.572,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,13969,17.654,132.82,-1,1,16,82.7,,FALSE,124.8213,5_NoID,331,-0.0224,330.9987413,331,-0.001258713,48,213,5,TRUE,RT not ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_116,nan,,,340.8493,0.504,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,21757,22.896,172.23,-1,1,15,99.4,,FALSE,238.999,5_NoID,341,-0.1507,340.8710718,341,-0.128928156,36,116,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_212,nan,,,346.9736,1.741,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,2627,18.67,140.25,-1,2,33,100,,FALSE,761.999,5_NoID,347,-0.0264,346.995763,347,-0.004236964,48,212,3,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_217,PFOA|(M-H-CO2)-|DTXSID40892486|CAS=45285-51-6,C8HF15O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,368.9754,1.739,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,912,20.933,156.96,-1,2,37,100,,FALSE,4620.999,4_PFOA|(M-H-CO2)-|DTXSID40892486|CAS=45285-51-6;C8HF15O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C8- PFOA|(M-H-CO2)-|NA|CAS=NA;C8HF15O2;NA | 4_PFOA|(M-H-CO2)-|DTXSID40892486|CAS=45285-51-6;C8HF15O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,369,-0.0246,368.9989684,369,-0.001031593,48,217,8,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
C+,[CF2]n_217,PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1,C9HF17O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,418.9733,1.979,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,907,22.188,165.7,-1,3,40,100,,FALSE,2254.999,4_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C9- PFNA|(M-H-CO2)-|NA|CAS=NA;C9HF17O2;NA | 4_PFNA|(M-H-CO2)-|DTXSID8031863|CAS=375-95-1;C9HF17O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,419,-0.0267,419.000062,419,6.20368E-05,48,217,8,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_299,nan,,,437.0564,0.793,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,18313,25.496,190.23,-1,3,7,99.3,,FALSE,686.999,5_NoID,437,0.0564,437.0843171,437,0.0843171,56,299,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_147,nan,,,444.8839,1.577,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,27361,23.364,174.19,-1,1,15,96.8,,FALSE,112.999,5_NoID,445,-0.1161,444.9123171,445,-0.087682916,40,147,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_207,nan,,,455.9587,1.634,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,4200,22.128,164.83,-1,3,33,100,,FALSE,898.999,5_NoID,456,-0.0413,455.9878245,456,-0.01217551,47,207,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_138,nan,,,466.8735,0.847,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,34037,24.277,180.77,-1,1,7,85.9,,FALSE,5.111222,5_NoID,467,-0.1265,466.9033217,467,-0.096678325,39,138,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_201,nan,,,468.9505,1.371,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,34158,25.023,186.31,-1,1,7,88.8,,FALSE,42.66678,5_NoID,469,-0.0495,468.9804543,469,-0.019545656,46,201,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_217,PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2,C10HF19O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,468.9707,2.193,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,1727,23.463,174.67,-1,2,42,100,,FALSE,602.999,4_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C6- PFDA|(M-H-CO2)-|NA|CAS=NA;C10HF19O2;NA | 4_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,469,-0.0293,469.0006556,469,0.000655635,48,217,8,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_224,nan,,,481.9748,2.415,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,15264,20.619,153.31,-1,2,13,98.5,,FALSE,113.999,5_NoID,482,-0.0252,482.0055863,482,0.005586275,49,224,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_162,nan,,,492.9053,2.219,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,10622,21.895,162.73,-1,2,22,96,,FALSE,143.999,5_NoID,493,-0.0947,492.9367845,493,-0.063215536,42,162,3,TRUE,RT not ordered,DT not ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_128,nan,,,502.8615,0.532,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,17857,25.033,186.04,-1,1,22,94.9,,FALSE,203.999,5_NoID,503,-0.1385,502.8936204,503,-0.106379581,38,128,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_542,nan,,,504.2193,4.041,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,8856,25.767,191.49,-1,2,33,99.8,,FALSE,324.999,5_NoID,504,0.2193,504.2515071,504,0.251507149,73,542,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_207,nan,,,505.9572,1.885,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,26529,23.394,173.79,-1,1,8,96.6,,FALSE,264.999,5_NoID,506,-0.0428,505.9895182,506,-0.010481842,47,207,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_83,nan,,,516.7892,0.728,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,33078,23.15,171.88,-1,1,8,74.4,,FALSE,113.999,5_NoID,517,-0.2108,516.8222101,517,-0.177789945,31,83,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_138,nan,,,516.8701,0.868,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,11203,25.176,186.97,-1,1,24,85.4,,FALSE,472.999,5_NoID,517,-0.1299,516.9031152,517,-0.096884778,39,138,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_217,PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8,C11HF21O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,518.9674,2.394,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,1611,24.695,183.37,-1,3,42,100,,FALSE,410.999,4_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C7- PFUdA|(M-H-CO2)-|NA|CAS=NA;C11HF21O2;NA | 4_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,519,-0.0326,519.0005492,519,0.000549188,48,217,8,TRUE,RT ordered,DT not ordered,FALSE,TRUE,TRUE,TRUE,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_110,nan,,,524.8311,0.773,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,33700,24.753,183.75,-1,1,6,91.1,,FALSE,130.999,5_NoID,525,-0.1689,524.8646237,525,-0.135376267,35,110,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_136,nan,,,550.8678,0.78,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,12351,25.811,191.39,-1,1,19,93.8,,FALSE,427.999,5_NoID,551,-0.1322,550.9029868,551,-0.097013165,39,136,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_128,nan,,,552.8622,0.705,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,16984,25.713,190.65,-1,1,19,97.1,,FALSE,277.999,5_NoID,553,-0.1378,552.8975142,553,-0.102485772,38,128,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_110,nan,,,574.8297,0.574,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,10469,25.54,189.19,-1,1,32,98.3,,FALSE,306.4446,5_NoID,575,-0.1703,574.8664174,575,-0.133582592,35,110,3,FALSE,RT not ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_508,nan,,,589.209,1.887,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,27425,29.916,221.57,-1,2,6,98.3,,FALSE,339.999,5_NoID,589,0.209,589.2466359,589,0.24663589,72,508,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_162,nan,,,592.8987,0.88,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,33706,27.325,202.3,-1,1,6,52.7,,FALSE,108.999,5_NoID,593,-0.1013,592.9365716,593,-0.06342843,42,162,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_592,nan,,,601.2365,1.855,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,20389,29.645,219.46,-1,2,8,98.7,,FALSE,509.999,5_NoID,601,0.2365,601.2749041,601,0.27490415,75,592,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_185,nan,,,606.9193,0.486,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,24365,28.103,207.97,-1,1,18,91.8,,FALSE,163.999,5_NoID,607,-0.0807,606.9580671,607,-0.04193286,44,185,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_224,nan,,,631.9652,2.618,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,22058,25.731,190.21,-1,1,8,71,,FALSE,195.999,5_NoID,632,-0.0348,632.005567,632,0.005566954,49,224,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_486,nan,,,633.1926,1.899,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,13224,30.818,227.9,-1,2,19,100,,FALSE,108.999,5_NoID,633,0.1926,633.2330454,633,0.233045354,71,486,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_139,nan,,,640.8617,0.827,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,31501,27.588,203.91,-1,1,10,89.8,,FALSE,88.999,5_NoID,641,-0.1383,640.9026352,641,-0.09736478,39,139,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_185,nan,,,656.9157,0.563,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,14238,28.859,213.22,-1,1,21,94.2,,FALSE,389.999,5_NoID,657,-0.0843,656.9576607,657,-0.042339326,44,185,3,TRUE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_112,nan,,,662.8265,0.584,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,17232,27.048,199.77,-1,1,20,90.9,,FALSE,191.999,5_NoID,663,-0.1735,662.8688382,663,-0.131161772,35,112,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_148,nan,,,666.8699,0.392,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,15174,28.664,211.71,-1,1,23,98.9,,FALSE,191.4446,5_NoID,667,-0.1301,666.9124965,667,-0.087503499,40,148,4,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_116,nan,,,690.8325,0.535,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,26721,28.385,209.49,-1,1,12,89.8,,FALSE,246.999,5_NoID,691,-0.1675,690.8766271,691,-0.123372881,36,116,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_451,nan,,,695.1731,1.883,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,29689,31.585,233.15,-1,3,6,83,,FALSE,428.999,5_NoID,695,0.1731,695.2175044,695,0.217504376,69,451,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_148,nan,,,716.8727,0.478,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,26012,29.524,217.77,-1,1,16,97.6,,FALSE,105.999,5_NoID,717,-0.1273,716.9184904,717,-0.081509556,40,148,4,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_116,nan,,,740.8321,0.655,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,30695,29.71,219.02,-1,1,9,77.8,,FALSE,161.999,5_NoID,741,-0.1679,740.8794209,741,-0.120579142,36,116,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_650,nan,,,791.2464,3.351,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,6124,34.922,257.21,-1,3,18,100,,FALSE,170.999,5_NoID,791,0.2464,791.2969411,791,0.296941085,77,650,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_697,nan,,,817.2619,3.389,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,2323,35.502,261.36,-1,4,41,100,,FALSE,605.999,5_NoID,817,0.2619,817.3141028,817,0.314102833,79,697,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_790,nan,,,821.2895,3.524,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,3144,35.735,263.06,-1,3,39,100,,FALSE,284.999,5_NoID,821,0.2895,821.3419601,821,0.341960097,82,790,3,FALSE,RT ordered,DT ordered,FALSE,TRUE,TRUE,FALSE,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
