Match,Match Source,Classification Type,ID,RT,DT,CCS,m/z,Mass Error (ppm),CCS Error (%),RT Error (abs),35 2286 - Serum.d.DeMP, 36 2286 - Mitra.d.DeMP, 37 2286 - DBS.d.DeMP, 38 2182 - Serum.d.DeMP, 39 2182 - Mitra.d.DeMP, 40 2182 - DBS.d.DeMP, 41 2187 - Serum.d.DeMP, 42 2187 - Mitra.d.DeMP, 43 2187 - DBS.d.DeMP, 44 2854 - Serum.d.DeMP, 45 2854 - Mitra.d.DeMP, 46 2854 - DBS.d.DeMP, 47 2911 - Serum.d.DeMP, 48 2911 - Mitra.d.DeMP, 49 2911 - DBS.d.DeMP, 125 1777 - Serum.d.DeMP, 126 1777 - Mitra.d.DeMP, 127 1777 - DBS.d.DeMP, 128 1821 - Serum.d.DeMP, 129 1821 - Mitra.d.DeMP, 130 1821 - DBS.d.DeMP, 131 1673 - Serum.d.DeMP, 132 1673 - Mitra.d.DeMP, 133 1673 - DBS.d.DeMP, 134 1894 - Serum.d.DeMP, 135 1894 - Mitra.d.DeMP, 136 1894 - DBS.d.DeMP, 137 3330 - Serum.d.DeMP, 138 3330 - Mitra.d.DeMP, 139 3330 - DBS.d.DeMP, 80 2003 - Serum.d.DeMP, 81 2003 - Mitra.d.DeMP, 82 2003 - DBS.d.DeMP, 83 2095 - Serum.d.DeMP, 84 2095 - Mitra.d.DeMP, 85 2095 - DBS.d.DeMP, 86 2046 - Serum.d.DeMP, 87 2046 - Mitra.d.DeMP, 88 2046 - DBS.d.DeMP, 89 2889 - Serum.d.DeMP, 90 2889 - Mitra.d.DeMP, 91 2889 - DBS.d.DeMP, 92 3021 - Serum.d.DeMP, 93 3021 - Mitra.d.DeMP, 94 3021 - DBS.d.DeMP,Detection Frequency (%),Average Abundance
No Match,None,unmatched,14411.0,3.8,22.46,169.8,321.0831,,,,0.0,0.0,0.0,0.0,0.0,0.0,184.999,0.0,0.0,181.999,0.0,0.0,0.0,0.0,0.0,198.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.999,0.0,0.0,201.999,0.0,0.0,0.0,0.0,0.0,260.999,0.0,0.0,0.0,0.0,0.0,235.999,0.0,0.0,0.0,0.0,0.0,15.6,31.0
No Match,None,unmatched,295.0,6.8,17.91,135.7,308.8387,,,,1416.999,326.999,0.0,1437.999,206.999,0.0,5418.999,0.0,151.999,12182.999,822.999,0.0,1441.999,248.999,0.0,7765.999,215.999,0.0,5758.999,528.999,172.999,7784.999,586.999,345.999,5735.999,360.999,0.0,6194.999,438.999,0.0,2301.999,225.999,0.0,9097.999,381.999,0.0,2155.999,332.999,0.0,1485.999,224.999,0.0,340.999,0.0,0.0,68.9,1656.0
No Match,None,unmatched,4000.0,14.2,20.98,159.0,307.0083,,,,0.0,128.999,0.0,0.0,334.999,0.0,0.0,167.999,133.999,0.0,258.999,0.0,0.0,0.0,0.0,0.0,135.999,0.0,0.0,216.999,0.0,0.0,225.999,0.0,0.0,230.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.999,0.0,0.0,333.999,202.999,0.0,0.0,0.0,0.0,187.999,0.0,28.9,60.0
No Match,None,unmatched,4031.0,6.7,19.49,147.6,308.9733,,,,170.999,0.0,0.0,0.0,0.0,0.0,192.999,0.0,0.0,177.999,0.0,0.0,187.999,0.0,0.0,233.999,0.0,0.0,209.999,0.0,0.0,279.999,0.0,0.0,172.999,0.0,0.0,180.999,0.0,0.0,153.999,0.0,0.0,200.999,0.0,0.0,0.0,0.0,0.0,215.999,0.0,0.0,182.999,0.0,0.0,28.9,56.0
No Match,None,unmatched,5749.0,12.2,20.99,159.0,307.0079,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.999,0.0,117.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.999,273.999,0.0,0.0,0.0,0.0,109.999,0.0,15.6,27.0
No Match,None,unmatched,1311.0,9.9,24.56,183.7,442.0593,,,,0.0,247.88899999999998,348.889,0.0,354.889,312.889,0.0,250.88899999999998,741.889,0.0,385.889,0.0,0.0,253.88899999999998,473.889,0.0,168.88899999999998,219.88899999999998,0.0,266.889,301.889,0.0,354.889,428.889,0.0,289.889,331.889,0.0,329.889,570.889,0.0,235.88899999999998,389.889,0.0,302.889,809.889,0.0,485.889,647.889,0.0,372.889,622.889,0.0,368.889,454.889,64.4,248.0
No Match,None,unmatched,5794.0,9.9,24.57,183.7,441.0619,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.999,0.0,151.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.999,0.0,0.0,161.999,0.0,114.999,135.999,0.0,134.999,0.0,0.0,0.0,135.999,17.8,26.0
No Match,None,unmatched,118.0,2.4,24.28,182.2,397.0031,,,,9282.999,7734.999,6711.999,10552.999,7011.999,3412.999,11413.999,1809.999,636.999,9867.999,7379.999,0.0,11529.999,1403.999,398.999,12869.999,2002.999,1069.999,12135.999,6245.999,1761.999,5992.999,434.999,209.999,12814.999,8350.999,4391.999,9331.999,670.999,255.999,11757.999,1252.999,242.999,12254.999,1216.999,586.999,12184.999,3102.999,575.999,12081.999,2568.999,913.999,11445.999,7436.999,4840.999,97.8,5440.0
No Match,None,unmatched,2093.0,10.9,22.79,170.7,414.9478,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.999,526.999,0.0,0.0,0.0,0.0,1794.999,258.999,148.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757.999,263.999,172.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,165.0
No Match,None,unmatched,22822.0,14.3,23.73,178.2,381.0277,,,,0.0,0.0,0.0,0.0,123.999,0.0,0.0,0.0,133.999,0.0,117.999,0.0,0.0,0.0,0.0,0.0,0.0,117.999,0.0,0.0,0.0,0.0,111.999,0.0,0.0,132.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.999,0.0,111.999,124.999,0.0,142.999,0.0,0.0,0.0,0.0,22.2,27.0
No Match,None,unmatched,9406.0,13.6,22.48,169.2,368.0375,,,,0.0,0.0,0.0,222.999,0.0,0.0,0.0,0.0,0.0,197.999,126.999,0.0,0.0,0.0,0.0,223.999,0.0,0.0,0.0,0.0,0.0,109.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.999,0.0,0.0,147.999,0.0,0.0,0.0,0.0,0.0,181.999,0.0,0.0,17.8,30.0
No Match,None,unmatched,1460.0,11.6,21.86,163.2,466.9567,,,,0.0,1660.999,0.0,0.0,1069.999,0.0,0.0,1874.999,0.0,0.0,0.0,0.0,0.0,785.999,108.999,0.0,1237.999,0.0,0.0,142.999,0.0,0.0,141.999,0.0,0.0,203.999,0.0,0.0,977.999,110.999,0.0,127.999,0.0,0.0,186.999,0.0,0.0,2618.999,178.999,0.0,175.999,0.0,0.0,0.0,0.0,35.6,253.0
No Match,None,unmatched,3717.0,12.7,26.22,195.9,455.0467,,,,0.0,0.0,171.999,0.0,190.999,0.0,0.0,0.0,191.999,0.0,208.999,0.0,0.0,125.999,0.0,0.0,0.0,0.0,0.0,115.999,0.0,0.0,126.999,121.999,0.0,123.999,0.0,0.0,179.999,172.999,0.0,0.0,130.999,0.0,150.999,205.999,0.0,200.999,203.999,0.0,143.999,0.0,0.0,115.999,128.999,42.2,66.0
No Match,None,unmatched,2018.0,9.9,25.87,192.9,487.0641,,,,0.0,0.0,295.999,0.0,218.999,261.999,0.0,217.999,583.999,0.0,269.999,0.0,0.0,182.999,250.999,0.0,166.999,187.999,0.0,244.999,213.999,0.0,320.999,324.999,0.0,0.0,239.999,0.0,218.999,439.999,0.0,163.999,310.999,0.0,270.999,504.999,0.0,380.999,433.999,0.0,260.999,423.999,0.0,218.999,319.999,60.0,174.0
No Match,None,unmatched,2167.0,9.9,25.88,192.9,486.0675,,,,0.0,160.999,249.999,0.0,248.999,233.999,0.0,0.0,465.999,0.0,271.999,0.0,0.0,191.999,297.999,0.0,199.999,178.999,0.0,231.999,193.999,0.0,199.999,260.999,0.0,221.999,263.999,0.0,249.999,338.999,0.0,120.999,305.999,0.0,215.999,495.999,0.0,322.999,437.999,0.0,0.0,428.999,0.0,210.999,269.999,60.0,159.0
No Match,None,unmatched,7238.0,11.5,22.84,170.0,507.9666,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.999,0.0,0.0,123.999,0.0,0.0,0.0,0.0,0.0,113.999,0.0,0.0,133.999,0.0,0.0,101.999,0.0,0.0,134.999,0.0,0.0,110.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,19.0
No Match,None,unmatched,664.0,4.0,27.15,202.1,513.0873,,,,1522.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.999,0.0,0.0,1322.999,0.0,0.0,21867.999,544.999,0.0,118.999,0.0,0.0,403.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.999,0.0,0.0,2885.999,0.0,0.0,20.0,670.0
No Match,None,unmatched,3790.0,9.9,27.24,202.6,530.075,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.999,0.0,0.0,0.0,0.0,0.0,167.999,0.0,0.0,0.0,0.0,130.999,0.0,0.0,124.999,205.999,0.0,0.0,143.999,0.0,0.0,230.999,0.0,0.0,175.999,0.0,121.999,243.999,0.0,156.999,247.999,0.0,0.0,248.999,0.0,129.999,185.999,33.3,60.0
No Match,None,unmatched,4058.0,9.9,27.22,202.5,531.0716,,,,0.0,0.0,161.999,0.0,0.0,131.999,0.0,0.0,252.999,0.0,157.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.999,127.999,0.0,129.999,175.999,0.0,0.0,126.999,0.0,0.0,177.999,0.0,0.0,0.0,0.0,0.0,250.999,0.0,137.999,245.999,0.0,0.0,232.999,0.0,0.0,193.999,33.3,58.0
No Match,None,unmatched,2190.0,3.2,26.74,198.9,541.0077,,,,2394.999,181.999,134.999,0.0,0.0,0.0,229.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.999,0.0,0.0,797.999,0.0,0.0,2740.999,235.999,206.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,156.0
No Match,None,unmatched,1385.0,11.0,23.78,177.6,450.9248,,,,151.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4454.999,927.999,0.0,0.0,0.0,0.0,3126.999,351.999,263.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.999,0.0,0.0,2973.999,341.999,243.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,283.0
No Match,None,unmatched,1319.0,3.5,27.58,205.0,555.0241,,,,5354.999,713.999,378.999,0.0,0.0,0.0,188.999,0.0,0.0,984.999,108.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3958.999,438.999,0.0,1155.999,103.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.999,0.0,0.0,236.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,302.0
No Match,None,unmatched,3639.0,12.2,28.75,213.2,598.0814,,,,0.0,0.0,0.0,0.0,118.33344444444444,0.0,0.0,0.0,439.33344444444447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.33344444444444,0.0,0.0,148.33344444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.33344444444444,0.0,376.33344444444447,287.33344444444447,0.0,0.0,0.0,0.0,0.0,0.0,15.6,35.0
No Match,None,unmatched,2074.0,12.2,28.73,213.1,599.0787,,,,0.0,0.0,0.0,0.0,153.3334444444444,0.0,0.0,111.33344444444441,801.3334444444445,0.0,152.3334444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.33344444444441,0.0,0.0,197.3334444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.3334444444444,230.3334444444444,0.0,547.3334444444445,484.3334444444444,0.0,0.0,0.0,0.0,112.33344444444441,0.0,24.4,68.0
