ID,RT,DT,CCS,m/z,SD,Abundance,37 2286 - DBS.d.DeMP,40 2182 - DBS.d.DeMP,43 2187 - DBS.d.DeMP,46 2854 - DBS.d.DeMP,49 2911 - DBS.d.DeMP,127 1777 - DBS.d.DeMP,130 1821 - DBS.d.DeMP,133 1673 - DBS.d.DeMP,136 1894 - DBS.d.DeMP,139 3330 - DBS.d.DeMP,82 2003 - DBS.d.DeMP,85 2095 - DBS.d.DeMP,88 2046 - DBS.d.DeMP,91 2889 - DBS.d.DeMP,94 3021 - DBS.d.DeMP,DBS 2184.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
3921,13.545,34.288,253.3,692.3813,0.0029,16,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,91,0.001,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001
3922,12.526,34.297,253.97,655.1561,0.0021,16,57,0.001,0.001,0.001,0.001,196,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3923,15.639,36.66,271.15,649.6334,0.0013,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,53,110,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3924,12.651,32.15,239.07,535.3988,0.0026,16,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,0.001,0.001,0.001,53,0.001,0.001,0.001,0.001
3925,9.565,21.608,162.67,359.0327,0.0015,16,57,0.001,0.001,0.001,0.001,0.001,0.001,59,0.001,0.001,0.001,67,0.001,0.001,69,0.001,0.001,0.001,0.001
3926,15.796,34.735,256.95,645.5023,0.0026,16,0.001,0.001,0.001,0.001,0.001,54,0.001,0.001,0.001,0.001,0.001,0.001,198,0.001,0.001,0.001,0.001,0.001,0.001
3927,13.621,24.552,185.64,324.257,0.0012,16,0.001,0.001,128,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,124,0.001,0.001,0.001,0.001,0.001,0.001
3928,9.814,32.579,241.15,656.2589,0.0008,16,0.001,76,0.001,0.001,0.001,97,79,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3929,0.534,30.05,234.72,171.0071,0.0004,16,0.001,0.001,0.001,0.001,142,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,0.001,0.001
3930,12.246,21.611,162.73,359.033,0.0011,16,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,69,0.001,0.001,0.001,0.001,0.001
3931,15.81,24.915,184.21,694.9501,0.0011,16,75,0.001,0.001,0.001,71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,0.001
3932,11.811,18.959,144.74,259.0472,0.0002,16,76,0.001,0.001,0.001,0.001,0.001,0.001,57,53,65,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3933,13.451,18.957,145.66,226.0049,0.0004,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,95,0.001,78,0.001,0.001,78,0.001,0.001,0.001,0.001
3934,13.206,30.699,227.96,579.3138,0.0036,16,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,147,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3935,13.761,27.393,204.36,436.2542,0.0009,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91,0.001,0.001,0.001,159,0.001,0.001,0.001
3936,13.381,20.086,152.42,302.0482,0.0013,16,52,76,0.001,0.001,0.001,0.001,0.001,0.001,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3937,6.166,26.957,201.56,413.1982,0.0008,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65,99,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,0.001
3938,15.144,32.203,238.07,715.1283,0.0022,16,0.001,0.001,168,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,82,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3939,3.754,17.969,139.92,185.059,0.0001,16,0.001,0.001,114,0.001,0.001,0.001,0.001,0.001,135,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3940,14.184,18.468,141.87,226.9858,0.0002,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,131,0.001,118,0.001,0.001,0.001,0.001
3941,1.29,35.254,274.91,172.9919,0.0005,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,82,61,0.001,0.001,0.001,0.001,0.001,106,0.001,0.001,0.001
3942,12.436,46.923,343.6,1229.3322,0.0025,16,0.001,0.001,0.001,0.001,0.001,0.001,87,0.001,0.001,0.001,0.001,0.001,75,0.001,86,0.001,0.001,0.001,0.001
3943,15.406,27.225,204.09,385.4352,0.0021,16,0.001,0.001,0.001,0.001,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,55,0.001,65,56,0.001,0.001,0.001
3944,5.574,30.227,224.26,569.2602,0.0007,16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,77,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001
3945,14.754,36.731,270.97,742.5345,0.0023,15,0.001,0.001,0.001,0.001,0.001,0.001,73,0.001,0.001,102,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3946,9.816,30.628,227.66,586.2542,0.0007,15,80,84,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3947,11.764,25.105,189.03,345.2417,0.0006,15,0.001,0.001,0.001,0.001,72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,175,0.001,0.001,0.001
3948,14.9,29.655,221.23,490.3275,0.0021,15,0.001,63,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,87,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3949,9.928,28.293,210.46,513.2334,0.0014,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,82,84,0.001,0.001,0.001,0.001,0.001
3950,12.858,29.199,217.9,439.3426,0.0003,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,116,0.001,64,0.001,0.001,0.001,0.001,0.001,67,0.001,0.001,0.001
3951,15.452,36.396,269.08,725.5263,0.0028,15,0.001,0.001,57,0.001,67,0.001,123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3952,16.426,36.171,267.35,672.6106,0.0007,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,60,74,0.001,0.001,112,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3953,8.318,31.904,236.2,624.3391,0.002,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,0.001,0.001,0.001,0.001,0.001,0.001,182,0.001,0.001,0.001,0.001
3954,10.383,28.811,214.31,513.2726,0.002,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,68,0.001,0.001,0.001,109,69,0.001,0.001,0.001,0.001,0.001,0.001
3955,14.108,26.553,199.2,368.3147,0,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,72,174,0.001,0.001,0.001
3956,9.409,18.554,139.72,369.1378,0.0037,15,0.001,82,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3957,13.498,37.913,279.28,806.3711,0.0009,15,0.001,0.001,0.001,0.001,0.001,53,71,0.001,0.001,0.001,55,0.001,67,0.001,0.001,0.001,0.001,0.001,0.001
3958,9.923,16.807,131.99,163.0043,0.0005,15,0.001,0.001,91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,50,0.001,105,0.001,0.001,0.001,0.001,0.001,0.001
3959,15.045,24.501,184.22,363.1816,0.0016,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,77,79,0.001,0.001,90,0.001,0.001,0.001,0.001
3960,15.463,25.941,194.27,387.0313,0.0008,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,0.001,0.001,124,0.001,0.001,0.001
3961,14.238,28.026,209.35,425.3618,0.0013,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,105,0.001,0.001,0.001,0.001,0.001,84,56,0.001,0.001,0.001
3962,12.428,34.726,256.61,729.172,0.0016,15,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,116,0.001,0.001,0.001,0.001,0.001,0.001
3963,16.353,37.5,276.53,758.5349,0.0027,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,166,0.001,0.001,0.001,79,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3964,12.88,25.982,195.06,378.2413,0.001,15,0.001,0.001,0.001,0.001,0.001,84,0.001,98,62,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3965,12.597,18.844,150.72,131.0126,0.0001,15,0.001,0.001,66,0.001,81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001
3966,9.007,24.855,186.51,381.163,0.0008,15,0.001,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91,0.001,0.001,0.001,76,0.001,0.001,0.001
3967,13.52,23.6,178.81,305.216,0.0011,15,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,97,64,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3968,10.921,20.062,151.99,301.051,0.0008,15,0.001,0.001,0.001,0.001,0.001,58,57,0.001,0.001,66,63,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3969,5.252,29.4,218.39,541.2659,0.0007,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001,0.001,165,0.001,0.001,0.001,0.001
3970,0.605,24.457,197.43,116.9723,0.0006,15,0.001,0.001,62,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,82,0.001,99,0.001,0.001,0.001,0.001
3971,12.297,23.538,177.21,359.0111,0,15,76,0.001,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3972,13.318,23.115,175.67,279.5611,0.0032,15,0.001,0.001,0.001,0.001,0.001,189,0.001,0.001,0.001,0.001,0.001,54,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3973,6.592,34.799,256.68,689.375,0.0013,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,167,0.001,0.001,0.001
3974,13.849,32.889,244.88,517.3902,0.0005,15,0.001,0.001,78,0.001,0.001,0.001,0.001,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3975,14.849,33.836,250.19,627.4381,0.0018,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,0.001,88,0.001,0.001,51,0.001,0.001,0.001
3976,13.751,34.87,257,717.369,0.0028,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,185,0.001,0.001,0.001,0.001,0.001,0.001,0.001,57,0.001,0.001,0.001
3977,2.437,33.935,250.27,816.9939,0.0022,15,172,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3978,0.246,12.243,97.6,134.8645,0.0006,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,129,0.001,0.001,0.001,0.001,113,0.001,0.001,0.001,0.001,0.001
3979,0.269,30.07,227.98,291.0814,0.0011,15,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,79,0.001,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,0.001
3980,1.505,32.917,253.99,212.0019,0.0011,15,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,120,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3981,0.429,24.157,181.21,389.136,0.0006,15,0.001,0.001,0.001,0.001,0.001,0.001,127,115,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3982,7.667,7.064,56.25,141.0163,0.0007,15,0.001,0.001,70,0.001,0.001,85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,87,0.001,0.001,0.001,0.001
3983,1.658,23.428,176.87,317.1137,0.0021,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,106,0.001,79,0.001,0.001,0.001,0.001,0.001,56,0.001,0.001,0.001
3984,14.707,29.991,223.09,481.4055,0.0021,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,140,0.001,0.001,0.001
3985,15.413,29.007,217.43,428.3828,0.0011,15,115,126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3986,7.471,18.492,140.77,278.9916,0.0004,15,0.001,68,58,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65,50,0.001,0.001,0.001,0.001,0.001,0.001
3987,8.244,23.464,178.37,283.1003,0.0003,15,0.001,115,0.001,0.001,0.001,0.001,0.001,0.001,51,0.001,0.001,74,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3988,15.175,37.446,276.08,768.4891,0.0063,15,0.001,0.001,0.001,0.001,0.001,183,0.001,57,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3989,12.793,30.656,228.01,483.3683,0.0004,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,0.001
3990,15.976,34.18,253.54,604.5467,0.0006,15,0.001,0.001,0.001,0.001,77,163,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3991,13.449,34.703,256.65,698.2841,0.0015,15,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,164,0.001,0.001,0.001,0.001,0.001,0.001
3992,12.291,30.299,225.03,544.3022,0.0005,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61,0.001,72,0.001,0.001,0.001,55,51,0.001,0.001,0.001,0.001
3993,13.682,25.385,190.53,363.2198,0.0001,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,150,0.001,0.001,0.001
3994,1.136,20.192,162.9,116.9724,0.0006,15,0.001,0.001,0.001,0.001,0.001,95,94,0.001,0.001,0.001,0.001,0.001,50,0.001,0.001,0.001,0.001,0.001,0.001
3995,12.654,29.386,219.29,439.3415,0.0007,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74,0.001,73,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001
3996,5.525,28.245,210.45,498.2376,0.0009,15,0.001,71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,0.001,79,0.001,0.001,0.001,0.001
3997,15.943,26.656,200.67,367.6265,0.0024,15,0.001,0.001,76,0.001,72,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3998,13.265,29.71,221.07,506.2899,0.0006,15,0.001,0.001,0.001,0.001,0.001,152,0.001,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
3999,14.183,22.79,173,287.0031,0.0002,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,93,0.001,73,0.001,0.001,72,0.001,0.001,0.001,0.001
4000,14.399,30.449,226.72,527.3409,0.0005,15,0.001,77,0.001,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4001,13.122,25.487,188.62,669.9582,0.002,15,0.001,0.001,68,0.001,0.001,0.001,0.001,0.001,94,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4002,2.634,19.097,150.41,151.0389,0.0002,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,137,0.001,0.001,0.001
4003,16.194,37.857,279.39,779.5314,0.0064,15,0.001,0.001,0.001,0.001,142,0.001,0.001,0.001,95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4004,15.345,36.379,268.55,716.4983,0.0041,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,0.001,148,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4005,9.642,30.535,226.34,585.2149,0.0039,15,0.001,55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001,116,0.001,0.001,0.001
4006,5.309,30.64,227.19,584.275,0.0011,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,143,0.001,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001,0.001
4007,0.733,21.166,174.96,92.9285,0.0011,15,0.001,0.001,0.001,0.001,0.001,93,0.001,71,72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4008,13.976,30.778,229.14,495.4047,0.0006,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,0.001,0.001,91,55,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4009,15.446,25.942,193.45,485.0667,0.0007,15,86,0.001,0.001,0.001,0.001,0.001,0.001,84,0.001,0.001,0.001,0.001,0.001,66,0.001,0.001,0.001,0.001,0.001
4010,2.785,27.271,203.17,485.2011,0.0008,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,130,0.001,0.001,0.001,106,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4011,15.136,35.026,259.73,651.4346,0.0016,15,64,81,91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4012,5.476,27.003,201.31,455.2077,0.0008,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,120,0.001,0.001,0.001,0.001,60,0.001,0.001,56,0.001,0.001,0.001
4013,13.385,31.78,235.13,643.1383,0.002,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,81,0.001,0.001,74,81,0.001,0.001,0.001,0.001,0.001
4014,12.05,25.726,192.66,425.2206,0.0002,15,0.001,0.001,69,0.001,0.001,0.001,0.001,167,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4015,15.234,32.75,243.4,567.461,0.0019,15,64,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4016,9.916,18.464,142.42,211.006,0,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,107,129,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4017,11.147,27.8,207.99,437.2691,0.0011,15,113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,123,0.001,0.001,0.001,0.001
4018,9.825,27.375,203.99,453.214,0.0022,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,160,0.001,0.001,0.001
4019,15.155,35.954,266.36,602.3722,0.0018,15,0.001,0.001,0.001,0.001,0.001,62,0.001,0.001,0.001,59,0.001,115,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4020,16.241,40.177,295.63,861.6146,0.0021,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,119,0.001,0.001,116,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4021,15.265,19.539,150.57,224.0288,0.0002,15,0.001,117,118,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4022,16.302,36.117,266.9,679.5869,0.0012,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,84,0.001,59,0.001,92,0.001,0.001,0.001,0.001,0.001,0.001
4023,13.744,33.731,249.64,623.2611,0.0052,15,0.001,110,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,0.001
4024,16.202,36.448,268.95,732.5179,0.0024,15,0.001,0.001,0.001,0.001,0.001,164,0.001,71,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4025,15.565,37.803,278.67,774.5333,0.0012,15,0.001,0.001,0.001,0.001,0.001,139,0.001,96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4026,15.761,24.514,185.01,329.0443,0.0006,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,116,119,0.001,0.001,0.001,0.001,0.001,0.001
4027,11.725,28.667,213.24,513.2722,0.0005,15,0.001,0.001,0.001,0.001,0.001,103,0.001,131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4028,11.79,29.826,221.82,516.2729,0.0008,15,0.001,0.001,0.001,0.001,0.001,76,0.001,72,0.001,86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4029,12.243,19.654,148.65,314.0292,0.001,15,0.001,0.001,0.001,0.001,0.001,0.001,71,62,0.001,0.001,0.001,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4030,13.572,33.512,247.79,654.2648,0.0032,15,0.001,0.001,90,0.001,0.001,0.001,90,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,54,0.001,0.001,0.001
4031,4.931,29.387,218.48,542.2457,0.0014,15,0.001,0.001,71,0.001,0.001,54,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4032,13.81,27.336,205.09,367.2846,0.0004,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,0.001
4033,15.529,37.529,276.75,758.5312,0.0012,15,0.001,0.001,0.001,0.001,0.001,0.001,72,78,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4034,13.449,27.849,207.31,499.2197,0.0016,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,112,0.001,0.001,0.001,0.001,0.001
4035,12.482,21.626,165.83,241.2164,0.0016,15,74,62,0.001,0.001,0.001,97,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4036,13.195,30.44,225.85,568.3301,0.0013,15,0.001,0.001,0.001,0.001,0.001,92,0.001,65,0.001,0.001,0.001,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001
4037,13.377,26.427,198.34,369.2989,0.0016,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,91,0.001,0.001,60,82,0.001,0.001,0.001
4038,14.985,32.586,242.64,491.3177,0.0001,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001,0.001,115,0.001,0.001,0.001,0.001
4039,10.41,26.709,199.36,486.9713,0.0004,15,0.001,69,55,0.001,57,0.001,51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4040,8.664,29.006,215.24,528.2613,0.001,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,158,0.001,0.001,0.001,0.001,0.001,0.001,0.001,74,0.001,0.001,0.001
4041,14.052,27.511,204.36,543.0548,0.0015,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,51,111,0.001,70,0.001,0.001,0.001,0.001
4042,13.759,33.149,245.72,589.4473,0.0004,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,0.001,123,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4043,3.042,29.214,225.47,207.0119,0.0007,15,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66,90,0.001,0.001,0.001,76,0.001,0.001,0.001,0.001,0.001
4044,4.381,28.712,213.66,522.1991,0.0003,15,71,0.001,0.001,0.001,0.001,63,0.001,0.001,0.001,0.001,0.001,98,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4045,8.011,19.769,148.38,400.9326,0.001,15,0.001,0.001,0.001,0.001,77,0.001,0.001,0.001,0.001,0.001,0.001,0.001,155,0.001,0.001,0.001,0.001,0.001,0.001
4046,10.283,35.814,263.67,762.339,0.0032,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,111,0.001,0.001,0.001,120,0.001,0.001,0.001
4047,14.021,28.462,212.01,482.2758,0.0012,14,0.001,81,0.001,0.001,0.001,56,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001
4048,15.423,34.026,252.15,645.4028,0.0016,14,0.001,86,67,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,0.001,0.001,0.001,0.001,0.001
4049,15.732,37.708,278.2,775.5492,0.0009,14,0.001,0.001,0.001,0.001,84,0.001,93,0.001,0.001,0.001,0.001,0.001,0.001,54,0.001,0.001,0.001,0.001,0.001
4050,13.614,21.989,168.47,237.2207,0,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,135,0.001,0.001,0.001,0.001,0.001,0.001,95,0.001,0.001,0.001,0.001
4051,0.298,29.899,221.31,633.0346,0.0002,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159,0.001,0.001,0.001,71,0.001,0.001,0.001,0.001,0.001,0.001
4052,14.954,34.378,257.91,383.3495,0.001,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,0.001,0.001,0.001,138,0.001,0.001,0.001,0.001,0.001
4053,15.683,28.201,211.39,411.6196,0.0035,14,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001,112,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4054,15.265,30.101,225.85,383.3543,0.0005,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,127,0.001,103,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4055,15.979,34.921,258.24,657.4979,0.001,14,0.001,0.001,0.001,0.001,0.001,68,0.001,87,0.001,0.001,75,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4056,16.082,36.782,271.33,745.5006,0.001,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,0.001,0.001
4057,14.003,33.189,245.69,626.3532,0.0012,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,0.001,61,0.001,0.001,0.001,91,0.001,0.001,0.001,0.001
4058,10.71,18.479,140.67,278.9915,0.0004,14,71,0.001,52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,55,0.001,0.001,0.001,52,0.001,0.001,0.001,0.001
4059,15.432,25.634,193.45,339.7676,0.0012,14,84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,146,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
4060,15.928,27.183,204.05,379.3955,0.0012,14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,82,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
