level,segment_id,m/C,MD/C
1.0,1.0_0,32.22352683286948,-0.002
1.0,1.0_0,32.495102747981065,-0.0015
1.0,1.0_0,32.78226184210392,-0.0011
1.0,1.0_0,33.04,-0.0007174952278292393
1.0,1.0_0,33.05089477889508,-0.0007
1.0,1.0_0,33.254107349834584,-0.0002
1.0,1.0_0,33.39034451829541,0.0002
1.0,1.0_0,33.469136373640076,0.0007
1.0,1.0_0,33.508703470421004,0.0011
1.0,1.0_0,33.532338360835574,0.0015
1.0,1.0_0,33.56041794794167,0.002
1.0,1.0_0,33.599422471735515,0.0024
1.0,1.0_0,33.640673268544425,0.0028
1.0,1.0_0,33.67235356975674,0.0033
1.0,1.0_0,33.69094217110352,0.0036999999999999997
1.0,1.0_0,33.70135181715332,0.0041
1.0,1.0_0,33.711009310134195,0.0046
1.0,1.0_0,33.72456169550944,0.005
1.0,1.0_0,33.74066156621064,0.0054
1.0,1.0_0,33.75498221167497,0.0059
1.0,1.0_0,33.77013093620262,0.0063
1.0,1.0_0,33.7997459090695,0.0067
1.0,1.0_0,33.85799166210697,0.0072
1.0,1.0_0,33.91,0.007446008153315585
1.0,1.0_0,33.94496254461944,0.0076
1.0,1.0_0,34.03560150857116,0.008
1.0,1.0_0,34.09477854891211,0.0085
1.0,1.0_0,34.124585803643214,0.0089
1.0,1.0_0,34.18505178539918,0.0093
1.0,1.0_0,34.3760647535968,0.0098
1.0,1.0_0,34.78,0.010182519844576568
1.0,1.0_0,34.80237580039576,0.0102
1.0,1.0_0,35.555163432817956,0.010700000000000001
1.0,1.0_0,35.65,0.010749299062753103
1.0,1.0_0,36.4806203052429,0.0111
1.0,1.0_0,36.52,0.011128002509221418
1.0,1.0_0,37.08074253010481,0.0115
1.1,1.1_0,31.45478654256564,-0.0041889577830837
1.1,1.1_0,32.17,-0.004171148245377522
1.1,1.1_0,33.04,-0.004135148542573654
1.1,1.1_0,33.52807611967384,-0.0041
1.1,1.1_0,33.91,-0.004072940305099978
1.1,1.1_0,34.78,-0.00395518528961721
1.1,1.1_0,35.61662972382304,-0.0037
1.1,1.1_0,35.65,-0.0036569350859748263
1.1,1.1_0,35.81237062712906,-0.0033
1.1,1.1_0,35.682719119507865,-0.0028
1.1,1.1_0,35.65,-0.002725291811168908
1.1,1.1_0,35.50837159327668,-0.0024000000000000002
1.1,1.1_0,35.437701038530385,-0.002
1.1,1.1_0,35.50290514023543,-0.0015
1.1,1.1_0,35.64702384633867,-0.0011
1.1,1.1_0,35.65,-0.0010918937297686986
1.1,1.1_0,35.78076845251665,-0.0007
1.1,1.1_0,35.87606567457981,-0.0002
1.1,1.1_0,35.937385285630064,0.00020000000000000004
1.1,1.1_0,35.97750081188019,0.0007
1.1,1.1_0,36.00540543574621,0.0011
1.1,1.1_0,36.02668324181691,0.0015
1.1,1.1_0,36.044177441400024,0.002
1.1,1.1_0,36.058990764872966,0.0024
1.1,1.1_0,36.074072694038826,0.0028
1.1,1.1_0,36.097180351594815,0.0033
1.1,1.1_0,36.13843413355591,0.0037
1.1,1.1_0,36.20359543611214,0.004100000000000001
1.1,1.1_0,36.289693836758126,0.0046
1.1,1.1_0,36.38934248262802,0.005
1.1,1.1_0,36.49823599676278,0.0054
1.1,1.1_0,36.52,0.0054967399372664065
1.1,1.1_0,36.60892044315431,0.0059
1.1,1.1_0,36.710437595689434,0.0063
1.1,1.1_0,36.79337859754524,0.0067
1.1,1.1_0,36.865115792529494,0.0072
1.1,1.1_0,36.94402149897061,0.0076
1.1,1.1_0,37.032593952490984,0.008
1.1,1.1_0,37.12188649771731,0.0085
1.1,1.1_0,37.243661429736655,0.0089
1.1,1.1_0,37.39,0.009119167749320957
1.1,1.1_0,37.5396351980599,0.0093
1.1,1.1_0,38.26,0.009773149846357573
1.1,1.1_0,38.32087798608467,0.0098
1.1,1.1_0,39.13,0.009997946791666554
1.1,1.1_0,40.0,0.010136890217611525
1.1,1.1_0,40.614401264166204,0.0102
1.1,1.1_0,40.87,0.010235866908691908
1.1,1.1_0,41.739999999999995,0.010314304494699042
1.1,1.1_0,42.61,0.010357682372245297
1.1,1.1_0,43.48,0.010375435529026682
1.1,1.1_0,44.35,0.010378141724697101
1.1,1.1_0,45.22,0.01037501794723647
1.1,1.1_0,45.790536015198995,0.010372105738391382
1.2,1.2_0,35.85420396914701,-0.005517358602958053
1.2,1.2_0,36.52,-0.005502685652079471
1.2,1.2_0,37.39,-0.0054721527120242955
1.2,1.2_0,38.26,-0.005415637481349392
1.2,1.2_0,38.39563647312747,-0.0054
1.2,1.2_0,39.13,-0.005273895182726395
1.2,1.2_0,39.79458816455282,-0.005
1.2,1.2_0,39.92186834211362,-0.0046
1.2,1.2_0,39.68674194280918,-0.0041
1.2,1.2_0,39.29683564334064,-0.0037
1.2,1.2_0,39.13,-0.003559173170487866
1.2,1.2_0,38.83423455742672,-0.0033
1.2,1.2_0,38.42292513723411,-0.0028
1.2,1.2_0,38.26,-0.0025574029699993164
1.2,1.2_0,38.15167100106687,-0.0024
1.2,1.2_0,38.04792261441345,-0.002
1.2,1.2_0,38.065758292318534,-0.0015
1.2,1.2_0,38.11865761069979,-0.0011
1.2,1.2_0,38.155285761481835,-0.0006999999999999999
1.2,1.2_0,38.17180187823834,-0.0002
1.2,1.2_0,38.183573591971445,0.0002
1.2,1.2_0,38.202091134774676,0.0006999999999999999
1.2,1.2_0,38.22882326946938,0.0011
1.2,1.2_0,38.26,0.0014992208291589085
1.2,1.2_0,38.260062709175784,0.0015
1.2,1.2_0,38.29655431579144,0.002
1.2,1.2_0,38.34497098542798,0.0024
1.2,1.2_0,38.415020789049734,0.0028
1.2,1.2_0,38.5138307026906,0.0033
1.2,1.2_0,38.6441991150284,0.0037
1.2,1.2_0,38.8015308716575,0.0041
1.2,1.2_0,38.9676850943448,0.0046
1.2,1.2_0,39.115570349735144,0.005
1.2,1.2_0,39.13,0.005051394389934866
1.2,1.2_0,39.236061964999564,0.0054
1.2,1.2_0,39.31190972441479,0.0059
1.2,1.2_0,39.33518568267114,0.0063
1.2,1.2_0,39.31733417883002,0.006700000000000001
1.2,1.2_0,39.31639972826207,0.0072
1.2,1.2_0,39.41438275642268,0.0076
1.2,1.2_0,39.67733664914528,0.008
1.2,1.2_0,40.0,0.008346178313869386
1.2,1.2_0,40.209022424790604,0.0085
1.2,1.2_0,40.87,0.008760803371044254
1.2,1.2_0,41.50100136659027,0.0089
1.2,1.2_0,41.739999999999995,0.008941367322948516
1.2,1.2_0,42.61,0.009030568664818403
1.2,1.2_0,43.47999999999999,0.009074525307871478
1.2,1.2_0,44.35000000000001,0.009093877733736669
1.2,1.2_0,45.22,0.009102146130458394
1.2,1.2_0,46.09,0.009106371392012126
1.2,1.2_0,46.96,0.009108981540241146
1.2,1.2_0,47.83,0.009110504385894964
1.2,1.2_0,48.240932799359186,0.00911106537960497
1.3,1.3_0,37.39,-0.006525248014462243
1.3,1.3_0,38.25999999999999,-0.006521041570255771
1.3,1.3_0,39.13,-0.006510366195366478
1.3,1.3_0,40.0,-0.006485100802314384
1.3,1.3_0,40.87,-0.006430855627133608
1.3,1.3_0,41.74,-0.006324756110914836
1.3,1.3_0,41.86592132082029,-0.0063
1.3,1.3_0,42.61,-0.0060385543992889
1.3,1.3_0,42.85800409653885,-0.0059
1.3,1.3_0,43.060365360224644,-0.0054
1.3,1.3_0,42.93865527328764,-0.005
1.3,1.3_0,42.62942011274385,-0.0046
1.3,1.3_0,42.61,-0.004579111397145692
1.3,1.3_0,42.16407918090914,-0.0041
1.3,1.3_0,41.74,-0.003778275181506881
1.3,1.3_0,41.63407511229268,-0.0037
1.3,1.3_0,41.09109265557208,-0.0033
1.3,1.3_0,40.87,-0.003042471720819992
1.3,1.3_0,40.64894426595339,-0.0028000000000000004
1.3,1.3_0,40.376366512645234,-0.0024
1.3,1.3_0,40.275560400218566,-0.002
1.3,1.3_0,40.27341397714429,-0.0015
1.3,1.3_0,40.295252841771266,-0.0011
1.3,1.3_0,40.30810778328303,-0.0007
1.3,1.3_0,40.316432282225634,-0.00019999999999999998
1.3,1.3_0,40.33687767293593,0.0002
1.3,1.3_0,40.38370225153737,0.0007
1.3,1.3_0,40.46393128639471,0.0011
1.3,1.3_0,40.57455409672849,0.0015
1.3,1.3_0,40.704760619937,0.002
1.3,1.3_0,40.84548792049966,0.0024
1.3,1.3_0,40.87,0.002464689483786947
1.3,1.3_0,41.00533249668792,0.0027999999999999995
1.3,1.3_0,41.20815830162941,0.0033
1.3,1.3_0,41.4821558490443,0.0037
1.3,1.3_0,41.74,0.004007630734251792
1.3,1.3_0,41.8198827360096,0.0041
1.3,1.3_0,42.13406496118941,0.0046
1.3,1.3_0,42.35207671570455,0.004999999999999999
1.3,1.3_0,42.47958737907434,0.0054
1.3,1.3_0,42.56377718150359,0.005900000000000001
1.3,1.3_0,42.61,0.006230952564650087
1.3,1.3_0,42.620495034133256,0.0063
1.3,1.3_0,42.637678078508706,0.0067
1.3,1.3_0,42.71251030111597,0.0072
1.3,1.3_0,43.22174704306122,0.0076
1.3,1.3_0,43.48,0.007678254653573613
1.3,1.3_0,44.35,0.00785219672705617
1.3,1.3_0,45.22,0.00795390286068165
1.3,1.3_0,45.91286847020354,0.008
1.3,1.3_0,46.09,0.0080101978909153
1.3,1.3_0,46.96,0.008038406441677314
1.3,1.3_0,47.83,0.008052178822541866
1.3,1.3_0,48.7,0.008058175964833571
1.3,1.3_0,49.46478909752638,0.008060466035904382
1.4,1.4_0,38.638422223989764,-0.00737398722942058
1.4,1.4_0,39.13,-0.007371520375011405
1.4,1.4_0,40.0,-0.00736260544511331
1.4,1.4_0,40.87,-0.007342415188947955
1.4,1.4_0,41.74,-0.0073023487134663955
1.4,1.4_0,42.61,-0.007230335014753395
1.4,1.4_0,42.84881166871812,-0.0072
1.4,1.4_0,43.47999999999999,-0.00709649462389497
1.4,1.4_0,44.35,-0.0068620362761564035
1.4,1.4_0,44.74983070010415,-0.0067
1.4,1.4_0,45.22,-0.006433981709789584
1.4,1.4_0,45.39439141560722,-0.0063
1.4,1.4_0,45.53599101302164,-0.0059
1.4,1.4_0,45.383901541820805,-0.0054
1.4,1.4_0,45.22,-0.0052210352567282
1.4,1.4_0,45.036924420839284,-0.005
1.4,1.4_0,44.56454292262707,-0.0046
1.4,1.4_0,44.35,-0.004411210473948475
1.4,1.4_0,44.0159163514127,-0.0041
1.4,1.4_0,43.480000000000004,-0.0037235499464036204
1.4,1.4_0,43.446807700763074,-0.0037
1.4,1.4_0,42.91563173130052,-0.0033
1.4,1.4_0,42.61,-0.002919868753606615
1.4,1.4_0,42.510202265780784,-0.0028
1.4,1.4_0,42.28639599908347,-0.0024
1.4,1.4_0,42.22836176472674,-0.002
1.4,1.4_0,42.25607270017434,-0.0015
1.4,1.4_0,42.299525395662194,-0.0011
1.4,1.4_0,42.3406937478441,-0.0007
1.4,1.4_0,42.39901337102562,-0.0002
1.4,1.4_0,42.49991012920972,0.0002
1.4,1.4_0,42.61,0.0005636257343465622
1.4,1.4_0,42.65504159722205,0.0007
1.4,1.4_0,42.852884729272326,0.0011
1.4,1.4_0,43.06732393078793,0.0015
1.4,1.4_0,43.29778546659665,0.002
1.4,1.4_0,43.48,0.002281900264168314
1.4,1.4_0,43.563139872274846,0.0024
1.4,1.4_0,43.869820693293775,0.0028
1.4,1.4_0,44.17413000544323,0.0033
1.4,1.4_0,44.35,0.0035697491432972184
1.4,1.4_0,44.42448895831968,0.0037
1.4,1.4_0,44.59558241729313,0.0041
1.4,1.4_0,44.719272403743346,0.0046
1.4,1.4_0,44.84414139691444,0.005
1.4,1.4_0,45.05870885454685,0.0054
1.4,1.4_0,45.22,0.005605144171683962
1.4,1.4_0,45.52732217296958,0.0059
1.4,1.4_0,46.09,0.006160785295562862
1.4,1.4_0,46.61182121892614,0.0063
1.4,1.4_0,46.959999999999994,0.00638369067091432
1.4,1.4_0,47.83,0.0065061752590761576
1.4,1.4_0,48.7,0.00657257897751032
1.4,1.4_0,49.57,0.006609681249347748
1.4,1.4_0,50.43,0.0066299373346788695
1.4,1.4_0,51.3,0.0066400697901206444
1.4,1.4_0,51.42795612022781,0.006641169599895257
1.5,1.5_0,42.81914778506674,-0.009420199876475134
1.5,1.5_0,43.48,-0.009411429206704222
1.5,1.5_0,44.35,-0.009389598650073359
1.5,1.5_0,45.22,-0.009347895061802697
1.5,1.5_0,45.81673730649178,-0.0093
1.5,1.5_0,46.09,-0.009261950781592454
1.5,1.5_0,46.96,-0.00905455334471001
1.5,1.5_0,47.35874864388834,-0.0089
1.5,1.5_0,47.51503908315051,-0.0085
1.5,1.5_0,47.611136730526695,-0.008
1.5,1.5_0,47.82692059387679,-0.0076
1.5,1.5_0,47.83,-0.007595714099483293
1.5,1.5_0,48.00980808401279,-0.0072
1.5,1.5_0,48.1118576759677,-0.0067
1.5,1.5_0,48.09583339709175,-0.0063
1.5,1.5_0,47.9349262179441,-0.005900000000000001
1.5,1.5_0,47.83,-0.005745274344935186
1.5,1.5_0,47.59951581727191,-0.0054
1.5,1.5_0,47.095268274089456,-0.005
1.5,1.5_0,46.96000000000001,-0.004917019827345706
1.5,1.5_0,46.46594969969074,-0.0046
1.5,1.5_0,46.09,-0.004329216727604704
1.5,1.5_0,45.79491361248609,-0.0041
1.5,1.5_0,45.22,-0.0037372885180551505
1.5,1.5_0,45.163871967408426,-0.0037
1.5,1.5_0,44.6471670222715,-0.0033
1.5,1.5_0,44.35000000000001,-0.002888338915935208
1.5,1.5_0,44.28532794406438,-0.0028000000000000004
1.5,1.5_0,44.109548405100796,-0.0024
1.5,1.5_0,44.07867726466468,-0.002
1.5,1.5_0,44.12439532992499,-0.0015
1.5,1.5_0,44.21095653217366,-0.0011
1.5,1.5_0,44.3466598704519,-0.0007
1.5,1.5_0,44.35,-0.0006911438249480025
1.5,1.5_0,44.56514038086942,-0.0002
1.5,1.5_0,44.83917579819132,0.0002
1.5,1.5_0,45.12826792470068,0.0007
1.5,1.5_0,45.22,0.0008277742313484104
1.5,1.5_0,45.442279025186735,0.0011
1.5,1.5_0,45.817300313793034,0.0015
1.5,1.5_0,46.09,0.0018150114323553666
1.5,1.5_0,46.270161044373836,0.002
1.5,1.5_0,46.67601008524211,0.0024
1.5,1.5_0,46.88252973744779,0.0028
1.5,1.5_0,46.92526599176192,0.0033
1.5,1.5_0,46.916848817717295,0.0037
1.5,1.5_0,46.93859128388508,0.0041
1.5,1.5_0,46.96,0.00421028804976923
1.5,1.5_0,47.04969823155641,0.0046
1.5,1.5_0,47.364911683687794,0.005
1.5,1.5_0,47.83,0.005254803231411861
1.5,1.5_0,48.24708537583511,0.0054
1.5,1.5_0,48.7,0.005516620444618305
1.5,1.5_0,49.57,0.005652342578348759
1.5,1.5_0,50.43,0.005726169335406903
1.5,1.5_0,51.3,0.005762181465808512
1.5,1.5_0,52.17,0.005777030810406781
1.5,1.5_0,53.040000000000006,0.005782008945624394
1.5,1.5_0,53.24458047657947,0.00578242501346007
1.6,1.6_0,44.89187147756907,-0.013111420389407508
1.6,1.6_0,45.22,-0.013110942501872936
1.6,1.6_0,46.09,-0.01310700029064717
1.6,1.6_0,46.96,-0.013096321749721595
1.6,1.6_0,47.83,-0.013072605274374182
1.6,1.6_0,48.7,-0.013028233799027233
1.6,1.6_0,49.56999999999999,-0.012955661645565351
1.6,1.6_0,50.43,-0.012847453313221988
1.6,1.6_0,50.70577514547993,-0.012800000000000002
1.6,1.6_0,51.3,-0.012624689197812792
1.6,1.6_0,51.97495024370991,-0.0124
1.6,1.6_0,52.17,-0.0121120534608939
1.6,1.6_0,52.24666607333005,-0.012
1.6,1.6_0,52.17,-0.011798240972176233
1.6,1.6_0,51.993265215126414,-0.0115
1.6,1.6_0,51.87206131813312,-0.011100000000000002
1.6,1.6_0,52.17,-0.010767130933079232
1.6,1.6_0,52.20433852963763,-0.0107
1.6,1.6_0,52.47007102353731,-0.0102
1.6,1.6_0,52.57962723745396,-0.0098
1.6,1.6_0,52.563593789490994,-0.0093
1.6,1.6_0,52.47164505929672,-0.0089
1.6,1.6_0,52.30023023330304,-0.0085
1.6,1.6_0,52.17,-0.008275593229340367
1.6,1.6_0,51.984697931575056,-0.008
1.6,1.6_0,51.52979268903658,-0.0076
1.6,1.6_0,51.3,-0.007405617935388074
1.6,1.6_0,51.055927867430164,-0.007199999999999999
1.6,1.6_0,50.678609863805534,-0.0067
1.6,1.6_0,50.42999999999999,-0.006380316767239188
1.6,1.6_0,50.372556320064994,-0.0063
1.6,1.6_0,50.03843419628548,-0.0059
1.6,1.6_0,49.61999578934365,-0.0054
1.6,1.6_0,49.57,-0.0053631564879695025
1.6,1.6_0,49.07218015254608,-0.005
1.6,1.6_0,48.7,-0.004769050301116962
1.6,1.6_0,48.4195622234091,-0.0046
1.6,1.6_0,47.830000000000005,-0.004187298103978638
1.6,1.6_0,47.70297340837212,-0.0041
1.6,1.6_0,47.015656347355026,-0.0037
1.6,1.6_0,46.959999999999994,-0.0036585282649344935
1.6,1.6_0,46.48418519461033,-0.0033
1.6,1.6_0,46.15074924248081,-0.0028
1.6,1.6_0,46.09,-0.0026128882712853152
1.6,1.6_0,46.02349491604872,-0.0024000000000000002
1.6,1.6_0,46.04675337661709,-0.002
1.6,1.6_0,46.09,-0.0018276568324437552
1.6,1.6_0,46.19090413158801,-0.0015
1.6,1.6_0,46.46047950781586,-0.0011
1.6,1.6_0,46.829536760665825,-0.0007000000000000001
1.6,1.6_0,46.959999999999994,-0.0005404528706051445
1.6,1.6_0,47.27211054686346,-0.0002
1.6,1.6_0,47.73317148223305,0.0002
1.6,1.6_0,47.83,0.0003014921247326705
1.6,1.6_0,48.25001684625818,0.0007
1.6,1.6_0,48.7,0.0010322155458334296
1.6,1.6_0,48.794762588410684,0.0011
1.6,1.6_0,49.23658221396771,0.0015
1.6,1.6_0,49.47348239442457,0.002
1.6,1.6_0,49.556584670928295,0.0024
1.6,1.6_0,49.56628224352409,0.0028
1.6,1.6_0,49.56999999999999,0.002882868884718077
1.6,1.6_0,49.595241919546005,0.0033
1.6,1.6_0,49.82219810789524,0.0037
1.6,1.6_0,50.42999999999999,0.004058872071768789
1.6,1.6_0,50.60295296853373,0.0041
1.6,1.6_0,51.3,0.004253273244487614
1.6,1.6_0,52.17,0.004336412151864068
1.6,1.6_0,53.04,0.004385762438138867
1.6,1.6_0,53.91,0.004425934851846404
1.6,1.6_0,54.78,0.004457779515573656
1.6,1.6_0,55.65,0.004479261047015013
1.6,1.6_0,55.85071407840763,0.004484647081374924
1.7,1.7_0,46.546728944118314,-0.013909990319134855
1.7,1.7_0,46.96000000000001,-0.013907684265814287
1.7,1.7_0,47.83,-0.013899404021606773
1.7,1.7_0,48.7,-0.013883387111381653
1.7,1.7_0,49.57,-0.013855519609925423
1.7,1.7_0,50.43000000000001,-0.013809536245042298
1.7,1.7_0,51.3,-0.013734755451663683
1.7,1.7_0,51.57055501278748,-0.0137
1.7,1.7_0,52.17,-0.013632645815179853
1.7,1.7_0,53.04,-0.013493985199360785
1.7,1.7_0,53.91,-0.01330213764849146
1.7,1.7_0,53.918406339746966,-0.0133
1.7,1.7_0,54.78,-0.01300193156352277
1.7,1.7_0,55.29763520416996,-0.0128
1.7,1.7_0,55.65,-0.012648931033172193
1.7,1.7_0,56.168485668807605,-0.0124
1.7,1.7_0,56.52,-0.012087710153025148
1.7,1.7_0,56.60111606567594,-0.012
1.7,1.7_0,56.701681034579636,-0.0115
1.7,1.7_0,56.57486141502128,-0.0111
1.7,1.7_0,56.52,-0.011026532587722338
1.7,1.7_0,56.238511867579426,-0.010700000000000001
1.7,1.7_0,55.82584866965876,-0.0102
1.7,1.7_0,55.650000000000006,-0.010032755887375337
1.7,1.7_0,55.41333955781287,-0.0098
1.7,1.7_0,55.056266338921404,-0.0093
1.7,1.7_0,54.78,-0.008903563787075481
1.7,1.7_0,54.777722457405766,-0.0089
1.7,1.7_0,54.53681940495733,-0.0085
1.7,1.7_0,54.25912045747536,-0.008
1.7,1.7_0,53.91,-0.007625188836000265
1.7,1.7_0,53.88503994017307,-0.0076
1.7,1.7_0,53.39580332036476,-0.0072
1.7,1.7_0,53.04,-0.006845097390977025
1.7,1.7_0,52.89316093785752,-0.0067
1.7,1.7_0,52.41973763447545,-0.0063
1.7,1.7_0,52.17,-0.006089309365857071
1.7,1.7_0,51.95321323729605,-0.0059
1.7,1.7_0,51.436884958436885,-0.0054
1.7,1.7_0,51.3,-0.005308009676925006
1.7,1.7_0,50.85007917614891,-0.005
1.7,1.7_0,50.43000000000001,-0.004734271823414693
1.7,1.7_0,50.21851628803242,-0.0046
1.7,1.7_0,49.58793329077483,-0.0041
1.7,1.7_0,49.57,-0.004086618405243304
1.7,1.7_0,49.00179868332944,-0.0037
1.7,1.7_0,48.7,-0.0034170179445104686
1.7,1.7_0,48.56306975022628,-0.0033000000000000004
1.7,1.7_0,48.35448318748114,-0.0028
1.7,1.7_0,48.40718358547508,-0.0024
1.7,1.7_0,48.699231355495435,-0.002
1.7,1.7_0,48.7,-0.001999086688232461
1.7,1.7_0,49.17117042152047,-0.0015
1.7,1.7_0,49.57,-0.0011874156434758952
1.7,1.7_0,49.676581191415096,-0.0011
1.7,1.7_0,50.17256693621549,-0.0006999999999999999
1.7,1.7_0,50.43000000000001,-0.00047061498423846076
1.7,1.7_0,50.723854279069435,-0.0002
1.7,1.7_0,51.3,0.00016087435750577418
1.7,1.7_0,51.35581900371501,0.0002
1.7,1.7_0,51.89160236616244,0.0007
1.7,1.7_0,52.17,0.0010055378108549103
1.7,1.7_0,52.245329577641364,0.0010999999999999998
1.7,1.7_0,52.3679426916505,0.0015
1.7,1.7_0,52.40864295912726,0.002
1.7,1.7_0,52.578817177112,0.0024
1.7,1.7_0,53.04,0.0027253003209592045
1.7,1.7_0,53.18774092849461,0.0028
1.7,1.7_0,53.91,0.003046801930510466
1.7,1.7_0,54.78,0.0032272514599509514
1.7,1.7_0,55.373663822096105,0.0033
1.7,1.7_0,55.65,0.00332314548486091
1.7,1.7_0,56.52,0.003365991683497817
1.7,1.7_0,57.39000000000001,0.003388389306393968
1.7,1.7_0,58.25999999999999,0.0033995639811982854
1.7,1.7_0,58.90312422852167,0.003404310699530266
1.8,1.8_0,67.17496889784911,0.0024988362748731598
1.8,1.8_0,67.82999999999998,0.0025007375393764474
1.8,1.8_0,68.4781658576344,0.0025019927091336136
1.8,1.8_1,58.387977756051484,-0.015
1.8,1.8_1,58.26,-0.014863611934735331
1.8,1.8_1,57.94322813690283,-0.014599999999999998
1.8,1.8_1,57.623486943002334,-0.014100000000000001
1.8,1.8_1,57.90391255183656,-0.0137
1.8,1.8_1,58.25999999999999,-0.013466517217387631
1.8,1.8_1,58.42356761815455,-0.0133
1.8,1.8_1,58.788599274725925,-0.0128
1.8,1.8_1,58.977659045863206,-0.0124
1.8,1.8_1,59.03404203163268,-0.012
1.8,1.8_1,58.99633373391357,-0.011500000000000002
1.8,1.8_1,58.86061274017652,-0.0111
1.8,1.8_1,58.605666165947625,-0.0107
1.8,1.8_1,58.260000000000005,-0.010227502247116774
1.8,1.8_1,58.238439684018935,-0.0102
1.8,1.8_1,57.798177002656814,-0.0098
1.8,1.8_1,57.39,-0.009337192127261286
1.8,1.8_1,57.355832227160484,-0.0093
1.8,1.8_1,56.92227758961318,-0.0089
1.8,1.8_1,56.539614322589685,-0.0085
1.8,1.8_1,56.52,-0.008473771169931631
1.8,1.8_1,56.18347239264264,-0.008
1.8,1.8_1,55.8012344237366,-0.0076
