SampleName,Compound,Heavy_Halogen_Presence,r_CF2,m_over_Cm,md_over_Cm,Predicted_F_per_C,RT,DT,CCS,Peak_mz,m/z,Peak_intensity
44 2854 - Serum.d.DeMP,19.0,Cl0_Br1,0.01636827974471076,-0.005381874200696919,-0.016368279646402153,1.02,6.382,17.8609657287598,136.77685546875,251.90063,244.90791,275.0
44 2854 - Serum.d.DeMP,51.0,No,0.005045309304157473,0.010416282211342902,0.005045308109439971,2.64,10.029,22.1778259277344,165.274383544922,498.93022,498.93022,15926.0
44 2854 - Serum.d.DeMP,51.0,No,0.005045309304157473,0.010416282211342902,0.005045308109439971,2.64,10.029,22.1778259277344,165.274383544922,499.93199,498.93022,1090.0
44 2854 - Serum.d.DeMP,51.0,No,0.005045309304157473,0.010416282211342902,0.005045308109439971,2.64,10.029,22.1778259277344,165.274383544922,500.92573,498.93022,589.0
44 2854 - Serum.d.DeMP,265.0,No,0.0009103197904237706,0.00644511355673984,0.0009103172553227949,2.2,9.464,21.3678436279297,159.737197875977,448.93228,448.93228,2910.0
44 2854 - Serum.d.DeMP,265.0,No,0.0009103197904237706,0.00644511355673984,0.0009103172553227949,2.2,9.464,21.3678436279297,159.737197875977,449.93484,448.93228,210.0
44 2854 - Serum.d.DeMP,398.0,Cl2_Br0,0.012864356095503793,-0.005138477949910842,-0.012864355981476599,1.02,5.914,17.052677154541,131.322280883789,220.93909,220.93909,2556.0
44 2854 - Serum.d.DeMP,398.0,Cl2_Br0,0.012864356095503793,-0.005138477949910842,-0.012864355981476599,1.02,5.914,17.052677154541,131.322280883789,221.9423,220.93909,182.0
44 2854 - Serum.d.DeMP,398.0,Cl2_Br0,0.012864356095503793,-0.005138477949910842,-0.012864355981476599,1.02,5.914,17.052677154541,131.322280883789,222.93618,220.93909,1647.0
44 2854 - Serum.d.DeMP,398.0,Cl2_Br0,0.012864356095503793,-0.005138477949910842,-0.012864355981476599,1.02,5.914,17.052677154541,131.322280883789,223.93858,220.93909,119.0
44 2854 - Serum.d.DeMP,398.0,Cl2_Br0,0.012864356095503793,-0.005138477949910842,-0.012864355981476599,1.02,5.914,17.052677154541,131.322280883789,224.93306,220.93909,195.0
44 2854 - Serum.d.DeMP,721.0,Cl2_Br0,0.007143146211148107,-0.002690009533451495,-0.007143146154869208,1.19,10.951,23.7734527587891,177.661804199219,450.92558,450.92558,4455.0
