,Name,Classification Type,CCS,RT,m/z,ID,Average Abundance,Detection Frequency (%)
1587,No Match,unmatched,148.04,3.831,219.0679,82876.0,100.0,100.0
1588,No Match,unmatched,146.91666666666666,12.935333333333334,219.09976666666668,41781.0,100.0,100.0
1589,No Match,unmatched,150.45,5.597,219.1024,78970.0,100.0,100.0
1590,No Match,unmatched,149.77999999999997,8.268,219.1028,76474.0,100.0,100.0
1591,No Match,unmatched,150.27,6.145,219.1057,58804.0,100.0,100.0
1592,No Match,unmatched,133.88,8.666,219.9302,56745.0,100.0,100.0
1593,No Match,unmatched,133.93,8.696,219.9337,94739.0,100.0,100.0
1594,No Match,unmatched,143.16,2.01,220.0556,63482.0,100.0,100.0
1595,No Match,unmatched,145.8175,1.8695,220.06135,71681.0,100.0,100.0
1596,No Match,unmatched,139.91,2.492,220.0653,87737.0,100.0,100.0
1597,No Match,unmatched,149.32,1.739,220.0663,57337.0,100.0,100.0
1598,No Match,unmatched,144.88,9.422,220.0735,76647.0,100.0,100.0
1599,No Match,unmatched,141.03,0.752,221.0513,63019.0,100.0,100.0
1600,No Match,unmatched,150.15,3.971,221.0787,65770.0,100.0,100.0
1601,No Match,unmatched,148.66666666666666,7.131333333333333,221.0829,29980.0,100.0,100.0
1602,No Match,unmatched,144.18,0.505,221.0903,29151.0,100.0,100.0
1603,No Match,unmatched,148.38,0.624,221.1038,82985.0,100.0,100.0
1604,No Match,unmatched,147.97,13.165,221.1163,44213.0,100.0,100.0
1605,No Match,unmatched,131.61666666666667,6.949666666666666,221.95643333333336,1311.0,100.0,100.0
1606,No Match,unmatched,132.18,4.471,221.9561,31991.0,100.0,100.0
1607,No Match,unmatched,133.06,3.67,221.9762,82459.0,100.0,100.0
1608,No Match,unmatched,150.19250000000002,1.0865,222.031475,50051.0,100.0,100.0
1609,No Match,unmatched,131.64,6.931,222.0472,41288.0,100.0,100.0
1610,No Match,unmatched,152.47,2.375833333333333,222.08101666666667,67509.0,100.0,100.0
1611,No Match,unmatched,152.38,9.521,222.0891,76084.0,100.0,100.0
1612,No Match,unmatched,146.76999999999998,10.25,222.09385,3433.0,100.0,100.0
1613,No Match,unmatched,135.72,2.683,222.9482,61006.0,100.0,100.0
1614,No Match,unmatched,142.64,9.5,223.0006,10254.0,100.0,100.0
1615,No Match,unmatched,150.91,10.419,223.0005,19156.0,100.0,100.0
1616,No Match,unmatched,117.98,4.676,223.0037,88770.0,100.0,100.0
1617,No Match,unmatched,145.535,3.8465,223.00715,3097.0,100.0,100.0
1618,No Match,unmatched,152.5866666666667,14.1692,223.02888,2804.0,100.0,100.0
1619,No Match,unmatched,150.73,5.661,223.0292,28121.0,100.0,100.0
1620,No Match,unmatched,150.8275,12.154,223.0293,80727.0,100.0,100.0
1621,No Match,unmatched,150.7,9.119,223.0299,67381.0,100.0,100.0
1622,No Match,unmatched,150.76,11.271,223.03,62126.0,100.0,100.0
1623,No Match,unmatched,148.37,1.12,223.0617,48315.0,100.0,100.0
1624,No Match,unmatched,142.99,0.61075,223.0653,60376.0,100.0,100.0
1625,No Match,unmatched,146.99,2.328,223.0656,90153.0,100.0,100.0
1626,No Match,unmatched,148.09,4.23,223.0658,44398.0,100.0,100.0
1627,No Match,unmatched,148.15,10.402,223.0913,94091.0,100.0,100.0
1628,No Match,unmatched,146.13,1.837,223.0947,17237.0,100.0,100.0
1629,No Match,unmatched,150.63,15.288,223.0963,69120.0,100.0,100.0
1630,No Match,unmatched,150.6,2.663,223.0969,37127.0,100.0,100.0
1631,No Match,unmatched,152.11,8.582,223.0977,36722.0,100.0,100.0
1632,No Match,unmatched,151.09,1.476,223.1007,86501.0,100.0,100.0
1633,No Match,unmatched,152.46,6.962,223.1032,91655.0,100.0,100.0
1634,No Match,unmatched,131.61,7.095,223.9539,16221.0,100.0,100.0
1635,No Match,unmatched,131.44,6.935,224.0457,65811.0,100.0,100.0
1636,No Match,unmatched,149.16,2.228,224.0582,89093.0,100.0,100.0
1637,No Match,unmatched,149.0176923076923,11.865307692307692,225.0084153846154,76308.0,100.0,100.0
1638,No Match,unmatched,147.21200000000002,11.9362,225.00756,40289.0,100.0,100.0
1639,No Match,unmatched,145.0,15.995,225.0074,36288.0,100.0,100.0
1640,No Match,unmatched,148.08,7.260333333333333,225.00835000000004,75553.0,100.0,100.0
1641,No Match,unmatched,145.32,15.367,225.0077,39806.0,100.0,100.0
1642,No Match,unmatched,147.8525,11.3185,225.0085,18081.0,100.0,100.0
1643,No Match,unmatched,148.72500000000002,4.797,225.0087,34776.0,100.0,100.0
1644,No Match,unmatched,151.06,9.008,225.0258,77985.0,100.0,100.0
1645,No Match,unmatched,150.68,10.14,225.0507,71799.0,100.0,100.0
1646,No Match,unmatched,145.68,0.945,225.0538,91831.0,100.0,100.0
1647,No Match,unmatched,145.79,3.048,225.062,43422.0,100.0,100.0
1648,No Match,unmatched,146.83,1.6966666666666663,225.065,1431.0,100.0,100.0
1649,No Match,unmatched,152.64,1.682,225.0676,76069.0,100.0,100.0
1650,No Match,unmatched,149.585,3.8335,225.06815,87716.0,100.0,100.0
1651,No Match,unmatched,148.85,7.568,225.0683,58031.0,100.0,100.0
1652,No Match,unmatched,149.57,1.012,225.0776,3621.0,100.0,100.0
1653,No Match,unmatched,149.28,3.075,225.0787,94314.0,100.0,100.0
1654,No Match,unmatched,152.525,0.5515,225.09955,35690.0,100.0,100.0
1655,No Match,unmatched,152.95,1.705,225.1003,84153.0,100.0,100.0
1656,No Match,unmatched,151.99,0.695,225.102,95741.0,100.0,100.0
1657,No Match,unmatched,151.51,1.4545,225.113,21842.0,100.0,100.0
1658,No Match,unmatched,145.3,3.654,226.0175,3834.0,100.0,100.0
1659,No Match,unmatched,150.54,2.949,226.0192,93520.0,100.0,100.0
1660,No Match,unmatched,150.53,15.679,226.0344,89310.0,100.0,100.0
1661,No Match,unmatched,145.59,3.97,226.0561,95352.0,100.0,100.0
1662,No Match,unmatched,146.925,1.6075,226.068,19012.0,100.0,100.0
1663,No Match,unmatched,149.37,1.028,226.0812,64066.0,100.0,100.0
1664,No Match,unmatched,151.08,5.19,226.1,45469.0,100.0,100.0
1665,No Match,unmatched,150.82,15.865,227.0254,30472.0,100.0,100.0
1666,No Match,unmatched,149.07,9.74,227.0373,83729.0,100.0,100.0
1667,No Match,unmatched,149.91636363636366,3.405545454545455,227.03946363636368,28917.0,100.0,100.0
1668,No Match,unmatched,148.74,7.4335,227.0393,24981.0,100.0,100.0
1669,No Match,unmatched,148.89999999999998,7.985,227.0394,75911.0,100.0,100.0
1670,No Match,unmatched,148.85,9.131,227.0395,85989.0,100.0,100.0
1671,No Match,unmatched,148.96,6.883,227.0405,74729.0,100.0,100.0
1672,No Match,unmatched,151.59,0.513,227.0545,76006.0,100.0,100.0
1673,No Match,unmatched,148.34,1.012,227.0548,79502.0,100.0,100.0
1674,No Match,unmatched,142.96333333333334,3.1976666666666667,227.0744666666667,33707.0,100.0,100.0
1675,No Match,unmatched,149.97,4.77,227.0751,42353.0,100.0,100.0
1676,No Match,unmatched,143.19,3.29,227.0775,78233.0,100.0,100.0
1677,No Match,unmatched,149.25,1.646,227.0915,96020.0,100.0,100.0
1678,No Match,unmatched,148.57,0.761,227.0926,76793.0,100.0,100.0
1679,No Match,unmatched,152.88,6.884,227.1104,94583.0,100.0,100.0
1680,No Match,unmatched,143.50142857142856,1.2055714285714283,227.99712857142865,5271.0,100.0,100.0
1681,No Match,unmatched,141.88,0.955,227.998,40996.0,100.0,100.0
1682,No Match,unmatched,144.54,1.131,228.0007,57265.0,100.0,100.0
1683,No Match,unmatched,144.65,4.092,228.0125,35856.0,100.0,100.0
1684,No Match,unmatched,150.5,1.6995,228.03495,15813.0,100.0,100.0
1685,No Match,unmatched,144.74,3.972,228.081,31774.0,100.0,100.0
1686,No Match,unmatched,142.75,2.276,229.0216,86365.0,100.0,100.0
1687,No Match,unmatched,141.59666666666666,2.333333333333333,229.0372,21914.0,100.0,100.0
1688,No Match,unmatched,151.51,0.506,229.0695,6289.0,100.0,100.0
1689,No Match,unmatched,149.036,12.502199999999998,229.08486,84881.0,100.0,100.0
1690,No Match,unmatched,148.76,11.953,229.08555,16948.0,100.0,100.0
1691,No Match,unmatched,149.02,11.173,229.0856,30958.0,100.0,100.0
1692,No Match,unmatched,149.035,0.9645,229.09046666666663,64583.0,100.0,100.0
1693,No Match,unmatched,152.19,7.834,229.0975,94775.0,100.0,100.0
1694,No Match,unmatched,148.77,0.989,229.1048,77932.0,100.0,100.0
1695,No Match,unmatched,148.49,1.036,229.1076,21287.0,100.0,100.0
1696,No Match,unmatched,151.44,3.081,229.1091,71075.0,100.0,100.0
1697,No Match,unmatched,147.725,2.0605,229.1092,69794.0,100.0,100.0
1698,No Match,unmatched,130.48,7.962,229.9203,76507.0,100.0,100.0
1699,No Match,unmatched,143.21,1.6861666666666666,229.9590333333333,5141.0,100.0,100.0
1700,No Match,unmatched,148.53,2.716,230.0133,35242.0,100.0,100.0
1701,No Match,unmatched,148.31,1.582,230.0491,56568.0,100.0,100.0
1702,No Match,unmatched,151.49,7.738,230.0699,76089.0,100.0,100.0
1703,No Match,unmatched,146.71,0.855,230.0717,74125.0,100.0,100.0
1704,No Match,unmatched,149.06,13.09,230.0889,95364.0,100.0,100.0
1705,No Match,unmatched,143.24,1.771,230.962,31631.0,100.0,100.0
1706,No Match,unmatched,121.9,3.8845,230.9871,79319.0,100.0,100.0
1707,No Match,unmatched,143.41,1.752,230.9948,87595.0,100.0,100.0
1708,No Match,unmatched,148.3833333333333,1.9645,230.99778333333333,70708.0,100.0,100.0
1709,No Match,unmatched,142.77,1.756,230.9993,61652.0,100.0,100.0
1710,No Match,unmatched,146.9,12.041,231.0642,18290.0,100.0,100.0
1711,No Match,unmatched,145.9,0.82075,231.068825,45572.0,100.0,100.0
1712,No Match,unmatched,150.10500000000002,5.122,231.07775,25742.0,100.0,100.0
1713,No Match,unmatched,149.05,1.959,231.0887,33623.0,100.0,100.0
1714,No Match,unmatched,150.1,13.962,231.1001,50631.0,100.0,100.0
1715,No Match,unmatched,150.185,12.8075,231.1015,33488.0,100.0,100.0
1716,No Match,unmatched,152.005,7.151,231.1042,67377.0,100.0,100.0
1717,No Match,unmatched,143.245,1.773,231.9566,27773.0,100.0,100.0
1718,No Match,unmatched,135.86,4.822,231.9707,69609.0,100.0,100.0
1719,No Match,unmatched,148.43,1.89475,232.00080000000003,35098.0,100.0,100.0
1720,No Match,unmatched,151.64,2.7915,232.02975,4684.0,100.0,100.0
1721,No Match,unmatched,147.68,2.98,232.0564,65064.0,100.0,100.0
1722,No Match,unmatched,152.33,2.53,232.0655,21111.0,100.0,100.0
1723,No Match,unmatched,148.25,1.783,232.9932,71125.0,100.0,100.0
1724,No Match,unmatched,151.15,3.063,232.996,58830.0,100.0,100.0
1725,No Match,unmatched,148.66,1.901,232.9971,69805.0,100.0,100.0
1726,No Match,unmatched,144.00799999999998,2.4224,233.01198,94375.0,100.0,100.0
1727,No Match,unmatched,149.55,5.732,233.0742,83009.0,100.0,100.0
1728,No Match,unmatched,153.42,1.304,233.0796,50114.0,100.0,100.0
1729,No Match,unmatched,153.48,6.27,233.0826,95716.0,100.0,100.0
1730,No Match,unmatched,149.95999999999998,1.6135000000000002,233.10485,89669.0,100.0,100.0
1731,No Match,unmatched,151.55,8.743,233.116,42652.0,100.0,100.0
1732,No Match,unmatched,151.71,12.483,233.1163,19529.0,100.0,100.0
1733,No Match,unmatched,151.74333333333334,13.31,233.1167,36482.0,100.0,100.0
1734,No Match,unmatched,144.03,1.97,233.9835,86745.0,100.0,100.0
1735,No Match,unmatched,150.35000000000002,2.5546666666666664,234.07036666666667,82943.0,100.0,100.0
1736,No Match,unmatched,146.235,3.949,234.08085,16467.0,100.0,100.0
1737,No Match,unmatched,154.63,2.692,234.081,45071.0,100.0,100.0
1738,No Match,unmatched,145.78400000000002,1.2984000000000002,234.9742,36277.0,100.0,100.0
1739,No Match,unmatched,143.84,1.047,234.978,81504.0,100.0,100.0
1740,No Match,unmatched,150.15,2.289,235.064,27686.0,100.0,100.0
1741,No Match,unmatched,152.51,3.714,235.0648,39631.0,100.0,100.0
1742,No Match,unmatched,150.085,1.746,235.0662,27989.0,100.0,100.0
1743,No Match,unmatched,151.66,3.729,235.0694,91170.0,100.0,100.0
1744,No Match,unmatched,151.13,0.6415,235.11935,4446.0,100.0,100.0
1745,No Match,unmatched,124.49,5.843,235.9482,80465.0,100.0,100.0
1746,No Match,unmatched,138.86,7.093,235.9731,79899.0,100.0,100.0
1747,No Match,unmatched,150.7,4.763,236.0717,34172.0,100.0,100.0
1748,No Match,unmatched,145.005,3.7935,236.0962,85697.0,100.0,100.0
1749,No Match,unmatched,154.61,7.751,236.0975,47054.0,100.0,100.0
1750,No Match,unmatched,67.11,3.865,236.0982,93484.0,100.0,100.0
1751,No Match,unmatched,153.62,2.418,236.0984,92213.0,100.0,100.0
1752,No Match,unmatched,112.46,3.8095,236.099,91356.0,100.0,100.0
1753,No Match,unmatched,38.06,3.769,236.0988,89909.0,100.0,100.0
1754,No Match,unmatched,150.83999999999995,11.339,236.10995000000003,21280.0,100.0,100.0
1755,No Match,unmatched,146.06,10.605,236.1101,47011.0,100.0,100.0
1756,No Match,unmatched,148.82,11.3,236.114,96019.0,100.0,100.0
1757,No Match,unmatched,129.89,3.86,236.9125,67568.0,100.0,100.0
1758,No Match,unmatched,129.7676923076923,1.915153846153846,236.9156615384615,82473.0,100.0,100.0
1759,No Match,unmatched,129.68142857142857,2.741857142857143,236.9157,59206.0,100.0,100.0
1760,No Match,unmatched,130.23,7.872,236.915,89490.0,100.0,100.0
1761,No Match,unmatched,129.91,3.986,236.9156,74148.0,100.0,100.0
1762,No Match,unmatched,129.53,4.015,236.9191,72037.0,100.0,100.0
1763,No Match,unmatched,147.1,1.528,236.9709,68466.0,100.0,100.0
1764,No Match,unmatched,143.61,0.733,236.9899,85052.0,100.0,100.0
1765,No Match,unmatched,143.35000000000002,0.6539999999999999,237.0446,18423.0,100.0,100.0
1766,No Match,unmatched,148.62,0.614,237.0462,87474.0,100.0,100.0
1767,No Match,unmatched,148.59,0.509,237.051,34868.0,100.0,100.0
1768,No Match,unmatched,141.74,5.766,237.0692,95831.0,100.0,100.0
1769,No Match,unmatched,153.22666666666666,3.027,237.07977777777776,3339.0,100.0,100.0
1770,No Match,unmatched,151.59,2.3125,237.0811,50526.0,100.0,100.0
1771,No Match,unmatched,155.32,10.663,237.1147,83675.0,100.0,100.0
1772,No Match,unmatched,137.88,7.103,237.9706,79380.0,100.0,100.0
1773,No Match,unmatched,143.39,0.583,238.0257,24695.0,100.0,100.0
1774,No Match,unmatched,145.81,2.5125,238.0373,58991.0,100.0,100.0
1775,No Match,unmatched,146.07,2.537,238.0411,75087.0,100.0,100.0
1776,No Match,unmatched,152.12,7.426,238.0785,86489.0,100.0,100.0
1777,No Match,unmatched,126.435,1.6555,238.91265,56232.0,100.0,100.0
1778,No Match,unmatched,126.36,3.047,238.9126,95693.0,100.0,100.0
1779,No Match,unmatched,126.41,4.045,238.9132,59224.0,100.0,100.0
1780,No Match,unmatched,152.95333333333335,7.829666666666667,239.024,41321.0,100.0,100.0
1781,No Match,unmatched,153.04,13.0305,239.0248,78710.0,100.0,100.0
1782,No Match,unmatched,153.2,9.239,239.0265,78658.0,100.0,100.0
1783,No Match,unmatched,151.032,15.3944,239.05972000000003,67693.0,100.0,100.0
1784,No Match,unmatched,144.81,0.642,239.0591,7282.0,100.0,100.0
1785,No Match,unmatched,149.92000000000002,7.1512,239.06862,9022.0,100.0,100.0
1786,No Match,unmatched,153.73,3.615,239.0824,67338.0,100.0,100.0
1787,No Match,unmatched,153.96,7.5245,239.08365,13223.0,100.0,100.0
1788,No Match,unmatched,116.82,3.976,239.0855,76953.0,100.0,100.0
1789,No Match,unmatched,152.32,4.067,239.0865,95207.0,100.0,100.0
1790,No Match,unmatched,28.63,4.052,239.0882,83285.0,100.0,100.0
1791,No Match,unmatched,87.92,3.998,239.0885,85903.0,100.0,100.0
1792,No Match,unmatched,31.295,4.0005,239.0895,52222.0,100.0,100.0
1793,No Match,unmatched,30.17,4.013,239.0899,70127.0,100.0,100.0
1794,No Match,unmatched,153.16,3.963,239.0904,74557.0,100.0,100.0
1795,No Match,unmatched,148.38,4.018000000000001,239.0906,89425.0,100.0,100.0
1796,No Match,unmatched,115.41,4.009,239.0911,51850.0,100.0,100.0
1797,No Match,unmatched,138.54,4.05,239.0918,70228.0,100.0,100.0
1798,No Match,unmatched,147.48333333333332,4.003666666666667,239.0927333333333,64285.0,100.0,100.0
1799,No Match,unmatched,48.51,3.998,239.0932,52732.0,100.0,100.0
1800,No Match,unmatched,136.72,3.999,239.0937,61128.0,100.0,100.0
1801,No Match,unmatched,72.525,3.9875,239.0939,77139.0,100.0,100.0
1802,No Match,unmatched,26.57,4.013,239.094,69945.0,100.0,100.0
1803,No Match,unmatched,81.71,3.961,239.0944,78034.0,100.0,100.0
1804,No Match,unmatched,41.82,3.979,239.0947,35089.0,100.0,100.0
1805,No Match,unmatched,127.165,4.0005,239.0951,72977.0,100.0,100.0
1806,No Match,unmatched,52.27,4.011,239.0958,62109.0,100.0,100.0
1807,No Match,unmatched,27.755000000000003,3.992,239.0959,93474.0,100.0,100.0
1808,No Match,unmatched,47.58,4.008,239.0962,66002.0,100.0,100.0
1809,No Match,unmatched,24.48,4.001,239.0983,79305.0,100.0,100.0
1810,No Match,unmatched,141.44,3.942,239.1048,95050.0,100.0,100.0
1811,No Match,unmatched,41.54,3.997,239.1149,60243.0,100.0,100.0
1812,No Match,unmatched,134.82,3.548,239.9508,94653.0,100.0,100.0
1813,No Match,unmatched,154.61,7.425,240.0889,93499.0,100.0,100.0
1814,No Match,unmatched,153.07,1.944,240.0951,87969.0,100.0,100.0
1815,No Match,unmatched,22.97,4.007,240.0988,94214.0,100.0,100.0
1816,No Match,unmatched,41.54,3.979,240.1003,95395.0,100.0,100.0
1817,No Match,unmatched,146.93,1.891,240.9807,55682.0,100.0,100.0
1818,No Match,unmatched,148.39,0.906,241.0203,86782.0,100.0,100.0
1819,No Match,unmatched,143.976,0.718,241.02192,89015.0,100.0,100.0
1820,No Match,unmatched,144.49166666666667,0.7428333333333333,241.0222,89015.0,100.0,100.0
1821,No Match,unmatched,148.4433333333333,1.6623333333333334,241.0393,31673.0,100.0,100.0
1822,No Match,unmatched,152.17,4.381,241.0421,78132.0,100.0,100.0
1823,No Match,unmatched,149.25,0.637,241.0711,67032.0,100.0,100.0
1824,No Match,unmatched,152.52666666666664,3.3996666666666666,241.0755,74994.0,100.0,100.0
1825,No Match,unmatched,138.595,9.525,241.07505,94547.0,100.0,100.0
1826,No Match,unmatched,152.95,12.123,241.0851,47257.0,100.0,100.0
1827,No Match,unmatched,155.02,4.696,241.0956,95817.0,100.0,100.0
1828,No Match,unmatched,152.84333333333333,1.0396666666666663,241.1092,30298.0,100.0,100.0
1829,No Match,unmatched,143.295,1.283125,241.9763875,60459.0,100.0,100.0
1830,No Match,unmatched,156.1933333333333,1.7733333333333334,242.04966666666667,48129.0,100.0,100.0
1831,No Match,unmatched,153.465,0.613,242.08155,54275.0,100.0,100.0
1832,No Match,unmatched,153.36,14.019,242.0808,35750.0,100.0,100.0
1833,No Match,unmatched,153.92,14.889,242.081,83952.0,100.0,100.0
1834,No Match,unmatched,152.44,1.69,243.0351,56149.0,100.0,100.0
1835,No Match,unmatched,152.38,1.764,243.0376,28053.0,100.0,100.0
1836,No Match,unmatched,155.9,1.691,243.0542,81979.0,100.0,100.0
1837,No Match,unmatched,150.08,1.18,243.0545,72116.0,100.0,100.0
1838,No Match,unmatched,148.81,0.525,243.0634,11600.0,100.0,100.0
1839,No Match,unmatched,149.55,9.796,243.0643,78688.0,100.0,100.0
1840,No Match,unmatched,151.23,6.858,243.0666,93210.0,100.0,100.0
1841,No Match,unmatched,152.58,4.607,243.0681,64702.0,100.0,100.0
1842,No Match,unmatched,155.55,2.875,243.078,17378.0,100.0,100.0
1843,No Match,unmatched,153.6966666666667,13.386666666666663,243.1006333333333,51126.0,100.0,100.0
1844,No Match,unmatched,153.77,12.493,243.1007,8849.0,100.0,100.0
1845,No Match,unmatched,152.5,0.529,243.1046,36705.0,100.0,100.0
1846,No Match,unmatched,153.25,11.807,243.118,28088.0,100.0,100.0
1847,No Match,unmatched,146.19,2.655,243.9777,46399.0,100.0,100.0
1848,No Match,unmatched,146.425,1.5255,243.9931,37348.0,100.0,100.0
1849,No Match,unmatched,148.89,0.679,244.0294,53617.0,100.0,100.0
1850,No Match,unmatched,154.13,2.3505000000000003,244.06535,15875.0,100.0,100.0
1851,No Match,unmatched,154.98,10.412,244.0676,62208.0,100.0,100.0
1852,No Match,unmatched,151.76,9.809,244.0715,34564.0,100.0,100.0
1853,No Match,unmatched,152.04,10.329,244.0727,75349.0,100.0,100.0
1854,No Match,unmatched,150.00500000000002,1.7555,244.08885000000004,52102.0,100.0,100.0
1855,No Match,unmatched,153.595,13.0735,244.10445,93710.0,100.0,100.0
1856,No Match,unmatched,136.9,6.333,244.9085,42225.0,100.0,100.0
1857,No Match,unmatched,147.39499999999998,1.033,244.99765,89374.0,100.0,100.0
1858,No Match,unmatched,152.74,1.786,245.0259,83874.0,100.0,100.0
1859,No Match,unmatched,146.37,3.912,245.0715,24438.0,100.0,100.0
1860,No Match,unmatched,149.585,1.6343333333333334,245.08408333333333,72994.0,100.0,100.0
1861,No Match,unmatched,147.15,9.694,245.0862,12249.0,100.0,100.0
1862,No Match,unmatched,156.32,4.545,245.0945,61603.0,100.0,100.0
1863,No Match,unmatched,151.17,0.734,245.1066,83816.0,100.0,100.0
1864,No Match,unmatched,155.32999999999998,13.9885,245.1166,49733.0,100.0,100.0
1865,No Match,unmatched,139.43,4.9,245.8971,28166.0,100.0,100.0
1866,No Match,unmatched,153.87,1.762,245.9908,42595.0,100.0,100.0
1867,No Match,unmatched,149.38,2.3510000000000004,246.03446666666665,75260.0,100.0,100.0
1868,No Match,unmatched,148.9,2.736,246.0391,90447.0,100.0,100.0
1869,No Match,unmatched,150.86,6.967,246.048,90356.0,100.0,100.0
1870,No Match,unmatched,156.55,3.611,246.081,6856.0,100.0,100.0
1871,No Match,unmatched,148.85,10.058,246.0933,46990.0,100.0,100.0
1872,No Match,unmatched,136.86,6.332,246.9071,77726.0,100.0,100.0
1873,No Match,unmatched,146.1,4.836,246.9473,12143.0,100.0,100.0
1874,No Match,unmatched,146.13,1.329,246.99103333333332,39775.0,100.0,100.0
1875,No Match,unmatched,156.76,2.549,247.0578,37206.0,100.0,100.0
1876,No Match,unmatched,151.005,1.0185,247.0589,92255.0,100.0,100.0
1877,No Match,unmatched,155.89,2.696,247.0608,32040.0,100.0,100.0
1878,No Match,unmatched,147.89,0.884,247.0646,58205.0,100.0,100.0
1879,No Match,unmatched,153.23,3.251,247.07316666666665,18172.0,100.0,100.0
1880,No Match,unmatched,153.8175,3.13725,247.07315,18172.0,100.0,100.0
1881,No Match,unmatched,157.17,1.303,247.1178,82201.0,100.0,100.0
1882,No Match,unmatched,139.41,4.905,247.8934,49878.0,100.0,100.0
1883,No Match,unmatched,139.28,2.834,248.0471,67532.0,100.0,100.0
1884,No Match,unmatched,148.29,2.374,248.0566,86128.0,100.0,100.0
1885,No Match,unmatched,138.41545454545454,9.877,248.0815090909091,39665.0,100.0,100.0
1886,No Match,unmatched,152.58,6.062333333333332,248.098,8461.0,100.0,100.0
1887,No Match,unmatched,102.01,3.148,248.9641,94131.0,100.0,100.0
1888,No Match,unmatched,100.79,8.702,248.9654,33686.0,100.0,100.0
1889,No Match,unmatched,100.74,8.645,248.9658,72896.0,100.0,100.0
1890,No Match,unmatched,100.86,9.613,248.9697,34364.0,100.0,100.0
1891,No Match,unmatched,100.314,10.167,248.9715,45993.0,100.0,100.0
1892,No Match,unmatched,100.28250000000004,8.732083333333334,248.97185833333333,39105.0,100.0,100.0
1893,No Match,unmatched,100.292,12.2148,248.97214,10368.0,100.0,100.0
1894,No Match,unmatched,100.4125,14.180125,248.97205,14575.0,100.0,100.0
1895,No Match,unmatched,100.46500000000002,8.814666666666668,248.9722,14071.0,100.0,100.0
1896,No Match,unmatched,100.2875,10.584,248.9724,22363.0,100.0,100.0
1897,No Match,unmatched,100.45,9.3695,248.9719,57607.0,100.0,100.0
1898,No Match,unmatched,100.14,7.640333333333333,248.9723,19033.0,100.0,100.0
1899,No Match,unmatched,100.4725,8.46325,248.972625,21797.0,100.0,100.0
1900,No Match,unmatched,100.26666666666668,8.9,248.97295,10604.0,100.0,100.0
1901,No Match,unmatched,101.13,12.344,248.9794,55818.0,100.0,100.0
1902,No Match,unmatched,99.45,12.436,248.9826,81761.0,100.0,100.0
1903,No Match,unmatched,100.45,3.271,248.9831,38856.0,100.0,100.0
1904,No Match,unmatched,149.29,3.2125000000000004,248.99075,5296.0,100.0,100.0
1905,No Match,unmatched,154.98,4.026,249.0193,85101.0,100.0,100.0
1906,No Match,unmatched,156.45,4.134,249.0243,9149.0,100.0,100.0
1907,No Match,unmatched,153.37,7.623,249.033,64700.0,100.0,100.0
1908,No Match,unmatched,151.58,3.359,249.0347,72609.0,100.0,100.0
1909,No Match,unmatched,148.8976923076923,1.026076923076923,249.0446076923077,62942.0,100.0,100.0
1910,No Match,unmatched,148.70499999999998,2.0795000000000003,249.04325,88281.0,100.0,100.0
1911,No Match,unmatched,156.21,2.856,249.0789,92600.0,100.0,100.0
1912,No Match,unmatched,155.61,11.615,249.1176,88505.0,100.0,100.0
1913,No Match,unmatched,137.8625,6.70625,249.9509,84816.0,100.0,100.0
1914,No Match,unmatched,149.46,6.849,249.9529,67348.0,100.0,100.0
1915,No Match,unmatched,100.36,5.867,249.97463333333332,75986.0,100.0,100.0
1916,No Match,unmatched,100.38,6.677,249.9738,68780.0,100.0,100.0
1917,No Match,unmatched,100.34,11.375,249.97466666666665,80622.0,100.0,100.0
1918,No Match,unmatched,100.29,13.158,249.9741,68569.0,100.0,100.0
1919,No Match,unmatched,100.44,3.35,249.9746,88023.0,100.0,100.0
1920,No Match,unmatched,100.16,5.656,249.9747,68819.0,100.0,100.0
1921,No Match,unmatched,100.27,14.632,249.9787,93837.0,100.0,100.0
1922,No Match,unmatched,155.0,12.324,250.038,84653.0,100.0,100.0
1923,No Match,unmatched,157.35500000000002,0.604,250.0464,47522.0,100.0,100.0
1924,No Match,unmatched,149.23,1.026,250.0498,69748.0,100.0,100.0
1925,No Match,unmatched,155.33,11.895,250.0726,70831.0,100.0,100.0
1926,No Match,unmatched,157.3,3.911,250.0778,78962.0,100.0,100.0
1927,No Match,unmatched,152.77,0.658,250.0786,66711.0,100.0,100.0
1928,No Match,unmatched,152.76,0.512,250.0815,31543.0,100.0,100.0
1929,No Match,unmatched,138.595,3.26,250.903,11492.0,100.0,100.0
1930,No Match,unmatched,145.95499999999998,0.821,250.9689,90920.0,100.0,100.0
1931,No Match,unmatched,153.84,12.856,250.9761,44083.0,100.0,100.0
1932,No Match,unmatched,125.26,6.784000000000001,250.99615,14501.0,100.0,100.0
1933,No Match,unmatched,148.7,1.138,251.0065,40319.0,100.0,100.0
1934,No Match,unmatched,155.195,12.985,251.0236,87646.0,100.0,100.0
1935,No Match,unmatched,149.33,0.687,251.0565,77995.0,100.0,100.0
1936,No Match,unmatched,157.66,3.652,251.0723,49665.0,100.0,100.0
1937,No Match,unmatched,156.075,3.65,251.09285,68158.0,100.0,100.0
1938,No Match,unmatched,157.3,7.401,251.0938,86626.0,100.0,100.0
1939,No Match,unmatched,156.19,4.73,251.0945,7335.0,100.0,100.0
1940,No Match,unmatched,152.14,2.716,251.0953,42279.0,100.0,100.0
