ID,RT,DT,CCS,m/z,Abundance,Z,Ions,Freq.,Q Score,Sat.,Mark,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Log2(A1/A2),Expression,Diff.Score,83 Paired 12835.d.DeMP, 84 Paired 7211.d.DeMP, 85 Paired 2654.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
1113,12.328,29.071,246.88,441.3579,1670,-1,3,3,100,,FALSE,12.328,29.071,246.88,441.3579,1670,1.08,3,,,,,0,,0,,,,,16,up,81.484,3752,470,789,0.001,0.001,0.001
1114,14.909,32.568,271.61,531.4422,1670,-1,3,3,97.1,,FALSE,14.909,32.568,271.61,531.4422,1670,0.71,3,,,,,0,,0,,,,,16,up,92.828,2959,1432,618,0.001,0.001,0.001
1115,14.281,34.849,287.57,615.4618,1669,-1,2,3,89.9,,FALSE,14.281,34.849,287.57,615.4618,1669,0.59,3,,,,,0,,0,,,,,16,up,95.806,1588,732,2686,0.001,0.001,0.001
1116,3.349,18.003,169.23,217.0165,1668,-1,2,2,99.3,,FALSE,3.349,18.003,169.23,217.0165,1668,1.12,2,,,,,0,,0,,,,,16,up,80.233,0.001,3693,1311,0.001,0.001,0.001
1117,2.451,17.453,180.44,79.9575,1668,-1,1,3,99.5,,FALSE,2.451,17.453,180.44,79.9575,1668,0.27,3,,,,,0,,0,,,,,16,up,99.709,1157,1973,1873,0.001,0.001,0.001
1118,13.255,29.945,253.77,421.3324,1666,-1,3,3,100,,FALSE,13.255,29.945,253.77,421.3324,1666,0.59,3,,,,,0,,0,,,,,16,up,95.787,2618,1720,661,0.001,0.001,0.001
1119,3.119,23.529,206.68,370.095,1662,-1,3,2,100,,FALSE,3.119,23.529,206.68,370.095,1662,1.52,2,,,,,0,,0,,,,,16,up,68.109,411,4575,0.001,0.001,0.001,0.001
1120,13.582,31.961,267.25,519.4058,1661,-1,3,3,82.4,,FALSE,13.582,31.961,267.25,519.4058,1661,0.07,3,,,,,0,,0,,,,,16,up,99.999,1758,1539,1686,0.001,0.001,0.001
1121,7.162,27.904,237.66,475.2134,1657,-1,4,3,100,,FALSE,7.162,27.904,237.66,475.2134,1657,0.5,3,,,,,0,,0,,,,,16,up,97.493,2228,2027,715,0.001,0.001,0.001
1122,13.107,26.51,228.18,415.225,1656,-1,2,3,100,,FALSE,13.107,26.51,228.18,415.225,1656,0.51,3,,,,,0,,0,,,,,16,up,97.25,1112,1226,2631,0.001,0.001,0.001
1123,13.29,28.594,242.88,469.2828,1655,-1,3,3,82.4,,FALSE,13.29,28.594,242.88,469.2828,1655,1.35,3,,,,,0,,0,,,,,16,up,73.083,457,273,4236,0.001,0.001,0.001
1124,11.818,31.889,267.14,489.3586,1652,-1,2,3,100,,FALSE,11.818,31.889,267.14,489.3586,1652,0.87,3,,,,,0,,0,,,,,16,up,88.165,3280,530,1147,0.001,0.001,0.001
1125,7.521,31.013,259.32,599.3297,1652,-1,3,3,100,,FALSE,7.521,31.013,259.32,599.3297,1652,0.37,3,,,,,0,,0,,,,,16,up,99.043,1083,1570,2302,0.001,0.001,0.001
1126,7.011,27.773,237.13,445.1868,1651,-1,4,2,100,,FALSE,7.011,27.773,237.13,445.1868,1651,1.39,2,,,,,0,,0,,,,,16,up,71.934,4271,0.001,682,0.001,0.001,0.001
1127,14.525,23.031,205.18,281.2481,1650,-1,2,3,100,,FALSE,14.525,23.031,205.18,281.2481,1650,0.43,3,,,,,0,,0,,,,,16,up,98.412,2469,1291,1190,0.001,0.001,0.001
1128,11.761,18.896,174.36,262.0376,1648,-1,1,2,38.8,,FALSE,11.761,18.896,174.36,262.0376,1648,1.04,2,,,,,0,,0,,,,,16,up,82.971,3413,0.001,1531,0.001,0.001,0.001
1129,15.847,37.79,307.98,771.5209,1645,-1,3,3,100,,FALSE,15.847,37.79,307.98,771.5209,1645,0.38,3,,,,,0,,0,,,,,16,up,98.919,1724,2234,976,0.001,0.001,0.001
1130,5.249,27.178,232.48,459.2151,1644,-1,3,1,100,,FALSE,5.249,27.178,232.48,459.2151,1644,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,4932,0.001,0.001,0.001,0.001
1131,3.091,15.934,157.01,152.0344,1642,-1,2,3,100,,FALSE,3.091,15.934,157.01,152.0344,1642,0.42,3,,,,,0,,0,,,,,16,up,98.574,998,2362,1565,0.001,0.001,0.001
1132,13.09,39.745,322.07,817.5836,1641,-1,2,1,38,,FALSE,13.09,39.745,322.07,817.5836,1641,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,4924,0.001,0.001,0.001
1133,9.249,29.066,246.14,488.2868,1640,-1,3,2,100,,FALSE,9.249,29.066,246.14,488.2868,1640,1.48,2,,,,,0,,0,,,,,16,up,69.444,0.001,501,4420,0.001,0.001,0.001
1134,6.884,19.572,177.78,326.9639,1637,-1,1,3,97.7,,FALSE,6.884,19.572,177.78,326.9639,1637,0.34,3,,,,,0,,0,,,,,16,up,99.294,1420,1221,2271,0.001,0.001,0.001
1135,13.005,28.94,245.06,498.2624,1630,-1,3,3,100,,FALSE,13.005,28.94,245.06,498.2624,1630,0.65,3,,,,,0,,0,,,,,16,up,94.444,1191,2835,865,0.001,0.001,0.001
1136,14.601,34.817,287.31,617.4774,1629,-1,3,3,100,,FALSE,14.601,34.817,287.31,617.4774,1629,0.23,3,,,,,0,,0,,,,,16,up,99.826,2000,1644,1242,0.001,0.001,0.001
1137,2.045,17.723,168.6,187.0059,1629,-1,3,3,100,,FALSE,2.045,17.723,168.6,187.0059,1629,0.89,3,,,,,0,,0,,,,,16,up,87.718,625,975,3286,0.001,0.001,0.001
1138,7.447,26.492,228.34,399.184,1628,-1,3,3,100,,FALSE,7.447,26.492,228.34,399.184,1628,0.79,3,,,,,0,,0,,,,,16,up,90.792,403,1527,2954,0.001,0.001,0.001
1139,7.112,19.206,180.63,179.1435,1628,-1,2,3,100,,FALSE,7.112,19.206,180.63,179.1435,1628,0.26,3,,,,,0,,0,,,,,16,up,99.751,1543,2080,1260,0.001,0.001,0.001
1140,3.799,18.752,174.07,239.0002,1628,-1,3,3,100,,FALSE,3.799,18.752,174.07,239.0002,1628,0.91,3,,,,,0,,0,,,,,16,up,86.931,3288,422,1173,0.001,0.001,0.001
1141,14.802,27.508,235.76,409.3683,1627,-1,3,3,100,,FALSE,14.802,27.508,235.76,409.3683,1627,0.73,3,,,,,0,,0,,,,,16,up,92.464,2369,2245,266,0.001,0.001,0.001
1142,7.201,17.434,164.85,217.0337,1627,-1,1,2,39.9,,FALSE,7.201,17.434,164.85,217.0337,1627,0.89,2,,,,,0,,0,,,,,16,up,87.59,2093,2787,0.001,0.001,0.001,0.001
1143,13.957,33.533,278.38,563.432,1624,-1,2,3,100,,FALSE,13.957,33.533,278.38,563.432,1624,1.04,3,,,,,0,,0,,,,,16,up,83.031,3558,501,814,0.001,0.001,0.001
1144,8.95,17.42,164.74,217.0337,1624,-1,1,2,43.1,,FALSE,8.95,17.42,164.74,217.0337,1624,0.99,2,,,,,0,,0,,,,,16,up,84.513,3212,1659,0.001,0.001,0.001,0.001
1145,6.55,17.495,320.15,239.0841,1623,-2,4,2,100,,FALSE,6.55,17.495,320.15,239.0841,1623,1.13,2,,,,,0,,0,,,,,16,up,80.058,0.001,1262,3608,0.001,0.001,0.001
1146,11.679,24.621,212.21,569.9796,1623,-1,2,3,96.5,,FALSE,11.679,24.621,212.21,569.9796,1623,0.46,3,,,,,0,,0,,,,,16,up,98.006,1129,2486,1255,0.001,0.001,0.001
1147,10.546,24.714,216.27,339.2354,1623,-1,2,1,100,,FALSE,10.546,24.714,216.27,339.2354,1623,1.73,1,,,,,0,,0,,,,,16,up,62.61,4870,0.001,0.001,0.001,0.001,0.001
1148,15.289,28.367,241.66,439.3801,1620,-1,4,2,100,,FALSE,15.289,28.367,241.66,439.3801,1620,0.92,2,,,,,0,,0,,,,,16,up,86.566,0.001,2955,1905,0.001,0.001,0.001
1149,8.975,22.857,203.73,285.1256,1616,-1,2,3,100,,FALSE,8.975,22.857,203.73,285.1256,1616,0.03,3,,,,,0,,0,,,,,16,up,100,1578,1592,1679,0.001,0.001,0.001
1150,8.551,39.728,326.77,427.2257,1615,-1,2,1,100,,FALSE,8.551,39.728,326.77,427.2257,1615,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,4846,0.001,0.001,0.001,0.001
1151,11.707,24.627,215.51,343.2276,1612,-1,2,1,82.4,,FALSE,11.707,24.627,215.51,343.2276,1612,1.73,1,,,,,0,,0,,,,,16,up,62.61,4836,0.001,0.001,0.001,0.001,0.001
1152,14.709,32.539,270.85,577.3752,1609,-1,3,3,100,,FALSE,14.709,32.539,270.85,577.3752,1609,0.8,3,,,,,0,,0,,,,,16,up,90.372,2851,1693,282,0.001,0.001,0.001
1153,13.445,27.012,231.63,433.236,1608,-1,2,3,100,,FALSE,13.445,27.012,231.63,433.236,1608,0.21,3,,,,,0,,0,,,,,16,up,99.885,1612,1942,1271,0.001,0.001,0.001
1154,12.72,26.708,229.76,410.2369,1607,-1,2,3,100,,FALSE,12.72,26.708,229.76,410.2369,1607,0.49,3,,,,,0,,0,,,,,16,up,97.532,1866,2239,717,0.001,0.001,0.001
1155,10.484,18.891,174.32,262.0372,1606,-1,1,1,32.8,,FALSE,10.484,18.891,174.32,262.0372,1606,1.73,1,,,,,0,,0,,,,,16,up,62.61,4818,0.001,0.001,0.001,0.001,0.001
1156,16.172,35.686,293.11,685.5312,1604,-1,3,3,78.5,,FALSE,16.172,35.686,293.11,685.5312,1604,0.54,3,,,,,0,,0,,,,,16,up,96.782,2253,1933,626,0.001,0.001,0.001
1157,11.586,26.139,226.45,362.2384,1604,-1,1,3,96.8,,FALSE,11.586,26.139,226.45,362.2384,1604,0.04,3,,,,,0,,0,,,,,16,up,100,1644,1641,1526,0.001,0.001,0.001
1158,13.81,26.577,229.15,390.2681,1602,-1,3,3,99.6,,FALSE,13.81,26.577,229.15,390.2681,1602,0.3,3,,,,,0,,0,,,,,16,up,99.548,1426,2147,1232,0.001,0.001,0.001
1159,14.531,33.57,279.37,508.342,1601,-1,2,3,100,,FALSE,14.531,33.57,279.37,508.342,1601,0.14,3,,,,,0,,0,,,,,16,up,99.976,1576,1835,1391,0.001,0.001,0.001
1160,9.278,28.86,244.29,512.2695,1599,-1,4,2,100,,FALSE,9.278,28.86,244.29,512.2695,1599,1.21,2,,,,,0,,0,,,,,16,up,77.567,1056,0.001,3740,0.001,0.001,0.001
1161,5.76,20.671,188.06,257.0482,1597,-1,2,1,100,,FALSE,5.76,20.671,188.06,257.0482,1597,1.73,1,,,,,0,,0,,,,,16,up,62.61,4790,0.001,0.001,0.001,0.001,0.001
1162,13.861,35.881,294.62,676.5212,1595,-1,1,3,96.5,,FALSE,13.861,35.881,294.62,676.5212,1595,0.32,3,,,,,0,,0,,,,,16,up,99.444,1701,2042,1042,0.001,0.001,0.001
1163,8.171,25.272,219.35,391.179,1589,-1,2,3,100,,FALSE,8.171,25.272,219.35,391.179,1589,0.46,3,,,,,0,,0,,,,,16,up,98.034,2357,1509,902,0.001,0.001,0.001
1164,12.912,31.8,266.17,511.401,1588,-1,3,3,79.1,,FALSE,12.912,31.8,266.17,511.401,1588,0.24,3,,,,,0,,0,,,,,16,up,99.812,2024,1383,1358,0.001,0.001,0.001
1165,14.228,32.263,269.23,540.3681,1587,-1,3,3,99.2,,FALSE,14.228,32.263,269.23,540.3681,1587,0.72,3,,,,,0,,0,,,,,16,up,92.686,2885,1112,763,0.001,0.001,0.001
1166,12.233,23.317,206.91,295.2269,1585,-1,2,3,100,,FALSE,12.233,23.317,206.91,295.2269,1585,0.24,3,,,,,0,,0,,,,,16,up,99.813,1156,1857,1741,0.001,0.001,0.001
1167,0.485,21.683,195.85,255.1315,1584,-1,2,3,100,,FALSE,0.485,21.683,195.85,255.1315,1584,0.68,3,,,,,0,,0,,,,,16,up,93.733,1565,522,2666,0.001,0.001,0.001
1168,7.318,16.671,156.74,286.9829,1581,-1,2,3,100,,FALSE,7.318,16.671,156.74,286.9829,1581,0.14,3,,,,,0,,0,,,,,16,up,99.975,1404,1508,1832,0.001,0.001,0.001
1169,11.139,28.147,239.95,443.265,1580,-1,3,3,100,,FALSE,11.139,28.147,239.95,443.265,1580,0.86,3,,,,,0,,0,,,,,16,up,88.499,510,3114,1116,0.001,0.001,0.001
1170,14.997,28.614,243.39,446.3315,1577,-1,2,3,100,,FALSE,14.997,28.614,243.39,446.3315,1577,0.3,3,,,,,0,,0,,,,,16,up,99.56,2110,1405,1216,0.001,0.001,0.001
1171,13.452,32.877,274.28,504.3101,1576,-1,2,3,100,,FALSE,13.452,32.877,274.28,504.3101,1576,0.17,3,,,,,0,,0,,,,,16,up,99.945,1406,1889,1432,0.001,0.001,0.001
1172,13.735,39.948,323.68,800.5847,1573,-1,3,3,100,,FALSE,13.735,39.948,323.68,800.5847,1573,0.69,3,,,,,0,,0,,,,,16,up,93.273,2062,2336,321,0.001,0.001,0.001
1173,3.415,31.042,259.39,614.2368,1572,-1,1,3,59.2,,FALSE,3.415,31.042,259.39,614.2368,1572,0.09,3,,,,,0,,0,,,,,16,up,99.996,1420,1594,1702,0.001,0.001,0.001
1174,5.154,25.407,219.68,431.1374,1567,-1,3,3,100,,FALSE,5.154,25.407,219.68,431.1374,1567,0.38,3,,,,,0,,0,,,,,16,up,98.933,1428,1048,2225,0.001,0.001,0.001
1175,10.692,24.302,213.72,317.212,1565,-1,2,1,99.3,,FALSE,10.692,24.302,213.72,317.212,1565,1.73,1,,,,,0,,0,,,,,16,up,62.61,4695,0.001,0.001,0.001,0.001,0.001
1176,8.132,17.426,164.74,218.0302,1564,-1,1,2,38.8,,FALSE,8.132,17.426,164.74,218.0302,1564,0.88,2,,,,,0,,0,,,,,16,up,87.889,0.001,2610,2083,0.001,0.001,0.001
1177,13.974,32.301,269.45,545.4216,1561,-1,3,3,99.2,,FALSE,13.974,32.301,269.45,545.4216,1561,0.56,3,,,,,0,,0,,,,,16,up,96.331,551,2022,2111,0.001,0.001,0.001
1178,9.053,30.027,252.91,517.3033,1561,-1,2,1,100,,FALSE,9.053,30.027,252.91,517.3033,1561,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,0.001,4684,0.001,0.001,0.001
1179,6.195,26.342,227.53,383.1533,1560,-1,2,3,100,,FALSE,6.195,26.342,227.53,383.1533,1560,0.5,3,,,,,0,,0,,,,,16,up,97.398,2464,1082,1135,0.001,0.001,0.001
1180,4.626,36.034,294.91,791.3452,1560,-1,3,3,100,,FALSE,4.626,36.034,294.91,791.3452,1560,0.11,3,,,,,0,,0,,,,,16,up,99.989,1756,1413,1511,0.001,0.001,0.001
1181,14.571,31.555,264.24,519.406,1560,-1,2,3,100,,FALSE,14.571,31.555,264.24,519.406,1560,0.98,3,,,,,0,,0,,,,,16,up,84.798,3325,651,703,0.001,0.001,0.001
1182,11.155,27.248,233.58,422.2574,1558,-1,1,3,93.9,,FALSE,11.155,27.248,233.58,422.2574,1558,1.28,3,,,,,0,,0,,,,,16,up,75.182,3857,233,585,0.001,0.001,0.001
1183,15.017,28.951,246.26,425.3995,1557,-1,2,2,94.4,,FALSE,15.017,28.951,246.26,425.3995,1557,1.61,2,,,,,0,,0,,,,,16,up,65.739,4448,0.001,222,0.001,0.001,0.001
1184,13.64,26.596,230.71,329.248,1556,-1,1,3,59.5,,FALSE,13.64,26.596,230.71,329.248,1556,0.35,3,,,,,0,,0,,,,,16,up,99.225,1343,2175,1151,0.001,0.001,0.001
1185,14.028,33.447,278.33,517.3907,1556,-1,3,3,86,,FALSE,14.028,33.447,278.33,517.3907,1556,0.97,3,,,,,0,,0,,,,,16,up,85.173,3292,785,590,0.001,0.001,0.001
1186,14.167,29.737,251.05,494.3258,1552,-1,3,2,100,,FALSE,14.167,29.737,251.05,494.3258,1552,0.95,2,,,,,0,,0,,,,,16,up,85.676,2944,1711,0.001,0.001,0.001,0.001
1187,0.532,20.193,177.23,243.0607,1552,-1,2,4,97.9,,FALSE,0.624,20.216,185.11,243.061,1552,0.25,3,0.255,20.125,153.62,243.06,29,1.73,1,0.37,0.09,31.49,0.001,5.73,up,99.75,1644,1884,1127,88,0.001,0.001
1188,1.666,27.037,239.06,212.0014,1552,-1,1,1,96.5,,FALSE,1.666,27.037,239.06,212.0014,1552,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,4655,0.001,0.001,0.001,0.001
1189,2.269,24.919,216.86,383.1915,1551,-1,2,3,100,,FALSE,2.269,24.919,216.86,383.1915,1551,0.44,3,,,,,0,,0,,,,,16,up,98.241,950,1400,2304,0.001,0.001,0.001
1190,2.26,23.711,208.57,345.1545,1550,-1,2,3,99.7,,FALSE,2.26,23.711,208.57,345.1545,1550,1.06,3,,,,,0,,0,,,,,16,up,82.368,3390,258,1001,0.001,0.001,0.001
1191,13.511,31.874,266.69,513.4156,1547,-1,2,3,100,,FALSE,13.511,31.874,266.69,513.4156,1547,0.99,3,,,,,0,,0,,,,,16,up,84.443,3318,646,677,0.001,0.001,0.001
1192,6.567,26.154,226.5,365.1426,1541,-1,2,3,100,,FALSE,6.567,26.154,226.5,365.1426,1541,0.45,3,,,,,0,,0,,,,,16,up,98.125,1828,745,2051,0.001,0.001,0.001
1193,12.316,18.853,174,263.0336,1540,-1,3,2,52.5,,FALSE,12.316,18.853,174,263.0336,1540,0.98,2,,,,,0,,0,,,,,16,up,84.693,3029,0.001,1592,0.001,0.001,0.001
1194,15.678,36.614,300.3,648.6321,1540,-1,3,2,99.8,,FALSE,15.678,36.614,300.3,648.6321,1540,0.87,2,,,,,0,,0,,,,,16,up,88.388,2301,2320,0.001,0.001,0.001,0.001
1195,1.878,17.437,165.98,194.0446,1536,-1,3,2,97.1,,FALSE,1.878,17.437,165.98,194.0446,1536,1.46,2,,,,,0,,0,,,,,16,up,69.983,0.001,4103,505,0.001,0.001,0.001
1196,12.954,30.375,253.89,683.0891,1535,-1,3,3,82.4,,FALSE,12.954,30.375,253.89,683.0891,1535,0.4,3,,,,,0,,0,,,,,16,up,98.738,2048,1709,849,0.001,0.001,0.001
1197,14.771,31.96,267.44,505.4262,1535,-1,3,3,97.3,,FALSE,14.771,31.96,267.44,505.4262,1535,0.53,3,,,,,0,,0,,,,,16,up,96.932,2471,1116,1018,0.001,0.001,0.001
1198,8.594,38.112,310.17,797.4094,1533,-1,3,1,100,,FALSE,8.594,38.112,310.17,797.4094,1533,1.73,1,,,,,0,,0,,,,,16,up,62.61,0.001,4600,0.001,0.001,0.001,0.001
1199,11.153,28.153,239.84,453.2462,1533,-1,3,3,100,,FALSE,11.153,28.153,239.84,453.2462,1533,1.35,3,,,,,0,,0,,,,,16,up,73.05,3918,162,519,0.001,0.001,0.001
1200,9.398,18.519,168.97,374.9954,1533,-1,1,3,97.3,,FALSE,9.398,18.519,168.97,374.9954,1533,0.39,3,,,,,0,,0,,,,,16,up,98.83,1815,1944,840,0.001,0.001,0.001
1201,8.426,18.884,174.27,262.0369,1532,-1,1,2,35.3,,FALSE,8.426,18.884,174.27,262.0369,1532,1.03,2,,,,,0,,0,,,,,16,up,83.14,3158,1438,0.001,0.001,0.001,0.001
1202,9.502,24.333,213.44,337.2381,1531,-1,3,2,100,,FALSE,9.502,24.333,213.44,337.2381,1531,1,2,,,,,0,,0,,,,,16,up,84.057,0.001,1520,3072,0.001,0.001,0.001
1203,7.604,18.889,174.34,261.0406,1530,-1,1,3,67.7,,FALSE,7.604,18.889,174.34,261.0406,1530,0.18,3,,,,,0,,0,,,,,16,up,99.941,1799,1528,1263,0.001,0.001,0.001
1204,12.043,29.822,252.04,469.3537,1529,-1,3,2,100,,FALSE,12.043,29.822,252.04,469.3537,1529,1.23,2,,,,,0,,0,,,,,16,up,76.972,3619,0.001,969,0.001,0.001,0.001
1205,12.113,28.984,246.3,437.3276,1527,-1,2,1,93.1,,FALSE,12.113,28.984,246.3,437.3276,1527,1.73,1,,,,,0,,0,,,,,16,up,62.61,4581,0.001,0.001,0.001,0.001,0.001
1206,12.453,30.162,253.76,529.3046,1526,-1,3,3,97.2,,FALSE,12.453,30.162,253.76,529.3046,1526,1.35,3,,,,,0,,0,,,,,16,up,73.066,309,361,3907,0.001,0.001,0.001
1207,1.226,22.681,202.53,281.0998,1523,-1,1,3,97.9,,FALSE,1.226,22.681,202.53,281.0998,1523,0.79,3,,,,,0,,0,,,,,16,up,90.698,268,1640,2662,0.001,0.001,0.001
1208,13.682,28.834,245.42,423.3478,1521,-1,3,3,98.6,,FALSE,13.682,28.834,245.42,423.3478,1521,0.64,3,,,,,0,,0,,,,,16,up,94.515,2648,1052,863,0.001,0.001,0.001
1209,15.671,35.043,288.8,635.5263,1521,-1,2,3,100,,FALSE,15.671,35.043,288.8,635.5263,1521,0.98,3,,,,,0,,0,,,,,16,up,84.902,3154,1159,249,0.001,0.001,0.001
1210,6.292,26.595,229.38,385.1683,1521,-1,3,3,100,,FALSE,6.292,26.595,229.38,385.1683,1521,0.61,3,,,,,0,,0,,,,,16,up,95.273,2564,1220,778,0.001,0.001,0.001
1211,9.531,28.877,244.95,472.2909,1521,-1,1,2,96.5,,FALSE,9.531,28.877,244.95,472.2909,1521,1.57,2,,,,,0,,0,,,,,16,up,66.688,0.001,281,4281,0.001,0.001,0.001
1212,10.834,24.284,213.59,317.212,1520,-1,2,1,82.4,,FALSE,10.834,24.284,213.59,317.212,1520,1.73,1,,,,,0,,0,,,,,16,up,62.61,4560,0.001,0.001,0.001,0.001,0.001
1213,15.347,40.682,328.72,856.5741,1515,-1,3,1,97.5,,FALSE,15.347,40.682,328.72,856.5741,1515,1.73,1,,,,,0,,0,,,,,16,up,62.61,4545,0.001,0.001,0.001,0.001,0.001
1214,12.363,24.556,215.43,325.1837,1514,-1,2,3,64.2,,FALSE,12.363,24.556,215.43,325.1837,1514,0.08,3,,,,,0,,0,,,,,16,up,99.998,1473,1425,1644,0.001,0.001,0.001
1215,9.886,25.434,221.22,359.2228,1512,-1,2,1,75.2,,FALSE,9.886,25.434,221.22,359.2228,1512,1.73,1,,,,,0,,0,,,,,16,up,62.61,4535,0.001,0.001,0.001,0.001,0.001
1216,14.867,32.572,271.69,527.4326,1511,-1,2,3,79.7,,FALSE,14.867,32.572,271.69,527.4326,1511,0.75,3,,,,,0,,0,,,,,16,up,91.664,2826,798,909,0.001,0.001,0.001
1217,10.506,26.19,226.11,397.2232,1511,-1,2,3,100,,FALSE,10.506,26.19,226.11,397.2232,1511,0.16,3,,,,,0,,0,,,,,16,up,99.958,1374,1368,1791,0.001,0.001,0.001
1218,11.905,29.857,252.49,457.3535,1508,-1,2,1,100,,FALSE,11.905,29.857,252.49,457.3535,1508,1.73,1,,,,,0,,0,,,,,16,up,62.61,4523,0.001,0.001,0.001,0.001,0.001
1219,7.752,17.431,164.82,217.034,1507,-1,1,2,41.5,,FALSE,7.752,17.431,164.82,217.034,1507,0.89,2,,,,,0,,0,,,,,16,up,87.517,2596,1924,0.001,0.001,0.001,0.001
1220,9.295,30.23,255.3,455.2471,1506,-1,3,2,93.7,,FALSE,9.295,30.23,255.3,455.2471,1506,1.51,2,,,,,0,,0,,,,,16,up,68.573,403,0.001,4116,0.001,0.001,0.001
1221,7.871,20.337,186.35,235.1327,1504,-1,1,3,98.1,,FALSE,7.871,20.337,186.35,235.1327,1504,0.8,3,,,,,0,,0,,,,,16,up,90.283,756,859,2897,0.001,0.001,0.001
1222,7.124,26.634,229.64,387.184,1504,-1,3,3,100,,FALSE,7.124,26.634,229.64,387.184,1504,1.01,3,,,,,0,,0,,,,,16,up,83.905,3221,943,348,0.001,0.001,0.001
1223,10.632,24.058,211.93,315.253,1503,-1,2,2,97.7,,FALSE,10.632,24.058,211.93,315.253,1503,1.52,2,,,,,0,,0,,,,,16,up,68.265,4128,0.001,382,0.001,0.001,0.001
1224,10.128,27.827,237.77,430.2966,1502,-1,2,3,100,,FALSE,10.128,27.827,237.77,430.2966,1502,0.26,3,,,,,0,,0,,,,,16,up,99.744,1094,1547,1865,0.001,0.001,0.001
1225,3.09,18.443,171.97,231.9908,1500,-1,2,3,99.3,,FALSE,3.09,18.443,171.97,231.9908,1500,0.57,3,,,,,0,,0,,,,,16,up,96.085,969,2493,1039,0.001,0.001,0.001
1226,3.285,18.293,173.26,183.1018,1500,-1,2,2,100,,FALSE,3.285,18.293,173.26,183.1018,1500,1.25,2,,,,,0,,0,,,,,16,up,76.157,3605,0.001,896,0.001,0.001,0.001
1227,7.27,28.506,242.9,427.2159,1500,-1,3,3,100,,FALSE,7.27,28.506,242.9,427.2159,1500,0.65,3,,,,,0,,0,,,,,16,up,94.432,2620,1007,873,0.001,0.001,0.001
1228,15.155,27.601,236.45,409.3681,1499,-1,3,2,100,,FALSE,15.155,27.601,236.45,409.3681,1499,1.36,2,,,,,0,,0,,,,,16,up,72.932,3814,684,0.001,0.001,0.001,0.001
1229,14.388,22.039,198.56,255.2321,1499,-1,2,3,100,,FALSE,14.388,22.039,198.56,255.2321,1499,1.21,3,,,,,0,,0,,,,,16,up,77.532,3580,302,614,0.001,0.001,0.001
1230,9.484,23.65,209.02,309.2063,1497,-1,2,3,100,,FALSE,9.484,23.65,209.02,309.2063,1497,0.35,3,,,,,0,,0,,,,,16,up,99.199,1469,983,2039,0.001,0.001,0.001
1231,0.543,17.788,169.99,173.0923,1495,-1,2,3,100,,FALSE,0.543,17.788,169.99,173.0923,1495,0.23,3,,,,,0,,0,,,,,16,up,99.829,1369,1887,1230,0.001,0.001,0.001
1232,2.44,29.48,259.88,187.0055,1494,-1,3,3,100,,FALSE,2.44,29.48,259.88,187.0055,1494,1.08,3,,,,,0,,0,,,,,16,up,81.534,3352,411,719,0.001,0.001,0.001
1233,14.443,35.017,288.79,617.4782,1494,-1,2,2,54.7,,FALSE,14.443,35.017,288.79,617.4782,1494,0.87,2,,,,,0,,0,,,,,16,up,88.187,2081,2400,0.001,0.001,0.001,0.001
1234,5.727,22.155,206.68,146.0605,1491,-1,2,1,100,,FALSE,5.727,22.155,206.68,146.0605,1491,1.73,1,,,,,0,,0,,,,,16,up,62.61,4473,0.001,0.001,0.001,0.001,0.001
1235,11.861,28.014,239.47,413.3267,1490,-1,3,2,90.2,,FALSE,11.861,28.014,239.47,413.3267,1490,1.45,2,,,,,0,,0,,,,,16,up,70.218,3965,0.001,505,0.001,0.001,0.001
1236,8.253,23.828,210.37,309.1699,1490,-1,2,3,100,,FALSE,8.253,23.828,210.37,309.1699,1490,0.71,3,,,,,0,,0,,,,,16,up,92.788,796,960,2713,0.001,0.001,0.001
1237,12.366,31,260.24,509.3848,1489,-1,3,3,94.9,,FALSE,12.366,31,260.24,509.3848,1489,0.52,3,,,,,0,,0,,,,,16,up,97.054,2244,1531,691,0.001,0.001,0.001
1238,11.834,24.324,213.89,317.2112,1488,-1,2,3,98.8,,FALSE,11.834,24.324,213.89,317.2112,1488,0.96,3,,,,,0,,0,,,,,16,up,85.43,3122,466,877,0.001,0.001,0.001
1239,8.821,17.712,163.71,328.7623,1488,-1,3,3,100,,FALSE,8.821,17.712,163.71,328.7623,1488,0.12,3,,,,,0,,0,,,,,16,up,99.986,1310,1671,1483,0.001,0.001,0.001
1240,13.604,35.944,295.15,669.4951,1487,-1,3,3,93.2,,FALSE,13.604,35.944,295.15,669.4951,1487,0.48,3,,,,,0,,0,,,,,16,up,97.681,2084,1688,688,0.001,0.001,0.001
1241,9.615,24.216,212.19,353.1757,1486,-1,3,3,100,,FALSE,9.615,24.216,212.19,353.1757,1486,0.79,3,,,,,0,,0,,,,,16,up,90.758,764,860,2835,0.001,0.001,0.001
