ID,RT,DT,CCS,m/z,Abundance,RSD, 9-M-E1-A-1.d.DeMP,10-M-E1-A-2.d.DeMP, 11-M-E1-A-3.d.DeMP, 16-DBS-E1-A-1.d.DeMP, 17-DBS-E1-A-2.d.DeMP, 18-DBS-E1-A-3.d.DeMP, 41-M-E4-A-1.d.DeMP, 42-M-E4-A-2.d.DeMP, 43-M-E4-A-3.d.DeMP, 47-DBS-E4-A-1.d.DeMP, 48-DBS-E4-A-2.d.DeMP, 49-DBS--E4-A-3.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
6962,2.46,29.088,234.25,116.9731,36,1.5,0.001,0.001,102,0.001,97,0.001,136,0.001,0.001,97,0.001,0.001,0,0,0
6963,12.867,34.811,256.44,728.1668,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,216,0.001,0.001,0.001,0.001,216,0,0,0
6964,12.596,25.263,190.18,342.2677,36,1.54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,148,114,92,0,0,0
6965,2.146,23.502,206.63,59.0148,36,1.29,75,87,95,57,0.001,118,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6966,13.82,24.194,183.03,304.4717,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,432,0.001,0.001,0.001,0.001,0.001,0,0,0
6967,12.94,25.491,192.2,328.1856,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,432,0,0,0
6968,16.488,24.595,183.7,432.9865,36,1.88,0.001,143,189,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6969,13.962,32.968,243.59,632.2694,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,432,0,0,0
6970,14.77,36.457,268.8,690.5429,36,1.93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,79,180,0.001,173,0,0,0
6971,8.966,23.157,175.4,297.2066,36,1.52,0.001,0.001,0.001,0.001,0.001,0.001,136,0.001,94,120,82,0.001,0,0,0
6972,14.93,31.899,236.07,590.3467,36,1.51,0.001,0.001,0.001,0.001,0.001,0.001,115,125,114,0.001,78,0.001,0,0,0
6973,14.267,26.534,199.19,367.2843,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,231,201,0.001,0,0,0
6974,5.433,21.7,172.08,141.0171,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,432,0.001,0,0,0
6975,8.337,23.488,178.28,283.0999,36,1.59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,114,108,155,0.001,55,0,0,0
6976,6.186,25.104,187.97,399.1956,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,212,0.001,220,0.001,0.001,0,0,0
6977,16.187,12.239,97.69,136.8622,36,2.35,0.001,0.001,0.001,0.001,236,196,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6978,12.918,14.036,111.49,142.9246,36,1.91,0.001,0.001,186,157,0.001,0.001,0.001,0.001,0.001,88,0.001,0.001,0,0,0
6979,14.317,23.202,512.23,283.1174,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,431,0,0,0
6980,0.238,18.522,141.74,245.0278,36,3.46,0.001,0.001,0.001,431,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6981,15.285,27.296,203.87,427.3079,36,1.59,0.001,0.001,0.001,0.001,0.001,0.001,121,158,68,84,0.001,0.001,0,0,0
6982,13.59,27.283,202.41,545.0119,36,1.81,0.001,0.001,143,0.001,137,151,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6983,0.425,20.862,158.67,274.0919,36,1.58,0.001,0.001,0.001,0.001,117,0.001,0.001,0.001,113,54,0.001,147,0,0,0
6984,16.144,34.422,253.43,753.3268,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,206,0.001,225,0,0,0
6985,16.187,32.201,238.68,551.466,36,2.05,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,85,237,0,0,0
6986,14.367,18.929,144.9,243.0286,36,1.82,0.001,157,0.001,0.001,123,0.001,0.001,151,0.001,0.001,0.001,0.001,0,0,0
6987,10.609,31.58,233.63,600.3082,36,1.88,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,124,115,191,0,0,0
6988,14.062,30.955,229.75,525.3926,36,1.84,0.001,0.001,0.001,0.001,158,160,0.001,0.001,0.001,0.001,112,0.001,0,0,0
6989,0.614,17.119,133.19,186.0437,36,1.51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,79,0.001,113,129,0,0,0
6990,8.933,23.64,178.64,313.2369,36,1.96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,216,112,102,0,0,0
6991,13.042,31.747,235.19,565.1753,36,1.28,68,0.001,0.001,0.001,0.001,0.001,106,75,107,74,0.001,0.001,0,0,0
6992,11.53,24.653,185.45,350.1244,36,1.87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,98,165,0.001,167,0.001,0,0,0
6993,6.072,16.72,128.69,223.0175,36,1.82,0.001,0.001,141,0.001,162,127,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6994,4.588,26.08,194.72,435.1639,36,2.43,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,270,0.001,160,0,0,0
6995,15.87,33.156,245.14,612.37,36,1.39,0.001,67,95,0.001,55,64,0.001,0.001,0.001,149,0.001,0.001,0,0,0
6996,11.546,13.801,111.62,116.928,36,1.81,0.001,0.001,0.001,0.001,0.001,0.001,143,148,0.001,139,0.001,0.001,0,0,0
6997,13.229,22.891,171.26,415.0612,36,1.28,70,82,111,63,0.001,0.001,0.001,0.001,0.001,103,0.001,0.001,0,0,0
6998,2.874,19.578,148.81,279.9889,36,1.32,0.001,0.001,0.001,0.001,0.001,0.001,55,60,0.001,112,91,111,0,0,0
6999,15.652,31.008,230.16,524.3971,36,1.81,0.001,0.001,0.001,0.001,136,0.001,0.001,0.001,0.001,0.001,147,146,0,0,0
7000,14.517,32.721,241.96,609.2587,36,2.35,0.001,0.001,234,195,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7001,16.253,30.615,227.19,530.3345,36,1.68,190,77,0.001,0.001,84,78,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7002,16.044,31.88,236.11,571.3463,36,1.61,159,121,0.001,93,0.001,56,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7003,11.058,26.806,200.89,385.1763,36,1.55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,131,0.001,61,108,129,0,0,0
7004,12.3,27.832,207.6,445.241,36,1.84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,177,124,128,0,0,0
7005,6.603,23.646,177.47,374.9905,36,1.88,0.001,190,0.001,0.001,0.001,0.001,0.001,114,124,0.001,0.001,0.001,0,0,0
7006,15.419,30.563,228.14,429.3358,36,1.53,0.001,0.001,0.001,0.001,0.001,0.001,110,75,140,103,0.001,0.001,0,0,0
7007,11.325,20.352,152.63,392.9743,36,1.86,0.001,0.001,0.001,0.001,0.001,0.001,167,99,0.001,0.001,0.001,162,0,0,0
7008,14.945,14.021,111.44,141.9288,36,1.34,70,138,86,0.001,77,57,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7009,16.231,36.651,270.57,648.6289,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,199,229,0,0,0
7010,12.698,25.402,191.2,343.2671,36,1.87,0.001,0.001,0.001,0.001,0.001,0.001,99,150,179,0.001,0.001,0.001,0,0,0
7011,14.047,39.553,290.35,876.3812,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,428,0.001,0,0,0
7012,12.952,25.529,562.19,325.3983,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,428,0.001,0.001,0,0,0
7013,3.881,22.203,167.5,328.984,36,1.55,0.001,0.001,60,0.001,0.001,0.001,0.001,0.001,0.001,113,131,124,0,0,0
7014,15.329,30.08,223.37,517.3173,36,1.83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,166,139,123,0,0,0
7015,15.42,24.517,183.13,432.9865,36,1.3,0.001,0.001,0.001,88,112,104,60,0.001,0.001,0.001,64,0.001,0,0,0
7016,0.316,32.745,241.26,731.0097,36,1.54,104,0.001,113,0.001,0.001,141,0.001,0.001,0.001,0.001,0.001,70,0,0,0
7017,11.112,25.961,194.77,375.2104,36,1.9,0.001,0.001,0.001,0.001,0.001,0.001,86,0.001,0.001,168,174,0.001,0,0,0
7018,14.977,27.368,205.65,356.3267,36,2.39,0.001,0.001,0.001,258,0.001,0.001,0.001,0.001,0.001,170,0.001,0.001,0,0,0
7019,6.428,30.357,224.93,565.2661,36,1.94,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001,0.001,199,0.001,146,0,0,0
7020,10.547,22.856,171,415.0612,36,1.06,79,0.001,83,76,0.001,0.001,0.001,0.001,0.001,62,72,55,0,0,0
7021,4.152,16.968,132.11,184.0392,36,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,147,138,0.001,0.001,142,0,0,0
7022,0.437,14.81,118.08,136.0334,36,2.35,0.001,194,0.001,0.001,0.001,0.001,0.001,0.001,233,0.001,0.001,0.001,0,0,0
7023,14.042,22.805,173.51,269.2465,36,1.85,126,0.001,0.001,0.001,0.001,178,123,0.001,0.001,0.001,0.001,0.001,0,0,0
7024,12.487,22.061,166.4,331.0453,36,1.07,0.001,0.001,0.001,0.001,0.001,57,58,69,85,75,83,0.001,0,0,0
7025,14.288,28.341,211.27,453.3909,36,2.39,0.001,0.001,0.001,0.001,0.001,0.001,254,173,0.001,0.001,0.001,0.001,0,0,0
7026,16.21,31.021,233.42,339.327,36,2.42,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,162,265,0,0,0
7027,5.716,23.09,182.73,143.991,36,1.48,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,110,113,104,0,0,0
7028,13.904,32.459,240.06,607.2441,36,1.49,0.001,121,103,0.001,0.001,0.001,0.001,88,115,0.001,0.001,0.001,0,0,0
7029,12.874,25.949,194.5,385.2384,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,427,0.001,0,0,0
7030,14.071,32.569,240.56,643.3146,36,1.52,0.001,0.001,0.001,97,128,125,0.001,0.001,0.001,77,0.001,0.001,0,0,0
7031,1.887,29.234,241.23,92.9286,36,1.51,0.001,99,0.001,0.001,0.001,0.001,79,127,0.001,0.001,0.001,122,0,0,0
7032,11.666,21.537,162.02,356.0426,36,1.82,141,156,130,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7033,5.596,17.447,133.65,242.0338,36,1.51,0.001,0.001,0.001,0.001,0.001,0.001,90,86,117,134,0.001,0.001,0,0,0
7034,14.842,28.711,213.79,470.3313,36,1.69,0.001,0.001,0.001,0.001,91,96,0.001,0.001,0.001,0.001,185,55,0,0,0
7035,15.547,31.13,230.86,542.3495,36,1.26,110,0.001,78,73,92,73,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7036,12.172,19.477,147.77,292.0126,36,1.08,56,0.001,0.001,0.001,51,0.001,89,83,0.001,73,74,0.001,0,0,0
7037,14.341,28.545,212.57,469.2945,36,1.48,0.001,0.001,0.001,0.001,0.001,0.001,115,0.001,93,114,104,0.001,0,0,0
7038,13.258,18.44,140.75,258.0415,36,1.07,0.001,62,0.001,80,0.001,52,0.001,0.001,0.001,75,88,69,0,0,0
7039,15.367,32.051,237.16,594.3554,36,2.46,0.001,0.001,0.001,0.001,0.001,0.001,277,0.001,149,0.001,0.001,0.001,0,0,0
7040,13.619,27.662,208.52,327.2913,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,426,0.001,0.001,0,0,0
7041,14.06,18.387,140.14,266.0093,36,1.52,142,93,0.001,0.001,0.001,0.001,0.001,0.001,84,107,0.001,0.001,0,0,0
7042,15.731,39.914,293.49,789.6108,36,2.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,188,238,0.001,0,0,0
7043,15.56,28.109,210.02,420.3917,35,1.89,0.001,0.001,0.001,0.001,0.001,0.001,0.001,150,182,93,0.001,0.001,0,0,0
7044,0.377,19.466,161.75,89.0255,35,1.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,175,116,0.001,0.001,134,0,0,0
7045,13.806,26.177,196.36,376.2518,35,1.92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,92,0.001,200,133,0.001,0,0,0
7046,13.307,26.417,197.51,415.176,35,1.83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,163,148,114,0,0,0
7047,9.639,17.077,130.73,246.0206,35,1.26,103,0.001,0.001,91,85,0.001,77,0.001,0.001,0.001,69,0.001,0,0,0
7048,13.262,28.642,212.88,503.2406,35,1.82,0.001,0.001,0.001,0.001,0.001,0.001,150,121,154,0.001,0.001,0.001,0,0,0
7049,15.214,38.332,282.01,770.5681,35,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,222,202,0.001,0,0,0
7050,13.739,35.863,264.47,686.5023,35,1.83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121,165,0.001,138,0,0,0
7051,10.026,18.902,145.59,217.0326,35,1.26,0.001,0.001,0.001,0.001,0.001,0.001,0.001,64,78,100,85,97,0,0,0
7052,14.438,19.387,147.35,281.0215,35,1.74,0.001,74,0.001,0.001,77,0.001,74,0.001,199,0.001,0.001,0.001,0,0,0
7053,14.938,30.311,224.91,533.3182,35,1.84,0.001,0.001,0.001,0.001,0.001,0.001,171,126,127,0.001,0.001,0.001,0,0,0
7054,15.592,31.959,236.69,571.3467,35,1.51,124,117,0.001,107,76,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7055,13.48,31.091,231.09,497.1872,35,1.55,0.001,0.001,0.001,0.001,0.001,0.001,99,119,140,0.001,0.001,66,0,0,0
7056,6.182,18.513,144.21,181.1595,35,2.49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,140,0.001,284,0.001,0.001,0,0,0
7057,0.248,13.488,106.19,160.8402,35,1.88,169,161,0.001,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,0.001,0,0,0
7058,15.245,32.479,241.64,477.3017,35,1.56,0.001,0.001,0.001,0.001,0.001,0.001,63,0.001,98,139,0.001,124,0,0,0
7059,15.393,17.291,133.77,203.0323,35,1.81,0.001,0.001,0.001,146,0.001,133,144,0.001,0.001,0.001,0.001,0.001,0,0,0
7060,3.509,29.939,221.79,571.2562,35,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,219,0.001,204,0,0,0
7061,14.757,27.927,410.47,439.6039,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,423,0.001,0.001,0.001,0.001,0,0,0
7062,14.226,30.145,224.52,463.305,35,2.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,257,0.001,166,0,0,0
7063,10.388,29.027,215.28,547.285,35,2.11,0.001,0.001,0.001,0.001,0.001,0.001,0.001,84,94,245,0.001,0.001,0,0,0
7064,14.223,30.423,225.94,514.3283,35,2.14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,120,244,59,0.001,0.001,0,0,0
7065,12.454,24.195,708.46,311.3142,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,423,0.001,0.001,0.001,0.001,0,0,0
7066,2.845,26.875,200.24,465.194,35,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,204,218,0,0,0
7067,13.987,18.981,144.83,259.0465,35,2.34,0.001,0.001,0.001,0.001,198,0.001,0.001,0.001,0.001,0.001,0.001,224,0,0,0
7068,14.964,28.537,1864.17,464.5673,35,3.46,0.001,422,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7069,15.147,37.576,276.63,744.5543,35,1.49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,90,112,111,109,0,0,0
7070,13.923,23.158,175.83,281.325,35,2.7,0.001,322,0.001,0.001,0.001,0.001,0.001,0.001,0.001,100,0.001,0.001,0,0,0
7071,15.975,19.718,150.39,259.9976,35,1.25,92,0.001,68,83,0.001,92,0.001,87,0.001,0.001,0.001,0.001,0,0,0
7072,13.029,21.909,167.22,253.216,35,1.84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,171,124,127,0,0,0
7073,16.179,28.988,216.28,438.3948,35,1.91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,199,122,0,0,0
7074,13.889,26.577,198.45,432.1454,35,1.53,110,137,103,72,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7075,8.427,22.278,176.33,143.9911,35,1.25,71,92,72,0.001,0.001,0.001,0.001,0.001,94,0.001,0.001,93,0,0,0
7076,14.092,27.275,203.77,423.2505,35,1.26,0.001,72,74,76,0.001,0.001,0.001,0.001,0.001,97,103,0.001,0,0,0
7077,12.984,25.995,196.05,325.4221,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,422,0.001,0.001,0.001,0.001,0,0,0
7078,10.86,34.123,252.07,635.3785,35,1.5,0.001,0.001,0.001,0.001,0.001,0.001,112,0.001,95,128,87,0.001,0,0,0
7079,15.923,27.237,204.11,385.0988,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,422,0,0,0
7080,6.013,23.478,177.1,328.0395,35,1.52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78,107,136,0.001,101,0,0,0
7081,4.012,22.867,199.51,61.9884,35,1.25,0.001,73,96,82,91,80,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7082,10.503,27.327,202.74,545.0132,35,1.84,0.001,162,0.001,151,0.001,0.001,0.001,0.001,108,0.001,0.001,0.001,0,0,0
7083,14.461,42.404,321.25,281.2781,35,2.34,224,0.001,0.001,0.001,197,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7084,2.463,27.369,238.6,61.9898,35,1.28,101,51,94,0.001,0.001,93,0.001,0.001,0.001,0.001,0.001,82,0,0,0
7085,3.105,24.342,195.86,118.9694,35,1.27,95,0.001,101,0.001,0.001,0.001,0.001,55,0.001,91,79,0.001,0,0,0
7086,14.741,23.753,867.91,296.3827,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,421,0.001,0.001,0,0,0
7087,12.598,25.697,193.8,326.1866,35,2.66,106,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,315,0.001,0,0,0
7088,12.493,29.447,218.9,498.2673,35,1.82,0.001,0.001,0.001,0.001,0.001,0.001,143,0.001,152,0.001,0.001,126,0,0,0
7089,11.869,23.176,176.08,277.2169,35,1.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137,129,155,0,0,0
7090,15.625,26.653,778.72,369.8364,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,421,0.001,0.001,0,0,0
7091,14.561,22.8,173.46,269.7141,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,421,0.001,0.001,0.001,0.001,0,0,0
7092,12.528,18.538,142.27,232.0452,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,421,0.001,0,0,0
7093,1.111,17.482,138.33,147.0451,35,1.52,0.001,0.001,0.001,0.001,0.001,0.001,123,71,0.001,108,0.001,118,0,0,0
7094,14.439,27.871,207.97,439.3012,35,1.84,144,0.001,0.001,0.001,0.001,111,0.001,0.001,0.001,0.001,0.001,165,0,0,0
7095,13.487,27.381,205.08,391.2816,35,1.63,73,0.001,0.001,65,0.001,0.001,0.001,0.001,0.001,167,0.001,115,0,0,0
7096,12.973,30.188,224.09,524.2836,35,1.82,0.001,0.001,0.001,0.001,0.001,0.001,154,118,0.001,0.001,0.001,148,0,0,0
7097,10.488,27.634,222.59,116.9728,35,1.27,0.001,75,0.001,0.001,0.001,0.001,85,62,110,0.001,88,0.001,0,0,0
7098,6.706,18.172,159.99,59.0146,35,1.07,0.001,0.001,0.001,0.001,73,0.001,66,87,66,50,0.001,78,0,0,0
7099,13.618,27.243,205.38,327.2919,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,420,0,0,0
7100,1.529,20.678,170.49,94.9253,35,1.48,0.001,0.001,0.001,0.001,0.001,0.001,96,112,0.001,105,0.001,107,0,0,0
7101,7.946,31.631,233.06,732.9791,35,1.48,0.001,0.001,0.001,0.001,0.001,0.001,111,0.001,99,95,115,0.001,0,0,0
7102,1.499,13.55,106.3,168.8352,35,2.35,0.001,0.001,0.001,0.001,190,0.001,0.001,0.001,0.001,0.001,230,0.001,0,0,0
7103,13.195,27.631,206.45,421.2258,35,1.57,0.001,0.001,0.001,0.001,0.001,0.001,63,0.001,0.001,116,94,147,0,0,0
7104,13.872,23.161,343.67,280.6381,35,3.46,0.001,0.001,0.001,0.001,420,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7105,11.891,29.174,231.04,141.0189,35,1.31,0.001,121,0.001,0.001,88,0.001,63,0.001,0.001,92,0.001,56,0,0,0
7106,15.86,38.437,282.67,787.5315,35,2.48,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,278,0.001,0.001,141,0,0,0
7107,12.856,34.748,256.42,666.1728,35,1.48,0.001,0.001,0.001,0.001,0.001,0.001,104,100,0.001,100,0.001,115,0,0,0
7108,11.774,34.837,257.49,617.2922,35,1.53,0.001,0.001,0.001,0.001,0.001,0.001,83,87,144,105,0.001,0.001,0,0,0
7109,11.127,23.171,176.05,277.2168,35,1.56,0.001,0.001,0.001,0.001,58,0.001,0.001,0.001,0.001,136,106,119,0,0,0
7110,11.65,27.285,204.61,377.2301,35,1.88,0.001,0.001,0.001,0.001,0.001,0.001,92,0.001,0.001,152,0.001,175,0,0,0
7111,13.785,24.113,182.43,303.9463,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,419,0.001,0,0,0
7112,13.334,34.381,254.18,611.4252,35,1.53,0.001,0.001,0.001,0.001,0.001,0.001,91,76,0.001,133,119,0.001,0,0,0
7113,0.311,32.918,242.28,772.9944,35,1.57,55,0.001,103,0.001,133,128,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7114,15.613,30.757,228.3,524.3646,35,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,223,196,0.001,0,0,0
7115,14.247,29.108,216.29,507.273,35,1.94,0.001,0.001,74,0.001,0.001,0.001,171,174,0.001,0.001,0.001,0.001,0,0,0
7116,12.996,20.677,156.87,290.0687,35,1.06,58,0.001,59,72,0.001,87,0.001,73,0.001,0.001,0.001,70,0,0,0
7117,0.139,21,184.74,59.0146,35,1.64,0.001,0.001,0.001,69,85,0.001,0.001,0.001,0.001,176,0.001,89,0,0,0
7118,8.12,25.465,205.18,116.973,35,1.82,0.001,0.001,145,0.001,118,0.001,0.001,0.001,0.001,155,0.001,0.001,0,0,0
7119,9.479,28.549,212.19,503.1078,35,1.49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,108,89,117,104,0.001,0,0,0
7120,15.715,34.38,253.82,652.4484,35,1.75,0.001,0.001,0.001,0.001,0.001,0.001,153,51,0.001,50,164,0.001,0,0,0
7121,10.333,23.174,175.68,291.1938,35,1.64,0.001,0.001,0.001,0.001,75,0.001,67,0.001,0.001,170,106,0.001,0,0,0
7122,14.221,27.133,203.37,383.3523,35,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,215,203,0,0,0
7123,12.797,22.128,166.64,345.0597,35,1.07,67,0.001,0.001,59,56,0.001,0.001,77,73,0.001,86,0.001,0,0,0
7124,14.929,13.792,111.46,117.9283,35,1.26,68,75,90,102,83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7125,10.075,19.142,146.4,247.0573,35,1.82,0.001,0.001,0.001,0.001,154,0.001,0.001,133,0.001,0.001,131,0.001,0,0,0
7126,5.881,30.061,221.9,672.9659,35,1.28,0.001,101,93,98,0.001,0.001,61,0.001,0.001,0.001,65,0.001,0,0,0
7127,13.851,22.631,172.24,267.6608,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,418,0.001,0,0,0
7128,11.449,28.422,211.59,475.1991,35,1.84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,116,172,130,0,0,0
7129,16.434,37.393,275.26,748.5313,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,418,0,0,0
7130,5.94,27.87,224.48,116.9731,35,1.25,69,0.001,0.001,0.001,99,0.001,0.001,0.001,81,80,88,0.001,0,0,0
7131,12.841,24.155,183.06,292.2024,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,417,0.001,0.001,0.001,0.001,0,0,0
7132,16.215,33.365,246.69,611.3631,35,1.91,84,152,181,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
7133,11.797,22.027,165.77,351.0473,35,1.84,142,112,0.001,0.001,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001,0,0,0
7134,11.76,25.493,191.68,353.2298,35,1.58,0.001,0.001,0.001,0.001,0.001,0.001,152,66,83,116,0.001,0.001,0,0,0
7135,14.446,29.235,218.2,433.3304,35,2.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,226,0.001,191,0,0,0
7136,13.975,30.521,226.45,534.2353,35,1.52,0.001,0.001,0.001,0.001,0.001,0.001,115,131,0.001,90,81,0.001,0,0,0
7137,1.442,26.746,220.78,92.9274,35,1.89,101,0.001,0.001,0.001,0.001,0.001,186,0.001,130,0.001,0.001,0.001,0,0,0
7138,15.128,38.361,282.45,737.5318,35,1.52,0.001,0.001,123,75,0.001,0.001,0.001,0.001,96,123,0.001,0.001,0,0,0
7139,14.991,27.887,208.45,415.2834,35,1.48,0.001,0.001,0.001,99,0.001,0.001,0.001,0.001,0.001,107,98,113,0,0,0
7140,15.843,35.348,260.66,688.4922,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,416,0.001,0.001,0.001,0,0,0
7141,13.787,24.137,357.41,304.4427,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,416,0.001,0.001,0,0,0
7142,15.921,27.397,204.71,421.3011,35,1.27,70,0.001,0.001,89,0.001,79,0.001,0.001,109,0.001,69,0.001,0,0,0
7143,13.577,20.481,159.95,173.0272,35,1.3,74,65,89,0.001,0.001,0.001,0.001,0.001,122,0.001,0.001,66,0,0,0
7144,12.901,26.201,196.71,367.2846,35,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,139,137,140,0,0,0
7145,9.681,21.112,159.26,332.0407,35,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,416,0,0,0
7146,14.161,23.132,176.41,256.236,35,1.85,0.001,0.001,127,0.001,0.001,116,0.001,0.001,0.001,0.001,173,0.001,0,0,0
7147,14.209,33.822,249.92,628.4093,35,1.85,129,174,113,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
