ID,RT,DT,CCS,m/z,Abundance,RSD, 9-M-E1-A-1.d.DeMP,10-M-E1-A-2.d.DeMP, 11-M-E1-A-3.d.DeMP, 16-DBS-E1-A-1.d.DeMP, 17-DBS-E1-A-2.d.DeMP, 18-DBS-E1-A-3.d.DeMP, 41-M-E4-A-1.d.DeMP, 42-M-E4-A-2.d.DeMP, 43-M-E4-A-3.d.DeMP, 47-DBS-E4-A-1.d.DeMP, 48-DBS-E4-A-2.d.DeMP, 49-DBS--E4-A-3.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
6775,11.056,24.635,185.5,341.1785,38,1.56,0.001,0.001,0.001,0.001,0.001,0.001,143,92,73,147,0.001,0.001,0,0,0
6776,14.027,36.029,265.26,747.2999,38,2.76,0.001,0.001,0.001,0.001,96,0.001,0.001,0.001,0.001,359,0.001,0.001,0,0,0
6777,1.886,25.852,207.95,118.9704,38,1.27,120,0.001,0.001,87,0.001,0.001,85,0.001,89,74,0.001,0.001,0,0,0
6778,7.193,23.331,203.54,61.9894,38,1.28,84,62,95,116,98,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6779,14.213,30.613,227.31,518.2842,38,2.1,0.001,0.001,0.001,0.001,93,0.001,262,100,0.001,0.001,0.001,0.001,0,0,0
6780,10.718,21.395,163.66,243.1965,38,1.5,0.001,0.001,0.001,0.001,0.001,0.001,118,0.001,0.001,127,121,89,0,0,0
6781,14.48,37.339,274.61,788.6429,38,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,146,157,151,0,0,0
6782,4.224,27.144,203.32,391.1763,38,1.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,193,132,129,0,0,0
6783,10.126,18.511,140.82,276.9994,38,1.11,59,70,0.001,93,72,0.001,0.001,0.001,108,0.001,0.001,52,0,0,0
6784,15.867,30.73,228.43,495.4416,38,2.49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,151,0.001,0.001,303,0.001,0,0,0
6785,16.37,18.955,145.06,244.0263,38,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,245,209,0.001,0.001,0.001,0,0,0
6786,1.428,22.401,180.31,118.9691,38,1.81,0.001,0.001,151,159,0.001,0.001,0.001,0.001,0.001,0.001,144,0.001,0,0,0
6787,16.42,36.014,266.49,583.385,38,1.56,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157,128,86,83,0.001,0,0,0
6788,14.258,30.832,228.92,518.3234,38,2.66,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,114,0.001,0.001,340,0,0,0
6789,0.412,23.44,177.05,317.1212,38,1.83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,138,180,0.001,0.001,136,0,0,0
6790,7.043,32.921,243.07,654.3165,38,1.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,170,134,149,0,0,0
6791,14.691,32.208,237.99,633.2317,38,2.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,249,0.001,204,0,0,0
6792,15.278,36.748,271,682.59,38,2.37,0.001,0.001,0.001,0.001,0.001,0.001,0.001,264,189,0.001,0.001,0.001,0,0,0
6793,15.886,12.22,97.53,136.862,38,2.38,0.001,0.001,0.001,0.001,267,186,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6794,14.92,28.602,213.04,466.1873,38,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,453,0,0,0
6795,0.905,31.243,257.75,92.93,38,1.3,0.001,0.001,0.001,0.001,111,0.001,110,0.001,102,74,56,0.001,0,0,0
6796,13.29,29.462,218.66,530.2489,38,1.49,0.001,0.001,0.001,0.001,0.001,0.001,112,133,115,0.001,93,0.001,0,0,0
6797,15.387,19.774,150.82,259.997,38,1.09,90,0.001,87,0.001,59,95,67,54,0.001,0.001,0.001,0.001,0,0,0
6798,14.839,32.265,238.72,596.3625,38,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161,149,142,0,0,0
6799,10.361,18.307,140.58,230.0546,38,1.49,0.001,111,0.001,127,0.001,99,0.001,0.001,0.001,0.001,115,0.001,0,0,0
6800,15.19,30.596,227.93,459.3467,38,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,239,213,0.001,0,0,0
6801,13.982,19.852,151.03,274.0591,38,1.82,149,0.001,0.001,0.001,138,0.001,165,0.001,0.001,0.001,0.001,0.001,0,0,0
6802,11.756,30.606,227.05,537.1427,38,1.53,0.001,0.001,0.001,0.001,0.001,0.001,107,95,154,96,0.001,0.001,0,0,0
6803,11.799,25.319,190.59,343.227,38,1.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,113,170,168,0,0,0
6804,4.69,23.291,204.79,59.0149,38,1.28,90,101,104,103,0.001,53,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6805,13.973,34.243,252.65,674.2901,38,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,451,0,0,0
6806,14.013,18.333,140.39,242.034,38,1.05,0.001,74,72,0.001,0.001,75,82,69,0.001,79,0.001,0.001,0,0,0
6807,14.752,25.426,191.42,341.3059,38,1.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137,174,139,0,0,0
6808,7.97,20.32,155.16,253.1442,38,1.88,0.001,0.001,0.001,0.001,0.001,0.001,200,123,127,0.001,0.001,0.001,0,0,0
6809,12.149,20.666,156.79,290.0683,37,1.06,0.001,81,59,0.001,0.001,64,0.001,86,84,75,0.001,0.001,0,0,0
6810,12.266,25.941,194.73,369.2998,37,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,239,0.001,210,0,0,0
6811,8.593,23.473,177.48,309.2072,37,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,162,137,150,0,0,0
6812,13.737,30.951,229.28,568.2749,37,1.27,0.001,0.001,0.001,0.001,0.001,0.001,0.001,112,100,79,67,91,0,0,0
6813,15.932,21.799,166.02,265.146,37,1.5,0.001,111,92,140,0.001,106,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6814,3.858,55.975,442.47,141.019,37,1.36,0.001,100,70,0.001,0.001,0.001,0.001,0.001,147,64,0.001,68,0,0,0
6815,2.618,25.017,187.61,381.1059,37,1.54,0.001,0.001,0.001,0.001,0.001,0.001,146,0.001,90,131,82,0.001,0,0,0
6816,9.419,27.043,201.87,435.133,37,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,449,0,0,0
6817,10.377,27.729,205.88,527.2283,37,1.49,0.001,0.001,0.001,0.001,0.001,0.001,121,0.001,0.001,97,109,122,0,0,0
6818,13.229,26.918,201.17,419.2278,37,1.87,0.001,0.001,0.001,0.001,0.001,0.001,185,159,0.001,0.001,105,0.001,0,0,0
6819,10.298,16.728,128.74,223.0174,37,2.34,218,0.001,231,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6820,14.711,29.473,219.41,472.3067,37,1.52,0.001,0.001,0.001,0.001,0.001,0.001,0.001,89,101,148,110,0.001,0,0,0
6821,12.295,22.036,165.84,351.0476,37,1.81,0.001,0.001,0.001,0.001,0.001,143,0.001,162,0.001,0.001,0.001,143,0,0,0
6822,13.906,19.361,147.17,280.0217,37,1.58,0.001,0.001,70,0.001,65,63,198,0.001,52,0.001,0.001,0.001,0,0,0
6823,12.304,14.023,111.39,142.9241,37,1.87,0.001,0.001,0.001,193,111,144,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6824,12.986,30.508,226.95,483.1713,37,1.91,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159,197,0.001,0.001,92,0,0,0
6825,13.797,25.878,194.4,361.3547,37,1.51,0.001,0.001,0.001,0.001,122,134,0.001,0.001,108,84,0.001,0.001,0,0,0
6826,7.353,24.117,181.87,329.2323,37,1.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,166,150,132,0,0,0
6827,14.936,31.084,230.21,574.3307,37,1.55,0.001,0.001,0.001,0.001,0.001,0.001,161,106,0.001,0.001,87,94,0,0,0
6828,15.461,29.656,221.06,451.3247,37,1.52,0.001,0.001,0.001,0.001,0.001,0.001,72,130,125,0.001,0.001,121,0,0,0
6829,15.628,31.138,230.91,543.3507,37,1.25,88,0.001,81,80,0.001,0.001,0.001,0.001,0.001,91,0.001,108,0,0,0
6830,16.109,38.163,280.74,774.5295,37,2.55,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,135,313,0.001,0.001,0,0,0
6831,0.467,25.511,201.03,151.0254,37,1.56,130,0.001,0.001,0.001,0.001,81,84,153,0.001,0.001,0.001,0.001,0,0,0
6832,0.606,23.497,186.25,141.0165,37,2.11,0.001,0.001,257,0.001,0.001,0.001,0.001,81,0.001,0.001,110,0.001,0,0,0
6833,15.147,25.892,194.04,387.033,37,1.87,0.001,0.001,0.001,0.001,0.001,0.001,0.001,195,0.001,0.001,139,114,0,0,0
6834,6.024,24.82,185.68,410.9847,37,1.86,0.001,0.001,0.001,117,0.001,0.001,0.001,143,188,0.001,0.001,0.001,0,0,0
6835,13.819,24.18,182.93,304.0086,37,3.46,0.001,0.001,0.001,0.001,0.001,0.001,448,0.001,0.001,0.001,0.001,0.001,0,0,0
6836,14.5,27.472,204.76,457.2081,37,1.54,115,154,0.001,77,101,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6837,11.755,31.407,232.9,543.1602,37,1.54,0.001,0.001,0.001,0.001,0.001,0.001,122,126,132,0.001,67,0.001,0,0,0
6838,1.816,23.969,192.87,118.9691,37,1.52,131,125,0.001,0.001,0.001,0.001,0.001,77,0.001,0.001,114,0.001,0,0,0
6839,14.233,27.519,205.73,414.225,37,1.83,0.001,0.001,0.001,0.001,0.001,0.001,171,152,124,0.001,0.001,0.001,0,0,0
6840,10.398,33.503,246.69,751.263,37,1.49,0.001,0.001,0.001,0.001,0.001,0.001,133,105,95,0.001,0.001,113,0,0,0
6841,12.346,18.508,142.07,231.0481,37,2.35,0.001,0.001,197,0.001,0.001,0.001,0.001,0.001,0.001,0.001,249,0.001,0,0,0
6842,12.369,25.936,194.69,369.3005,37,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,241,205,0.001,0,0,0
6843,13.978,32.951,243.48,630.2648,37,2.1,0.001,0.001,0.001,0.001,53,0.001,0.001,0.001,0.001,153,240,0.001,0,0,0
6844,10.528,20.502,155.64,286.0397,37,1.82,0.001,0.001,0.001,0.001,127,0.001,0.001,0.001,0.001,151,168,0.001,0,0,0
6845,14.71,31.088,230.54,543.3502,37,1.54,76,0.001,0.001,0.001,108,0.001,0.001,0.001,0.001,0.001,150,112,0,0,0
6846,16.105,33.32,246.69,576.5172,37,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,217,0.001,0.001,229,0,0,0
6847,12.141,16.716,128.65,223.0176,37,1.83,0.001,0.001,0.001,160,164,122,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6848,13.511,19.467,147.67,293.0088,37,1.05,81,79,70,0.001,0.001,64,73,79,0.001,0.001,0.001,0.001,0,0,0
6849,3.664,21.156,170.34,118.9685,37,1.06,63,0.001,0.001,86,0.001,70,67,81,78,0.001,0.001,0.001,0,0,0
6850,15.565,31.282,232.02,539.409,37,1.53,0.001,0.001,0.001,69,118,121,0.001,0.001,0.001,0.001,137,0.001,0,0,0
6851,14.613,12.2,97.62,132.8671,37,2.36,0.001,0.001,0.001,300,0.001,0.001,58,87,0.001,0.001,0.001,0.001,0,0,0
6852,14.531,28.379,211.55,453.3328,37,2.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,168,217,60,0,0,0
6853,12.179,29.019,215.72,499.3065,37,1.86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,188,117,140,0,0,0
6854,14.162,29.634,217.93,830.9457,37,1.88,0.001,0.001,0.001,0.001,179,166,0.001,0.001,0.001,0.001,99,0.001,0,0,0
6855,3.972,16.619,130.01,172.0398,37,1.57,0.001,0.001,0.001,0.001,0.001,0.001,96,0.001,115,162,71,0.001,0,0,0
6856,0.301,13.488,106.1,162.8384,37,1.83,158,123,0.001,0.001,0.001,163,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6857,12.934,18.156,140.51,201.0236,37,2.34,227,0.001,0.001,217,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6858,13.918,28.196,210.15,456.239,37,1.26,84,0.001,81,81,85,113,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6859,15.092,29.423,219.29,454.3963,37,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,444,0.001,0.001,0,0,0
6860,15.801,19.844,150.8,281.0275,37,1.06,83,86,69,74,66,66,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6861,6.189,26.362,196.91,428.1628,37,2.44,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161,0.001,283,0.001,0.001,0,0,0
6862,0.251,19.035,145.67,244.0492,37,2.34,0.001,226,218,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6863,5.15,20.755,182.6,59.0147,37,1.29,0.001,0.001,0.001,0.001,87,0.001,0.001,111,65,112,69,0.001,0,0,0
6864,12.588,27.805,207.25,456.2791,37,1.82,0.001,0.001,0.001,0.001,0.001,0.001,142,0.001,0.001,169,133,0.001,0,0,0
6865,9.657,21.609,171.36,141.0169,37,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,444,0.001,0.001,0.001,0,0,0
6866,12.315,27.007,202.26,393.1699,37,1.28,0.001,0.001,0.001,0.001,0.001,89,96,93,0.001,110,55,0.001,0,0,0
6867,10.231,33.449,246.9,661.2791,37,1.28,0.001,0.001,0.001,0.001,0.001,0.001,106,0.001,80,112,63,82,0,0,0
6868,13.809,32.65,241.17,642.2396,37,1.24,86,0.001,0.001,0.001,0.001,0.001,85,87,98,87,0.001,0.001,0,0,0
6869,15.908,19.183,146.15,267.0123,37,1.83,0.001,132,0.001,0.001,136,175,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6870,10.049,30.506,225.95,573.302,37,1.49,0.001,0.001,0.001,0.001,0.001,0.001,0.001,97,129,118,99,0.001,0,0,0
6871,14.752,27.937,208.45,439.7261,37,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,443,0.001,0.001,0,0,0
6872,13.906,26.578,200.98,304.2346,37,3.46,0.001,0.001,0.001,442,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6873,12.934,31.609,238.22,325.1888,37,2.95,0.001,0.001,0.001,0.001,0.001,0.001,377,0.001,65,0.001,0.001,0.001,0,0,0
6874,15.646,42.11,309.09,871.6866,37,2.98,0.001,0.001,0.001,0.001,0.001,0.001,381,0.001,61,0.001,0.001,0.001,0,0,0
6875,1.533,20.406,168.25,94.9251,37,1.51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,101,107,93,0.001,141,0,0,0
6876,1.22,14.767,114.56,197.8068,37,2.1,63,0.001,0.001,0.001,0.001,0.001,247,0.001,0.001,0.001,132,0.001,0,0,0
6877,15.49,25.084,189.21,325.3092,37,1.49,0.001,123,93,103,0.001,123,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6878,12.122,20.22,153.01,309.0403,37,1.27,0.001,0.001,0.001,79,0.001,0.001,68,0.001,0.001,84,118,93,0,0,0
6879,14.157,25.933,194.82,361.235,37,1.53,0.001,0.001,0.001,0.001,0.001,0.001,137,124,107,0.001,74,0.001,0,0,0
6880,13.729,36.079,266.12,677.452,37,1.48,0.001,0.001,0.001,0.001,0.001,0.001,117,0.001,0.001,107,110,108,0,0,0
6881,14.278,27.984,208.79,440.3009,37,2.26,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,80,80,282,0,0,0
6882,8.365,21.566,162.22,357.0392,37,1.81,0.001,0.001,147,145,149,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6883,3.846,32.482,239.81,658.2577,37,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,148,139,154,0,0,0
6884,10.466,23.586,176.83,387.0254,37,0.89,0.001,63,61,0.001,0.001,57,66,77,61,56,0.001,0.001,0,0,0
6885,13.638,20.798,156.9,332.0399,37,2.44,159,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,282,0.001,0,0,0
6886,14.049,34.393,253.65,687.2264,37,2.02,0.001,0.001,0.001,0.001,106,98,0.001,0.001,0.001,0.001,0.001,237,0,0,0
6887,0.875,13.77,109.79,136.8913,37,1.49,0.001,0.001,0.001,0.001,103,0.001,120,97,0.001,0.001,0.001,120,0,0,0
6888,4.181,24.355,182.67,381.194,37,1.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,139,136,165,0,0,0
6889,13.23,29.121,217.84,403.1946,37,2.04,0.001,0.001,0.001,0.001,0.001,0.001,212,0.001,0.001,173,55,0.001,0,0,0
6890,4.889,30.108,222.44,644.9581,37,1.31,0.001,65,128,0.001,97,89,0.001,0.001,0.001,0.001,61,0.001,0,0,0
6891,12.633,18.371,140.6,245.0237,37,2.34,0.001,215,0.001,0.001,0.001,0.001,0.001,0.001,225,0.001,0.001,0.001,0,0,0
6892,6.281,23.153,174.51,335.0999,37,1.91,0.001,0.001,0.001,0.001,0.001,0.001,96,0.001,0.001,141,202,0.001,0,0,0
6893,16.35,24.383,183.95,325.1836,37,1.28,121,0.001,83,68,0.001,0.001,0.001,0.001,93,0.001,0.001,74,0,0,0
6894,16.098,23.656,177.09,404.9926,37,1.08,0.001,0.001,53,0.001,87,88,73,59,79,0.001,0.001,0.001,0,0,0
6895,1.38,13.533,106.17,168.8354,37,2.34,0.001,0.001,0.001,0.001,204,0.001,0.001,0.001,0.001,0.001,235,0.001,0,0,0
6896,15.03,29.997,223.53,455.4089,37,2.35,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,239,200,0,0,0
6897,11.058,25.625,192.63,355.1671,37,1.5,0.001,0.001,0.001,0.001,0.001,0.001,99,0.001,109,0.001,137,94,0,0,0
6898,10.378,21.881,166.89,257.212,37,1.85,0.001,0.001,0.001,0.001,0.001,0.001,184,123,0.001,0.001,132,0.001,0,0,0
6899,12.361,22.344,167.81,371.055,37,1.08,0.001,65,0.001,70,0.001,0.001,58,100,84,0.001,62,0.001,0,0,0
6900,13.788,24.142,182.64,303.9542,37,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,439,0.001,0.001,0,0,0
6901,15.003,30.913,229.44,525.395,37,1.83,0.001,0.001,0.001,0.001,0.001,132,0.001,0.001,0.001,0.001,175,132,0,0,0
6902,0.247,20.98,158.97,298.0406,37,1.86,0.001,0.001,0.001,174,160,105,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6903,14.662,33.91,251.06,574.3404,37,1.81,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,159,141,139,0,0,0
6904,12.235,27.64,206.74,407.1863,37,1.86,0.001,0.001,0.001,0.001,0.001,0.001,102,164,173,0.001,0.001,0.001,0,0,0
6905,15.105,26.942,786.84,385.6706,37,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,438,0.001,0,0,0
6906,8.966,23.549,178.15,305.0225,37,1.5,0.001,118,125,0.001,111,0.001,0.001,0.001,0.001,84,0.001,0.001,0,0,0
6907,13.421,31.949,235.2,769.1031,36,1.85,0.001,0.001,0.001,0.001,0.001,0.001,125,0.001,0.001,0.001,130,182,0,0,0
6908,13.415,19.132,146.38,245.0638,36,1.56,0.001,117,0.001,0.001,103,0.001,151,0.001,66,0.001,0.001,0.001,0,0,0
6909,15.761,36.022,266.16,623.5712,36,1.56,0.001,0.001,0.001,0.001,0.001,0.001,0.001,86,79,0.001,153,119,0,0,0
6910,15.559,31.699,234.93,555.3722,36,1.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,180,142,115,0,0,0
6911,14.719,30.373,225.23,546.2793,36,1.59,166,95,0.001,0.001,0.001,0.001,0.001,0.001,0.001,109,67,0.001,0,0,0
6912,13.02,26.491,198.37,395.2553,36,1.52,0.001,0.001,0.001,100,0.001,79,0.001,122,136,0.001,0.001,0.001,0,0,0
6913,16.073,29.628,220.26,497.2779,36,1.24,0.001,81,83,0.001,0.001,95,88,0.001,90,0.001,0.001,0.001,0,0,0
6914,3.477,16.839,132.66,156.0446,36,1.55,0.001,0.001,0.001,0.001,0.001,0.001,133,0.001,62,110,132,0.001,0,0,0
6915,0.244,22.984,172.58,372.059,36,1.51,0.001,113,0.001,124,0.001,0.001,0.001,125,0.001,0.001,75,0.001,0,0,0
6916,13.927,25.534,192.19,343.2963,36,2.36,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,188,249,0,0,0
6917,14.363,23.189,176.02,283.0581,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,436,0.001,0,0,0
6918,11.236,32.389,239.4,623.2382,36,1.86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,103,171,162,0,0,0
6919,15.475,19.164,145.52,287.0367,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,436,0.001,0.001,0.001,0.001,0,0,0
6920,9.649,20.493,155.51,289.0308,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,234,202,0.001,0,0,0
6921,13.485,28.612,213.71,424.1758,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,219,0.001,217,0.001,0.001,0,0,0
6922,8.457,23.766,188.05,143.9914,36,1.25,0.001,0.001,0.001,0.001,0.001,0.001,70,96,90,91,89,0.001,0,0,0
6923,10.561,18.474,142.27,218.0052,36,1.88,0.001,104,193,0.001,0.001,0.001,139,0.001,0.001,0.001,0.001,0.001,0,0,0
6924,8.279,23.262,184.08,143.9911,36,1.53,0.001,0.001,0.001,147,0.001,0.001,85,0.001,102,0.001,0.001,102,0,0,0
6925,9.729,30.067,222.77,567.298,36,1.27,0.001,0.001,0.001,0.001,0.001,0.001,77,73,75,113,0.001,98,0,0,0
6926,0.119,29.96,221.27,656.9927,36,1.5,103,0.001,0.001,137,0.001,92,0.001,0.001,104,0.001,0.001,0.001,0,0,0
6927,16.069,30.793,228.61,520.3009,36,1.88,0.001,0.001,0.001,100,0.001,0.001,0.001,0.001,0.001,190,146,0.001,0,0,0
6928,14.454,30.602,227.14,526.3042,36,1.55,0.001,0.001,0.001,0.001,0.001,0.001,152,86,118,0.001,0.001,80,0,0,0
6929,11.741,25.327,190.64,343.2272,36,2.02,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,229,131,76,0,0,0
6930,12.264,19.826,150.84,274.0592,36,1.51,90,0.001,0.001,0.001,0.001,91,0.001,0.001,115,0.001,139,0.001,0,0,0
6931,15.163,37.287,275.19,655.4429,36,1.82,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,161,129,145,0,0,0
6932,15.026,34.203,259.21,283.2606,36,2.35,193,242,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6933,15.093,36.622,269.62,746.3799,36,1.49,0.001,121,0.001,113,111,90,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6934,14.038,25.568,192.19,356.2853,36,1.85,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,181,131,123,0,0,0
6935,12.912,16.699,128.55,222.0219,36,1.95,0.001,0.001,0.001,0.001,214,0.001,0.001,0.001,95,0.001,0.001,126,0,0,0
6936,12.282,22.063,166.12,347.056,36,0.89,61,0.001,0.001,63,0.001,60,0.001,58,75,65,52,0.001,0,0,0
6937,15.784,24.888,183.74,694.953,36,1.56,0.001,0.001,0.001,0.001,140,132,0.001,0.001,98,64,0.001,0.001,0,0,0
6938,15.785,32.01,237.37,542.4424,36,1.83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,142,121,171,0,0,0
6939,14.497,32.475,240.06,619.3386,36,1.83,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,170,130,134,0,0,0
6940,16.403,30.609,227.21,524.2975,36,1.54,0.001,0.001,0.001,0.001,0.001,0.001,0.001,99,0.001,77,109,149,0,0,0
6941,10.542,22.691,333.13,507.6689,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,434,0.001,0.001,0,0,0
6942,7.012,14.048,111.59,142.9248,36,1.48,0.001,105,0.001,98,0.001,117,114,0.001,0.001,0.001,0.001,0.001,0,0,0
6943,3.006,9.163,74.41,116.9726,36,1.57,0.001,135,0.001,133,0.001,0.001,0.001,0.001,0.001,112,0.001,54,0,0,0
6944,15.501,37.113,273.2,750.5419,36,1.92,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,181,83,170,0,0,0
6945,15.721,37.07,273,731.5748,36,2.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,203,0.001,0.001,55,176,0,0,0
6946,5.758,21.402,188.26,59.015,36,1.3,0.001,0.001,0.001,118,0.001,0.001,0.001,101,73,0.001,57,85,0,0,0
6947,10.779,34.132,251.72,689.3593,36,1.86,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,115,131,188,0,0,0
6948,10.755,17.717,136.51,217.0269,36,3.46,0.001,434,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6949,16.306,26.495,198.09,415.1432,36,1.94,80,155,199,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6950,14.669,14.018,111.42,141.928,36,1.28,53,106,100,0.001,82,92,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0
6951,14.084,19.114,145.19,285.0435,36,2.4,0.001,0.001,0.001,0.001,0.001,0.001,264,0.001,0.001,0.001,169,0.001,0,0,0
6952,8.485,27.939,207.21,551.0297,36,1.34,131,0.001,109,0.001,0.001,0.001,0.001,0.001,0.001,68,67,58,0,0,0
6953,3.02,24.074,180.84,365.1601,36,1.84,0.001,0.001,0.001,0.001,0.001,0.001,173,138,122,0.001,0.001,0.001,0,0,0
6954,15.782,32.718,242.2,581.4579,36,3.46,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,433,0,0,0
6955,0.461,25.06,194.1,192.9881,36,1.5,0.001,0.001,124,106,0.001,118,0.001,85,0.001,0.001,0.001,0.001,0,0,0
6956,15.627,22.259,169.82,255.2294,36,1.86,0.001,106,151,0.001,0.001,0.001,176,0.001,0.001,0.001,0.001,0.001,0,0,0
6957,0.38,20.424,155.87,256.0328,36,1.55,0.001,0.001,0.001,0.001,0.001,0.001,154,90,84,0.001,0.001,105,0,0,0
6958,9.709,18.148,140.45,201.0239,36,2.34,213,0.001,0.001,0.001,0.001,0.001,220,0.001,0.001,0.001,0.001,0.001,0,0,0
6959,0.983,20.355,154.33,294.9383,36,1.3,80,0.001,0.001,51,0.001,0.001,87,0.001,0.001,102,0.001,112,0,0,0
6960,2.847,28.324,211.34,439.1962,36,1.84,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,167,113,152,0,0,0
6961,15.333,20.514,155.3,305.0473,36,2.34,0.001,0.001,0.001,0.001,0.001,0.001,0.001,217,215,0.001,0.001,0.001,0,0,0
