ID,RT,DT,CCS,m/z,83 Paired 12835.d.DeMP, 84 Paired 7211.d.DeMP, 85 Paired 2654.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
1322,13.054,32.105,268.12,535.4007,2032,1428,671,0.001,0.001,0.001
1323,13.678,33.308,276.98,541.44,3742,0.001,382,0.001,0.001,0.001
1324,15.578,37.359,304.9,757.5248,4121,0.001,0.001,0.001,0.001,0.001
1325,14.223,31.334,262.62,517.3893,2614,753,754,0.001,0.001,0.001
1326,10.748,27.719,237.02,427.2338,526,1598,1995,0.001,0.001,0.001
1327,0.585,18.612,173.03,238.0239,1846,1290,983,0.001,0.001,0.001
1328,3.454,23.37,206.33,331.1207,3854,0.001,263,0.001,0.001,0.001
1329,7.964,23.639,208.93,309.2062,4113,0.001,0.001,0.001,0.001,0.001
1330,4.419,16.298,159.96,151.0391,319,391,3402,0.001,0.001,0.001
1331,14.019,22.641,202.16,283.1098,1687,1339,1062,0.001,0.001,0.001
1332,4.953,25.253,218.62,425.1505,1809,1013,1265,0.001,0.001,0.001
1333,13.089,30.195,254.64,481.2991,2194,1344,545,0.001,0.001,0.001
1334,13.101,30.649,258.2,469.333,0.001,4077,0.001,0.001,0.001,0.001
1335,12.255,29.882,252.58,463.3425,2230,920,926,0.001,0.001,0.001
1336,15.862,34.599,285.76,611.5263,3321,408,345,0.001,0.001,0.001
1337,12.161,27.571,236.58,391.285,3311,761,0.001,0.001,0.001,0.001
1338,10.525,21.272,193.26,241.1801,619,700,2749,0.001,0.001,0.001
1339,14.443,45.993,366.77,1040.832,0.001,2195,1869,0.001,0.001,0.001
1340,13.866,17.411,164.63,218.0302,4057,0.001,0.001,0.001,0.001,0.001
1341,15.959,36.797,300.84,745.5062,1857,2198,0.001,0.001,0.001,0.001
1342,13.31,28.193,239.75,480.2617,2298,1039,714,0.001,0.001,0.001
1343,7.482,35.476,296.48,367.1579,2256,430,1364,0.001,0.001,0.001
1344,13.946,30.073,253.32,511.3049,1691,1877,474,0.001,0.001,0.001
1345,13.431,31.502,263.97,509.3847,2491,742,808,0.001,0.001,0.001
1346,15.486,40.759,329.33,850.6004,0.001,1363,2672,0.001,0.001,0.001
1347,8.925,22.933,203.94,297.206,1392,1312,1331,0.001,0.001,0.001
1348,14.372,34.018,281.66,591.4644,1403,1595,1029,0.001,0.001,0.001
1349,9.907,18.9,174.39,262.0371,4020,0.001,0.001,0.001,0.001,0.001
1350,1.674,22.924,207.37,212.0012,820,1438,1760,0.001,0.001,0.001
1351,1.718,27.428,235.04,416.1308,1604,1416,990,0.001,0.001,0.001
1352,7.876,23.543,210.87,236.1043,706,752,2548,0.001,0.001,0.001
1353,12.036,29.022,246.58,437.3268,1242,1273,1487,0.001,0.001,0.001
1354,1.192,23.099,204.41,326.1235,1234,1102,1661,0.001,0.001,0.001
1355,12.299,22.803,203.79,271.2269,1084,1097,1812,0.001,0.001,0.001
1356,13.808,30.489,256.95,473.3642,2557,0.001,1435,0.001,0.001,0.001
1357,11.161,25.427,221.66,338.2376,3733,0.001,258,0.001,0.001,0.001
1358,13.049,27.381,234.17,447.2511,1348,456,2184,0.001,0.001,0.001
1359,0.586,23.423,205.63,383.1216,2423,864,700,0.001,0.001,0.001
1360,12.322,18.265,170.61,232.0458,1438,1288,1259,0.001,0.001,0.001
1361,5.626,23.366,208.04,272.1283,2358,1126,501,0.001,0.001,0.001
1362,13.329,39.647,321.47,798.5679,2429,993,555,0.001,0.001,0.001
1363,15.817,28.862,245.01,461.3635,2850,900,222,0.001,0.001,0.001
1364,12.409,21.023,191.97,227.2009,977,2124,870,0.001,0.001,0.001
1365,1.168,33.385,276.16,680.2794,0.001,3962,0.001,0.001,0.001,0.001
1366,13.205,32.797,273.21,539.431,2719,1238,0.001,0.001,0.001,0.001
1367,8.608,24.672,216.05,335.2216,3288,352,316,0.001,0.001,0.001
1368,9.533,18.888,174.3,262.0372,3955,0.001,0.001,0.001,0.001,0.001
1369,15.689,38.026,309.65,780.5206,3459,495,0.001,0.001,0.001,0.001
1370,8.165,36.378,297.54,775.435,858,1284,1807,0.001,0.001,0.001
1371,14.063,27.848,237.37,466.2837,2893,684,364,0.001,0.001,0.001
1372,14.062,22.971,204.79,279.2326,3934,0.001,0.001,0.001,0.001,0.001
1373,6.745,21.574,192.02,368.8757,0.001,3929,0.001,0.001,0.001,0.001
1374,15.084,32.369,270.87,479.3213,2926,992,0.001,0.001,0.001,0.001
1375,9.308,27.482,235.8,397.2052,0.001,2557,1336,0.001,0.001,0.001
1376,12.484,39.715,321.85,816.5805,0.001,3891,0.001,0.001,0.001,0.001
1377,13.11,29.106,246.5,483.2734,1677,1760,453,0.001,0.001,0.001
1378,9.137,25.98,225.06,371.1896,765,1131,1993,0.001,0.001,0.001
1379,13.978,31.944,267.13,519.4064,2030,1855,0.001,0.001,0.001,0.001
1380,14.324,27.393,234.32,443.2811,3052,832,0.001,0.001,0.001,0.001
1381,1.192,22.984,208.18,206.0817,1260,1262,1360,0.001,0.001,0.001
1382,12.828,30.173,254.75,463.343,1637,1607,636,0.001,0.001,0.001
1383,6.648,21.338,193.14,257.1749,1221,1181,1476,0.001,0.001,0.001
1384,6.721,25.074,217.81,394.0167,3876,0.001,0.001,0.001,0.001,0.001
1385,10.763,18.889,174.31,262.0373,3876,0.001,0.001,0.001,0.001,0.001
1386,1.078,17.961,168.82,218.9961,0.001,853,3020,0.001,0.001,0.001
1387,15.035,33.009,274.57,557.4592,0.001,0.001,3870,0.001,0.001,0.001
1388,9.861,18.896,174.33,263.0332,3036,830,0.001,0.001,0.001,0.001
1389,8.103,22.779,202.77,297.17,1124,1630,1112,0.001,0.001,0.001
1390,14.3,27.792,238.4,383.3527,2838,495,533,0.001,0.001,0.001
1391,8.295,17.453,162.36,299.9866,1205,1272,1383,0.001,0.001,0.001
1392,13.053,21.991,198.23,254.2201,3859,0.001,0.001,0.001,0.001,0.001
1393,4.583,26.065,225.99,358.1117,3858,0.001,0.001,0.001,0.001,0.001
1394,15.594,37.28,304.34,754.5057,3851,0.001,0.001,0.001,0.001,0.001
1395,4.822,22.441,201.33,263.1282,1794,2056,0.001,0.001,0.001,0.001
1396,1.678,16.655,162.86,150.0556,0.001,3835,0.001,0.001,0.001,0.001
1397,0.542,22.988,202.69,366.1077,2096,721,1014,0.001,0.001,0.001
1398,11.161,25.491,222.09,340.2394,3828,0.001,0.001,0.001,0.001,0.001
1399,8.597,34.778,285.99,739.3574,3826,0.001,0.001,0.001,0.001,0.001
1400,7.492,18.913,174.46,263.0339,0.001,2020,1798,0.001,0.001,0.001
1401,11.349,18.89,174.28,263.0337,2820,996,0.001,0.001,0.001,0.001
1402,14.916,29.477,249.17,490.331,646,1498,1671,0.001,0.001,0.001
1403,14.476,34.254,283.14,617.478,0.001,2618,1192,0.001,0.001,0.001
1404,8.294,17.383,166.9,171.9982,1233,998,1577,0.001,0.001,0.001
1405,13.448,31.612,264.68,517.3901,1837,1195,772,0.001,0.001,0.001
1406,6.043,33.533,276.72,753.2414,0.001,3802,0.001,0.001,0.001,0.001
1407,15.423,39.097,317.37,806.5371,3791,0.001,0.001,0.001,0.001,0.001
1408,6.375,26.867,230.49,437.0543,2211,603,973,0.001,0.001,0.001
1409,12.132,23.502,208.25,297.2425,2992,791,0.001,0.001,0.001,0.001
1410,13.612,18.825,173.82,262.0371,3783,0.001,0.001,0.001,0.001,0.001
1411,12.974,33.264,275.98,600.3318,1388,2020,374,0.001,0.001,0.001
1412,3.979,19.953,182.51,259.0267,1006,2379,396,0.001,0.001,0.001
1413,16.45,36.166,297.03,644.601,0.001,0.001,3781,0.001,0.001,0.001
1414,12.835,22.394,200.89,265.2163,1046,1400,1332,0.001,0.001,0.001
1415,1.21,24.248,213.35,316.116,321,1858,1598,0.001,0.001,0.001
1416,8.598,37.619,312.51,369.1736,338,3432,0.001,0.001,0.001,0.001
1417,2.434,26.706,238.34,187.0062,0.001,3768,0.001,0.001,0.001,0.001
1418,7.165,26.3,226.51,421.2226,1649,1309,807,0.001,0.001,0.001
1419,12.791,33.472,277.77,577.425,1332,1363,1069,0.001,0.001,0.001
1420,9.74,30.22,254.32,519.3187,0.001,1073,2688,0.001,0.001,0.001
1421,3.384,24.693,214.69,409.0058,3759,0.001,0.001,0.001,0.001,0.001
1422,12.546,30.172,255.54,417.3004,2823,365,569,0.001,0.001,0.001
1423,7.695,33.918,280.03,687.3633,881,1122,1749,0.001,0.001,0.001
1424,14.144,32.407,270.33,538.3521,1752,1107,890,0.001,0.001,0.001
1425,4.952,23.939,210.48,337.1359,1476,1070,1202,0.001,0.001,0.001
1426,13.003,17.413,164.64,218.0303,3747,0.001,0.001,0.001,0.001,0.001
1427,11.5,28.765,244.66,437.3267,2673,498,575,0.001,0.001,0.001
1428,12.373,24.345,216.06,257.2268,2713,1032,0.001,0.001,0.001,0.001
1429,13.014,17.416,164.71,217.0338,1869,1869,0.001,0.001,0.001,0.001
1430,0.544,18.44,172.68,215.0723,2415,714,601,0.001,0.001,0.001
1431,13.47,34.115,282.02,626.3485,770,988,1971,0.001,0.001,0.001
1432,11.141,24.184,212.78,319.2264,3481,246,0.001,0.001,0.001,0.001
1433,12.831,29.369,248.14,507.2731,1011,2205,508,0.001,0.001,0.001
1434,12.663,27.214,233.24,427.2521,1671,1450,595,0.001,0.001,0.001
1435,12.621,28.485,241.93,479.2832,2317,610,787,0.001,0.001,0.001
1436,12.791,30.681,258.2,485.3851,3116,0.001,595,0.001,0.001,0.001
1437,15.671,28.923,245.46,461.3635,3339,368,0.001,0.001,0.001,0.001
1438,14.177,28.715,244.72,413.3633,2606,719,379,0.001,0.001,0.001
1439,3.154,17.812,175.47,119.0498,1119,572,2013,0.001,0.001,0.001
1440,2.714,27.758,239.77,319.1182,0.001,3701,0.001,0.001,0.001,0.001
1441,12.168,25.871,222.38,485.0683,1384,2010,304,0.001,0.001,0.001
1442,14.898,34.914,288.41,581.5137,3095,598,0.001,0.001,0.001,0.001
1443,13.171,18.871,174.17,262.0372,2305,1386,0.001,0.001,0.001,0.001
1444,13.6,32.572,271.55,538.4206,522,3162,0.001,0.001,0.001,0.001
1445,11.149,28.088,239.37,452.2489,2972,233,468,0.001,0.001,0.001
1446,0.574,14.695,148.68,135.0304,1102,1019,1550,0.001,0.001,0.001
1447,15.493,37.27,304.28,752.5256,587,830,2254,0.001,0.001,0.001
1448,15.686,38.24,311.77,708.654,2031,1640,0.001,0.001,0.001,0.001
1449,13.31,28.204,239.81,481.259,2236,695,736,0.001,0.001,0.001
1450,0.999,27.494,241.47,230.0119,0.001,3663,0.001,0.001,0.001,0.001
1451,14.19,28.524,242.41,466.2936,0.001,3658,0.001,0.001,0.001,0.001
1452,0.692,19.144,177.34,232.0272,886,1438,1330,0.001,0.001,0.001
1453,14.315,12.961,129.47,248.9714,0.001,0.001,3654,0.001,0.001,0.001
1454,12.07,24.635,216.38,312.1719,0.001,3647,0.001,0.001,0.001,0.001
1455,13.043,30.919,259.89,491.3746,2418,1229,0.001,0.001,0.001,0.001
1456,9.461,21.304,188.79,448.932,829,2183,634,0.001,0.001,0.001
1457,8.599,35.27,289.47,761.3396,2785,861,0.001,0.001,0.001,0.001
1458,13.7,26.497,228.61,387.2519,1688,804,1152,0.001,0.001,0.001
1459,16.226,40.329,326.1,860.6134,0.001,3030,606,0.001,0.001,0.001
1460,14.072,33.483,277.69,592.468,3629,0.001,0.001,0.001,0.001,0.001
1461,15.509,38.312,311.75,782.5368,3627,0.001,0.001,0.001,0.001,0.001
1462,11.494,18.872,174.21,261.0403,2664,0.001,963,0.001,0.001,0.001
1463,14.531,46.387,369.37,1105.7458,1717,1416,489,0.001,0.001,0.001
1464,14.404,32.816,273.03,566.383,2184,1032,403,0.001,0.001,0.001
1465,9.392,27.787,237.74,415.2157,988,1416,1215,0.001,0.001,0.001
1466,14.493,28.339,241.27,450.2995,0.001,3618,0.001,0.001,0.001,0.001
1467,15.345,37.098,303,754.5052,3616,0.001,0.001,0.001,0.001,0.001
1468,13.305,36.658,300.03,717.4954,1392,1412,811,0.001,0.001,0.001
1469,13.284,25.293,222.28,283.2426,750,912,1952,0.001,0.001,0.001
1470,14.496,32.437,270.76,521.4217,2170,966,475,0.001,0.001,0.001
1471,0.924,18.601,174.78,198.022,0.001,3609,0.001,0.001,0.001,0.001
1472,14.919,34.526,285.41,593.4796,2193,1053,363,0.001,0.001,0.001
1473,11.961,18.26,170.57,232.0459,1298,1033,1277,0.001,0.001,0.001
1474,11.397,24.216,213.54,301.2168,3601,0.001,0.001,0.001,0.001,0.001
1475,9.334,24.135,212.2,327.1806,409,2098,1090,0.001,0.001,0.001
1476,16.087,27.636,236.75,407.3896,3595,0.001,0.001,0.001,0.001,0.001
1477,15.656,37.067,302.84,744.5572,0.001,1849,1741,0.001,0.001,0.001
1478,15.554,39.726,321.84,832.577,3239,339,0.001,0.001,0.001,0.001
1479,8.679,27.749,236.91,447.259,1766,648,1163,0.001,0.001,0.001
1480,11.913,18.891,174.35,261.0406,2343,0.001,1233,0.001,0.001,0.001
1481,3.358,19.174,177.07,245.011,2552,314,710,0.001,0.001,0.001
1482,0.93,24.115,211.41,354.0569,0.001,3575,0.001,0.001,0.001,0.001
1483,13.095,27.714,236.61,450.2625,942,2630,0.001,0.001,0.001,0.001
1484,11.395,27.773,237.09,447.2557,3571,0.001,0.001,0.001,0.001,0.001
1485,2.51,22.501,197.62,456.9729,1686,500,1384,0.001,0.001,0.001
1486,13.603,35.939,295.13,668.4968,1628,1356,585,0.001,0.001,0.001
1487,14.594,34.127,282.62,577.4845,0.001,3567,0.001,0.001,0.001,0.001
1488,13.809,30.745,258.54,495.4046,391,2800,374,0.001,0.001,0.001
1489,11.723,29.707,250.48,521.2384,574,2228,760,0.001,0.001,0.001
1490,10.668,32.7,271.43,639.3013,0.001,1634,1927,0.001,0.001,0.001
1491,13.424,32.778,273.47,509.3849,2030,388,1140,0.001,0.001,0.001
1492,13.308,45.776,365.19,1036.8009,0.001,1709,1848,0.001,0.001,0.001
1493,1.675,24.572,213.66,417.037,1104,1145,1298,0.001,0.001,0.001
1494,8.498,19.276,345.79,263.6263,692,362,2492,0.001,0.001,0.001
1495,5.253,28.399,241.54,462.1767,2077,1256,212,0.001,0.001,0.001
1496,16.449,38.44,313.34,698.5598,1408,1778,359,0.001,0.001,0.001
1497,1.179,21.384,193.13,267.145,1918,1266,360,0.001,0.001,0.001
1498,13.439,24.236,213.17,319.2304,1640,1393,511,0.001,0.001,0.001
1499,9.327,27.18,233.77,385.2055,3544,0.001,0.001,0.001,0.001,0.001
1500,4.311,22.715,201.66,320.0847,3542,0.001,0.001,0.001,0.001,0.001
1501,1.679,18.153,170.3,218.9957,1362,769,1407,0.001,0.001,0.001
1502,16.158,38.051,309.88,773.5366,1513,1441,583,0.001,0.001,0.001
1503,15.116,32.834,273.56,533.4578,1959,1030,548,0.001,0.001,0.001
1504,11.06,23.932,210.88,319.2271,3535,0.001,0.001,0.001,0.001,0.001
1505,1.932,19.307,178.01,247.0268,377,1775,1382,0.001,0.001,0.001
1506,13.621,33.392,277.32,565.4481,955,1302,1271,0.001,0.001,0.001
1507,11.312,22.396,200.7,271.2271,1612,1341,572,0.001,0.001,0.001
1508,0.532,21.075,190.75,268.0389,0.001,3510,0.001,0.001,0.001,0.001
1509,8.503,28.874,244.21,528.2638,1336,184,1989,0.001,0.001,0.001
1510,13.112,30.247,255.3,463.3432,2565,940,0.001,0.001,0.001,0.001
1511,15.787,38.384,312.23,788.5266,3503,0.001,0.001,0.001,0.001,0.001
1512,16.111,37.412,305.29,756.5214,3502,0.001,0.001,0.001,0.001,0.001
1513,10.038,27.503,235.31,433.2806,0.001,1564,1932,0.001,0.001,0.001
1514,16.418,38.734,314.67,810.534,1851,1401,243,0.001,0.001,0.001
1515,11.437,23.262,206.49,295.227,2186,684,622,0.001,0.001,0.001
1516,1.731,18.565,172.99,230.0117,739,2123,626,0.001,0.001,0.001
1517,4.39,22.31,200.11,269.1283,2072,0.001,1413,0.001,0.001,0.001
1518,15.082,29.338,248.65,455.3537,0.001,3484,0.001,0.001,0.001,0.001
1519,14.251,29.425,248.59,504.3102,0.001,2270,1214,0.001,0.001,0.001
1520,6.681,29.569,247.95,680.9522,874,919,1688,0.001,0.001,0.001
1521,2.314,22.36,199.24,310.0497,0.001,3477,0.001,0.001,0.001,0.001
1522,9.53,28.151,240.5,413.2901,235,769,2473,0.001,0.001,0.001
1523,3.888,23.507,207.32,333.0059,3209,268,0.001,0.001,0.001,0.001
1524,12.473,29.178,247.71,439.3421,2150,352,974,0.001,0.001,0.001
1525,14.462,25.12,219.47,333.2789,1604,1397,475,0.001,0.001,0.001
1526,11.783,24.267,213.86,303.2328,3474,0.001,0.001,0.001,0.001,0.001
1527,14.737,34.365,284.48,569.4791,3016,457,0.001,0.001,0.001,0.001
1528,8.996,28.859,244.92,465.2495,1162,1086,1223,0.001,0.001,0.001
1529,15.423,41.038,331.07,903.5604,3471,0.001,0.001,0.001,0.001,0.001
1530,12.711,30.642,258.15,469.3339,0.001,3470,0.001,0.001,0.001,0.001
1531,6.162,19.488,180.94,211.1138,1574,697,1199,0.001,0.001,0.001
1532,6.303,26.18,225.06,457.1532,1098,629,1742,0.001,0.001,0.001
1533,2.964,15.922,155.56,170.9845,0.001,1211,2257,0.001,0.001,0.001
1534,13.46,27.282,233.62,435.2512,1324,1321,823,0.001,0.001,0.001
1535,14.67,29.705,250.65,506.3253,555,1628,1279,0.001,0.001,0.001
1536,14.104,29.753,251.16,494.3248,1936,986,540,0.001,0.001,0.001
1537,2.36,17.259,164.99,187.0064,3460,0.001,0.001,0.001,0.001,0.001
1538,14.315,30.239,255.47,449.3638,1182,0.001,2274,0.001,0.001,0.001
1539,13.61,34.7,286.38,624.49,2595,0.001,860,0.001,0.001,0.001
1540,11.913,27.136,232.56,433.24,3454,0.001,0.001,0.001,0.001,0.001
1541,10.305,25.44,221.22,361.2374,3164,0.001,287,0.001,0.001,0.001
1542,6.68,27.78,239.65,328.9796,879,994,1576,0.001,0.001,0.001
1543,13.393,30.423,256.58,465.3581,1956,1031,461,0.001,0.001,0.001
1544,10.076,25.624,222.64,359.2224,3447,0.001,0.001,0.001,0.001,0.001
1545,1.656,18.445,188.47,80.9655,889,1623,934,0.001,0.001,0.001
1546,9.606,25.344,220.16,377.2002,0.001,1258,2187,0.001,0.001,0.001
1547,13.721,29.638,251.15,439.3789,1163,1407,873,0.001,0.001,0.001
1548,11.376,24.194,212.8,321.2412,3151,0.001,291,0.001,0.001,0.001
1549,9.587,29.084,246.18,495.2974,0.001,1091,2349,0.001,0.001,0.001
1550,13.304,28.82,245.35,421.3319,1688,1283,469,0.001,0.001,0.001
1551,14.462,22.978,204.85,279.2318,284,1147,2008,0.001,0.001,0.001
1552,15.985,35.229,290.16,637.5418,3081,358,0.001,0.001,0.001,0.001
1553,11.587,27.349,234.17,432.242,1184,1242,1007,0.001,0.001,0.001
1554,9.462,23.255,206.32,299.2219,1419,1128,882,0.001,0.001,0.001
1555,12.047,29.299,248.42,451.3418,3277,0.001,149,0.001,0.001,0.001
1556,14.305,32.092,268.23,519.4054,1542,1258,626,0.001,0.001,0.001
1557,12.974,27.952,238.62,435.2104,1429,950,1045,0.001,0.001,0.001
1558,12.974,28.288,240.53,474.2629,1361,2060,0.001,0.001,0.001,0.001
1559,4.948,28.391,242.04,427.179,844,926,1651,0.001,0.001,0.001
1560,4.089,20.894,189.98,251.1275,584,2213,622,0.001,0.001,0.001
1561,0.332,19.484,178.43,275.0208,618,405,2394,0.001,0.001,0.001
1562,13.179,23.557,208.85,291.2317,428,1802,1185,0.001,0.001,0.001
1563,16.116,37.769,307.83,770.5732,0.001,1686,1729,0.001,0.001,0.001
1564,9.49,17.426,164.79,217.0339,3409,0.001,0.001,0.001,0.001,0.001
1565,16.108,35.785,293.94,674.5151,1956,1188,262,0.001,0.001,0.001
1566,16.049,37.278,304.35,750.5477,0.001,3402,0.001,0.001,0.001,0.001
1567,12.973,30.153,254.54,467.3733,2170,578,653,0.001,0.001,0.001
1568,9.117,30.04,253,517.3025,0.001,858,2539,0.001,0.001,0.001
1569,12.594,12.949,129.38,248.9712,1973,1424,0.001,0.001,0.001,0.001
1570,8.728,23.959,218.7,167.0334,318,2518,560,0.001,0.001,0.001
1571,1.74,19.451,181.02,204.0826,3394,0.001,0.001,0.001,0.001,0.001
1572,1.109,15.705,147.89,144.0443,1221,1152,1014,489,0.001,0.001
1573,7.828,21.264,191.89,277.0295,1202,1393,786,0.001,0.001,0.001
1574,7.797,22.844,203.15,301.1201,1212,839,1330,0.001,0.001,0.001
1575,7.317,14.766,145.74,184.9833,1098,914,1364,0.001,0.001,0.001
1576,11.864,24.23,213.57,303.2323,3375,0.001,0.001,0.001,0.001,0.001
1577,8.738,29.458,250.47,403.2844,2001,256,1118,0.001,0.001,0.001
1578,9.615,21.784,197.26,239.1644,629,529,2214,0.001,0.001,0.001
1579,6.74,23.484,207.01,339.0165,1787,505,1080,0.001,0.001,0.001
1580,3.716,29.335,247.64,527.2697,1185,1323,859,0.001,0.001,0.001
1581,3.72,32.355,268.72,658.2648,1739,1628,0.001,0.001,0.001,0.001
1582,10.728,17.419,164.65,219.0268,0.001,1728,1639,0.001,0.001,0.001
1583,15.621,34.266,283.31,609.5112,2688,678,0.001,0.001,0.001,0.001
1584,15.174,32.256,269.29,531.442,2858,0.001,505,0.001,0.001,0.001
1585,13.178,31.652,266.05,447.3476,3038,322,0.001,0.001,0.001,0.001
1586,10.306,22.664,198.31,502.9429,1346,1412,601,0.001,0.001,0.001
1587,8.878,30.551,256.6,533.298,0.001,0.001,3356,0.001,0.001,0.001
1588,15.761,37.607,306.64,769.5058,1590,1765,0.001,0.001,0.001,0.001
1589,8.245,23.491,208.04,301.1647,621,1325,1402,0.001,0.001,0.001
1590,11.151,26.846,230.81,409.239,2895,0.001,452,0.001,0.001,0.001
1591,8.434,29.541,249.44,505.3024,0.001,501,2843,0.001,0.001,0.001
1592,13.963,32.273,269.54,521.4218,1398,0.001,1945,0.001,0.001,0.001
1593,16.486,39.594,320.97,814.5636,1447,1896,0.001,0.001,0.001,0.001
1594,15.143,33.634,278.93,581.4566,1619,1291,426,0.001,0.001,0.001
1595,8.984,24.507,214.2,361.1645,3124,210,0.001,0.001,0.001,0.001
1596,15.767,33.196,276.71,499.38,3331,0.001,0.001,0.001,0.001,0.001
1597,12.705,30.94,260.07,489.359,2326,0.001,1004,0.001,0.001,0.001
1598,4.451,17.43,166.93,177.0543,2414,665,250,0.001,0.001,0.001
1599,12.39,23.187,205.92,295.2267,1024,1370,933,0.001,0.001,0.001
1600,14.828,21.225,190.2,329.0461,1339,1986,0.001,0.001,0.001,0.001
1601,7.011,27.814,237.45,444.1901,2870,0.001,453,0.001,0.001,0.001
1602,15.97,36.689,300.26,716.5262,0.001,2604,717,0.001,0.001,0.001
1603,12.936,35.633,302.37,253.2163,1136,1532,651,0.001,0.001,0.001
1604,13.433,25.616,222.75,352.2853,731,1681,904,0.001,0.001,0.001
1605,13.479,32.263,269.29,535.4008,2615,0.001,701,0.001,0.001,0.001
1606,13.711,33.14,275.11,595.4349,778,421,2115,0.001,0.001,0.001
1607,1.283,19.544,180.89,221.0919,1230,847,1235,0.001,0.001,0.001
1608,3.713,21.25,182.8,329.0461,560,545,2205,0.001,0.001,53
1609,15.055,27.844,238.02,423.3833,2439,597,271,0.001,0.001,0.001
1610,2.299,20.548,193.76,148.0766,0.001,3305,0.001,0.001,0.001,0.001
1611,7.297,29.705,250.07,555.3025,960,835,1508,0.001,0.001,0.001
1612,1.689,25.787,223.28,387.0802,0.001,2926,377,0.001,0.001,0.001
1613,12.228,25.139,218.98,360.2208,2003,947,351,0.001,0.001,0.001
1614,14.831,29.299,248.39,453.3377,0.001,3294,0.001,0.001,0.001,0.001
1615,11.741,28.972,246.21,437.3265,2362,461,464,0.001,0.001,0.001
1616,8.321,28.871,244.18,528.2639,948,732,1603,0.001,0.001,0.001
1617,7.382,33.085,274.36,631.2421,1542,769,967,0.001,0.001,0.001
1618,13.165,31.915,266.99,513.4156,2523,754,0.001,0.001,0.001,0.001
1619,2.51,21.686,197.56,216.9911,1266,383,1622,0.001,0.001,0.001
1620,7.112,22.263,199.1,289.1047,1092,1410,767,0.001,0.001,0.001
1621,10.581,25.038,218.24,359.2226,3269,0.001,0.001,0.001,0.001,0.001
1622,14.573,29.554,250.84,421.368,1753,551,959,0.001,0.001,0.001
1623,12.043,23.402,207.49,297.2423,1608,1265,386,0.001,0.001,0.001
1624,1.717,22.397,199.74,302.083,1032,1246,974,0.001,0.001,0.001
1625,7.161,27.937,237.92,474.2163,1306,1421,521,0.001,0.001,0.001
1626,15.865,36.802,300.89,743.5458,0.001,0.001,3247,0.001,0.001,0.001
1627,0.909,19.062,176.88,227.9961,0.001,2022,1224,0.001,0.001,0.001
1628,14.426,31.556,264.45,504.4136,1272,736,1236,0.001,0.001,0.001
1629,13.64,22.517,201.76,267.2324,740,1027,1476,0.001,0.001,0.001
1630,4.687,22.2,199.27,269.1288,1933,0.001,1310,0.001,0.001,0.001
1631,11.045,23.337,203.15,518.9788,759,1656,828,0.001,0.001,0.001
1632,1.762,16.161,159.39,145.0609,583,1707,953,0.001,0.001,0.001
1633,15.318,38.367,312.16,780.5215,3237,0.001,0.001,0.001,0.001,0.001
1634,5.416,27.382,233.79,473.192,2644,0.001,590,0.001,0.001,0.001
1635,9.792,22.54,201.86,269.1307,967,1156,1105,0.001,0.001,0.001
1636,11.049,26.255,226.83,385.2579,270,239,2718,0.001,0.001,0.001
1637,11.9,28.256,240.54,457.3163,969,447,1808,0.001,0.001,0.001
1638,9.615,24.249,212.46,352.179,569,659,1996,0.001,0.001,0.001
1639,14.441,17.388,164.45,218.0299,3220,0.001,0.001,0.001,0.001,0.001
1640,11.586,29.228,247.14,503.2437,1191,1036,993,0.001,0.001,0.001
1641,14.44,17.398,164.48,219.0267,3217,0.001,0.001,0.001,0.001,0.001
1642,13.324,18.224,170.29,232.0454,1046,1040,1131,0.001,0.001,0.001
1643,3.159,33.793,280.02,589.2338,1221,0.001,1996,0.001,0.001,0.001
1644,10.614,18.91,174.43,263.034,3210,0.001,0.001,0.001,0.001,0.001
1645,16.054,41.59,335.23,884.6061,3205,0.001,0.001,0.001,0.001,0.001
1646,11.62,30.268,255.19,481.3532,2062,427,715,0.001,0.001,0.001
1647,4.027,30.621,256.69,571.2963,1142,884,1174,0.001,0.001,0.001
1648,8.825,17.717,163.71,330.7604,1230,0.001,1969,0.001,0.001,0.001
1649,9.398,18.441,175.16,171.9985,1301,1285,611,0.001,0.001,0.001
1650,5.775,28.519,242.63,449.1304,900,244,2053,0.001,0.001,0.001
1651,15.279,42.967,345.2,911.5703,275,1773,1148,0.001,0.001,0.001
1652,13.303,38.804,315.53,760.5535,1868,1328,0.001,0.001,0.001,0.001
