ID,RT,DT,CCS,m/z,83 Paired 12835.d.DeMP, 84 Paired 7211.d.DeMP, 85 Paired 2654.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d
4514,14.363,30.182,254.98,453.3376,0.001,897,0.001,0.001,0.001,0.001
4515,12.959,30.37,253.87,682.0914,478,418,0.001,0.001,0.001,0.001
4516,11.131,28.862,245.42,435.3104,895,0.001,0.001,0.001,0.001,0.001
4517,12.457,25.396,221.77,325.1828,895,0.001,0.001,0.001,0.001,0.001
4518,7.763,22.307,199.62,283.1895,0.001,560,334,0.001,0.001,0.001
4519,10.029,26.647,229.64,392.2104,0.001,0.001,894,0.001,0.001,0.001
4520,11.282,25.073,218.87,343.2271,568,0.001,326,0.001,0.001,0.001
4521,1.974,18.271,173.23,181.0193,0.001,893,0.001,0.001,0.001,0.001
4522,12.299,17.423,164.8,216.0369,0.001,893,0.001,0.001,0.001,0.001
4523,15.275,36.939,302.11,715.5768,0.001,403,490,0.001,0.001,0.001
4524,7.757,20.447,184.9,305.0469,427,466,0.001,0.001,0.001,0.001
4525,5.728,15.959,157.88,144.0444,892,0.001,0.001,0.001,0.001,0.001
4526,13.698,30.13,254.3,471.3458,448,205,239,0.001,0.001,0.001
4527,11.883,29.807,252.05,461.3265,891,0.001,0.001,0.001,0.001,0.001
4528,3.734,16.138,156.19,188.9743,304,0.001,587,0.001,0.001,0.001
4529,13.932,31.252,263.01,450.3664,890,0.001,0.001,0.001,0.001,0.001
4530,16.468,35.285,290.63,631.4961,890,0.001,0.001,0.001,0.001,0.001
4531,15.468,32.39,270.23,535.4733,890,0.001,0.001,0.001,0.001,0.001
4532,15.459,35.692,348.93,59.0143,352,0.001,538,0.001,0.001,0.001
4533,9.474,20.402,184.54,306.0435,889,0.001,0.001,0.001,0.001,0.001
4534,8.196,29.102,245.85,532.2331,299,248,341,0.001,0.001,0.001
4535,7.887,22.888,203.72,293.1749,499,389,0.001,0.001,0.001,0.001
4536,12.947,30.267,254.42,539.2395,594,294,0.001,0.001,0.001,0.001
4537,11.59,27.347,234.17,431.244,227,291,370,0.001,0.001,0.001
4538,8.295,39.226,318.4,793.464,0.001,376,512,0.001,0.001,0.001
4539,2.143,23.71,208.35,355.0698,0.001,888,0.001,0.001,0.001,0.001
4540,8.366,23.485,207.82,307.1896,342,0.001,546,0.001,0.001,0.001
4541,12.794,29.518,249.6,481.2981,348,539,0.001,0.001,0.001,0.001
4542,13.312,36.396,298.07,720.4895,0.001,428,459,0.001,0.001,0.001
4543,3,18.634,173.99,218.9774,0.001,394,492,0.001,0.001,0.001
4544,8.832,20.433,184.8,305.0468,400,486,0.001,0.001,0.001,0.001
4545,8.519,17.026,161.54,221.0215,885,0.001,0.001,0.001,0.001,0.001
4546,3.417,28.588,242.1,526.2523,270,275,340,0.001,0.001,0.001
4547,6.836,29.511,248.63,555.2633,0.001,345,540,0.001,0.001,0.001
4548,16.181,35.31,345.57,59.0143,396,253,236,0.001,0.001,0.001
4549,14.392,28.007,239.76,395.3517,504,381,0.001,0.001,0.001,0.001
4550,6.151,21.542,194.27,269.1734,192,693,0.001,0.001,0.001,0.001
4551,13.747,41.775,336.48,904.5699,564,320,0.001,0.001,0.001,0.001
4552,8.163,36.417,297.84,774.4352,201,0.001,683,0.001,0.001,0.001
4553,7.081,27.111,231.83,469.2462,253,202,429,0.001,0.001,0.001
4554,12.967,31.124,262.1,447.3111,884,0.001,0.001,0.001,0.001,0.001
4555,6.837,31.625,263.61,624.2699,0.001,361,523,0.001,0.001,0.001
4556,12.075,40.132,333.56,311.1665,399,167,317,0.001,0.001,0.001
4557,15.507,29.032,246.49,447.345,372,511,0.001,0.001,0.001,0.001
4558,12.841,31.026,261.62,433.3299,882,0.001,0.001,0.001,0.001,0.001
4559,13.678,32.62,271.59,565.4478,0.001,880,0.001,0.001,0.001,0.001
4560,2.437,34.02,281.51,607,0.001,416,464,0.001,0.001,0.001
4561,12.251,17.047,161.71,221.0216,516,0.001,363,0.001,0.001,0.001
4562,3.722,33.502,276.84,703.2673,448,232,199,0.001,0.001,0.001
4563,6.559,30.357,254.64,581.2396,271,0.001,608,0.001,0.001,0.001
4564,6.825,23.822,209.83,327.2163,281,0.001,597,0.001,0.001,0.001
4565,7.677,22.25,199.19,283.1904,433,445,0.001,0.001,0.001,0.001
4566,10.113,28.263,240.79,445.239,878,0.001,0.001,0.001,0.001,0.001
4567,14.574,32.36,269.89,545.4204,283,281,314,0.001,0.001,0.001
4568,12.285,30.176,254.68,469.3532,878,0.001,0.001,0.001,0.001,0.001
4569,13.71,37.098,303.07,744.5561,0.001,0.001,878,0.001,0.001,0.001
4570,6.052,27.537,234.36,520.1446,0.001,878,0.001,0.001,0.001,0.001
4571,11.435,26.327,228.96,319.2627,557,0.001,320,0.001,0.001,0.001
4572,13.671,39.417,319.82,792.5334,0.001,270,607,0.001,0.001,0.001
4573,5.024,22.029,197.45,285.1681,234,355,287,0.001,0.001,0.001
4574,10.336,24.374,214,327.2169,876,0.001,0.001,0.001,0.001,0.001
4575,14.071,27.479,235.09,435.2513,0.001,876,0.001,0.001,0.001,0.001
4576,11.044,20.787,184.66,472.9811,280,595,0.001,0.001,0.001,0.001
4577,8.751,18.065,167.88,266.8314,404,471,0.001,0.001,0.001,0.001
4578,4.774,26.674,230.06,381.1367,424,0.001,451,0.001,0.001,0.001
4579,16.07,37.521,306,771.5199,874,0.001,0.001,0.001,0.001,0.001
4580,1.636,25.338,225.9,213.0039,0.001,874,0.001,0.001,0.001,0.001
4581,10.349,25.288,219.39,395.2425,203,671,0.001,0.001,0.001,0.001
4582,13.602,27.184,233.01,428.2692,174,339,360,0.001,0.001,0.001
4583,4.344,33.707,278.36,701.3416,335,201,337,0.001,0.001,0.001
4584,12.413,24.627,215.46,345.2423,873,0.001,0.001,0.001,0.001,0.001
4585,15.532,34.734,286.96,592.5688,0.001,0.001,873,0.001,0.001,0.001
4586,11.152,30.413,256.29,479.3375,455,0.001,417,0.001,0.001,0.001
4587,15.767,42.221,339.74,908.6019,775,0.001,97,0.001,0.001,0.001
4588,8.885,18.336,170.39,252.996,267,278,327,0.001,0.001,0.001
4589,10.589,33.654,278.82,605.2366,472,400,0.001,0.001,0.001,0.001
4590,10.931,30.294,255.35,483.3113,0.001,872,0.001,0.001,0.001,0.001
4591,10.239,23.706,209.38,311.2211,406,0.001,465,0.001,0.001,0.001
4592,12.129,25.204,220.71,311.1678,425,446,0.001,0.001,0.001,0.001
4593,9.467,23.486,207.61,315.253,0.001,0.001,871,0.001,0.001,0.001
4594,8.014,38.546,312.82,889.4264,0.001,435,436,0.001,0.001,0.001
4595,3.941,17.532,167.12,187.0053,269,342,260,0.001,0.001,0.001
4596,15.408,37.327,304.6,766.5411,0.001,871,0.001,0.001,0.001,0.001
4597,13.877,32.914,273.81,561.4152,0.001,689,181,0.001,0.001,0.001
4598,8.247,23.389,210.13,227.0909,0.001,392,478,0.001,0.001,0.001
4599,12.607,40.286,334.13,325.1823,332,276,262,0.001,0.001,0.001
4600,9.514,21.366,192.8,273.1519,0.001,0.001,870,0.001,0.001,0.001
4601,0.351,19.943,181.04,307.0117,0.001,0.001,869,0.001,0.001,0.001
4602,14.152,30.875,259.17,520.3408,869,0.001,0.001,0.001,0.001,0.001
4603,14.066,25.807,224.2,351.2508,485,0.001,384,0.001,0.001,0.001
4604,2.616,19.319,180.92,188.0699,0.001,338,531,0.001,0.001,0.001
4605,10.33,25.253,219.85,359.2788,0.001,422,446,0.001,0.001,0.001
4606,9.423,25.066,218.49,357.2052,463,0.001,405,0.001,0.001,0.001
4607,6.045,23.287,207.33,275.1276,0.001,868,0.001,0.001,0.001,0.001
4608,8.21,30.342,255.08,531.2821,0.001,0.001,867,0.001,0.001,0.001
4609,16.05,41.114,331.59,909.5534,0.001,867,0.001,0.001,0.001,0.001
4610,6.603,29.335,248.14,488.1917,490,377,0.001,0.001,0.001,0.001
4611,10.52,20.033,185.79,199.1686,281,260,325,0.001,0.001,0.001
4612,14.7,25.761,223.09,387.033,415,451,0.001,0.001,0.001,0.001
4613,12.764,33.161,275.94,537.4136,865,0.001,0.001,0.001,0.001,0.001
4614,9.98,19.667,183.08,197.1533,0.001,343,521,0.001,0.001,0.001
4615,6.683,34.571,290.87,328.9792,176,477,211,0.001,0.001,0.001
4616,4.337,32.596,270.5,658.331,332,296,236,0.001,0.001,0.001
4617,11.145,28.857,244.88,467.263,864,0.001,0.001,0.001,0.001,0.001
4618,5.344,17.411,175.94,96.9595,262,0.001,601,0.001,0.001,0.001
4619,2.459,19.303,177.94,248.0544,646,0.001,217,0.001,0.001,0.001
4620,12.358,28.494,243.46,393.2998,598,264,0.001,0.001,0.001,0.001
4621,12.833,32.557,271.02,574.3779,566,296,0.001,0.001,0.001,0.001
4622,15.328,40.027,324.04,834.6044,0.001,862,0.001,0.001,0.001,0.001
4623,10.687,30.87,258.14,612.3126,535,326,0.001,0.001,0.001,0.001
4624,4.651,24.273,211.65,403.0962,0.001,861,0.001,0.001,0.001,0.001
4625,15.696,34.884,288.03,595.543,0.001,568,293,0.001,0.001,0.001
4626,7.362,24.059,210.8,363.1072,0.001,860,0.001,0.001,0.001,0.001
4627,5.001,21.893,196.3,289.0366,0.001,312,547,0.001,0.001,0.001
4628,9.394,27.232,234.08,389.2683,0.001,340,519,0.001,0.001,0.001
4629,12.744,32.607,271.82,537.4137,859,0.001,0.001,0.001,0.001,0.001
4630,11.396,24.421,218.48,219.1375,859,0.001,0.001,0.001,0.001,0.001
4631,7.75,25.703,222.9,375.2169,859,0.001,0.001,0.001,0.001,0.001
4632,3.117,28.431,240.92,527.2316,336,522,0.001,0.001,0.001,0.001
4633,15.653,39.637,321.36,804.5817,0.001,403,455,0.001,0.001,0.001
4634,3.806,33.711,278.54,683.253,0.001,858,0.001,0.001,0.001,0.001
4635,10.433,24.088,212.81,293.2107,857,0.001,0.001,0.001,0.001,0.001
4636,10.746,20.434,184.78,306.0441,857,0.001,0.001,0.001,0.001,0.001
4637,13.765,25.377,220.66,365.2363,0.001,0.001,856,0.001,0.001,0.001
4638,11.168,21.787,197.12,243.1954,0.001,0.001,856,0.001,0.001,0.001
4639,12.202,28.417,241.55,470.2568,856,0.001,0.001,0.001,0.001,0.001
4640,11.864,27.61,238.59,321.243,855,0.001,0.001,0.001,0.001,0.001
4641,12.305,26.173,225.78,408.24,359,0.001,496,0.001,0.001,0.001
4642,15.884,41.608,335.36,884.6033,855,0.001,0.001,0.001,0.001,0.001
4643,4.683,24.201,213.87,287.1375,366,0.001,488,0.001,0.001,0.001
4644,11.568,20.418,185.14,288.0325,0.001,464,390,0.001,0.001,0.001
4645,8.499,32.832,272.7,609.3139,0.001,0.001,854,0.001,0.001,0.001
4646,1.678,23.861,209.13,372.0874,0.001,854,0.001,0.001,0.001,0.001
4647,13.389,31.185,262.58,446.3354,0.001,853,0.001,0.001,0.001,0.001
4648,3.035,21.368,192.4,286.0044,0.001,853,0.001,0.001,0.001,0.001
4649,10.865,26.994,231.99,405.2631,441,0.001,411,0.001,0.001,0.001
4650,7.622,29.814,250.75,567.2786,261,286,305,0.001,0.001,0.001
4651,8.679,24.559,215.07,340.2232,852,0.001,0.001,0.001,0.001,0.001
4652,12.671,18.268,170.63,232.0454,852,0.001,0.001,0.001,0.001,0.001
4653,12.663,18.261,170.54,233.0419,852,0.001,0.001,0.001,0.001,0.001
4654,7.158,29.521,248.63,562.2315,486,366,0.001,0.001,0.001,0.001
4655,7.878,26.31,226.83,407.1862,0.001,275,576,0.001,0.001,0.001
4656,2.195,14.648,144.12,199.8019,369,189,293,0.001,0.001,0.001
4657,6.791,19.4,180.36,209.0839,239,0.001,611,0.001,0.001,0.001
4658,6.039,20.645,188.39,243.1013,0.001,850,0.001,0.001,0.001,0.001
4659,2.357,18.83,175.02,230.0116,0.001,0.001,850,0.001,0.001,0.001
4660,9.221,18.321,170.27,252.9966,212,294,344,0.001,0.001,0.001
4661,7.607,21.895,196.38,287.058,0.001,0.001,850,0.001,0.001,0.001
4662,7.241,25.113,218.59,369.227,728,121,0.001,0.001,0.001,0.001
4663,10.761,18.262,170.54,233.0416,849,0.001,0.001,0.001,0.001,0.001
4664,1.871,18.976,176.85,214.0166,0.001,849,0.001,0.001,0.001,0.001
4665,10.196,24.54,214.58,355.1913,0.001,0.001,848,0.001,0.001,0.001
4666,14.068,29.091,246.03,510.2915,847,0.001,0.001,0.001,0.001,0.001
4667,9.572,26.868,230.61,430.2276,846,0.001,0.001,0.001,0.001,0.001
4668,15.35,38.686,314.44,792.5197,846,0.001,0.001,0.001,0.001,0.001
4669,15.311,40.73,329.06,858.5923,654,192,0.001,0.001,0.001,0.001
4670,1.418,16.426,171.79,79.9573,0.001,296,549,0.001,0.001,0.001
4671,9.773,18.249,170.52,231.0483,434,411,0.001,0.001,0.001,0.001
4672,9.806,32.468,269.94,615.3205,0.001,0.001,845,0.001,0.001,0.001
4673,13.461,30.604,257.84,471.3473,283,561,0.001,0.001,0.001,0.001
4674,9.835,19.064,174.9,287.0367,0.001,452,392,0.001,0.001,0.001
4675,11.455,18.755,181.46,131.0127,0.001,430,414,0.001,0.001,0.001
4676,13.623,23.999,211.38,319.2296,472,372,0.001,0.001,0.001,0.001
4677,8.419,40.401,326.14,951.5011,0.001,439,404,0.001,0.001,0.001
4678,11.262,24.162,213.19,299.2005,843,0.001,0.001,0.001,0.001,0.001
4679,3.373,28.429,241,519.1468,0.001,843,0.001,0.001,0.001,0.001
4680,1.168,28.252,239.74,515.1986,0.001,843,0.001,0.001,0.001,0.001
4681,14.45,26.279,225.25,499.0825,635,208,0.001,0.001,0.001,0.001
4682,2.657,23.955,210.04,362.1807,843,0.001,0.001,0.001,0.001,0.001
4683,9.972,28.431,241.51,481.2239,0.001,472,371,0.001,0.001,0.001
4684,13.45,28.242,240.21,473.2684,0.001,0.001,843,0.001,0.001,0.001
4685,9.259,24.999,218.03,355.1887,0.001,373,469,0.001,0.001,0.001
4686,14.413,28.23,241.2,407.3519,601,241,0.001,0.001,0.001,0.001
4687,13.189,30.53,256.91,497.3835,699,0.001,143,0.001,0.001,0.001
4688,0.532,20.957,196.2,156.0116,0.001,841,0.001,0.001,0.001,0.001
4689,12.163,24.509,215.18,321.242,596,245,0.001,0.001,0.001,0.001
4690,8.138,23.565,208.32,311.2205,605,236,0.001,0.001,0.001,0.001
4691,16.411,37.406,305.28,752.5259,840,0.001,0.001,0.001,0.001,0.001
4692,11.763,19.077,175,287.0363,0.001,473,367,0.001,0.001,0.001
4693,6.248,27.358,233.91,453.0486,840,0.001,0.001,0.001,0.001,0.001
4694,9.776,20.404,184.55,306.043,840,0.001,0.001,0.001,0.001,0.001
4695,12.501,31.249,262.77,463.3421,840,0.001,0.001,0.001,0.001,0.001
4696,15.765,30.687,257.75,522.3917,345,495,0.001,0.001,0.001,0.001
4697,1.173,17.633,184.54,72.0089,498,342,0.001,0.001,0.001,0.001
4698,2.781,24.213,211.87,367.0841,0.001,839,0.001,0.001,0.001,0.001
4699,14.832,21.704,194.63,297.0453,469,369,0.001,0.001,0.001,0.001
4700,8.481,22.802,202.95,297.2055,229,609,0.001,0.001,0.001,0.001
4701,0.992,21.685,194.22,307.0502,493,0.001,345,0.001,0.001,0.001
4702,10.03,22.611,202.69,261.1851,0.001,0.001,838,0.001,0.001,0.001
4703,7.212,25.31,220.47,351.2164,837,0.001,0.001,0.001,0.001,0.001
4704,11.048,24.968,217.28,380.2086,0.001,260,577,0.001,0.001,0.001
4705,9.215,22.545,202.04,265.2156,0.001,0.001,837,0.001,0.001,0.001
4706,8.396,17.034,161.6,221.0221,837,0.001,0.001,0.001,0.001,0.001
4707,8.393,16.648,158.8,216.9874,340,254,243,0.001,0.001,0.001
4708,8.02,37.103,303.2,731.4063,205,318,314,0.001,0.001,0.001
4709,14.325,35.6,292.63,667.5349,837,0.001,0.001,0.001,0.001,0.001
4710,4.642,24.958,216.71,407.1877,224,239,373,0.001,0.001,0.001
4711,12.229,19.101,175.15,288.0327,486,0.001,350,0.001,0.001,0.001
4712,11.246,18.539,171.57,264.0324,0.001,383,453,0.001,0.001,0.001
4713,14.401,28.835,244.62,473.3474,0.001,0.001,836,0.001,0.001,0.001
4714,12.291,24.149,212.46,321.2421,532,304,0.001,0.001,0.001,0.001
4715,4.625,33.053,273.88,658.3512,306,259,271,0.001,0.001,0.001
4716,5.887,26.766,231.08,366.1016,531,304,0.001,0.001,0.001,0.001
4717,9.422,19.757,180.47,276.0514,347,0.001,488,0.001,0.001,0.001
4718,15.359,37.865,308.84,730.5759,0.001,363,472,0.001,0.001,0.001
4719,8.358,30.243,254.62,509.2552,196,451,188,0.001,0.001,0.001
4720,13.154,26.26,226.6,399.2536,299,206,329,0.001,0.001,0.001
4721,8.25,25.823,223.97,367.157,559,275,0.001,0.001,0.001,0.001
4722,11.6,28.268,240.58,461.2702,834,0.001,0.001,0.001,0.001,0.001
4723,8.945,19.461,180.84,209.117,834,0.001,0.001,0.001,0.001,0.001
4724,5.345,29.314,247.32,541.2646,292,290,252,0.001,0.001,0.001
4725,5.583,26.909,232.14,366.0999,574,259,0.001,0.001,0.001,0.001
4726,9.029,31.033,259.99,549.3278,0.001,0.001,833,0.001,0.001,0.001
4727,9.686,29.18,246.27,546.3037,473,360,0.001,0.001,0.001,0.001
4728,9.88,30.616,257.08,533.334,0.001,0.001,832,0.001,0.001,0.001
4729,8.318,29.059,245.33,550.244,249,202,381,0.001,0.001,0.001
4730,3.407,18.287,170.98,227.03,0.001,0.001,831,0.001,0.001,0.001
4731,2.958,23.071,203.42,361.1024,831,0.001,0.001,0.001,0.001,0.001
4732,13.802,23.59,209.03,293.2474,0.001,304,527,0.001,0.001,0.001
4733,13.641,27.767,239.54,329.2466,197,307,327,0.001,0.001,0.001
4734,13.434,27.406,234.55,435.2512,236,594,0.001,0.001,0.001,0.001
4735,15.318,19.53,180.69,223.0265,516,314,0.001,0.001,0.001,0.001
4736,7.36,21.946,197.56,263.128,486,0.001,344,0.001,0.001,0.001
4737,9.806,30.302,254.83,527.304,0.001,0.001,829,0.001,0.001,0.001
4738,12.161,31.016,260.23,519.3686,829,0.001,0.001,0.001,0.001,0.001
4739,16.234,36.236,305.44,281.2472,829,0.001,0.001,0.001,0.001,0.001
4740,12.199,20.458,185.47,287.0357,0.001,370,459,0.001,0.001,0.001
4741,14.469,34.792,287.11,618.4819,0.001,829,0.001,0.001,0.001,0.001
4742,7.907,26.947,230.68,464.3016,0.001,0.001,829,0.001,0.001,0.001
4743,5.42,26.878,231.46,387.1822,297,308,224,0.001,0.001,0.001
4744,7.113,26.191,226.2,393.2266,828,0.001,0.001,0.001,0.001,0.001
4745,13.538,28.212,240.15,462.2671,0.001,582,246,0.001,0.001,0.001
4746,1.722,26.118,225.19,419.1316,470,358,0.001,0.001,0.001,0.001
4747,8.596,34.776,285.98,739.3565,0.001,828,0.001,0.001,0.001,0.001
4748,14.581,32.413,270.25,548.4401,337,491,0.001,0.001,0.001,0.001
4749,9.704,22.002,197.83,267.1946,257,257,314,0.001,0.001,0.001
4750,15.258,35.948,295.25,661.44,579,248,0.001,0.001,0.001,0.001
4751,2.838,17.929,174.41,135.0439,334,0.001,493,0.001,0.001,0.001
4752,8.057,23.944,210.81,325.1995,276,278,273,0.001,0.001,0.001
4753,14.222,28.061,239.86,411.3472,610,217,0.001,0.001,0.001,0.001
4754,15.254,45.114,360.58,985.6088,0.001,827,0.001,0.001,0.001,0.001
4755,8.602,28.534,244.28,369.1756,520,306,0.001,0.001,0.001,0.001
4756,11.862,29.806,251.92,469.3322,0.001,825,0.001,0.001,0.001,0.001
4757,7.624,28.677,242.81,522.2743,238,307,280,0.001,0.001,0.001
4758,12.454,33.63,278.6,609.4734,422,403,0.001,0.001,0.001,0.001
4759,14.9,34.378,284.6,567.463,825,0.001,0.001,0.001,0.001,0.001
4760,14.088,32.641,272.27,522.4241,245,366,213,0.001,0.001,0.001
4761,7.581,28.123,240.01,429.195,495,329,0.001,0.001,0.001,0.001
4762,14.95,32.574,271.53,541.4473,824,0.001,0.001,0.001,0.001,0.001
4763,13.091,29.544,249.49,503.2612,0.001,824,0.001,0.001,0.001,0.001
4764,1.206,23.045,205.26,282.1332,824,0.001,0.001,0.001,0.001,0.001
4765,1.932,28.201,223.84,574.9915,0.001,824,0.001,0.001,93,0.001
4766,10.459,23.599,209.42,283.1904,0.001,395,428,0.001,0.001,0.001
4767,11.483,24.184,220.45,167.1065,823,0.001,0.001,0.001,0.001,0.001
4768,7.741,29.791,251.1,521.2967,0.001,0.001,823,0.001,0.001,0.001
4769,12.992,30.577,256.69,542.2887,506,317,0.001,0.001,0.001,0.001
4770,14.373,29.599,250.89,437.3624,450,372,0.001,0.001,0.001,0.001
4771,4.665,20.85,189.57,253.1424,287,295,240,0.001,0.001,0.001
4772,12.547,29.673,251.44,437.3272,822,0.001,0.001,0.001,0.001,0.001
4773,9.526,27.078,232.73,399.2212,0.001,282,540,0.001,0.001,0.001
4774,11.909,26.79,233.02,301.2164,822,0.001,0.001,0.001,0.001,0.001
4775,6.055,27.485,233.96,521.1423,0.001,821,0.001,0.001,0.001,0.001
4776,8.736,20.4,184.52,306.0437,821,0.001,0.001,0.001,0.001,0.001
4777,6.219,28.022,238.7,464.2324,354,206,261,0.001,0.001,0.001
4778,2.599,19.351,178.65,239.0011,820,0.001,0.001,0.001,0.001,0.001
4779,12.096,25.393,220.67,370.2246,0.001,424,396,0.001,0.001,0.001
4780,10.373,25.666,222.91,361.2367,819,0.001,0.001,0.001,0.001,0.001
4781,11.478,22.781,199.19,501.9577,323,326,170,0.001,0.001,0.001
4782,7.389,25.358,219.97,392.2066,332,227,260,0.001,0.001,0.001
4783,10.245,17.388,164.53,216.0371,0.001,819,0.001,0.001,0.001,0.001
4784,14.353,29.06,246.83,439.3777,331,0.001,487,0.001,0.001,0.001
4785,8.208,25.002,218.13,352.2198,817,0.001,0.001,0.001,0.001,0.001
4786,3.553,23.502,206.51,368.0805,816,0.001,0.001,0.001,0.001,0.001
4787,14.49,32.849,273.22,571.4364,465,351,0.001,0.001,0.001,0.001
4788,11.931,23.385,207.36,297.2424,0.001,0.001,816,0.001,0.001,0.001
4789,9.81,27.764,237.31,430.2262,815,0.001,0.001,0.001,0.001,0.001
4790,16.448,17.413,164.64,218.0292,815,0.001,0.001,0.001,0.001,0.001
4791,0.351,18.71,172.97,261.0045,0.001,0.001,815,0.001,0.001,0.001
4792,7.661,22.36,200.49,269.1277,554,261,0.001,0.001,0.001,0.001
4793,8.221,19.737,180.29,277.0481,218,293,303,0.001,0.001,0.001
4794,15.073,35.251,291.2,557.4584,0.001,0.001,814,0.001,0.001,0.001
4795,15.763,37.413,305.29,758.5343,814,0.001,0.001,0.001,0.001,0.001
4796,14.149,26.393,227.71,393.2392,590,223,0.001,0.001,0.001,0.001
4797,5.206,17.355,166.88,169.0649,0.001,813,0.001,0.001,0.001,0.001
4798,13.405,28.028,239.65,409.3307,654,159,0.001,0.001,0.001,0.001
4799,10.851,25.718,222.96,377.2317,813,0.001,0.001,0.001,0.001,0.001
4800,14.041,32.298,269.21,564.3445,0.001,0.001,813,0.001,0.001,0.001
4801,5.659,25.856,223.38,410.126,625,188,0.001,0.001,0.001,0.001
4802,13.756,29.517,249.4,495.272,353,265,194,0.001,0.001,0.001
4803,13.129,29.873,252.67,453.3577,812,0.001,0.001,0.001,0.001,0.001
4804,7.583,17.413,164.73,216.0371,0.001,812,0.001,0.001,0.001,0.001
4805,11.317,24.977,218.14,343.2844,0.001,433,378,0.001,0.001,0.001
4806,9.954,20.418,184.66,306.0437,811,0.001,0.001,0.001,0.001,0.001
4807,5.411,38.381,311.66,879.4431,394,0.001,416,0.001,0.001,0.001
4808,13.34,28.836,244.2,505.2576,454,356,0.001,0.001,0.001,0.001
4809,13.609,24.947,220.73,255.2327,810,0.001,0.001,0.001,0.001,0.001
4810,2.607,20.019,182.95,261.042,468,0.001,342,0.001,0.001,0.001
4811,7.873,19.7,183.56,193.1216,374,220,215,0.001,0.001,0.001
4812,14.053,37.125,303.25,746.5137,0.001,0.001,809,0.001,0.001,0.001
4813,11.299,24.956,217.69,356.2094,0.001,351,458,0.001,0.001,0.001
4814,10.615,18.88,174.3,260.0441,809,0.001,0.001,0.001,0.001,0.001
4815,7.875,27.938,238.69,425.2076,0.001,809,0.001,0.001,0.001,0.001
4816,7.523,31.041,259.54,598.3316,0.001,325,483,0.001,0.001,0.001
4817,12.202,29.079,246.06,501.2473,808,0.001,0.001,0.001,0.001,0.001
4818,7.071,25.866,224.2,371.2426,808,0.001,0.001,0.001,0.001,0.001
4819,13.44,30.771,258.82,489.3563,0.001,370,437,0.001,0.001,0.001
4820,2.103,25.441,430.78,653.2647,0.001,807,0.001,0.001,0.001,0.001
4821,12.492,24.708,216.68,321.2195,0.001,421,386,0.001,0.001,0.001
4822,10.769,27.217,233.47,415.2328,0.001,332,475,0.001,0.001,0.001
4823,11.153,27.344,234.32,421.2602,807,0.001,0.001,0.001,0.001,0.001
4824,14.444,18.229,170.33,232.0453,807,0.001,0.001,0.001,0.001,0.001
4825,0.533,23.947,209.54,384.0446,0.001,806,0.001,0.001,0.001,0.001
4826,9.202,19.765,180.54,276.0518,0.001,395,411,0.001,0.001,0.001
4827,3.375,30.936,271.18,187.0053,0.001,806,0.001,0.001,0.001,0.001
4828,13.86,27.347,237.95,281.248,340,465,0.001,0.001,0.001,0.001
4829,12.149,29.626,250.7,461.326,805,0.001,0.001,0.001,0.001,0.001
4830,11.616,22.784,203.37,279.1625,0.001,347,458,0.001,0.001,0.001
4831,12.443,19.091,175.1,287.036,298,506,0.001,0.001,0.001,0.001
4832,3.819,24.896,216.26,406.1354,0.001,804,0.001,0.001,0.001,0.001
4833,14.212,18.876,174.24,261.0403,803,0.001,0.001,0.001,0.001,0.001
4834,13.857,34.992,288.78,600.3947,803,0.001,0.001,0.001,0.001,0.001
4835,6.373,23.633,208.41,327.2153,386,0.001,417,0.001,0.001,0.001
4836,13.943,28.542,243.35,417.3726,803,0.001,0.001,0.001,0.001,0.001
4837,14.951,35.101,289.65,594.482,802,0.001,0.001,0.001,0.001,0.001
4838,5.12,28.524,242.51,459.2142,0.001,802,0.001,0.001,0.001,0.001
4839,5.433,38.465,305.25,825.4673,316,253,233,0.001,0.001,88
4840,12.081,39.652,329.93,311.1675,539,263,0.001,0.001,0.001,0.001
4841,13.834,26.894,231.2,407.2567,0.001,0.001,802,0.001,0.001,0.001
4842,2.017,22.048,196.75,315.1004,0.001,801,0.001,0.001,0.001,0.001
4843,13.346,26.803,233.02,304.2353,0.001,800,0.001,0.001,0.001,0.001
4844,9.724,33.68,278.57,652.3191,0.001,0.001,800,0.001,0.001,0.001
4845,16.081,38.746,314.77,809.5205,0.001,379,421,0.001,0.001,0.001
4846,15.089,36.822,301.11,734.512,0.001,345,455,0.001,0.001,0.001
4847,1.38,22.687,201.71,310.0482,0.001,799,0.001,0.001,0.001,0.001
4848,14.374,30.458,257,455.352,0.001,799,0.001,0.001,0.001,0.001
4849,6.676,33.653,283.94,328.9786,557,242,0.001,0.001,0.001,0.001
4850,6.244,24.987,217.48,377.2139,277,239,282,0.001,0.001,0.001
4851,14.208,32.664,271.81,574.4549,325,0.001,473,0.001,0.001,0.001
4852,9.736,34.114,282.18,609.3077,0.001,325,473,0.001,0.001,0.001
4853,13.816,23.724,210.86,269.2475,798,0.001,0.001,0.001,0.001,0.001
4854,13.81,33.242,276.54,537.4145,797,0.001,0.001,0.001,0.001,0.001
4855,0.668,19.184,178.36,216.0317,0.001,434,363,0.001,0.001,0.001
4856,13.678,33.343,277.58,515.3725,648,0.001,149,0.001,0.001,0.001
