Classification Type,CCS,RT,m/z,ID,Average Abundance,Detection Frequency (%),GroupID,Repeating Unit,KMD (CF2)
unmatched,209.19,12.09,830.9474,3509.0,100.0,100.0,18,CF2,-0.000417826657326259
unmatched,220.75333333333333,14.665,830.9481,1800.0,100.0,100.0,18,CF2,-0.001117871320161612
unmatched,214.70857142857147,15.243880952380952,830.948369,68271.0,100.0,100.0,18,CF2,-0.001386888483466464
unmatched,195.8375,12.95,830.9484,59109.0,100.0,100.0,18,CF2,-0.0014178904614254861
unmatched,131.5,12.092,830.9491,54427.0,100.0,100.0,18,CF2,-0.002117935124260839
unmatched,218.0233333333333,12.681,880.9444,43683.0,100.0,100.0,18,CF2,-0.0006078387800698692
unmatched,226.03500000000005,14.6465,880.9446,2123.0,100.0,100.0,18,CF2,-0.0008078515410261389
unmatched,216.58000000000004,14.966241379310343,880.9447896551724,59733.0,100.0,100.0,18,CF2,-0.000997518814074283
unmatched,234.05,14.4195,880.9473,84044.0,100.0,100.0,18,CF2,-0.0035080238119462592
unmatched,135.51999999999998,12.509,880.9494333333333,18053.0,100.0,100.0,18,CF2,-0.00564149326066854
tentative,181.97,13.757,580.9581,94512.0,100.0,100.0,18,CF2,0.004832508314052575
tentative,169.04,9.159,580.9624,77887.0,100.0,100.0,18,CF2,0.000532233956505479
tentative,169.848,14.07,580.9635000000001,37731.0,100.0,100.0,18,CF2,-0.0005678362280150395
tentative,174.5075,14.78475,580.9639500000001,23498.0,100.0,100.0,18,CF2,-0.0010178649398540074
tentative,174.7875,13.546,580.9641499999999,4452.0,100.0,100.0,18,CF2,-0.0012178777004692165
tentative,173.75142857142853,14.409214285714286,580.9645642857142,31433.0,100.0,100.0,18,CF2,-0.0016321898478963703
tentative,172.42,12.672,580.9653,42737.0,100.0,100.0,18,CF2,-0.002367951075257224
unmatched,158.01,11.274333333333333,480.9584333333333,68770.0,100.0,100.0,18,CF2,0.010879560782655062
unmatched,149.67199999999997,0.9546,332.99482,23693.0,100.0,100.0,19,CF2,-0.016066425037934096
unmatched,148.66,1.901,232.9971,69805.0,100.0,100.0,19,CF2,-0.011966163441229583
unmatched,159.37,13.0225,282.9952,29055.0,100.0,100.0,19,CF2,-0.013256245748493711
unmatched,159.505,15.1199375,282.995225,86252.0,100.0,100.0,19,CF2,-0.013281247343570612
unmatched,159.11,14.05225,282.9954,19629.0,100.0,100.0,19,CF2,-0.013456258509336294
unmatched,41.54,3.997,239.1149,60243.0,100.0,100.0,20,CF2,-0.13015650398494927
unmatched,161.94,6.44,289.1125,54255.0,100.0,100.0,20,CF2,-0.13094655439016378
unmatched,168.55333333333337,2.072,339.1096333333333,48804.0,100.0,100.0,20,CF2,-0.13126990835348806
unmatched,157.655,0.6185,294.0676,78492.0,100.0,100.0,21,CF2,-0.08636270994094275
unmatched,151.76,9.809,244.0715,34564.0,100.0,100.0,21,CF2,-0.08707275524176339
unmatched,152.04,10.329,244.0727,75349.0,100.0,100.0,21,CF2,-0.08827283180667678
unmatched,172.65,0.562,344.0618,84251.0,100.0,100.0,21,CF2,-0.0837525434122881
unmatched,165.65,2.492,294.0835,90023.0,100.0,100.0,22,CF2,-0.10226372442565435
unmatched,174.01,1.741,344.0835,52842.0,100.0,100.0,22,CF2,-0.1054539279606388
unmatched,150.00500000000002,1.7555,244.08885000000004,52102.0,100.0,100.0,22,CF2,-0.1044238622424416
unmatched,147.28,1.962,296.9054,83943.0,100.0,100.0,23,CF2,0.07565622686729512
unmatched,150.34,6.736,346.8991,50442.0,100.0,100.0,23,CF2,0.07876642529794253
unmatched,136.86,6.332,246.9071,77726.0,100.0,100.0,23,CF2,0.07714632193531656
tentative,148.23,10.421,396.9718,2622.0,100.0,100.0,24,CF2,0.0028715832070247416
tentative,148.125,13.0595,396.9722,7306.0,100.0,100.0,24,CF2,0.0024715576853964194
unmatched,181.09,12.947,596.9587,2501.0,100.0,100.0,24,CF2,0.0032116049003434455
tentative,156.38,11.207,446.968,3386.0,100.0,100.0,24,CF2,0.0034816221274809322
tentative,189.4,13.378,646.957,14591.0,100.0,100.0,24,CF2,0.0017215098323504208
unmatched,141.24,11.879,346.9749,79683.0,100.0,100.0,24,CF2,0.002961588949403904
unmatched,140.24,9.485,346.9757,24837.0,100.0,100.0,24,CF2,0.002161537906090416
tentative,125.83,11.874,246.98,82175.0,100.0,100.0,24,CF2,0.004241670618597482
tentative,147.56,3.89,246.9831,94575.0,100.0,100.0,24,CF2,0.001141472825963774
unmatched,197.44,13.757,696.9521,11039.0,100.0,100.0,24,CF2,0.0034316189372702866
unmatched,186.53,13.593,546.9597,61138.0,100.0,100.0,24,CF2,0.00540174463128551
tentative,172.93,12.45,546.9624,6204.0,100.0,100.0,24,CF2,0.0027015723602517028
unmatched,133.65,11.874,296.9785,61662.0,100.0,100.0,24,CF2,0.0025515627897334525
unmatched,153.4,1.733,296.9802,70976.0,100.0,100.0,24,CF2,0.000851454322742029
unmatched,164.71,11.878,496.9658,1199.0,100.0,100.0,24,CF2,0.0024915589614806777
unmatched,168.02,5.976,307.0681,23114.0,100.0,100.0,25,CF2,-0.08769219476204171
unmatched,152.89,1.727,257.0701,81050.0,100.0,100.0,25,CF2,-0.08650211883519887
unmatched,172.12,2.684,357.0615,7486.0,100.0,100.0,25,CF2,-0.08428197719018726
unmatched,139.755,9.4805,371.98655,59734.0,100.0,100.0,26,CF2,-0.01028425613554873
unmatched,125.07,6.798,271.9942,36773.0,100.0,100.0,26,CF2,-0.011554337166671758
unmatched,148.19,8.329,321.9908,41673.0,100.0,100.0,26,CF2,-0.011344323767843889
unmatched,147.84,6.635,308.9759,9222.0,100.0,100.0,27,CF2,0.0043860798318746674
unmatched,161.45,12.1115,408.9727,53942.0,100.0,100.0,27,CF2,0.0012058769349891918
tentative,154.39,1.6760000000000002,358.9751,66384.0,100.0,100.0,27,CF2,0.0019959273401468636
unmatched,37.21,7.439,313.1193,94245.0,100.0,100.0,28,CF2,-0.13927828595467417
unmatched,185.33,1.367,413.1065,52030.0,100.0,100.0,28,CF2,-0.13285787633247992
unmatched,176.28666666666666,1.723,363.11263333333335,12002.0,100.0,100.0,28,CF2,-0.13580139746250097
unmatched,148.45,5.218,415.0905,91242.0,100.0,100.0,29,CF2,-0.11698446360878734
unmatched,174.475,0.7037500000000001,365.0907,66611.0,100.0,100.0,29,CF2,-0.11399427283464547
unmatched,169.81,8.166,315.0919,48249.0,100.0,100.0,29,CF2,-0.11200414586454599
tentative,179.38,3.976333333333333,367.0392,61817.0,100.0,100.0,30,CF2,-0.06261859506633982
unmatched,179.16,0.504,417.0383,53721.0,100.0,100.0,30,CF2,-0.06490874117770318
tentative,139.92,5.834,317.0449,58954.0,100.0,100.0,30,CF2,-0.06512875521457318
unmatched,169.39,1.726,319.1062,69350.0,100.0,100.0,31,CF2,-0.12656027454551122
unmatched,147.4,10.422,419.1018,57152.0,100.0,100.0,31,CF2,-0.12854040087762542
unmatched,165.58,10.429,419.1031,79173.0,100.0,100.0,31,CF2,-0.12984048382287483
unmatched,174.44,11.208,469.1015,81788.0,100.0,100.0,31,CF2,-0.131430585271346
unmatched,176.935,0.6525,369.10305,9846.0,100.0,100.0,31,CF2,-0.12660027709767974
unmatched,171.1,8.273,321.0833,82163.0,100.0,100.0,32,CF2,-0.10378642157371587
unmatched,170.64999999999998,7.0085,321.08365000000003,26479.0,100.0,100.0,32,CF2,-0.10413644390513355
unmatched,169.85500000000002,5.5495,321.0837,6835.0,100.0,100.0,32,CF2,-0.10418644709534419
unmatched,169.19,3.82675,321.08714999999995,40078.0,100.0,100.0,32,CF2,-0.10763666721931031
tentative,180.03,5.46,371.0812,94851.0,100.0,100.0,32,CF2,-0.10487649112013742
tentative,147.51,10.413,421.0775,74243.0,100.0,100.0,32,CF2,-0.10436645858004567
tentative,136.17000000000002,8.220500000000001,342.98105,65216.0,100.0,100.0,33,CF2,-0.002933587162829099
tentative,147.89,10.176000000000002,442.9735666666667,16171.0,100.0,100.0,33,CF2,-0.0018301834324461197
tentative,142.37750000000003,9.40475,392.9774000000001,14799.0,100.0,100.0,33,CF2,-0.002473557813118532
unmatched,155.49,12.074,436.983,16680.0,100.0,100.0,34,CF2,-0.010881294226578575
unmatched,163.94,12.665,486.9809,62918.0,100.0,100.0,34,CF2,-0.011971363773056964
tentative,173.05,13.145,536.978,25428.0,100.0,100.0,34,CF2,-0.012261382276165023
unmatched,146.93,11.397,386.9872,65323.0,100.0,100.0,34,CF2,-0.011891358668663088
tentative,184.99,10.4545,498.93165,16839.0,100.0,100.0,35,CF2,0.036516129729079694
tentative,134.935,10.4585,498.9326,44406.0,100.0,100.0,35,CF2,0.035566069115247956
tentative,106.1,10.428,498.9354,81698.0,100.0,100.0,35,CF2,0.03276589046379286
tentative,136.26,10.428,498.9363,91850.0,100.0,100.0,35,CF2,0.03186583304011492
tentative,33.32,10.463,498.9369,87517.0,100.0,100.0,35,CF2,0.03126579475770086
tentative,26.36,10.449,498.937,86798.0,100.0,100.0,35,CF2,0.03116578837727957
likely,183.682,11.7154,598.9239,62254.0,100.0,100.0,35,CF2,0.037886217140680856
likely,159.07000000000002,9.472666666666669,448.9352,3270.0,100.0,100.0,35,CF2,0.03615610675961989
likely,151.00333333333333,8.633666666666665,398.9378,636.0,100.0,100.0,35,CF2,0.036746144404048664
unmatched,146.48,6.971,398.9421,74625.0,100.0,100.0,35,CF2,0.03244587004650157
likely,175.67,11.035000000000002,548.9287333333333,26710.0,100.0,100.0,35,CF2,0.03624277895596606
unmatched,154.72,12.072,416.9771,29224.0,100.0,100.0,36,CF2,-0.003704836368569886
tentative,169.70333333333335,13.15,516.9718333333334,12632.0,100.0,100.0,36,CF2,-0.004818240737108681
unmatched,151.02,12.072,416.9781,11827.0,100.0,100.0,36,CF2,-0.00470490017261227
unmatched,200.6,11.209,566.9687,8906.0,100.0,100.0,36,CF2,-0.004874911019328465
tentative,191.99,10.421,516.9724,8786.0,100.0,100.0,36,CF2,-0.005384943559420208
unmatched,209.21,11.879,616.9649,2462.0,100.0,100.0,36,CF2,-0.004264872098815431
unmatched,202.5,11.879,616.9671,19288.0,100.0,100.0,36,CF2,-0.006465012467742781
unmatched,217.63,12.456,666.9621,19454.0,100.0,100.0,36,CF2,-0.004654896982401624
unmatched,159.6,12.654,466.9734,35736.0,100.0,100.0,36,CF2,-0.0031948038285349867
unmatched,163.09,12.651,466.9735,44259.0,100.0,100.0,36,CF2,-0.0032948102088994347
unmatched,225.78,12.949,716.9581,8551.0,100.0,100.0,36,CF2,-0.003844845301046007
unmatched,183.32,11.88,519.1069,76242.0,100.0,100.0,37,CF2,-0.1400211333483412
unmatched,147.46,10.421,419.1166,2084.0,100.0,100.0,37,CF2,-0.1433413451778165
unmatched,155.62,11.205,469.1128,17336.0,100.0,100.0,37,CF2,-0.1427313062573603
tentative,196.39,12.825,774.9609,77628.0,100.0,100.0,38,CF2,-0.010345660053189931
unmatched,183.41,11.83,674.9715,53731.0,100.0,100.0,38,CF2,-0.014565929306286307
unmatched,176.84,11.21,624.9741,59085.0,100.0,100.0,38,CF2,-0.013975891661971218
unmatched,189.55,12.378,724.9662,90339.0,100.0,100.0,38,CF2,-0.012455794679681276
tentative,152.56,7.534,424.9885,65976.0,100.0,100.0,38,CF2,-0.015615996300539337
unmatched,214.12,11.881,674.9722,90807.0,100.0,100.0,38,CF2,-0.015265973969235347
unmatched,203.06,13.244,824.9619,48855.0,100.0,100.0,38,CF2,-0.014535927392216763
tentative,234.06,10.94,774.9673,95751.0,100.0,100.0,38,CF2,-0.016746068399243086
unmatched,159.52,8.701,474.9848,9788.0,100.0,100.0,38,CF2,-0.015105963760504437
unmatched,210.31,13.624,874.9564,46246.0,100.0,100.0,38,CF2,-0.012225780004769149
tentative,166.01,9.667,524.9809,8046.0,100.0,100.0,38,CF2,-0.014395918459626955
tentative,183.44,11.876,524.9866,4884.0,100.0,100.0,38,CF2,-0.02009628214273107
unmatched,170.87,10.511,574.9784,86184.0,100.0,100.0,38,CF2,-0.015085962484363336
unmatched,216.91,13.959,924.9567,51801.0,100.0,100.0,38,CF2,-0.015716002680960628
unmatched,223.96,14.267,974.9493,55275.0,100.0,100.0,38,CF2,-0.011505734065849538
tentative,167.01,9.148,488.9997,23901.0,100.0,100.0,39,CF2,-0.030900171430971568
tentative,170.74,10.047,538.9964,66158.0,100.0,100.0,39,CF2,-0.030790164412451304
tentative,158.93,8.068,439.0018,81675.0,100.0,100.0,39,CF2,-0.02981010188449318
tentative,171.88,11.221,594.9635,10406.0,100.0,100.0,40,CF2,-0.001461093217699272
tentative,177.33023255813953,14.662069767441862,644.9606884,90425.0,100.0,100.0,40,CF2,-0.0018395173611907012
tentative,177.27,13.095666666666666,644.9609,3247.0,100.0,100.0,40,CF2,-0.0020511308622417346
tentative,205.05,11.88,644.961,1096.0,100.0,100.0,40,CF2,-0.002151137242549339
tentative,87.86,11.831,644.9638,86238.0,100.0,100.0,40,CF2,-0.004951315894004438
unmatched,176.85,12.988,644.9709,90086.0,100.0,100.0,40,CF2,-0.012051768902892945
tentative,230.33,13.3135,794.9512,30055.0,100.0,100.0,40,CF2,-0.0019211225676372123
tentative,196.96,15.818,794.9487,5147.0,100.0,100.0,40,CF2,0.0005790369425540121
tentative,197.02375,14.261625,794.9489688,40109.0,100.0,100.0,40,CF2,0.0003102197920270555
unmatched,217.28235294117647,15.235294117647058,944.9399588235294,64772.0,100.0,100.0,40,CF2,-0.0002498394692338479
tentative,182.53,11.572,544.964,89653.0,100.0,100.0,40,CF2,0.0012290784151218759
tentative,187.74,10.422,544.9669,3487.0,100.0,100.0,40,CF2,-0.0016711066166408273
tentative,165.62,10.514,544.9687,59613.0,100.0,100.0,40,CF2,-0.0034712214639966987
unmatched,224.10166666666663,15.245833333333335,994.937075,17634.0,100.0,100.0,40,CF2,-0.0005560354751423802
tentative,207.556,14.859280000000002,844.9466879999999,38329.0,100.0,100.0,40,CF2,-0.0005990382185245835
tentative,215.45333333333332,14.887666666666666,844.9469,24569.0,100.0,100.0,40,CF2,-0.0008110517451314081
tentative,190.44833333333335,14.846166666666669,744.9534333333332,6047.0,100.0,100.0,40,CF2,-0.0009643948616258058
tentative,193.90666666666667,13.241111111111111,744.9539333333333,27403.0,100.0,100.0,40,CF2,-0.0014644267637322628
tentative,222.75,12.802,744.9593,94537.0,100.0,100.0,40,CF2,-0.0068314358455836555
unmatched,230.81166666666664,15.292666666666667,1044.934616666667,25333.0,100.0,100.0,40,CF2,-0.0012877488252343028
tentative,159.315,9.741,494.97065,77760.0,100.0,100.0,40,CF2,-0.0022311423468863723
tentative,179.39,9.481,494.9719,69101.0,100.0,100.0,40,CF2,-0.0034812221019819845
unmatched,237.46,15.207333333333333,1094.9295333333332,73133.0,100.0,100.0,40,CF2,0.0006057053108179389
tentative,152.38,8.782,444.9741,80016.0,100.0,100.0,40,CF2,-0.00249115893598173
tentative,211.02,13.72,894.9438,78496.0,100.0,100.0,40,CF2,-0.0009010574874537269
tentative,215.46263157894737,15.023157894736842,894.9420105263158,30409.0,100.0,100.0,40,CF2,0.0008885303724355254
tentative,261.8,13.576,894.9515,78489.0,100.0,100.0,40,CF2,-0.008601548778869983
tentative,198.725,14.0475,694.9559,5755.0,100.0,100.0,40,CF2,-0.00024101537678689056
tentative,183.67,15.563,694.956,3107.0,100.0,100.0,40,CF2,-0.00034102175720818195
tentative,183.9025,14.638749999999996,694.9563750000001,72937.0,100.0,100.0,40,CF2,-0.0007160456838164464
tentative,183.632,12.6286,694.95646,79776.0,100.0,100.0,40,CF2,-0.0008010511070324355
tentative,94.77,12.304,694.9636,95044.0,100.0,100.0,40,CF2,-0.007941506668203147
tentative,196.37,11.209,594.9628,3770.0,100.0,100.0,40,CF2,-0.0007610485549776058
unmatched,152.91,12.502,449.9718,66642.0,100.0,100.0,41,CF2,-0.0005100325400348993
unmatched,161.385,13.243,499.971,6220.0,100.0,100.0,41,CF2,-0.0029001850318195466
unmatched,143.68,13.2265,499.97125,28778.0,100.0,100.0,41,CF2,-0.0031502009828159316
unmatched,152.115,13.2355,499.9713,11311.0,100.0,100.0,41,CF2,-0.0032002041730265773
unmatched,170.305,13.92025,549.969325,41807.0,100.0,100.0,41,CF2,-0.004415281695060003
unmatched,159.94,9.563,455.9586,46290.0,100.0,100.0,42,CF2,0.01230798524943566
unmatched,168.92,10.45,505.9534,2786.0,100.0,100.0,42,CF2,0.0143181134956194
External Standard,181.66,10.51,555.9517,0.0,0.0,0.0,42,CF2,0.012828018427626375
unmatched,175.74,13.147,556.9821,55892.0,100.0,100.0,43,CF2,-0.01763772528681784
unmatched,158.32,12.069,456.9903,51223.0,100.0,100.0,43,CF2,-0.01945784141025797
tentative,167.24,12.648,506.9868,77269.0,100.0,100.0,43,CF2,-0.019147821631065653
External Standard,165.15,10.3,462.9632,0.0,0.0,0.0,44,CF2,0.007261063255839417
likely,165.51,10.42,462.9641,3794.0,100.0,100.0,44,CF2,0.006361005832218325
tentative,185.59,1.64075,462.9665,78951.0,100.0,100.0,44,CF2,0.0039608527023915485
likely,209.04,13.319,712.9472499999999,2993.0,100.0,100.0,44,CF2,0.007261063255896261
External Standard,209.19,13.3,712.9473,0.0,0.0,0.0,44,CF2,0.0072110600656287716
tentative,206.24,11.207,512.9599,77669.0,100.0,100.0,44,CF2,0.007371070274302838
External Standard,174.21,11.1,512.96,0.0,0.0,0.0,44,CF2,0.007271063893881546
likely,173.12,11.0955,512.9603,82916.0,100.0,100.0,44,CF2,0.006971044752731359
External Standard,226.12,14.02,812.9409,0.0,0.0,0.0,44,CF2,0.007231061341599343
External Standard,191.37,12.36,612.9537,0.0,0.0,0.0,44,CF2,0.007191058789544513
likely,191.36,12.375,612.95425,2537.0,100.0,100.0,44,CF2,0.006641023697284254
likely,200.14333333333332,12.857,662.9497333333333,66524.0,100.0,100.0,44,CF2,0.007967775010797595
External Standard,200.76,12.86,662.9505,0.0,0.0,0.0,44,CF2,0.007201059427529799
tentative,83.1,11.885,562.9513,93232.0,100.0,100.0,44,CF2,0.012781415454355738
tentative,80.6,11.867,562.9543,84503.0,100.0,100.0,44,CF2,0.009781224042058057
tentative,143.76,11.874,562.9546,94828.0,100.0,100.0,44,CF2,0.009481204900794182
tentative,205.11,11.877,562.9564,39569.0,100.0,100.0,44,CF2,0.007681090053551998
External Standard,182.86,11.77,562.9568,0.0,0.0,0.0,44,CF2,0.007281064531866832
tentative,197.16,11.874,562.957,21428.0,100.0,100.0,44,CF2,0.007081051771137936
tentative,163.02,11.8945,562.9584,30402.0,100.0,100.0,44,CF2,0.00568096244546723
tentative,190.8125,11.78125,562.95845,15278.0,100.0,100.0,44,CF2,0.005630959255199741
tentative,120.98,11.861,562.961,80116.0,100.0,100.0,44,CF2,0.0030807965548547145
tentative,206.53,11.88,562.9618,79664.0,100.0,100.0,44,CF2,0.0022807455114843833
tentative,218.58,13.756,762.9445,2173.0,100.0,100.0,44,CF2,0.0068210351820425785
tentative,164.61,11.87,474.9638,36116.0,100.0,100.0,45,CF2,0.005895376125010898
unmatched,156.93,12.874,474.9692,70288.0,100.0,100.0,45,CF2,0.0004950315830001273
unmatched,148.015,12.87,474.9711,78217.0,100.0,100.0,45,CF2,-0.0014050896447201922
unmatched,140.0,12.876,474.9728,62938.0,100.0,100.0,45,CF2,-0.0031051981116547722
unmatched,165.89,13.7,524.9619,95658.0,100.0,100.0,45,CF2,0.004605293817689926
unmatched,156.04500000000002,13.5735,524.9691499999999,12716.0,100.0,100.0,45,CF2,-0.0026451687616599884
unmatched,165.51333333333335,13.627333333333333,524.9695666666667,5808.0,100.0,100.0,45,CF2,-0.0030618620135101082
unmatched,147.475,13.5595,524.9702,65172.0,100.0,100.0,45,CF2,-0.0036952357560267046
unmatched,187.23,11.942,574.9615,81603.0,100.0,100.0,45,CF2,0.0018151158043338
tentative,186.94,11.98,578.9296,80609.0,100.0,100.0,46,CF2,0.03346193487141136
unmatched,200.62,13.027,678.9222,38185.0,100.0,100.0,46,CF2,0.034481999951594844
unmatched,204.39,13.445,728.9203,29215.0,100.0,100.0,46,CF2,0.033191917644330715
tentative,194.31,12.54,628.9254,26112.0,100.0,100.0,46,CF2,0.03447199931360956
External Standard,168.64,7.99,478.9331,0.0,0.0,0.0,46,CF2,0.03634211862714665
tentative,178.95,11.343,528.9301,85540.0,100.0,100.0,46,CF2,0.03615210650434619
tentative,163.94,6.217,538.961,12299.0,100.0,100.0,47,CF2,0.004612094251569943
tentative,157.39,4.78,488.9589,68437.0,100.0,100.0,47,CF2,0.009902431775117293
tentative,157.3,4.767,488.9644,56576.0,100.0,100.0,47,CF2,0.004402080852742074
tentative,177.065,8.354,638.952,92723.0,100.0,100.0,47,CF2,0.007232261418266717
tentative,170.41,7.361,588.9562,13021.0,100.0,100.0,47,CF2,0.006222196976182204
unmatched,206.78,10.976,598.9558,47766.0,100.0,100.0,48,CF2,0.005984181790836374
unmatched,161.505,12.2785,548.96155,49664.0,100.0,100.0,48,CF2,0.0034240184523923745
unmatched,166.48,12.477,498.9702,82815.0,100.0,100.0,48,CF2,-0.002036329917814328
unmatched,188.89,11.208,552.953,14336.0,100.0,100.0,49,CF2,0.011719347694452154
unmatched,184.88,10.423,502.9559,7674.0,100.0,100.0,49,CF2,0.012009366197560212
unmatched,193.45,11.21,552.9534,11449.0,100.0,100.0,49,CF2,0.011319322172766988
unmatched,180.07,10.421,502.9565,10705.0,100.0,100.0,49,CF2,0.011409327915089307
unmatched,217.1,12.948,702.944,17056.0,100.0,100.0,49,CF2,0.011149311326107636
unmatched,199.52,11.878,602.94935,9048.0,100.0,100.0,49,CF2,0.012179377044276407
tentative,208.06,12.462,652.9476,49230.0,100.0,100.0,49,CF2,0.010739285166437185
unmatched,209.16,11.88,660.9531,5389.0,100.0,100.0,50,CF2,0.004728501678414432
unmatched,192.24,10.423,560.9622,86952.0,100.0,100.0,50,CF2,0.0020083281312963663
unmatched,218.14,12.454,710.9503,48816.0,100.0,100.0,50,CF2,0.004338476794828239
unmatched,225.96,12.948,760.9471,14762.0,100.0,100.0,50,CF2,0.004348477432927211
unmatched,200.36,11.211,610.957,46020.0,100.0,100.0,50,CF2,0.004018456377480106
unmatched,179.5,11.205,510.9601,88006.0,100.0,100.0,50,CF2,0.007298665654843717
unmatched,209.33,7.831,610.9585,75842.0,100.0,100.0,50,CF2,0.002518360671388109
unmatched,209.305,11.067,610.9607,30520.0,100.0,100.0,50,CF2,0.00031822030246075883
unmatched,208.85,12.007,610.9609,88107.0,100.0,100.0,50,CF2,0.00011820754161817604
unmatched,208.94,9.06,610.9616000000001,39903.0,100.0,100.0,50,CF2,-0.0005818371213308637
unmatched,209.27,9.989,610.9606,37376.0,100.0,100.0,50,CF2,0.0004182266828820502
unmatched,210.34,9.157,568.9788,79710.0,100.0,100.0,51,CF2,-0.015103163581784429
unmatched,210.72,10.587,568.9767,75871.0,100.0,100.0,51,CF2,-0.013003029593392057
unmatched,41.37,11.866,518.977,86820.0,100.0,100.0,51,CF2,-0.010112845199500953
unmatched,214.06,12.944,618.9698,80672.0,100.0,100.0,51,CF2,-0.00929279288016005
unmatched,201.21,12.946,620.0767,55552.0,100.0,100.0,52,CF2,-0.11626341760597825
unmatched,188.58,13.37,670.0706,69566.0,100.0,100.0,52,CF2,-0.11335323193623026
unmatched,183.24,11.876,520.0889,80145.0,100.0,100.0,52,CF2,-0.1220837889457016
unmatched,172.34,12.449,570.0852,61424.0,100.0,100.0,52,CF2,-0.12157375640560986
unmatched,197.06,11.876,620.9156,18703.0,100.0,100.0,53,CF2,0.04478305715895203
tentative,179.49,10.411,520.9272,72307.0,100.0,100.0,53,CF2,0.03956272410187012
tentative,188.62,11.211,570.9234,82560.0,100.0,100.0,53,CF2,0.040172763022269464
unmatched,163.95,11.884,521.0884,54865.0,100.0,100.0,54,CF2,-0.12164756111440056
unmatched,180.03,12.946,621.0866,77132.0,100.0,100.0,54,CF2,-0.12622785333701358
unmatched,209.5,1.723,571.0866,93267.0,100.0,100.0,54,CF2,-0.12303764980208598
unmatched,220.58142857142855,14.181571428571427,976.9461,71321.0,100.0,100.0,55,CF2,-0.008433138034206422
unmatched,232.21,13.915,976.9472,3176.0,100.0,100.0,55,CF2,-0.009533208218613254
unmatched,211.77,12.801,826.9566,5321.0,100.0,100.0,55,CF2,-0.009363197371953902
tentative,187.63,12.063,726.9608,42879.0,100.0,100.0,55,CF2,-0.00718305827911081
tentative,197.34,11.834,726.9612,32469.0,100.0,100.0,55,CF2,-0.007583083800682289
tentative,189.1966666666667,14.324333333333334,726.9617666666667,75478.0,100.0,100.0,55,CF2,-0.008149786623107502
tentative,221.94,11.88,726.962,13139.0,100.0,100.0,55,CF2,-0.00838313484405262
unmatched,201.385,13.1805,826.957225,93829.0,100.0,100.0,55,CF2,-0.009988237249558551
tentative,189.43,12.678,726.96335,65637.0,100.0,100.0,55,CF2,-0.009733220979455837
tentative,189.24,15.5285,726.9635499999999,37471.0,100.0,100.0,55,CF2,-0.00993323374029842
unmatched,230.085,14.753,1026.943,41410.0,100.0,100.0,55,CF2,-0.008523143776528741
unmatched,238.57,14.22,1026.9432,4056.0,100.0,100.0,55,CF2,-0.008723156537371324
unmatched,181.96,15.244,676.9616,95008.0,100.0,100.0,55,CF2,-0.004792905787326163
unmatched,183.41333333333333,12.272,676.9654333333333,68456.0,100.0,100.0,55,CF2,-0.008626483702983023
tentative,176.66,11.5,626.9694,48273.0,100.0,100.0,55,CF2,-0.009403199924122418
unmatched,198.7,11.814,626.9753,81413.0,100.0,100.0,55,CF2,-0.015303576368182803
unmatched,218.59,13.206,876.9536,3651.0,100.0,100.0,55,CF2,-0.009553209494811199
unmatched,208.19,13.579666666666668,876.9548833333333,31453.0,100.0,100.0,55,CF2,-0.010836624710009346
unmatched,236.9,14.968,1076.9416,37130.0,100.0,100.0,55,CF2,-0.010313257985899327
External Standard,188.22,11.08,526.9705,0.0,0.0,0.0,55,CF2,-0.004122863038674041
tentative,176.02,9.723,576.9729,68201.0,100.0,100.0,55,CF2,-0.009713219703371578
unmatched,204.53500000000005,12.3455,776.9565,74408.0,100.0,100.0,55,CF2,-0.006072987456605006
unmatched,195.7633333333333,15.752333333333333,776.9583333333334,62088.0,100.0,100.0,55,CF2,-0.007906437764063412
unmatched,195.98,13.1325,776.9608,2912.0,100.0,100.0,55,CF2,-0.010373261814038415
unmatched,193.85,12.477,776.9611,42806.0,100.0,100.0,55,CF2,-0.010673280955302289
unmatched,225.44,13.6575,926.94785,94052.0,100.0,100.0,55,CF2,-0.0069930461563672
unmatched,214.9157142857143,13.967285714285714,926.9494142857142,90066.0,100.0,100.0,55,CF2,-0.008557431678354988
unmatched,196.49,11.201,528.9688,86227.0,100.0,100.0,56,CF2,-0.0025503627131229223
unmatched,140.94,11.1845,528.9689,87171.0,100.0,100.0,56,CF2,-0.0026503690935442137
tentative,178.48,11.82,578.9673,36795.0,100.0,100.0,56,CF2,-0.004240470542072217
unmatched,210.97,13.912,828.9551,94703.0,100.0,100.0,56,CF2,-0.007990709807359053
unmatched,185.41,12.809,678.9618,79722.0,100.0,100.0,56,CF2,-0.005120526689665894
unmatched,197.32,12.81,678.9625,46955.0,100.0,100.0,56,CF2,-0.00582057135238756
unmatched,200.57,13.572,778.9562,93167.0,100.0,100.0,56,CF2,-0.005900576456724593
unmatched,192.58,12.8,678.9649,65049.0,100.0,100.0,56,CF2,-0.008220724482157493
unmatched,194.55,13.207,728.9592,85339.0,100.0,100.0,56,CF2,-0.005710564333980983
unmatched,203.005,13.215,728.9603500000001,30932.0,100.0,100.0,56,CF2,-0.006860637708768991
unmatched,214.22,13.579,778.9548,41036.0,100.0,100.0,56,CF2,-0.004500487131053887
