ID,RT,DT,CCS,m/z,Abundance,Z,Ions,Freq.,Q Score,Sat.,Mark,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Log2(A1/A2),Expression,Diff.Score,148 B2 16632.d.DeMP, 149 B2 16631.d.DeMP, 220 B3 16562.d.DeMP, 221 B3 16563.d.DeMP, 291 B4 16634.d.DeMP, 295 B4 16707.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d,Blank 4.d,Blank 5.d,Blank 6.d,Blank 7.d,Blank 8.d,Blank 9.d
77,2.324,32.4,239.76,619.291,206234,-1,5,6,100,x,FALSE,2.324,32.4,239.76,619.291,206234,0.26,6,,,,,0,,0,,,,,16,up,100,226943,190501,245238,136006,279006,159709,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
78,2.164,21.796,165.69,265.1472,206168,-1,5,15,100,x,FALSE,2.163,21.838,166.02,265.1462,206168,0.41,6,2.164,21.768,165.48,265.1479,151020,0.57,9,-0.001,0.07,0.54,-0.0017,0.45,up,75.718,237184,275541,318802,104138,165688,135652,345107,90518,145426,96399,171654,222170,113085,97875,76947
79,2.281,22.687,168.59,498.9309,202068,-1,4,14,100,x,FALSE,2.266,22.724,168.87,498.93,202068,0.39,6,2.292,22.66,168.38,498.9315,2585,1.2,8,-0.026,0.064,0.48,-0.0015,6.29,up,100,118838,149802,336295,226940,150868,229664,9096,6092,2905,1801,2137,369,0.001,418,448
80,3.599,30.749,229.11,467.3743,199814,-1,4,5,96.8,x,FALSE,3.599,30.749,229.11,467.3743,199814,0.6,5,,,,,0,,0,,,,,16,up,99.981,230894,0.001,124619,229753,288125,325494,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
81,3.928,33.676,249.65,573.4541,197602,-1,4,8,100,x,FALSE,3.799,33.822,250.75,573.4539,197602,0.56,6,4.314,33.237,246.37,573.4546,62,2.03,2,-0.515,0.585,4.37,-0.0007,11.63,up,99.99,333723,305557,161803,221698,54786,108044,0.001,0.001,229,0.001,0.001,333,0.001,0.001,0.001
82,3.506,31.225,232.99,445.3328,197094,-1,5,8,82.4,x,FALSE,3.489,31.305,233.59,445.3322,197094,0.46,6,3.559,30.985,231.17,445.3346,73,2.18,2,-0.07,0.32,2.42,-0.0024,11.39,up,99.998,335400,245261,132581,227192,82094,160033,462,0.001,0.001,199,0.001,0.001,0.001,0.001,0.001
83,2.575,24.479,184.51,325.184,196322,-1,5,15,100,x,FALSE,2.574,24.538,184.96,325.1829,196322,0.57,6,2.575,24.44,184.21,325.1847,143645,0.3,9,-0.002,0.098,0.75,-0.0017,0.45,up,78.205,210072,401984,201651,81566,156760,125899,161961,86530,155471,226492,123901,185973,101065,129405,122006
84,3.366,32.52,241.42,537.4177,194429,-1,4,8,100,x,FALSE,3.256,32.454,240.95,537.4168,194429,0.72,5,3.548,32.629,242.21,537.4192,158,1.86,3,-0.292,-0.176,-1.26,-0.0024,10.27,up,99.9,260704,220331,184457,92524,408558,0.001,0.001,0.001,0.001,851,400,171,0.001,0.001,0.001
85,3.957,33.642,249.19,593.4794,190882,-1,1,9,89.8,x,FALSE,4.153,33.703,249.66,593.4802,190882,0.62,5,3.712,33.565,248.6,593.4785,89,1.22,4,0.441,0.137,1.06,0.0017,11.06,up,99.972,0.001,332048,128101,218930,287766,178446,196,0.001,0.001,166,0.001,0.001,0.001,182,260
86,2.438,27.157,202.73,433.2357,190707,-1,5,7,100,x,FALSE,2.473,27.172,202.85,433.2357,190707,0.28,6,2.231,27.064,202.03,433.2357,50,3,1,0.241,0.109,0.82,0,11.9,up,100,206548,279200,213407,153733,146504,144849,448,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
87,3.446,30.633,228.3,463.3427,188756,-1,4,8,100,x,FALSE,3.431,30.682,228.66,463.343,188756,0.32,6,3.49,30.489,227.22,463.3418,55,2.12,2,-0.059,0.193,1.44,0.0013,11.75,up,100,262706,219235,82007,191984,199800,176804,330,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001
88,1.333,26.146,196.19,369.1737,188375,-1,5,7,100,x,FALSE,1.322,26.153,196.24,369.173,188375,0.51,6,1.397,26.106,195.87,369.1779,24,3,1,-0.074,0.047,0.38,-0.0048,12.92,up,99.996,267863,136962,280384,101609,71529,271904,0.001,0.001,0.001,219,0.001,0.001,0.001,0.001,0.001
89,2.789,20.845,159.78,225.184,181658,-1,4,9,100,x,FALSE,2.77,20.852,159.84,225.1837,181658,0.45,6,2.827,20.831,159.67,225.1847,622,1.69,3,-0.057,0.021,0.17,-0.0011,8.19,up,99.999,221234,66669,109817,291608,195593,205028,0.001,0.001,782,0.001,0.001,0.001,0.001,2593,2221
90,1.278,27.715,207.48,397.2049,178932,-1,5,6,100,x,FALSE,1.278,27.715,207.48,397.2049,178932,0.72,6,,,,,0,,0,,,,,16,up,99.905,107823,234408,271750,355662,15198,88750,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
91,3.666,28.136,247.2,59.0128,178767,-1,3,10,100,x,FALSE,3.527,28.248,248.21,59.0121,178767,0.36,6,3.874,27.967,245.7,59.0138,214,1.53,4,-0.347,0.281,2.5,-0.0017,9.71,up,100,247253,217656,240677,152494,111889,102633,0.001,0.001,102,310,0.001,674,0.001,0.001,839
92,4.149,22.779,173.07,269.2469,178344,-1,4,12,100,x,FALSE,4.14,22.829,173.45,269.2466,178344,0.51,6,4.157,22.729,172.68,269.2473,4241,1.28,6,-0.016,0.1,0.77,-0.0007,5.39,up,99.994,200933,312100,198072,195019,40197,123745,9524,0.001,321,3109,0.001,0.001,11276,13008,931
93,2.948,30.657,228.33,473.2839,176203,-1,4,14,100,x,FALSE,2.951,30.755,229.08,473.2828,176203,0.3,6,2.947,30.583,227.76,473.2848,91811,0.66,8,0.004,0.172,1.32,-0.0019,0.94,up,98.467,218431,151835,213381,228576,148516,96477,130731,0.001,140636,95549,40580,57922,203712,68091,89075
94,3.694,30.564,227.73,467.3741,176150,-1,4,10,100,x,FALSE,3.781,30.554,227.66,467.3742,176150,0.3,6,3.564,30.579,227.83,467.374,389,1.44,4,0.217,-0.024,-0.17,0.0003,8.82,up,100,187584,150564,98940,157140,215483,247189,945,1538,283,738,0.001,0.001,0.001,0.001,0.001
95,1.204,17.996,135.78,308.8382,175809,-1,7,6,100,x,FALSE,1.204,17.996,135.78,308.8382,175809,0.36,6,,,,,0,,0,,,,,16,up,100,181609,165981,262757,230834,110989,102685,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
96,3.226,29.198,217.35,480.3109,174950,-1,5,8,100,x,FALSE,3.293,29.198,217.36,480.3094,174950,1.04,4,3.159,29.198,217.33,480.3123,231,1.25,4,0.135,0,0.03,-0.0029,9.56,up,98.838,235844,337380,0.001,55745,0.001,420732,0.001,0.001,0.001,502,429,738,413,0.001,0.001
97,2.43,23.534,178.03,297.2421,172512,-1,4,7,100,x,FALSE,2.408,23.531,178.01,297.2417,172512,0.42,6,2.564,23.551,178.15,297.2445,196,3,1,-0.156,-0.019,-0.13,-0.0028,9.78,up,99.999,107976,133547,152528,193789,309864,137368,0.001,0.001,0.001,0.001,1768,0.001,0.001,0.001,0.001
98,2.922,32.679,242.45,554.3476,172489,-1,3,5,100,x,FALSE,2.922,32.679,242.45,554.3476,172489,0.72,5,,,,,0,,0,,,,,16,up,99.9,208154,265941,341897,80632,0.001,138312,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
99,0.748,19.963,150.3,328.9806,172042,-1,5,15,100,x,FALSE,0.753,20.005,150.62,328.9796,172042,0.34,6,0.745,19.935,150.09,328.9813,155325,0.47,9,0.007,0.07,0.53,-0.0017,0.15,up,35.174,241642,125817,111993,159436,144504,248859,296590,261159,164567,96450,112524,111988,121940,117791,114917
100,0.635,21.101,160.57,259.0261,171240,-1,5,6,100,x,FALSE,0.635,21.101,160.57,259.0261,171240,0.42,6,,,,,0,,0,,,,,16,up,99.999,234062,286508,144405,104667,123802,133997,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
101,3.276,32.022,238.03,511.4018,169337,-1,4,10,100,x,FALSE,3.226,32.138,238.9,511.4005,169337,0.35,6,3.35,31.848,236.71,511.4036,232,1.7,4,-0.124,0.29,2.19,-0.0031,9.51,up,100,238108,79439,159011,206796,207866,124799,574,0.001,0.001,1159,149,0.001,209,0.001,0.001
102,3.129,22.289,169.98,249.1486,162849,-1,5,15,100,x,FALSE,3.144,22.332,170.31,249.1475,162849,1.05,6,3.12,22.261,169.76,249.1493,109874,1.07,9,0.025,0.07,0.54,-0.0018,0.57,up,51.463,340107,417949,90638,44182,45157,39059,27720,18482,52811,313196,254183,219291,29426,31618,42140
103,2.546,28.542,212.51,476.2779,161886,-1,5,5,100,x,FALSE,2.546,28.542,212.51,476.2779,161886,1.24,5,,,,,0,,0,,,,,16,up,97.126,132451,7647,414101,0.001,3550,413567,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
104,4.12,24.253,183.23,307.2633,159925,-1,4,12,100,x,FALSE,4.169,24.295,183.55,307.2626,159925,0.59,6,4.072,24.211,182.9,307.2639,1382,1.02,6,0.096,0.085,0.65,-0.0013,6.85,up,99.982,212846,291688,186172,162677,62455,43714,267,1783,0.001,0.001,0.001,1188,2781,2988,3427
105,1.063,17.582,133.56,264.8887,158171,-1,7,6,100,x,FALSE,1.063,17.582,133.56,264.8887,158171,0.27,6,,,,,0,,0,,,,,16,up,100,172602,131914,217133,194162,122590,110622,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
106,3.503,21.648,165.35,241.2163,154201,-1,4,13,100,x,FALSE,3.493,21.666,165.49,241.2155,154201,0.29,6,3.512,21.632,165.22,241.2169,28019,0.6,7,-0.019,0.034,0.26,-0.0014,2.46,up,100,165984,212586,172057,170932,117920,85729,32130,34557,42259,27130,33600,45078,0.001,0.001,37415
107,4.198,39.196,288.54,835.5393,154153,-1,5,6,100,x,FALSE,4.198,39.196,288.54,835.5393,154153,0.28,6,,,,,0,,0,,,,,16,up,100,221466,148137,154173,93134,173682,134323,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
108,3.743,29.961,223.51,447.3473,153122,-1,3,6,100,x,FALSE,3.743,29.961,223.51,447.3473,153122,0.33,6,,,,,0,,0,,,,,16,up,100,198823,159749,100263,132042,103416,224437,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
109,2.379,28.867,216.55,374.2446,152653,-1,5,12,100,x,FALSE,2.388,28.94,217.11,374.244,152653,1.09,6,2.369,28.794,215.99,374.2451,61865,0.83,6,0.019,0.146,1.12,-0.0011,1.3,up,85.533,50930,28023,368172,366952,54889,46950,127431,98884,41337,0.001,0.001,0.001,93417,94825,100888
110,2.543,25.764,194.23,325.1842,152374,-1,5,15,84.1,x,FALSE,2.54,25.823,194.68,325.1831,152374,0.69,6,2.544,25.725,193.92,325.1849,100794,0.39,9,-0.004,0.098,0.75,-0.0017,0.6,up,80.141,175202,348009,146716,52695,111436,80185,138867,69139,111303,175525,86917,121057,59912,63825,80605
111,3.266,28.73,214.79,415.3212,150313,-1,4,6,100,x,FALSE,3.266,28.73,214.79,415.3212,150313,0.48,6,,,,,0,,0,,,,,16,up,99.998,108271,139967,144287,154614,71256,283482,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
112,3.19,21.229,161.83,250.1436,150249,-1,4,12,100,x,FALSE,3.178,21.251,162.01,250.1428,150249,0.52,6,3.203,21.206,161.66,250.1445,1081,1.28,6,-0.025,0.046,0.35,-0.0017,7.12,up,99.994,116453,119530,122989,116753,115245,310525,1434,1593,4337,1442,568,356,0.001,0.001,0.001
113,2.584,25.927,192.1,569.9691,149985,-1,3,15,100,x,FALSE,2.579,25.979,192.49,569.9682,149985,0.4,6,2.587,25.893,191.84,569.9697,23362,0.61,9,-0.008,0.086,0.65,-0.0015,2.68,up,99.997,224495,208926,172229,98864,113479,81916,27785,20197,49231,40176,26162,17978,8895,7233,12603
114,3.252,30.038,223.82,465.3589,149308,-1,4,10,100,x,FALSE,3.113,30.071,224.07,465.3586,149308,0.23,6,3.462,29.99,223.45,465.3594,81,1.65,4,-0.349,0.081,0.62,-0.0008,10.84,up,100,193224,118530,130010,145332,119461,189293,408,132,0.001,0.001,0.001,0.001,112,79,0.001
115,3.583,24.151,179.22,531.0095,146366,-1,4,6,100,x,FALSE,3.583,24.151,179.22,531.0095,146366,0.38,6,,,,,0,,0,,,,,16,up,100,207336,128138,219826,136323,79037,107535,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
116,2.363,27.531,205.59,429.3008,144082,-1,5,6,100,x,FALSE,2.363,27.531,205.59,429.3008,144082,0.24,6,,,,,0,,0,,,,,16,up,100,189696,139536,108657,156108,99844,170649,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
117,4.4,33.432,247.85,573.454,143802,-1,5,7,100,x,FALSE,4.384,33.452,248,573.4539,143802,0.66,6,4.493,33.313,246.96,573.4546,21,3,1,-0.108,0.139,1.03,-0.0007,12.76,up,99.951,248935,264878,68676,156233,43444,80644,0.001,0.001,187,0.001,0.001,0.001,0.001,0.001,0.001
118,2.87,23.723,179.41,299.2576,142104,-1,4,8,100,x,FALSE,2.835,23.745,179.58,299.2576,142104,0.29,6,2.976,23.656,178.9,299.2578,479,2.12,2,-0.141,0.089,0.68,-0.0002,8.21,up,100,124311,183819,203539,105022,119952,115981,0.001,0.001,1431,0.001,0.001,0.001,2879,0.001,0.001
119,2.797,32.477,240.51,599.3225,140705,-1,5,8,100,x,FALSE,2.737,32.508,240.74,599.322,140705,0.49,6,2.977,32.385,239.82,599.324,94,2.8,2,-0.241,0.123,0.91,-0.002,10.55,up,99.997,194114,11916,179178,116656,190143,152225,793,0.001,51,0.001,0.001,0.001,0.001,0.001,0.001
120,2.395,24.678,183.19,524.988,139821,-1,3,15,100,x,FALSE,2.39,24.732,183.59,524.9871,139821,0.37,6,2.398,24.642,182.91,524.9886,46817,0.55,9,-0.008,0.09,0.68,-0.0015,1.58,up,99.952,209778,175301,166594,104086,111879,71289,105665,63157,56487,41854,42194,32519,26169,24053,29252
121,3.364,33.691,249.68,582.3794,136990,-1,4,6,100,x,FALSE,3.364,33.691,249.68,582.3794,136990,0.85,6,,,,,0,,0,,,,,16,up,99.674,66049,128547,307987,36814,249706,32836,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
122,1.408,26.909,200.67,448.3062,136359,-1,5,5,100,x,FALSE,1.408,26.909,200.67,448.3062,136359,1.09,5,,,,,0,,0,,,,,16,up,98.485,334650,70025,0.001,101466,309347,2668,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
123,4.057,40.532,298.12,885.554,135480,-1,7,3,98.8,x,FALSE,4.057,40.532,298.12,885.554,135480,1.55,3,,,,,0,,0,,,,,16,up,93.014,130,0.001,406870,405878,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
124,3.783,19.717,151.18,223.0269,134071,-1,4,5,100,x,FALSE,3.757,19.75,151.44,223.0266,134071,0.85,4,3.888,19.583,150.15,223.0281,85,3,1,-0.131,0.167,1.29,-0.0015,10.62,up,99.669,0.001,0.001,240645,139854,157990,265939,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,766
125,2.868,29.932,222.3,526.2949,131896,-1,4,9,100,x,FALSE,2.937,29.989,222.73,526.2947,131896,0.35,6,2.729,29.818,221.43,526.2952,74,1.7,3,0.209,0.171,1.3,-0.0005,10.8,up,100,131421,184850,114973,53005,135592,171533,153,0.001,0.001,359,0.001,0.001,152,0.001,0.001
126,3.965,36.554,269.8,714.5114,131556,-1,5,7,100,x,FALSE,4.021,36.542,269.71,714.5114,131556,0.44,6,3.631,36.628,270.34,714.5114,646,3,1,0.39,-0.085,-0.63,0,7.67,up,99.999,118427,118573,139689,33642,177899,201107,5812,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
127,3.943,31.594,235.1,491.3747,131183,-1,2,6,99.3,x,FALSE,3.943,31.594,235.1,491.3747,131183,0.82,6,,,,,0,,0,,,,,16,up,99.748,287934,225088,58378,143395,58460,13845,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
128,4.44,37.177,274.15,748.5325,130883,-1,5,6,100,x,FALSE,4.471,37.262,274.8,748.5314,130883,0.85,4,4.377,37.006,272.87,748.5346,21337,2.54,2,0.094,0.256,1.93,-0.0032,2.62,up,97.688,241448,249817,137671,0.001,156359,0.001,28538,0.001,0.001,0.001,0.001,0.001,163495,0.001,0.001
129,0.388,16.661,129.71,172.9894,127089,-1,5,7,100,x,FALSE,0.392,16.657,129.67,172.989,127089,0.7,6,0.364,16.684,129.9,172.9924,14,3,1,0.028,-0.027,-0.22,-0.0034,13.18,up,99.926,248315,130353,63360,64103,219396,37004,0.001,0.001,0.001,0.001,123,0.001,0.001,0.001,0.001
130,4.051,33.642,249.22,591.4647,124262,-1,4,8,99.8,x,FALSE,4.053,33.63,249.14,591.4648,124262,0.99,6,4.048,33.677,249.47,591.4646,123,2.42,2,0.005,-0.047,-0.33,0.0001,9.98,up,99.119,199915,343966,47241,60136,56784,37530,0.001,895,0.001,0.001,0.001,0.001,0.001,211,0.001
131,1.736,23.162,174.83,313.1174,124073,-1,4,3,100,x,FALSE,1.736,23.162,174.83,313.1174,124073,1.1,3,,,,,0,,0,,,,,16,up,98.42,276496,239458,0.001,228484,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
132,2.897,29.334,218.1,502.2961,123777,-1,4,10,100,x,FALSE,2.971,29.353,218.26,502.2945,123777,0.43,6,2.785,29.305,217.88,502.2986,102,1.34,4,0.186,0.048,0.38,-0.0041,10.24,up,99.999,127299,128948,126665,144007,188387,27354,377,133,0.001,205,203,0.001,0.001,0.001,0.001
133,0.923,16.424,124.55,272.9953,123537,-1,1,15,96.5,x,FALSE,0.92,16.458,124.8,272.9943,123537,0.36,6,0.925,16.402,124.38,272.996,74615,0.81,9,-0.005,0.056,0.42,-0.0017,0.73,up,88.492,208638,114117,81702,103822,126141,106800,205071,148260,66415,25224,36033,36809,53359,49231,51131
134,2.545,23.566,178.27,297.2427,122228,-1,4,13,100,x,FALSE,2.562,23.586,178.43,297.2419,122228,0.61,6,2.532,23.548,178.13,297.2434,4471,2.27,7,0.03,0.038,0.3,-0.0015,4.77,up,99.962,81836,130629,115683,53623,264669,86928,31414,3373,0.001,1744,803,879,1331,0.001,695
135,3.588,33.966,251.72,581.456,122125,-1,4,8,100,x,FALSE,3.633,33.958,251.68,581.456,122125,0.57,6,3.454,33.989,251.87,581.456,41,1.99,2,0.179,-0.03,-0.2,0,11.56,up,99.987,69197,65904,81149,135612,131258,249631,189,0.001,0.001,176,0.001,0.001,0.001,0.001,0.001
136,0.924,17.133,131.36,220.9386,118942,-1,7,6,100,,FALSE,0.924,17.133,131.36,220.9386,118942,0.23,6,,,,,0,,0,,,,,16,up,100,125239,117889,145356,148615,77332,99223,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
137,3.194,29.971,223.32,465.359,116755,-1,5,8,92.9,x,FALSE,3.15,30.099,224.29,465.3584,116755,0.97,4,3.238,29.843,222.36,465.3595,100,1.46,4,-0.089,0.256,1.92,-0.001,10.2,up,99.243,261154,55927,0.001,212306,0.001,171143,419,201,95,0.001,0.001,0.001,181,0.001,0.001
138,3.054,30.072,224.08,465.3586,115589,-1,2,5,98.9,x,FALSE,2.973,30.042,223.86,465.3581,115589,1.05,4,3.38,30.194,224.99,465.3604,6,3,1,-0.407,-0.152,-1.13,-0.0023,14.32,up,98.78,329982,133538,0.001,0.001,93957,136057,0.001,0.001,51,0.001,0.001,0.001,0.001,0.001,0.001
139,2.302,24.085,178.72,531.0106,113999,-1,4,15,100,,FALSE,2.298,24.131,179.07,531.0097,113999,0.42,6,2.304,24.054,178.49,531.0112,27004,0.39,9,-0.006,0.077,0.58,-0.0015,2.08,up,99.988,173411,144317,145766,89434,80250,50816,49839,25991,38264,26017,24588,22592,20268,16862,18619
140,4.515,37.014,273,742.5419,113274,-1,4,5,100,x,FALSE,4.515,37.014,273,742.5419,113274,1.02,5,,,,,0,,0,,,,,16,up,98.957,40837,185825,173089,279226,0.001,666,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
141,3.859,30.305,225.27,509.3316,112827,-1,2,6,100,x,FALSE,3.859,30.305,225.27,509.3316,112827,0.58,6,,,,,0,,0,,,,,16,up,99.986,59752,93292,77284,56992,191394,198247,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
142,3.04,24.88,187.5,327.2896,112122,-1,4,9,100,x,FALSE,3.154,24.888,187.56,327.2889,112122,0.85,6,2.814,24.865,187.38,327.2909,87,1.85,3,0.34,0.023,0.18,-0.002,10.33,up,99.67,124787,32883,232340,220079,30422,32220,253,0.001,0.001,456,76,0.001,0.001,0.001,0.001
143,2.194,23.421,174.31,473.9877,111417,-1,3,15,100,x,FALSE,2.189,23.468,174.66,473.9868,111417,0.44,6,2.197,23.391,174.07,473.9884,49261,0.78,9,-0.008,0.077,0.58,-0.0016,1.18,up,98.369,181411,144901,127290,84078,85009,45810,132539,95254,46995,28651,31109,28692,26026,26166,27918
144,3.934,37.191,274.33,738.5125,111141,-1,4,8,99.7,x,FALSE,3.978,37.143,273.98,738.5122,111141,0.62,6,3.804,37.334,275.36,738.5133,2219,2.43,2,0.174,-0.192,-1.38,-0.001,5.65,up,99.964,85556,57369,113851,30323,161875,217871,16207,0.001,0.001,3760,0.001,0.001,0.001,0.001,0.001
145,3.527,28.499,210.68,639.083,110710,-1,5,6,100,,FALSE,3.527,28.499,210.68,639.083,110710,0.47,6,,,,,0,,0,,,,,16,up,99.998,170197,147294,152382,84963,57007,52419,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
146,3.644,23.223,176.15,279.3211,109655,-1,2,4,66.1,x,FALSE,3.644,23.223,176.15,279.3211,109655,0.78,4,,,,,0,,0,,,,,16,up,99.822,166143,184945,151623,155219,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
147,3.965,25.14,189.37,331.2639,108209,-1,4,12,100,,FALSE,3.982,25.31,190.66,331.263,108209,0.3,6,3.947,24.97,188.08,331.2649,236,0.76,6,0.035,0.34,2.58,-0.002,8.84,up,100,142329,154094,94109,89651,68645,100428,317,0.001,362,0.001,0.001,350,355,402,336
148,2.674,29.823,221.68,509.2894,107738,-1,5,6,100,x,FALSE,2.674,29.823,221.68,509.2894,107738,0.45,6,,,,,0,,0,,,,,16,up,99.999,134227,177837,129086,54246,97270,53760,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
149,3.006,29.254,217.77,480.3096,107291,-1,4,4,91,x,FALSE,2.992,29.282,217.99,480.3091,107291,1.12,3,3.049,29.17,217.12,480.3111,39,3,1,-0.056,0.112,0.87,-0.002,11.44,up,98.322,205403,253773,184571,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,347,0.001,0.001
150,2.939,23.726,179.43,299.2582,105350,-1,4,7,100,x,FALSE,2.856,23.714,179.35,299.2575,105350,0.66,5,3.146,23.755,179.65,299.26,154,2,2,-0.29,-0.041,-0.3,-0.0025,9.41,up,99.953,162069,115952,0.001,181094,127078,45904,0.001,0.001,0.001,0.001,759,631,0.001,0.001,0.001
151,3.633,33.185,245.71,605.4067,104879,-1,4,4,100,x,FALSE,3.633,33.185,245.71,605.4067,104879,1.58,4,,,,,0,,0,,,,,16,up,92.47,0.001,37432,0.001,2715,414587,174537,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
152,3.307,23.201,175.41,301.1653,103392,-1,5,15,100,x,FALSE,3.321,23.251,175.78,301.1642,103392,0.48,6,3.297,23.169,175.15,301.1661,16418,0.59,9,0.024,0.082,0.63,-0.0018,2.65,up,99.983,73317,95637,188687,134539,62631,65541,36928,15257,28089,9003,7802,10428,14041,11872,14346
153,3.054,33.059,245.69,517.3906,103203,-1,4,6,100,x,FALSE,3.054,33.059,245.69,517.3906,103203,0.51,6,,,,,0,,0,,,,,16,up,99.996,179571,69362,97070,155372,63544,54300,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
154,4.106,19.738,151.35,223.0265,102576,-1,4,5,100,x,FALSE,4.138,19.76,151.51,223.0266,102576,1.06,4,3.98,19.653,150.69,223.0261,36,3,1,0.158,0.107,0.83,0.0005,11.47,up,98.707,0.001,0.001,214525,87888,57105,255937,0.001,325,0.001,0.001,0.001,0.001,0.001,0.001,0.001
155,3.572,21.582,164.84,241.2162,102092,-1,5,6,100,x,FALSE,3.609,21.607,165.03,241.2155,102092,1.08,4,3.497,21.533,164.46,241.2177,7129,1.98,2,0.112,0.074,0.57,-0.0023,3.84,up,97.774,231826,214407,0.001,154266,0.001,12053,0.001,0.001,0.001,0.001,0.001,0.001,31587,32571,0.001
156,2.507,26.566,199.43,365.2682,101856,-1,4,6,73.8,x,FALSE,2.453,26.618,199.82,365.2685,101856,0.83,5,2.775,26.305,197.46,365.2665,16,3,1,-0.323,0.313,2.36,0.002,12.63,up,99.735,176043,60762,44269,108023,0.001,222037,145,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
157,3.027,20.888,159.81,233.1522,99535,-1,4,6,100,,FALSE,3.027,20.888,159.81,233.1522,99535,0.54,6,,,,,0,,0,,,,,16,up,99.992,127430,17087,116981,95866,66073,173773,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
158,2.793,33.572,248.61,602.3484,99439,-1,4,6,100,,FALSE,2.793,33.572,248.61,602.3484,99439,0.16,6,,,,,0,,0,,,,,16,up,100,106785,74519,111195,84717,111174,108244,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
159,0.389,16.766,129.76,188.9842,98083,-1,4,7,100,,FALSE,0.394,16.769,129.78,188.9837,98083,0.44,6,0.359,16.749,129.64,188.9871,18,3,1,0.035,0.02,0.14,-0.0035,12.43,up,99.999,119253,129320,119211,52185,133621,34908,0.001,0.001,0.001,0.001,0.001,160,0.001,0.001,0.001
160,0.487,20.551,156.82,245.0466,98022,-1,5,5,100,x,FALSE,0.487,20.551,156.82,245.0466,98022,1.43,5,,,,,0,,0,,,,,16,up,94.86,13820,40475,165970,354705,0.001,13164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
161,3.714,31.423,234.44,447.3485,96977,-1,5,6,88.8,x,FALSE,3.721,31.422,234.44,447.3478,96977,0.66,5,3.678,31.43,234.45,447.3521,25,3,1,0.043,-0.007,-0.01,-0.0043,11.9,up,99.953,148725,181093,94262,97287,0.001,60494,0.001,0.001,0.001,228,0.001,0.001,0.001,0.001,0.001
162,2.707,29.187,217.81,441.3581,96872,-1,4,6,100,,FALSE,2.707,29.187,217.81,441.3581,96872,0.52,6,,,,,0,,0,,,,,16,up,99.995,176537,33750,61935,113169,78582,117258,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
163,2.558,22.904,173.35,293.1783,96644,-1,5,15,100,x,FALSE,2.556,22.944,173.66,293.1772,96644,0.69,6,2.56,22.878,173.15,293.179,61734,0.85,9,-0.004,0.066,0.51,-0.0017,0.65,up,72.392,103440,162390,185650,27150,68321,32913,197224,31036,50351,43867,53300,73794,40910,36922,28200
