ID,RT,DT,CCS,m/z,Abundance,Z,Ions,Freq.,Q Score,Sat.,Mark,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Abundance,RSD,Freq.,RT,DT,CCS,m/z,Log2(A1/A2),Expression,Diff.Score,148 B2 16632.d.DeMP, 149 B2 16631.d.DeMP, 220 B3 16562.d.DeMP, 221 B3 16563.d.DeMP, 291 B4 16634.d.DeMP, 295 B4 16707.d.DeMP,Blank 1.d,Blank 2.d,Blank 3.d,Blank 4.d,Blank 5.d,Blank 6.d,Blank 7.d,Blank 8.d,Blank 9.d
11031,1.276,23.766,179.59,305.1379,220,-1,1,4,99.5,,FALSE,1.276,23.766,179.59,305.1379,220,0.81,4,,,,,0,,0,,,,,16,up,99.76,432,322,0.001,0.001,272,292,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11032,4.689,43.234,317.81,929.5812,220,-1,2,2,96.8,,FALSE,4.689,43.234,317.81,929.5812,220,1.65,2,,,,,0,,0,,,,,16,up,91.306,459,858,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11033,1.674,29.481,219.64,467.3007,220,-1,2,4,97.2,,FALSE,1.674,29.481,219.64,467.3007,220,0.98,4,,,,,0,,0,,,,,16,up,99.174,374,89,0.001,358,496,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11034,0.94,23.136,174.72,309.0418,220,-1,1,3,97.8,,FALSE,0.94,23.136,174.72,309.0418,220,1.27,3,,,,,0,,0,,,,,16,up,96.87,0.001,0.001,694,328,0.001,295,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11035,1.641,28.323,248.85,59.0125,220,-1,1,8,97.4,,FALSE,1.736,28.331,248.93,59.0121,220,0.98,4,1.547,28.315,248.76,59.013,152,1.3,4,0.189,0.016,0.17,-0.0009,0.53,up,45.69,255,0.001,126,0.001,461,475,0.001,0.001,389,428,404,0.001,0.001,0.001,150
11036,1.962,30.797,228.7,530.2516,220,-1,1,3,78.2,,FALSE,1.962,30.797,228.7,530.2516,220,1.33,3,,,,,0,,0,,,,,16,up,96.106,709,0.001,0.001,0.001,425,183,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11037,2.755,24.804,186.73,336.145,219,-1,1,2,63.7,,FALSE,2.755,24.804,186.73,336.145,219,1.69,2,,,,,0,,0,,,,,16,up,90.602,0.001,895,0.001,421,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11038,3.208,42.67,313.65,926.6159,219,-1,3,8,92.9,,FALSE,3.163,42.682,313.75,926.6166,219,0.78,5,3.282,42.65,313.49,926.6147,112,1.77,3,-0.119,0.033,0.27,0.0019,0.97,up,70.223,163,120,290,501,242,0.001,445,94,0.001,0.001,0.001,0.001,0.001,0.001,468
11039,1.287,33.6,248.51,637.1987,219,-1,2,3,98.1,,FALSE,1.287,33.6,248.51,637.1987,219,1.15,3,,,,,0,,0,,,,,16,up,98.028,0.001,508,297,511,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11040,2.256,29.189,217.6,457.2926,219,-1,2,4,82.2,,FALSE,2.256,29.189,217.6,457.2926,219,1.01,4,,,,,0,,0,,,,,16,up,99.035,566,122,290,0.001,337,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11041,1.336,20.285,153.85,277.0021,219,-1,3,2,99.9,,FALSE,1.336,20.285,153.85,277.0021,219,1.84,2,,,,,0,,0,,,,,16,up,87.93,0.001,0.001,1003,0.001,0.001,312,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11042,2.133,26.303,197.77,349.2366,219,-1,2,2,56.1,,FALSE,2.133,26.303,197.77,349.2366,219,1.58,2,,,,,0,,0,,,,,16,up,92.447,0.001,772,0.001,543,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11043,3.223,35.299,261,649.4679,219,-1,3,4,88.2,,FALSE,3.032,35.296,260.98,649.4699,219,1.25,3,3.794,35.308,261.07,649.4618,17,3,1,-0.762,-0.013,-0.09,0.008,3.71,up,95.417,569,0.001,201,0.001,0.001,545,151,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11044,3.454,35.697,263.93,652.5163,219,-1,1,3,71.5,,FALSE,3.454,35.697,263.93,652.5163,219,1.16,3,,,,,0,,0,,,,,16,up,97.934,0.001,297,454,0.001,564,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11045,3.948,35.194,259.85,699.3786,219,-1,2,2,69.9,,FALSE,3.948,35.194,259.85,699.3786,219,1.91,2,,,,,0,,0,,,,,16,up,86.642,0.001,0.001,0.001,269,0.001,1045,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11046,3.671,28.489,212.98,415.3203,219,-1,2,2,82.4,,FALSE,3.786,28.308,211.62,415.3204,219,2.45,1,3.557,28.67,214.34,415.3202,33,3,1,0.229,-0.362,-2.72,0.0001,2.74,up,67.993,0.001,1314,0.001,0.001,0.001,0.001,296,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11047,0.914,16.437,124.69,270.9875,219,-1,1,6,99.2,,FALSE,0.922,16.446,124.76,270.9869,219,0.93,4,0.9,16.419,124.55,270.9885,90,2.06,2,0.022,0.028,0.21,-0.0016,1.29,up,77.489,541,280,0.001,293,200,0.001,504,303,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11048,1.181,25.26,189.41,375.1834,219,-1,1,4,92.9,,FALSE,1.181,25.26,189.41,375.1834,219,1.07,4,,,,,0,,0,,,,,16,up,98.69,157,0.001,294,627,236,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11049,1.616,12.614,98.57,160.9086,219,-1,1,4,46.5,,FALSE,1.593,12.617,98.59,160.9086,219,1.13,3,1.686,12.606,98.51,160.9088,50,3,1,-0.092,0.011,0.08,-0.0002,2.14,up,88.115,0.001,451,0.001,340,0.001,522,446,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11050,4.54,32.008,237.93,509.4577,219,-1,2,2,91.4,,FALSE,4.525,31.957,237.58,509.456,219,2.45,1,4.555,32.058,238.29,509.4594,85,3,1,-0.03,-0.101,-0.71,-0.0034,1.37,up,47.628,0.001,1313,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,764,0.001,0.001
11051,0.325,24.041,179.78,404.9692,219,-1,1,8,83.6,,FALSE,0.268,24.093,180.18,404.9683,219,0.87,4,0.383,23.988,179.38,404.9701,174,1.19,4,-0.114,0.106,0.8,-0.0018,0.33,up,31.773,0.001,183,421,417,292,0.001,403,0.001,366,0.001,0.001,409,0.001,392,0.001
11052,1.995,27.654,207.87,353.1593,219,-1,1,4,95.9,,FALSE,1.995,27.654,207.87,353.1593,219,0.93,4,,,,,0,,0,,,,,16,up,99.419,208,235,0.001,343,0.001,527,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11053,2.813,34.898,258.14,637.4354,219,-1,3,3,52.5,,FALSE,2.813,34.898,258.14,637.4354,219,1.28,3,,,,,0,,0,,,,,16,up,96.756,0.001,0.001,332,282,699,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11054,4.075,39.966,293.98,879.5071,219,-1,2,2,100,,FALSE,4.075,39.966,293.98,879.5071,219,1.9,2,,,,,0,,0,,,,,16,up,86.806,1039,0.001,0.001,0.001,274,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11055,1.169,28.273,210.91,445.2941,219,-1,2,2,57.6,,FALSE,1.169,28.273,210.91,445.2941,219,1.58,2,,,,,0,,0,,,,,16,up,92.587,755,557,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11056,3.542,32.726,240.38,942.9456,219,-1,1,4,75.4,,FALSE,3.542,32.726,240.38,942.9456,219,0.82,4,,,,,0,,0,,,,,16,up,99.738,0.001,0.001,343,432,246,291,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11057,3.579,30.531,227.45,469.5045,219,-1,2,2,45.9,,FALSE,3.579,30.531,227.45,469.5045,219,2.12,2,,,,,0,,0,,,,,16,up,82.749,0.001,0.001,0.001,0.001,1156,156,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11058,2.392,29.541,219.6,507.3283,219,-1,1,2,42.7,,FALSE,2.392,29.541,219.6,507.3283,219,2.06,2,,,,,0,,0,,,,,16,up,83.846,0.001,0.001,186,1126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11059,3.449,40.351,297.21,810.6063,219,-1,1,3,81.4,,FALSE,3.449,40.351,297.21,810.6063,219,1.31,3,,,,,0,,0,,,,,16,up,96.358,0.001,150,562,0.001,0.001,600,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11060,1.996,31.272,232.41,515.2985,219,-1,2,3,60.6,,FALSE,1.996,31.272,232.41,515.2985,219,1.49,3,,,,,0,,0,,,,,16,up,93.859,245,0.001,0.001,224,0.001,843,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11061,0.587,20.602,162.85,143.1051,219,-1,1,2,45.9,,FALSE,0.587,20.602,162.85,143.1051,219,1.68,2,,,,,0,,0,,,,,16,up,90.807,430,0.001,0.001,0.001,0.001,882,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11062,0.718,26.847,198.65,608.8245,219,-1,1,6,79.1,,FALSE,0.586,26.838,198.58,608.8253,219,0.6,5,1.378,26.891,198.95,608.8207,7,3,1,-0.792,-0.053,-0.37,0.0046,4.88,up,99.964,345,247,198,358,164,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67
11063,1.606,21.365,159.4,430.9749,219,-1,1,9,92.8,,FALSE,1.548,21.406,159.7,430.9732,219,0.69,5,1.679,21.315,159.02,430.977,104,1.3,4,-0.131,0.09,0.68,-0.0038,1.08,up,85.302,107,354,0.001,162,373,315,0.001,0.001,0.001,235,112,256,0.001,0.001,329
11064,1.516,23.199,175.49,297.2049,219,-1,1,6,88.6,,FALSE,1.495,23.19,175.42,297.2052,219,0.83,5,1.619,23.244,175.83,297.2038,7,3,1,-0.124,-0.054,-0.41,0.0013,5.06,up,99.65,183,186,80,0.001,472,390,59,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11065,3.632,40.466,298.32,770.5728,219,-1,2,5,80.4,,FALSE,3.554,40.448,298.18,770.5724,219,1.16,3,3.75,40.493,298.52,770.5734,103,2.05,2,-0.197,-0.045,-0.33,-0.001,1.08,up,64.208,387,591,333,0.001,0.001,0.001,569,0.001,362,0.001,0.001,0.001,0.001,0.001,0.001
11066,1.659,27.285,203.78,427.266,219,-1,1,2,44,,FALSE,1.659,27.285,203.78,427.266,219,2.3,2,,,,,0,,0,,,,,16,up,79.36,0.001,0.001,0.001,1243,68,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11067,2.488,27.338,205.12,371.2595,218,-1,2,3,59.4,,FALSE,2.488,27.338,205.12,371.2595,218,1.54,3,,,,,0,,0,,,,,16,up,93.214,0.001,0.001,144,311,0.001,855,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11068,2.503,28.198,211.67,367.2261,218,-1,2,3,98.3,,FALSE,2.503,28.198,211.67,367.2261,218,1.44,3,,,,,0,,0,,,,,16,up,94.695,794,345,0.001,0.001,0.001,171,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11069,2.895,29.397,218.83,481.5872,218,-1,1,2,47.3,,FALSE,2.895,29.397,218.83,481.5872,218,2.16,2,,,,,0,,0,,,,,16,up,82.006,1174,0.001,0.001,136,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11070,3,24.897,187.59,329.2674,218,-1,3,2,52.5,,FALSE,3,24.897,187.59,329.2674,218,1.64,2,,,,,0,,0,,,,,16,up,91.545,0.001,839,471,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11071,4.328,40.47,298.32,771.5801,218,-1,3,8,57.9,,FALSE,4.311,40.523,298.73,771.5802,218,0.91,5,4.356,40.382,297.64,771.58,161,1.51,3,-0.045,0.142,1.1,0.0001,0.44,up,35.746,0.001,123,578,200,132,277,0.001,0.001,533,0.001,0.001,441,0.001,0.001,479
11072,2.528,44.072,323.84,956.7371,218,-1,3,3,88.3,,FALSE,2.528,44.072,323.84,956.7371,218,1.55,3,,,,,0,,0,,,,,16,up,92.961,875,0.001,216,219,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11073,2.031,30.587,227.56,493.3153,218,-1,2,2,86,,FALSE,2.031,30.587,227.56,493.3153,218,2.07,2,,,,,0,,0,,,,,16,up,83.748,0.001,0.001,183,1127,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11074,3.432,25.978,195.04,363.245,218,-1,1,2,98.8,,FALSE,3.545,25.989,195.12,363.2423,218,2.45,1,3.319,25.967,194.96,363.2478,18,3,1,0.227,0.022,0.16,-0.0056,3.63,up,72.475,0.001,0.001,0.001,0.001,0.001,1310,0.001,159,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11075,2.78,45.141,331.16,1083.6698,218,-1,2,5,90.9,,FALSE,2.78,45.141,331.16,1083.6698,218,0.54,5,,,,,0,,0,,,,,16,up,99.992,219,359,262,0.001,254,216,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11076,4.464,35.9,265.29,669.4595,218,-1,2,2,72,,FALSE,4.464,35.9,265.29,669.4595,218,1.67,2,,,,,0,,0,,,,,16,up,90.941,0.001,436,0.001,0.001,0.001,873,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11077,2.163,26.939,201.27,421.2348,218,-1,2,2,98.4,,FALSE,2.163,26.939,201.27,421.2348,218,1.55,2,,,,,0,,0,,,,,16,up,92.992,0.001,0.001,674,635,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11078,0.687,26.987,199.76,598.8722,218,-1,1,4,96.1,,FALSE,0.687,26.987,199.76,598.8722,218,0.8,4,,,,,0,,0,,,,,16,up,99.793,318,0.001,385,257,348,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11079,0.903,15.415,135.15,59.0126,218,-1,1,7,85.2,,FALSE,0.899,15.447,135.43,59.012,218,1.07,4,0.909,15.371,134.77,59.0134,59,1.78,3,-0.01,0.076,0.66,-0.0014,1.87,up,90.496,0.001,0.001,219,127,354,608,0.001,92,0.001,137,306,0.001,0.001,0.001,0.001
11080,0.656,19.426,148.14,247.0258,218,-1,1,2,99,,FALSE,0.656,19.426,148.14,247.0258,218,1.55,2,,,,,0,,0,,,,,16,up,92.921,609,0.001,699,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11081,2.514,26.175,196.02,391.1726,218,-1,1,4,95.1,,FALSE,2.514,26.175,196.02,391.1726,218,0.95,4,,,,,0,,0,,,,,16,up,99.317,359,348,0.001,113,0.001,488,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11082,2.562,24.225,183.22,299.2211,218,-1,1,3,75.7,,FALSE,2.562,24.225,183.22,299.2211,218,1.26,3,,,,,0,,0,,,,,16,up,96.993,670,0.001,382,0.001,0.001,256,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11083,4.532,31.21,231.96,513.3948,218,-1,2,2,84.1,,FALSE,4.532,31.21,231.96,513.3948,218,1.59,2,,,,,0,,0,,,,,16,up,92.364,776,532,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11084,1.174,25.255,189.99,343.2478,218,-1,1,2,35.8,,FALSE,1.174,25.255,189.99,343.2478,218,1.55,2,,,,,0,,0,,,,,16,up,92.991,0.001,0.001,634,0.001,674,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11085,3.919,36.025,266.06,690.5076,218,-1,2,3,88.3,,FALSE,3.919,36.025,266.06,690.5076,218,1.35,3,,,,,0,,0,,,,,16,up,95.891,0.001,199,0.001,732,376,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11086,3.394,28.382,212.45,399.3465,218,-1,2,2,66,,FALSE,3.394,28.382,212.45,399.3465,218,1.59,2,,,,,0,,0,,,,,16,up,92.347,0.001,0.001,530,777,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11087,1.025,2.765,22.22,94.9239,218,-1,1,5,87.9,,FALSE,0.911,2.768,22.23,94.9236,218,1.51,4,1.482,2.756,22.2,94.9252,9,3,1,-0.571,0.012,0.03,-0.0016,4.56,up,92.38,138,0.001,214,86,0.001,869,0.001,0.001,0.001,0.001,83,0.001,0.001,0.001,0.001
11088,3.947,41.641,306.38,870.681,218,-1,2,2,36.5,,FALSE,3.947,41.641,306.38,870.681,218,1.7,2,,,,,0,,0,,,,,16,up,90.518,414,0.001,0.001,893,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11089,3.14,37.591,277.1,763.5159,218,-1,3,3,52.5,,FALSE,2.837,37.417,275.84,763.5162,218,2,2,3.745,37.938,279.62,763.5153,63,3,1,-0.907,-0.52,-3.78,0.0009,1.79,up,64.389,0.001,0.001,1087,220,0.001,0.001,0.001,0.001,0.001,565,0.001,0.001,0.001,0.001,0.001
11090,2.399,29.955,222.44,528.2742,218,-1,1,6,59.9,,FALSE,2.072,30.054,223.19,528.2737,218,1.1,3,2.726,29.855,221.7,528.2748,77,1.6,3,-0.654,0.199,1.49,-0.0011,1.5,up,84.394,0.001,440,0.001,451,415,0.001,308,138,0.001,0.001,0.001,0.001,249,0.001,0.001
11091,1.647,11.627,91.75,141.0128,218,-1,1,5,97.2,,FALSE,1.647,11.627,91.75,141.0128,218,0.78,5,,,,,0,,0,,,,,16,up,99.825,190,143,315,496,161,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11092,2.553,30.86,228.98,548.2991,217,-1,2,3,96.8,,FALSE,2.553,30.86,228.98,548.2991,217,1.21,3,,,,,0,,0,,,,,16,up,97.44,0.001,608,249,0.001,447,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11093,4.471,30.682,227.48,566.2521,217,-1,2,5,97.9,,FALSE,4.471,30.682,227.48,566.2521,217,0.78,5,,,,,0,,0,,,,,16,up,99.823,424,282,82,0.001,139,377,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11094,4.113,34.305,253.91,617.4786,217,-1,1,3,37.4,,FALSE,4.113,34.305,253.91,617.4786,217,1.31,3,,,,,0,,0,,,,,16,up,96.408,609,0.001,154,541,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11095,4.419,33.857,256.92,283.2622,217,-1,2,3,56.5,,FALSE,4.419,33.857,256.92,283.2622,217,1.36,3,,,,,0,,0,,,,,16,up,95.797,0.001,0.001,0.001,164,426,714,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11096,0.489,19.861,151,262.9666,217,-1,2,3,86.1,,FALSE,0.439,19.817,150.66,262.9682,217,2.3,2,0.587,19.949,151.67,262.9633,10,3,1,-0.147,-0.132,-1.01,0.005,4.39,up,77.214,0.001,0.001,70,0.001,1233,0.001,93,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11097,2.725,27.069,206.31,255.2313,217,-1,1,2,95.7,,FALSE,2.725,27.069,206.31,255.2313,217,2.17,2,,,,,0,,0,,,,,16,up,81.843,1172,0.001,0.001,0.001,131,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11098,1.527,23.951,197.6,92.9261,217,-1,1,6,74.3,,FALSE,1.808,23.974,197.8,92.9256,217,1.7,2,1.386,23.94,197.51,92.9264,66,1.37,4,0.422,0.034,0.29,-0.0008,1.73,up,74.776,408,0.001,0.001,0.001,895,0.001,0.001,155,54,0.001,146,235,0.001,0.001,0.001
11099,0.529,24.6,216.06,59.0118,217,-1,1,7,82.2,,FALSE,0.362,24.664,216.62,59.0116,217,1.01,4,0.751,24.515,215.31,59.012,110,1.75,3,-0.39,0.148,1.31,-0.0004,0.98,up,66.611,533,0.001,114,0.001,399,257,394,487,0.001,0.001,0.001,0.001,0.001,0.001,108
11100,4.68,39.689,292.59,764.5971,217,-1,2,5,66.1,,FALSE,4.602,39.492,291.16,764.5993,217,1.99,2,4.733,39.82,293.54,764.5956,172,1.52,3,-0.131,-0.328,-2.38,0.0037,0.34,up,19.579,0.001,0.001,0.001,1080,223,0.001,0.001,0.001,551,0.001,0.001,588,0.001,410,0.001
11101,0.409,21.918,166.57,267.1561,217,-1,1,2,49.3,,FALSE,0.409,21.918,166.57,267.1561,217,1.65,2,,,,,0,,0,,,,,16,up,91.338,0.001,847,0.001,0.001,456,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11102,1.553,22.16,194.57,59.0127,217,-1,1,5,98,,FALSE,1.556,22.119,194.21,59.0122,217,0.87,4,1.542,22.324,196,59.0147,32,3,1,0.014,-0.205,-1.79,-0.0025,2.75,up,97.434,407,0.001,311,178,407,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,291,0.001
11103,3.28,28.578,213.13,450.4356,217,-1,1,3,67,,FALSE,3.28,28.578,213.13,450.4356,217,1.37,3,,,,,0,,0,,,,,16,up,95.664,0.001,663,518,121,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11104,3.923,30.995,230.77,480.3774,217,-1,1,2,54.4,,FALSE,3.923,30.995,230.77,480.3774,217,1.95,2,,,,,0,,0,,,,,16,up,85.844,0.001,0.001,1060,242,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11105,0.991,22.184,167.09,328.9817,217,-1,2,7,58.2,,FALSE,0.865,22.243,167.54,328.9818,217,1.1,3,1.086,22.139,166.75,328.9817,166,1.23,4,-0.221,0.104,0.79,0.0001,0.39,up,33.763,0.001,413,0.001,0.001,423,466,399,0.001,470,0.001,266,0.001,0.001,0.001,357
11106,2.587,33.072,244.84,608.3582,217,-1,2,3,70,,FALSE,2.587,33.072,244.84,608.3582,217,1.44,3,,,,,0,,0,,,,,16,up,94.733,301,0.001,0.001,204,797,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11107,3.323,41.392,304.68,845.6731,217,-1,2,2,46.3,,FALSE,3.323,41.392,304.68,845.6731,217,2.27,2,,,,,0,,0,,,,,16,up,79.975,0.001,83,1219,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11108,0.386,26.629,197.53,544.9111,217,-1,1,10,75.1,,FALSE,0.238,26.684,197.94,544.9101,217,0.42,6,0.607,26.546,196.9,544.9126,167,1.22,4,-0.368,0.137,1.04,-0.0025,0.38,up,41.878,206,207,388,223,142,136,0.001,0.001,0.001,0.001,408,0.001,396,435,260
11109,3.242,26.487,198.19,401.2467,217,-1,1,4,92.1,,FALSE,3.117,26.544,198.62,401.2457,217,1.13,3,3.618,26.315,196.88,401.2497,8,3,1,-0.501,0.229,1.74,-0.0041,4.8,up,97.747,339,534,0.001,429,0.001,0.001,0.001,0.001,0.001,70,0.001,0.001,0.001,0.001,0.001
11110,1.187,12.642,98.88,158.9083,217,-1,1,3,50.4,,FALSE,1.187,12.642,98.88,158.9083,217,1.1,3,,,,,0,,0,,,,,16,up,98.437,392,0.001,462,0.001,448,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11111,0.376,19.015,148.88,161.0218,217,-1,1,2,96.9,,FALSE,0.376,19.015,148.88,161.0218,217,1.82,2,,,,,0,,0,,,,,16,up,88.303,0.001,0.001,322,0.001,980,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11112,2.203,22.558,170.99,283.1067,217,-1,1,2,38.5,,FALSE,2.203,22.558,170.99,283.1067,217,1.62,2,,,,,0,,0,,,,,16,up,91.875,490,812,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11113,1.523,20.992,160.6,233.1529,217,-1,1,6,99.6,,FALSE,1.398,20.988,160.58,233.1517,217,0.87,4,1.771,20.998,160.65,233.1554,37,2.37,2,-0.372,-0.01,-0.07,-0.0036,2.54,up,97.418,224,0.001,298,479,300,0.001,0.001,0.001,0.001,0.001,0.001,0.001,71,0.001,264
11114,1.947,28.736,213.45,521.0724,217,-1,1,3,83.4,,FALSE,1.947,28.736,213.45,521.0724,217,1.11,3,,,,,0,,0,,,,,16,up,98.352,453,361,487,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11115,1.288,32.554,240.91,619.171,217,-1,1,3,98.1,,FALSE,1.288,32.554,240.91,619.171,217,1.13,3,,,,,0,,0,,,,,16,up,98.203,0.001,340,430,531,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11116,4.895,32.983,244.44,580.3399,217,-1,1,2,89.6,,FALSE,4.895,32.983,244.44,580.3399,217,2,2,,,,,0,,0,,,,,16,up,84.902,214,0.001,0.001,0.001,1086,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11117,4.022,26.148,198.32,282.2516,217,-1,1,4,80.5,,FALSE,4.022,26.148,198.32,282.2516,217,0.96,4,,,,,0,,0,,,,,16,up,99.279,0.001,0.001,468,414,107,311,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11118,1.859,37.868,305.25,116.9683,217,-1,1,6,91.1,,FALSE,1.771,37.799,304.7,116.9687,217,0.87,4,2.034,38.005,306.36,116.9676,81,2.17,2,-0.263,-0.206,-1.66,0.0011,1.42,up,82.212,0.001,406,435,214,245,0.001,507,0.001,221,0.001,0.001,0.001,0.001,0.001,0.001
11119,0.702,18.015,138.37,215.0324,217,-1,1,5,91.6,,FALSE,0.702,18.015,138.37,215.0324,217,0.83,5,,,,,0,,0,,,,,16,up,99.736,116,0.001,215,110,450,409,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11120,1.969,32.711,243.7,471.9918,217,-1,1,5,96.5,,FALSE,1.971,32.773,244.16,471.9927,217,1.41,3,1.966,32.617,243,471.9904,44,2.16,2,0.005,0.155,1.16,0.0024,2.31,up,86.987,721,0.001,462,0.001,0.001,117,271,122,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11121,2.195,28.015,217.5,185.1159,217,-1,1,2,93.6,,FALSE,2.195,28.015,217.5,185.1159,217,1.57,2,,,,,0,,0,,,,,16,up,92.646,559,0.001,0.001,0.001,0.001,741,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
11122,3.23,21.557,165.96,209.1888,217,-1,1,2,63.9,,FALSE,3.23,21.557,165.96,209.1888,217,1.55,2,,,,,0,,0,,,,,16,up,92.981,625,675,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
