Match,Match Source,Classification Type,ID,RT,DT,CCS,m/zs,Mass Error (ppm),CCS Error (%),RT Error (%),ES01.d.DeMP, ES04.d.DeMP, ES11.d.DeMP, ES12.d.DeMP, ES13.d.DeMP, ES14.d.DeMP, ES17.d.DeMP, ES19.d.DeMP, ES21.d.DeMP, ES22.d.DeMP, ES24.d.DeMP, ES28.d.DeMP, ES30.d.DeMP, ES32.d.DeMP, ES02.d.DeMP, ES03.d.DeMP, ES05.d.DeMP, ES06.d.DeMP, ES07.d.DeMP, ES08.d.DeMP, ES09.d.DeMP, ES10.d.DeMP, ES15.d.DeMP, ES16.d.DeMP, ES18.d.DeMP, ES20.d.DeMP, ES23.d.DeMP, ES25.d.DeMP, ES26.d.DeMP, ES27.d.DeMP, ES29.d.DeMP, ES31.d.DeMP, ES33.d.DeMP, ES34.d.DeMP, ES35.d.DeMP, ES36.d.DeMP, ES37.d.DeMP, ES38.d.DeMP, ES39.d.DeMP, ES40.d.DeMP, ES41.d.DeMP, ES42.d.DeMP,Detection Frequency (%),Average Abundance
"2,2,3,3-Tetrafluoro-3-({1,1,1,2,3,3-hexafluoro-3-[(trifluoroethenyl)oxy]propan-2-yl}oxy)propan-1-ol or [(Tridecafluorohexyl)oxy]acetic acid",External Targets,tentative,14799,9.40475,18.958,142.37750000000003,392.97740000000005,-7.07,N/A,N/A,3874.171,2264.4184999999998,0,4508.438,2101.1499999999996,1307.507,4767.739,0,4487.7519999999995,0,3446.346,0,0,0,6934.085499999999,4711.028,4758.477,5201.8949999999995,0,2957.302,4336.9169999999995,4023.884,5875.853999999999,6430.628199999999,1843.1770000000001,7404.91,0,3572.3460999999998,0,3465.0589999999997,2386.97,2472.5469999999996,3056.9107,4153.58,4184.342000000001,60050.074,2725.705,5701.773999999999,6774.46,5901.139,6044.831,3994.9939999999997,100,100
"2-[(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)oxy]ethan-1-ol or 4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluorononane-1,2-diol",External Targets,tentative,39964,10.835,21.287,159.26,393.0171,1.36,N/A,N/A,0,0,0,0,0,1346.969,0,0,0,0,0,0,0,738.2676,1138.305,0,0,987.1604,0,0,595.9344,552.8542,0,0,0,0,0,0,1258.8700000000001,1005.251,1501.804,0,0,0,0,0,0,0,0,0,2031.663,1070.599,100,100
"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol or 1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol",External Targets,tentative,2622,10.421,19.817,148.23,396.9718,-8.3 or 0.74,N/A,N/A,63572.819,131167.999,52870.749,95674.08899999999,133579.59900000002,16092.239,38761.629,61503.429000000004,51952.219000000005,145937.19900000002,126851.89899999999,63800.069,48055.879,58234.789000000004,34664.929000000004,22076.829,20440.839,19284.209,71097.739,27062.039,41214.199,80757.779,74238.379,106277.299,96178.58899999999,76968.08899999999,151136.899,101748.499,17736.839,12916.719,9979.11,94522.849,79773.72899999999,49311.749,147156.499,24652.709,69012.559,27121.519,108271.89899999999,28363.569,14927.829,7984.617,100,100
"1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Pentadecafluorocyclooctan-1-ol or 1H,1H-Perfluoro-3,6,9-trioxadecan-1-ol",External Targets,tentative,7306,13.0595,19.811,148.125,396.97220000000004,-7.29 or 1.75,N/A,N/A,15042.746,3478.8199999999997,12535.862000000001,8156.344999999999,5742.344999999999,9103.414,13889.905,1316.894,7482.224999999999,11284.419,5142.003,17588.739,7684.442,18428.28,8162.86,13488.282,17765.549,13885.557999999999,7754.857999999999,15606.482,3355.4269999999997,10890.759,1916.624,5701.107,11100.046699999999,2247.0769999999998,5663.6918000000005,19547.476000000002,7603.3189999999995,13995.083,14068.699,24949.435,34762.058000000005,24838.398999999998,11748.689,13684.169,23208.938,17423.752,26261.806,15647.489,26395.756,14567.3506,100,100
"Phenol, 4,4'-(2,2,3,3,4,4,5,5-octafluoropentylidene)bis-",External Targets,tentative,48297,8.493,20.204,151.1,399.0628,-2.19,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
Perfluoromethoxy perfluoropentane sulfonic acid,External Targets,tentative,53647,5.231,19.867,148.29,414.9278,-8.96,N/A,N/A,0,0,0,0,0,0,5942.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"(4-Bromophenyl){5-[difluoro(trifluoromethoxy)methyl]-5-hydroxy-3-methyl-4,5-dihydro-1H-pyrazol-1-yl}methanone",External Targets,tentative,80353,10.318,19.928,148.74,414.9691,-7.51,N/A,N/A,0,0,0,0,0,0,0,0,0,1575.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"(4-Bromophenyl){5-[difluoro(trifluoromethoxy)methyl]-5-hydroxy-3-methyl-4,5-dihydro-1H-pyrazol-1-yl}methanone",External Targets,tentative,70709,0.509,23.208,173.3,414.9745,5.5,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564.267,100,100
"N-(9,10-Dioxo-9,10-dihydroanthracen-1-yl)-2,2,3,3,4,4,4-heptafluorobutanamide or N-Benzyl-2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanamide",External Targets,tentative,69206,0.531,24.381,181.9,418.0341,5.12 or 8.23,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,2242.006,0,0,0,521.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"3-Benzamido-N-(2,2,3,3,4,4,4-heptafluorobutyl)benzamide or N-[4'-(2,2,3,3,4,4,4-Heptafluorobutanamido)[1,1'-biphenyl]-4-yl]ethanimidic acid",External Targets,tentative,74243,10.413,19.76,147.51,421.0775,-4.14,N/A,N/A,0,0,0,0,1251.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"3-Benzamido-N-(2,2,3,3,4,4,4-heptafluorobutyl)benzamide or N-[4'-(2,2,3,3,4,4,4-Heptafluorobutanamido)[1,1'-biphenyl]-4-yl]ethanimidic acid",External Targets,tentative,45236,0.556,24.916,185.82,421.0795,0.61,N/A,N/A,4338.214,0,0,0,0,0,3513.2819999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.1000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)silanetriol",External Targets,tentative,65976,7.534,20.446,152.56,424.9885,0.22,N/A,N/A,1258.2540000000001,0,0,0,521.3960000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739.4194,0,708.2516,0,0,0,0,0,0,100,100
"Octanamide, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-N-methyl-",External Targets,tentative,72233,10.432500000000001,19.657,147.11,425.99744999999996,-1.42,N/A,N/A,4073.156,5453.532999999999,5798.451,7096.431,3749.899,5260.7,3995.1949999999997,5367.903,5616.651,6074.141,6310.969,5133.536,5037.788,6171.947999999999,6106.6449999999995,5967.481,4950.446,5059.170999999999,6802.485,6488.813,5999.422,7037.353,3693.41,6279.169,9428.151,4963.094999999999,7347.023,7018.004,8624.502,7720.746999999999,4490.978,6139.505,5742.919,5156.855,8680.342999999999,10804.199,6719.791,9971.687,8790.539999999999,7638.474999999999,9803.74,12604.499,100,100
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-hydroxyoctanimidamide",External Targets,tentative,93933,2.375,23.725,176.83,426.9901,-7.51,N/A,N/A,0,0,0,0,0,0,0,0,592.5215000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",External Targets,tentative,70376,9.43,7.187,53.97,428.9774,-5.98,N/A,N/A,0,0,0,0,0,1590.175,578.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",External Targets,tentative,95196,9.406,7.187,54.06,428.9828,6.61,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1h,1h-perfluoro-3,6-dioxadecan-1-ol",External Targets,tentative,3014,9.7935,20.762,154.76,430.9738,-7.39,N/A,N/A,41376.97900000001,46737.379,42202.389,43568.359000000004,36872.459,38858.759000000005,34973.47900000001,36333.549000000006,33679.999,29632.239,48648.90900000001,40843.259000000005,40419.769,41061.339,45386.889,48666.349,44959.059,47215.709,54561.799000000006,53591.059,62865.619000000006,43828.499,52998.699,51697.289000000004,53040.549000000006,56203.709,58345.379,59853.419,40807.829000000005,48257.809,44900.749,51161.309,43532.329000000005,0,47702.97900000001,172576.19900000002,47193.849,51348.649000000005,50947.369000000006,0,45809.389,52480.709,100,100
"1h,1h-perfluoro-3,6-dioxadecan-1-ol",External Targets,tentative,947,9.9362,19.785,146.814,430.97461999999996,-5.49,N/A,N/A,269656.199,302878.46400000004,281722.348,272100.89900000003,249414.799,250710.55299999999,281741.13800000004,260518.616,274403.199,245766.588,290617.699,295519.583,254607.499,273042.986,332635.999,311027.45300000004,302072.499,318206.89900000003,330369.799,337261.099,360456.438,337309.39900000003,370497.799,334280.97099999996,331714.499,378915.89900000003,374817.999,317656.39900000003,325356.18799999997,347424.199,308679.799,334469.799,318421.799,271531.799,325920.999,1098209.999,343349.7144,328872.278,333798.879,276952.199,314964.89900000003,327771.099,100,100
"1h,1h-perfluoro-3,6-dioxadecan-1-ol",External Targets,tentative,3622,11.8765,19.707,146.305,430.97495000000004,-4.73,N/A,N/A,33056.379,76006.609,28708.969,71399.439,82740.959,5351.894,45908.109000000004,42472.139,33824.629,98365.049,49337.949,32844.109000000004,29556.979,45017.319,14627.298999999999,0,3533.2729999999997,0,67061.389,8913.068,12723.889,62583.809,43968.249,70019.689,38126.47900000001,50199.809,90466.329,60145.589,8707.298999999999,2832.4273000000003,3151.649,37937.199,67005.33899999999,32816.699,92302.219,6606.999,29811.309,0,64400.379,21418.399,6007.119,1191.231,100,100
"1h,1h-perfluoro-3,6-dioxadecan-1-ol",External Targets,tentative,4354,9.718,21.395,159.58,430.9742,-6.47,N/A,N/A,21747.339,23889.209,22417.629,25986.619,24747.839,20429.269,21152.299,25233.529,26207.719,23530.129,28643.109,24226.859,18729.899,21125.418999999998,28729.168999999998,22486.399,27638.189,28905.909,24377.639,29816.639,24788.629,29297.609,31345.179,29691.089,27896.129,27888.668999999998,34379.179000000004,20046.609,29995.889,27280.379,24760.779,31936.219,27861.959,0,32142.009,110274.89899999999,32233.199,25961.369,29009.589,0,20738.779,32181.329,100,100
"1h,1h-perfluoro-3,6-dioxadecan-1-ol",External Targets,tentative,8167,11.8795,22.211,159.405,430.9743,-6.23,N/A,N/A,20507.245000000003,56609.228,15299.812,43148.788,51011.628,0,26646.797,30781.310999999998,19732.775,58679.548,33182.438,17471.892,22113.831,26343.987,1295.026,743.0166,0,0,40485.878,1186.843,4322.933,39613.187999999995,35410.638,24053.699,28228.097999999998,30791.947999999997,73067.818,42683.718,0,0,1031.645,19575.541,40707.918,16804.547,71769.488,0,22673.997,0,49921.577999999994,11716.792,1029.483,0,100,100
"1h,1h-perfluoro-3,6-dioxadecan-1-ol",External Targets,tentative,14864,6.207000000000001,19.517,145.745,430.975,-4.61,N/A,N/A,3367.341,2109.796,3501.2969999999996,1093.117,2941.584,3157.931,0,0,1719.534,3726.6929999999998,3053.7839999999997,1971.156,2553.7,1937.779,3094.2549999999997,3406.2619999999997,2750.4689999999996,2019.227,1216.316,2551.977,0,2817.9649999999997,3836.1639999999998,3350.3059999999996,2870.281,0,2612.4379999999996,0,0,4272.4839999999995,2066.52,3135.505,4207.0599999999995,4779.673,4687.094,19120.769,4460.875,0,0,3169.493,0,2106.0339999999997,100,100
"7-(Heptafluoropropyl)-7-hydroxy-4,9-dimethoxy-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",External Targets,tentative,39733,15.5615,25.234,188,431.03445,-6.16,N/A,N/A,0,0,937.5818,0,1177.134,796.5021,1389.6490000000001,0,0,2215.4913,0,0,1368.0969,0,1150.095,1103.328,841.0526,0,0,0,0,0,0,0,0,0,0,1170.603,0,1195.534,0,0,0,0,0,0,0,0,0,1921.7976,0,0,100,100
"7-(Heptafluoropropyl)-7-hydroxy-4,9-dimethoxy-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",External Targets,tentative,21232,3.48,24.546,182.97,431.0373,0.45,N/A,N/A,3439.567,0,0,4209.13,0,0,3730.7019999999998,0,1599.56,0,0,0,0,0,0,0,0,0,0,0,0,9792.935,0,0,0,0,0,0,0,1315.329,0,0,0,0,0,0,3749.1879999999996,0,9981.713,13364.419,0,0,100,100
"Diethyl N-(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)phosphoramidate or Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-",External Targets,tentative,84041,12.252,24.609,183.47,433.9908,-4.05 or 6.67,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.189,0,0,0,0,100,100
"2-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctane-1-sulfinyl)ethan-1-ol or Benzoic acid, 4-(tridecafluorohexyl)-",External Targets,tentative,81675,8.068,21.313,158.93,439.0018,-5.66 or 2.01,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463.781,0,0,0,0,0,0,100,100
6:2 Fluorotelomer phosphate monoester,External Targets,tentative,16171,10.176000000000002,19.83,147.89000000000001,442.9735666666667,2.79,N/A,N/A,0,0,2077.2999999999997,0,2451.879,0,0,0,1401.777,1307.921,2341.1899999999996,664.2498,0,0,8292.331,3654.8559999999998,2634.9919999999997,4580.892,10996.479,11518.309,14710.286,13253.259,14326.259,6334.418,6869.116,17763.824,10528.524000000001,13188.829,11528.159,8980.865,6392.2287,5878.678,6669.674,8824.280999999999,11182.048999999999,53076.598000000005,8688.594,10017.199,11181.217,0,4725.33,6896.007,100,100
6:2 Fluorotelomer phosphate monoester,External Targets,tentative,44822,10.233,20.401,152.37,442.9764,9.18,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11247.609,0,0,0,0,0,0,100,100
"1-Decanol, 7,7,8,8,9,9,10,10,10-nonafluoro-5-iodo- or 9-H-Perfluorononanoic acid",External Targets,tentative,80016,8.782,20.449,152.38,444.9741,3.26 or 5.55,N/A,N/A,0,0,0,0,0,0,0,0,0,0,710.0149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896.4542,0,0,0,0,0,0,0,0,100,100
"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-ol",External Targets,tentative,3386,11.207,20.988,156.38,446.968,-0.7,N/A,N/A,35417.889,71945.609,26090.089,67556.879,92073.28899999999,10669.899,39273.189000000006,43371.819,33604.669,113997.499,76701.099,37001.689000000006,31521.189,37840.539000000004,24483.339,12769.539,12434.079,11824.169,69543.819,16504.599,28902.239,56067.639,43953.139,84035.169,47671.459,52913.089,109261.499,67669.949,16060.599,0,6726.516,52335.959,56690.709,25246.159,104956.799,14475.669,33786.629,11391.878999999999,70862.699,17276.089,12399.679,0,100,100
"5-[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]benzene-1,3-dicarboxylic acid",External Targets,tentative,2635,1.7079999999999997,24.751,183.666,446.99374,1.23,N/A,N/A,782143.398,0,241422.88199999998,603129.207,457517.798,30820.109,66307.214,778976.398,44593.558000000005,204937.188,92587.808,31888.417999999998,20232.814,82254.618,118155.799,6984.733,85053.299,1083844.999,11932.378999999999,18790.939,224890.19900000002,181830.26800000004,46258.758,320953.798,54105.157999999996,67716.282,6892.346,269956.498,84175.28899999999,43478.189000000006,3991.303,118738.188,284642.398,386299.79799999995,127483.358,2225.993,253247.86800000002,128019.199,971458.627,351671.798,30941.089,78717.78899999999,100,100
"1-Butanesulfonamide, N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-[2-(phosphonooxy)ethyl]-",External Targets,tentative,92627,12.509,19.343,144.03,449.984,2.63,N/A,N/A,0,0,0,0,0,0,0,0,0,698.6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"N-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)prop-2-enamide",External Targets,tentative,82281,2.535,25.392,188.89,452.0127,-2.23,N/A,N/A,0,0,0,0,0,0,1413.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
ST50996634,External Targets,tentative,80082,0.8845000000000001,25.601,191.38000000000002,452.10977499999996,1.56,N/A,N/A,0,0,0,0,0,0,6419.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8056.505499999999,0,0,981.9135,0,0,100,100
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-iodo-6-(trifluoromethyl)aniline",External Targets,tentative,56104,11.272,25.317,188.48,453.9178,4.85,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5244.702,0,0,0,0,0,100,100
"1,2,2,3,3,4,5,5,6-nonafluoro-4,6-bis(trifluoromethyl)cyclohexane-1-sulfonic acid or Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid or Perfluoro-4-(perfluoroethyl)cyclohexylsulfonic acid",External Targets,tentative,42974,9.476,21.481,159.88,460.9344,2.15,N/A,N/A,0,0,0,0,0,0,0,0,0,3233.0559999999996,963.1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420.2079999999996,0,0,0,0,1557.81,0,0,0,0,0,1435.713,0,0,0,100,100
"Perfluoro-3,5,5-trimethylhexanoic acid or Perfluoro-6-methylheptanecarboxylic acid or Perfluorononanoic acid",External Targets,tentative,78951,1.64075,24.816,185.58999999999997,462.9665,7.07,N/A,N/A,118928.178,0,30881.226,101759.858,31922.338,2847.107,7572.525,21691.006999999998,3505.6789999999996,20147.123,4947.41,910.5027,0,13485.059,23123.149,0,14300.489,170469.613,0,0,43918.055,26211.879,2786.5299999999997,41937.103,0,4692.96,0,37068.598,16398.079,8399.169,0,8542.003,20840.700699999998,46999.098,18041.472999999998,0,41656.199,31538.209,140863.668,55098.635,7900.054999999999,15735.708999999999,100,100
"N-((2-Chloro-4-(1,1,2,2-tetrafluoroethylsulfonyl)phenyl)carbamoyl)-2,6-difluorobenzamide or N-((3-Chloro-4-(1,1,2,2-tetrafluoroethylsulfonyl)phenyl)carbamoyl)-2,6-difluorobenzamide",External Targets,tentative,73762,11.212,21.016,156.135,472.98325,6.25,N/A,N/A,0,0,0,0,0,2429.4269999999997,0,0,1473.325,1492.548,3566.9469999999997,0,0,3392.586,1051.0430000000001,1023.9060000000001,0,1192.74,0,0,0,0,0,2557.16,3194.698,2399.3059999999996,1864.2350000000001,2157.1519999999996,1085.642,0,2177.687,0,1514.955,0,0,0,4247.661,0,2499.8019999999997,3472.0989999999997,2214.158,0,100,100
"4-(1,1,2,2,3,3,4,4,5,5,6,6,6-Tridecafluorohexane-1-sulfonyl)aniline",External Targets,tentative,4592,11.207,23.471,174.52,473.9877,8.05,N/A,N/A,14023.529,18219.959,20837.479,22421.539,23464.039,18677.969,24511.819,16679.389,13499.958999999999,23422.949,26901.909,25255.059,24235.699,29535.918999999998,19272.499,19869.149,20462.799,18828.629,24223.049,29870.459,24036.739,21774.649,24146.769,25556.129,24661.679,23215.379,23175.069,36749.47900000001,23609.639,18491.379,16626.379,27546.989,32024.259,29949.589,34877.069,32084.289,33054.579000000005,33343.859000000004,26674.789,28785.399,26897.719,37085.239,100,100
"(4S,5R)-4-(Propan-2-yl)-5-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)-1,3-oxazolidin-2-one",External Targets,tentative,69521,11.205,20.962,155.82,474.0706,-8.05,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodec-2-enoic acid",External Targets,tentative,36116,11.87,22.142,164.61,474.9638,1.2,N/A,N/A,0,1585.0910000000001,0,2218.9429999999998,2347.111,0,974.1883,0,0,2433.0719999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643.5036,1530.464,0,0,0,0,0,0,0,4386.0419999999995,0,0,0,0,0,0,0,100,100
"2-[(5-chloro-1,1,2,2,3,3,4,4,5,5-decafluoropentyl)oxy]-1,1,2,2-tetrafluoroethane-1-sulfonic acid",External Targets,tentative,45622,10.136,22.231,165.28,480.8998,2.14,N/A,N/A,0,0,0,0,0,0,0,0,0,2604.6139999999996,0,0,0,0,0,0,0,0,0,0,0,830.2513,0,0,0,1394.136,2529.4219999999996,0,0,0,0,0,0,0,0,0,0,0,1775.108,0,0,0,100,100
"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",External Targets,tentative,54595,10.5405,22.279,165.35,480.97045,-6.95 or -4.57,N/A,N/A,6336.514999999999,9058.817,7132.327,0,4051.774,4812.769,5822.9839999999995,6823.197,2138.826,12548.519,8477.027,7095.7789999999995,12932.589,5446.893,6644.9167,0,3633.787,4322.003,9118.860999999999,7989.822,10052.269,8038.669,7847.135,0,8786.901,13645.649,10314.689,9227.187,5006.178,7099.629,0,7529.074,6416.5689999999995,6789.035,11609.679,31985.899,8939.195,5882.749,5680.357,6380.151,3032.151,0,100,100
"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",External Targets,tentative,68689,12.451,21.726,161.49,480.9704,-7.05 or -4.68,N/A,N/A,0,0,0,0,0,0,0,0,0,2276.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.3399000000001,0,0,0,100,100
"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",External Targets,tentative,3405,10.5275,20.971,154.765,480.97085000000004,-6.12 or -3.74,N/A,N/A,29304.487999999998,42319.129,35063.538,40909.559,36047.059,31346.759,26193.668999999998,37905.749,34543.029,56067.249,43608.40900000001,38994.999,57938.22900000001,38943.379,44709.499,32377.799,27919.979,31828.699,47190.679000000004,41366.959,42753.759000000005,45797.449,50681.009000000005,39196.519,40709.829000000005,55455.039000000004,52543.029,41381.359000000004,41937.239,44167.419,29284.909,33744.029,42023.129,38949.249,49706.879,149414.09900000002,46246.019,37053.089,43740.589,33601.499,32737.329,35243.169,100,100
"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",External Targets,tentative,38158,12.444,20.829,154.86,480.9715,-4.77 or -2.39,N/A,N/A,0,2073.3819999999996,0,2182.645,2114.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.7449,3486.4199999999996,0,0,0,0,0,2734.881,0,743.2685,0,0,0,0,0,0,0,100,100
"2,2'-(2,3,5,6-Tetrafluoro-1,4-phenylene)bis(hexafluoropropan-2-ol) or Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",External Targets,tentative,59392,9.011,21.01,154.125,480.9722,-3.31 or -0.94,N/A,N/A,0,0,0,0,0,0,0,3054.859,6046.583,0,0,0,3567.654,3000.663,3662.9339999999997,4772.813,0,2109.336,5086.166,5588.215999999999,1831.6490000000001,8073.915,4902.353999999999,5087.215,8439.972,2217.2889999999998,4312.717,4103.416,2488.6119999999996,3907.0739999999996,1883.755,3337.519,4941.474999999999,3763.2929999999997,2026.655,34813.679000000004,4283.507,2295.5359999999996,4094.0769999999998,2666.0009999999997,2151.149,5140.036,100,100
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfinic Acid",External Targets,tentative,75127,11.766666666666666,26.63,196.25333333333333,482.93576666666667,0.97,N/A,N/A,3476.9080000000004,0,1186.315,4206.766,1141.303,3670.0189,0,0,0,2234.6679999999997,3270.7859999999996,5376.722,4831.590999999999,2125.125,1736.589,0,0,2859.154,1616.6870000000001,1459.023,5588.951,0,7114.215999999999,7597.364,3496.4629999999997,2928.12,5630.839,7471.923999999999,0,3752.957,0,2534.408,6288.848,2973.906,8781.774,16083.182,3919.017,0,6271.538,1728.534,4307.834,9705.898,100,100
"{4-[(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl)oxy]phenyl}methanol",External Targets,tentative,16271,1.7416666666666665,26.137,194.21666666666667,483.06603333333334,5.21,N/A,N/A,14211.807,0,2110.288,5700.512199999999,22087.466,0,0,19541.595999999998,0,0,0,0,0,0,0,0,0,18361.769,0,0,2094.8379999999997,0,0,4078.3769999999995,0,0,0,6857.271,0,0,0,0,0,12138.199,0,0,0,2320.298,17699.769,2746.9849999999997,0,0,100,100
"1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8,8a-Heptadecafluorodecahydronaphthalene-1-carboxylic acid",External Targets,tentative,95819,10.791,26.805,199.13,486.9677,9.18,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1,1'-Peroxybis(2,2,3,3,4,4,5,5-octafluorocyclopentan-1-ol) or Perfluorosebacic acid",External Targets,tentative,68437,4.78,21.182,157.39,488.9589,-7.32,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1665.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203.1200000000001,0,0,0,0,0,0,0,0,0,0,0,0,100,100
