Match,Match Source,Classification Type,ID,RT,DT,CCS,m/zs,Mass Error (ppm),CCS Error (%),RT Error (%),ES01.d.DeMP, ES04.d.DeMP, ES11.d.DeMP, ES12.d.DeMP, ES13.d.DeMP, ES14.d.DeMP, ES17.d.DeMP, ES19.d.DeMP, ES21.d.DeMP, ES22.d.DeMP, ES24.d.DeMP, ES28.d.DeMP, ES30.d.DeMP, ES32.d.DeMP, ES02.d.DeMP, ES03.d.DeMP, ES05.d.DeMP, ES06.d.DeMP, ES07.d.DeMP, ES08.d.DeMP, ES09.d.DeMP, ES10.d.DeMP, ES15.d.DeMP, ES16.d.DeMP, ES18.d.DeMP, ES20.d.DeMP, ES23.d.DeMP, ES25.d.DeMP, ES26.d.DeMP, ES27.d.DeMP, ES29.d.DeMP, ES31.d.DeMP, ES33.d.DeMP, ES34.d.DeMP, ES35.d.DeMP, ES36.d.DeMP, ES37.d.DeMP, ES38.d.DeMP, ES39.d.DeMP, ES40.d.DeMP, ES41.d.DeMP, ES42.d.DeMP,Detection Frequency (%),Average Abundance
"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanamide or Heptafluorobutyramide",External Targets,tentative,90604,1.533,1.987,15.75,211.9945,-3.21,N/A,N/A,0,0,0,0,0,0,0,829.8672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanamide or Heptafluorobutyramide",External Targets,tentative,96116,1.571,0.124,1.48,211.9962,4.81,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanamide or Heptafluorobutyramide",External Targets,tentative,91892,1.942,13.925,107.35,211.9968,7.64,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.9679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propanamide or Heptafluorobutyramide",External Targets,tentative,91501,1.938,15.275,117.54,211.9971,9.05,N/A,N/A,0,0,0,0,0,0,0,0,0,0,775.7585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"Ethyl 4,4,5,5-tetrafluoro-3-hydroxypent-2-enoate",External Targets,tentative,94147,0.792,3.466,27.19,215.0321,-7.33,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573.8357,0,0,0,0,0,0,100,100
"Ethyl 4,4,5,5-tetrafluoro-3-hydroxypent-2-enoate",External Targets,tentative,95135,4.828,18.026,138.65,215.0334,-1.29,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"Ethyl 4,4,5,5-tetrafluoro-3-hydroxypent-2-enoate",External Targets,tentative,63439,0.675,18.336,141.03,215.0336,-0.36,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535.907,0,2111.5989999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"Ethyl 4,4,5,5-tetrafluoro-3-hydroxypent-2-enoate",External Targets,tentative,93609,0.687,2.662,21.04,215.0347,4.76,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620.0165000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"Methyl 3-amino-4,4,5,5,5-pentafluoropent-2-enoate",External Targets,tentative,86972,0.564,19.058,146.44,218.0244,-0.87,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.6145,0,534.7327,0,0,100,100
"Butanoic acid, 3,3,4,4-tetrafluoro-2-hydrazino-2-hydroxy-, hydrazide",External Targets,tentative,73746,10.423,19.679,150.98,219.0498,-5.74,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1,1,1-Trifluoro-4-methyl-2-(trifluoromethyl)pent-4-en-2-ol",External Targets,tentative,36251,1.8913333333333335,19.159,146.43333333333334,221.03919999999997,-6.58,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5635.704,0,0,0,0,0,0,0,34300.138,0,0,0,0,0,0,0,0,100,100
"(1,1,2,3,3,3-Hexafluoropropoxy)acetic acid or 3,3-Bis(trifluoromethyl)-3-hydroxypropionic acid",External Targets,tentative,77407,1.5065,18.508,141.8725,224.997725,-6.48,N/A,N/A,0,53173.457,0,0,742.2344,0,0,11998.958999999999,0,0,67279.93400000001,0,0,0,0,0,0,0,0,0,0,0,25208.284799999998,3394.698,12984.639,3038.055,30498.399,1669.867,0,0,0,1018.924,0,0,1224.346,0,0,0,864.0021,0,0,0,100,100
NSC213296,External Targets,tentative,68322,14.738062500000002,19.576,150.628125,225.0270563,-9.79,N/A,N/A,0,257532.82499999998,3144.5209999999997,0,95848.75799999999,4269.2789999999995,158605.09900000002,9697.706,0,6548.929,842473.754,98983.67300000001,6668.768,34568.842000000004,183301.28000000003,58961.2065,77464.1261,63664.008,204479.648,148235.358,514649.36,169126.813,106634.05300000001,105288.799,115594.61499999999,46310.314000000006,72253.33200000001,106671.47700000001,16127.745,50239.728,112222.802,0,36966.2754,69022.973,134839.247,24204.702999999998,71160.268,180372.799,132250.50059999997,58816.322,161828.646,2558.298,100,100
"1,1,1-Trifluoro-2-(trifluoromethyl)pentane-2,4-diol or 5,5,5-Trifluoro-4-(trifluoromethyl)pentane-1,4-diol",External Targets,tentative,94044,14.915,19.632,150.57,225.0335,-9.19,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2,2,3,3,4,4,4-Heptafluoro-N-methylbutanamide or Methyl 2,2,3,3,4,4,4-heptafluorobutanimidate",External Targets,tentative,90659,13.3385,18.903,144.845,226.0105,-1.46,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2,2,3,3,3-Pentafluoro-1-(pyridin-2-yl)propan-1-ol or 4-(Pentafluoroethoxy)aniline",External Targets,tentative,38366,15.583222222222222,19.654,150.63777777777779,226.02771111111113,-8.69,N/A,N/A,4486.718,0,20421.12,17959.977,2353.734,2875.2,518.7314,5072.38,0,14611.329,2962.9779999999996,0,1069.362,4475.298,0,0,1890.1970000000001,7038.043,0,0,0,1437.348,1470.537,4429.398999999999,0,0,1296.3576,0,956.6748,5521.312,0,7582.3279999999995,0,0,0,0,16877.418,4914.314899999999,0,0,1743.061,0,100,100
"4,4-Bis(trifluoromethyl)-4,5-dihydro-1H-pyrazole-3-carbonitrile or 5,5-Bis(trifluoromethyl)-4,5-dihydro-1H-pyrazole-4-carbonitrile",External Targets,tentative,83298,2.236,18.88,144.49,230.0143,-6.68,N/A,N/A,0,0,0,0,0,1332.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
2H-Perfluoropropylsulfonic acid,External Targets,tentative,20849,1.925,16.277,124.66,230.9554,-0.88,N/A,N/A,0,0,0,0,10909.359,0,0,0,0,18152.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24400.429,0,0,0,0,0,0,0,0,0,0,100,100
"Ethyl 4,4,5,5,5-pentafluoro-3-hydroxy-2-pentenoate",External Targets,tentative,30860,2.824,19.757,151.15,233.026,7.49,N/A,N/A,0,0,0,0,0,0,0,0,0,0,6474.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16440.869,0,0,0,0,0,0,0,0,0,0,100,100
2-(Pentafluoroethyl)-1H-benzimidazole,External Targets,tentative,33192,0.676625,18.908,144.585,235.0279375,-8.81,N/A,N/A,0,0,0,0,831.4819,8386.6054,0,0,0,0,0,0,0,0,894.7294,0,6437.403,0,4230.137000000001,1008.664,25143.156,0,39939.748,0,0,0,0,31735.158,2724.494,5651.171700000001,0,0,0,0,9580.238299999999,25248.222999999998,9353.463,3897.276,0,0,12901.719,1047.589,100,100
"4-Methyl-5-(1,1,2,2-tetrafluoroethoxy)benzene-1,2-diamine",External Targets,tentative,71400,2.307,19.636,150.09,237.0644,-5.25,N/A,N/A,0,0,0,0,0,0,0,0,0,0,1184.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"4-Methyl-5-(1,1,2,2-tetrafluoroethoxy)benzene-1,2-diamine",External Targets,tentative,20898,5.641,19.405,148.38,237.0675,7.82,N/A,N/A,0,0,0,0,0,0,0,0,0,4534.973,0,0,0,0,0,0,0,0,0,0,0,0,18639.469,0,8934.826,0,0,13530.739,0,0,0,4727.153,0,0,1249.457,1585.57,0,0,0,0,0,0,100,100
"Imidazolidine, 2-heptafluoropropyl-",External Targets,tentative,11100,4.395,19.957,152.48,239.042,-1.95,N/A,N/A,0,0,0,0,16953.199,0,0,0,0,0,0,0,2274.2679999999996,0,0,0,0,0,3454.4309999999996,0,0,0,0,0,0,0,0,102211.89899999999,0,0,0,0,0,71959.879,0,0,0,0,0,0,0,0,100,100
"Imidazolidine, 2-heptafluoropropyl-",External Targets,tentative,50008,1.071,19.377,148.08,239.0434,3.91,N/A,N/A,0,0,0,0,0,0,0,0,0,1684.751,0,0,0,0,0,0,0,0,0,0,0,0,2960.798,0,0,0,0,0,0,0,0,2567.9939999999997,0,0,0,0,0,0,0,0,0,0,100,100
"2,4-Pentanediol, 4-methyl-1,1,1-trifluoro-2-(trifluoromethyl)- or 3,3,4,4,5,5-hexafluoroheptane-2,6-diol",External Targets,tentative,16561,4.335,20.208,154.41,239.0491,-8.86,N/A,N/A,0,5215.282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80970.109,0,0,0,0,0,1373.685,0,0,0,0,0,0,0,0,0,0,100,100
"5,5,6,6,7,7,7-Heptafluoroheptan-3-amine",External Targets,tentative,64657,2.412,19.945,152.43,240.0651,9.3,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.464,0,0,0,2293.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1-Cyclohexene-1-carbonitrile, 2-amino-3,3,4,4,5,5-hexafluoro-6-imino-",External Targets,tentative,7191,1.7845000000000002,19.731,149.8175,242.013525,-9.55,N/A,N/A,17247.379,0,12013.7168,43236.14800000001,41152.039000000004,3113.249,5434.415,31135.530099999996,733.2928,40126.109000000004,8055.418,3504.3481999999995,3202.77,3065.415,0,0,0,616.0729,14132.198,0,0,15991.180999999999,3450.928,49653.4473,9716.98,9544.962,3138.64,26403.965,0,0,0,33790.153999999995,20390.936,50427.073,22573.8737,0,44714.406,0,76439.296,52983.01700000001,0,0,100,100
"1-Cyclohexene-1-carbonitrile, 2-amino-3,3,4,4,5,5-hexafluoro-6-imino-",External Targets,tentative,54743,2.256,19.675,150.31,242.0144,-5.93,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.6249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2948.81,1966.633,0,0,100,100
"(2,3,3,5,5,6,6-Heptafluoro-1,4-dioxan-2-yl)methanol or (Heptafluoropropoxy)acetic acid",External Targets,tentative,85293,3.622,19.693,150.41,242.9904,2.63,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
5-fluoro-2-methyl-6-(pentafluoroethyl)pyrimidin-4(1h)-one,External Targets,tentative,70369,2.944,20.361,155.34,245.0148,-2.86,N/A,N/A,0,0,0,0,0,0,1111.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496.349,0,0,0,0,0,100,100
"1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol",External Targets,tentative,82175,11.874,16.494,125.83,246.98,-4.41,N/A,N/A,0,0,0,0,0,0,0,0,0,1421.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1,1,1,3,4,4-Hexafluoro-2-(trifluoromethyl)but-3-en-2-ol or 1H,1H,5H-Perfluoropentane-1-thiol",External Targets,tentative,94575,3.89,19.335,147.56,246.9831,-0.88 or 8.15,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.5232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"5-Fluoro-6-(pentafluoroethyl)pyrimidine-2,4(1H,3H)-dione",External Targets,tentative,91287,2.359,19.441,148.37,246.9945,-1.08,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.5332000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1-Chloro-1,1,3,3,3-pentafluoro-2-(trifluoromethyl)propan-2-ol",External Targets,tentative,95506,6.852,18.034,137.56,250.9534,7.42,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
6-fluoro-2-(pentafluoroethyl)-1h-benzimidazole,External Targets,tentative,63917,1.7203333333333333,19.594,148.42666666666665,253.0222666666667,6.64,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730.756,0,0,0,0,2524.1949999999997,0,0,0,0,0,5043.52,0,0,0,0,0,0,0,0,100,100
"2-{[2-(Dimethylamino)ethyl]amino}-1,1,1,3,3,3-hexafluoropropan-2-ol",External Targets,tentative,94240,3.156,20.31,154.78,253.0765,-6.33,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2-{[2-(Dimethylamino)ethyl]amino}-1,1,1,3,3,3-hexafluoropropan-2-ol",External Targets,tentative,63033,1.461,19.881,151.52,253.0783,0.78,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079.957,0,0,0,1178.8120000000001,0,1472.664,0,0,0,0,0,0,0,0,100,100
"2-{[2-(Dimethylamino)ethyl]amino}-1,1,1,3,3,3-hexafluoropropan-2-ol",External Targets,tentative,66681,1.241,20.809,158.315,253.0806,9.87,N/A,N/A,0,3766.9069999999997,0,0,0,0,0,0,0,0,9196.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
ST075949,External Targets,tentative,72899,1.0832727272727274,20.102,149.36636363636362,255.0373727272727,-9.61,N/A,N/A,0,0,0,0,115115.43370000001,0,0,0,0,69680.945,0,0,1150.448,0,0,0,0,0,1622.108,0,0,0,401798.81,0,0,0,0,244397.89800000002,0,0,0,94292.298,0,367665.29099999997,0,0,0,0,0,0,0,0,100,100
"1-Ethoxy-2,2,3,3-tetrafluorospiro[3.5]nonan-1-ol",External Targets,tentative,53296,12.06,20.759,158.07666666666665,255.10041666666666,-3.71,N/A,N/A,19229.146999999997,29285.11,20495.779,10479.899,67535.244,44743.128000000004,19780.586,56180.40000000001,22403.429,66477.832,21484.949,25071.29,7736.842,26378.858,38277.348,28175.017,24372.132999999998,22979.027,53448.492000000006,27793.601000000002,18137.193,24710.944,42123.483,29477.846,39631.657,83996.85,35058.274,87362.027,31353.0945,23037.759,51582.782,48675.558000000005,35330.819,61073.564000000006,46434.414,26445.789999999997,20994.869,33589.752,31910.954,17424.495,24155.5088,32765.246,100,100
"1-Ethoxy-2,2,3,3-tetrafluorospiro[3.5]nonan-1-ol",External Targets,tentative,7908,11.813333333333333,20.777,158.04999999999998,255.1009333333333,-1.68,N/A,N/A,0,35836.069,15803.708999999999,0,0,0,0,46555.34500000001,0,1788.032,14783.529,8187.742,0,25788.469,0,0,1325.387,4394.032,0,10818.369,7421.516,0,28992.599,0,8560.646,87133.28499999999,0,5897.321,14331.798999999999,6975.536999999999,7901.79,33895.912,0,0,3062.3509999999997,11506.149,0,7522.909,0,0,6659.032999999999,0,100,100
"1-Ethoxy-2,2,3,3-tetrafluorospiro[3.5]nonan-1-ol",External Targets,tentative,42461,6.41,20.798,158.42,255.1005,-3.38,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10896.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2-[(1,2,3,3,4,4,4-Heptafluorobut-1-en-1-yl)sulfanyl]ethan-1-ol",External Targets,tentative,51494,1.637,19.162,145.8,256.9866,-4.1,N/A,N/A,0,0,0,1364.077,0,0,4291.278,0,0,1006.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2-(2-aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol or 2-(3-Aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol or 2-(4-Aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol or 2-[(1,1,1,3,3,3-Hexafluoropropan-2-yl)amino]phenol or 4-(1,1,2,3,3,3-Hexafluoropropoxy)aniline",External Targets,tentative,89747,8.695,19.07,145.07,258.0348,-4.27,N/A,N/A,0,0,0,0,0,0,0,0,0,0,882.0747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2(1H)-Quinoxalinone, 3-(pentafluoroethyl)-",External Targets,tentative,25062,0.548,20.459,155.58,263.024,-3.51,N/A,N/A,0,0,0,1839.409,0,0,0,1710.208,0,0,0,854.5019,1178.964,0,4052.5649999999996,0,2882.102,2277.64,0,0,3812.2419999999997,0,0,3851.245,0,1582.1390000000001,0,0,0,0,0,0,959.4447,1467.64,3215.2819999999997,1299.854,0,0,0,3000.2639999999997,1948.44,0,100,100
"1H-Benzimidazole, 5,6-dimethyl-2-(pentafluoroethyl)-",External Targets,tentative,89204,6.833833333333334,21.261,160.07500000000002,263.06019999999995,-4.22,N/A,N/A,0,0,0,927.3173,0,6007.0956,0,597.3582,0,843.0136,1438.423,0,3461.6837,0,6153.206,2184.6569999999997,1952.434,873.477,0,4730.174,0,0,3635.754,0,2134.147,2259.8889999999997,1955.246,0,4140.563,1404.667,0,2750.4272,7467.989,0,0,27873.549,0,6976.621,0,0,2113.0919999999996,2310.4939999999997,100,100
"1H-Benzimidazole, 5,6-dimethyl-2-(pentafluoroethyl)-",External Targets,tentative,44924,3.1630000000000003,20.09,154.9425,263.0601375,-4.45,N/A,N/A,104465.145,118204.405,97694.015,98200.189,102129.73499999999,90178.08899999999,108193.2429,80481.489,85818.4163,110863.13869999998,109903.397,92331.472,101581.184,90365.849,91148.199,91376.27399999999,101471.563,107398.01779999999,99038.679,93324.66299999999,106646.557,100562.299,189516.119,85667.9446,94121.71399999999,125730.843,112184.824,187557.614,91616.692,95197.4284,104627.34599999999,108294.29,92172.22899999999,129139.12099999998,134623.847,340276.177,94304.58899999999,92612.299,104357.31,94861.889,101644.355,95633.80099999999,100,100
"1H-Benzimidazole, 5,6-dimethyl-2-(pentafluoroethyl)-",External Targets,tentative,14836,5.110666666666666,20.096,159.89333333333335,263.0605,-3.08,N/A,N/A,0,0,0,0,5637.48,9477.905999999999,0,0,0,1410.6200000000001,0,0,0,0,0,0,1661.9660000000001,7858.463,0,0,5149.231,0,29150.896,0,0,0,1523.667,22011.399,20414.8572,0,0,0,729.823,0,5148.146,14766.219,0,4324.92,0,0,5170.793,1296.72,100,100
"1H-Benzimidazole, 5,6-dimethyl-2-(pentafluoroethyl)-",External Targets,tentative,31258,2.137,20.08,153.19,263.0602,-4.22,N/A,N/A,0,0,0,0,11707.189,9345.035,0,0,0,22416.359,985.4618,0,0,0,770.2269,21072.779,3292.343,3464.66,12947.339,17317.599,27044.869,0,44175.319,18047.916,5032.447999999999,0,0,46979.667,5389.972,10080.789,1691.218,0,0,0,25988.099,11190.38,0,4736.197,0,0,19843.499,0,100,100
"1H-Benzimidazole, 5,6-dimethyl-2-(pentafluoroethyl)-",External Targets,tentative,81699,10.106,20.429,155.39,263.0612,-0.41,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462.0240000000001,0,0,0,0,0,0,100,100
"2-(1,1,2,2,3,3-Hexafluoropropyl)-1H-benzimidazole",External Targets,tentative,24128,2.987,20.538,156.11,267.0369,2.48,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16429.939,0,0,0,0,7674.679,0,0,0,0,0,14825.849,0,0,0,0,0,0,0,0,100,100
"2,2,3-Trifluoro-1-methyl-3-(trifluoromethyl)-2,3-dihydro-1H-inden-1-ol or 2-(4-Ethenylphenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol or 3,3,4-Trifluoro-4-(trifluoromethyl)-1,2,3,4-tetrahydronaphthalen-2-ol",External Targets,tentative,94025,12.506,20.854,158.44,269.0414,2.77,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.9618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"(Dichloromethyl)[3-(1,2,2,2-tetrafluoroethoxy)propyl]silane",External Targets,tentative,8497,5.128,20.226,153.47,270.97535,4.5,N/A,N/A,0,0,0,0,1638.711,0,0,0,0,0,9328.085,0,0,0,15118.559,1566.376,4151.98,7554.842,0,5286.324,15724.739,0,0,6232.71,3240.942,0,14050.469,0,31231.109,6816.385699999999,10877.878999999999,19418.649,0,45410.019,85821.109,4971.817,0,41146.469000000005,0,0,5187.418,0,100,100
"THIOUREA, N-(2,2,3,3,4,4,4-HEPTAFLUOROBUTYL)-N'-",External Targets,tentative,79288,5.242,20.447,155.13,271.0135333333333,-3.7,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15474.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"4-[(2,2,3,3,3-Pentafluoropropyl)sulfanyl]benzene-1,2-diamine",External Targets,tentative,83153,0.544,20.961,159.2,271.0307,-9.89,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344.2,0,0,0,0,0,0,0,0,100,100
"4-[(2,2,3,3,3-Pentafluoropropyl)sulfanyl]benzene-1,2-diamine",External Targets,tentative,84778,1.8829583333333335,20.114,154.87208333333334,271.03249166666666,-3.28,N/A,N/A,0,67722.629,0,0,13647447.54,0,0,0,0,11744922.98,127949.52599999998,0,0,0,0,0,0,0,0,0,0,0,2678920.463,0,44856.559,653307.798,510498.19800000003,21799206.845999997,0,0,0,569745.6288999999,0,13245131.2,0,0,0,0,0,0,0,0,100,100
"4-[(2,2,3,3,3-Pentafluoropropyl)sulfanyl]benzene-1,2-diamine",External Targets,tentative,64471,0.77,21.18,160.85,271.0337,1.18,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134.319,0,0,0,0,0,1332.916,0,0,0,0,0,0,0,0,100,100
AC1MELTU,External Targets,tentative,77663,12.122,21.026,159.68,271.0956,-2.5,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822.398,0,0,0,0,0,0,0,0,0,0,100,100
"2,2,3,3,4,4-Hexafluoro-4-sulfobutanoic acid",External Targets,tentative,89292,11.744,20.713,157.21,274.9429,-9.21,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911.5163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1-[4-(1,1,2,2-Tetrafluoroethoxy)phenyl]piperazine",External Targets,tentative,94046,2.198,21.392,162.13,277.0962,-2.69,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
Tetrafluron,External Targets,tentative,38369,7.673,21.41,162.37,279.074,-7.92,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7613.799,0,0,0,0,0,6302.74,0,0,0,0,0,0,0,0,100,100
"Bis(1H,1H-perfluoropropyl)amine",External Targets,tentative,43847,8.294,21.337,161.79,280.0217,9.82,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272.836,0,0,697.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6755.429,0,0,968.0094,0,0,0,100,100
"1,1,2,2,3,3,4,4-Octafluorobutane-1-sulphonic acid or 1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfinic acid",External Targets,tentative,59816,3.192,16.971,128.8,280.9519,-1.82,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4363.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"1,1,2,2,3,3,4,4-Octafluorobutane-1-sulphonic acid or 1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfinic acid",External Targets,tentative,55328,3.513,17.668,134.06,280.9544,7.08,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5464.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100
"2,2,3,3,4,4,4-Heptafluoro-1-(piperazin-1-yl)butan-1-one",External Targets,tentative,20879,3.577,20.914,158.54,281.052,-3.67,N/A,N/A,0,0,0,0,0,0,0,0,0,4809.938,0,0,0,0,0,0,0,0,0,0,0,0,12392.628999999999,0,0,0,0,22043.879,0,0,0,3583.6589999999997,0,10494.819,0,0,0,0,0,0,0,0,100,100
"2,2,3,3,4,4,4-Heptafluoro-1-(piperazin-1-yl)butan-1-one",External Targets,tentative,21532,2.7903333333333333,21.136,160.12,281.0532666666666,0.84,N/A,N/A,0,0,0,0,8613.828,0,0,0,0,9441.855,0,0,0,0,0,0,0,0,0,0,0,0,3419.419,0,0,0,0,18906.768,0,0,0,0,0,27502.386,0,0,0,0,0,0,0,0,100,100
