"Score","SeriesType_Identifier","Name_or_Class","Formula","SMILES","m/z","Retention Time","Adduct","Unique","Score_Description","Needs_Validation","row.ID","DT","CCS","Abundance","RSD","X9.M.E1.A.1.d.DeMP","X10.M.E1.A.2.d.DeMP","X11.M.E1.A.3.d.DeMP","X16.DBS.E1.A.1.d.DeMP","X17.DBS.E1.A.2.d.DeMP","X18.DBS.E1.A.3.d.DeMP","X41.M.E4.A.1.d.DeMP","X42.M.E4.A.2.d.DeMP","X43.M.E4.A.3.d.DeMP","X47.DBS.E4.A.1.d.DeMP","X48.DBS.E4.A.2.d.DeMP","X49.DBS..E4.A.3.d.DeMP","Blank.1.d","Blank.2.d","Blank.3.d","ID_Ranked","nominal mass","mass defect","[CF2]n_Kendrick_mass","[CF2]n_nominal_Kendrick_mass","[CF2]n_Kendrick_mass_defect","[CF2]n_KMD_Group","[CF2]n_homologous_series","[CF2]n_Homologous_series_count","[CF2]n_MD_Filter","[CF2]n_RT_series","[CF2]n_DT_series","Confident_ID","2+_homologous_series","3+_homologous_series","Exact_mass_match","Score","Score_Description","Files","eC","MZ_eC","MD_eC","Checked_Viz","TRUE_Viz","Class_Viz","Cnumb_Viz","Comment_Viz"
"C+","[CF2]n_447","8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4","C10H5F17SO3","OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","526.9587","4.302","[M-H]-","Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes","15125","27.14","201.53","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","77","0.001","0","0","0","4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","527","-0.0412999999999784","526.992359634401","527","-0.00764036559928627","49","447","2","TRUE","RT not ordered","DT ordered","FALSE","TRUE","FALSE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","eC","MZ_eC","MD_eC",,,,,
"C+","[CF2]n_447","8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4","C10H5F17SO3","OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","526.962","5.347","[M-H]-","Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes","11271","27.089","201.15","14","1.82","0.001","0.001","0.001","0.001","0.001","0.001","61","0.001","50","0.001","0.001","51","0","0","0","4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","527","-0.0380000000000109","526.995659845189","527","-0.00434015481084771","49","447","2","TRUE","RT not ordered","DT ordered","FALSE","TRUE","FALSE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","eC","MZ_eC","MD_eC",,,,,
"C+","[CF2]n_447","8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4","C10H5F17SO3","OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","526.9653","4.201","[M-H]-","Yes","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes","10285","27.135","201.49","17","1.83","0.001","0.001","0.001","0.001","0.001","0.001","56","68","76","0.001","0.001","0.001","0","0","0","4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","527","-0.0347000000000435","526.998960055977","527","-0.00103994402252283","49","447","2","TRUE","RT not ordered","DT ordered","FALSE","TRUE","FALSE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","eC","MZ_eC","MD_eC",,,,,
"C+","[CF2]n_447","8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4","C10H5F17SO3","OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F","526.9665","6.328","[M-H]-","No","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","Yes","16986","27.08","201.08","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","59","0.001","0.001","0.001","0","0","0","4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_8:2 FTS|(M-H)-|DTXSID00192353|CAS=39108-34-4;C10H5F17SO3;OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_8:2 FTPA|(M-H)-|NA|CAS=80220-63-9;C10H6F17O3P;NA","527","-0.0335000000000036","527.000160132628","527","0.00016013262791148","49","447","2","TRUE","RT not ordered","DT ordered","FALSE","TRUE","FALSE","TRUE","C+","Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","230.9768","12.617","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","10455","18.411","141.34","16","2.34","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","92","0.001","101","0","0","0","5_NoID","231","-0.0232000000000028","230.991553707725","231","-0.00844629227481164","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","280.9759","0.322","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","16538","26.644","202.18","5","3.46","0.001","0.001","0.001","0.001","0.001","63","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","281","-0.0240999999999758","280.993847414227","281","-0.00615258577300892","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","280.9763","0.323","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","6509","24.512","186.07","41","1.57","0.001","0.001","0.001","168","0.001","142","0.001","0.001","0.001","0.001","75","101","0","0","0","5_NoID","281","-0.0237000000000194","280.994247439777","281","-0.00575256022295889","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","280.9769","0.313","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","9130","22.563","171.35","21","1.88","0.001","59","0.001","108","0.001","90","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","281","-0.0230999999999995","280.994847478102","281","-0.00515252189774174","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","280.9787","6.297","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","10680","17.031","129.55","15","2.56","0.001","0.001","130","0.001","0.001","0.001","0.001","0.001","0.001","0.001","54","0.001","0","0","0","5_NoID","281","-0.0212999999999965","280.996647593078","281","-0.0033524069222608","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","280.9807","6.352","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","3258","17.043","129.63","113","0.64","119","0.001","106","165","163","128","139","162","0.001","198","0.001","179","0","0","0","5_NoID","281","-0.019299999999987","280.998647720828","281","-0.00135227917166958","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","280.9821","6.216","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","11646","17.046","129.66","13","2.36","0.001","0.001","0.001","0.001","66","85","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","281","-0.0178999999999974","281.000047810254","281","4.78102537044833e-05","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","330.9766","6.859","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","7837","19.941","150.49","29","1.82","0.001","129","101","120","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","331","-0.023399999999981","330.997741222929","331","-0.00225877707077871","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","330.9774","9.12","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","7173","17.618","133.05","34","1.51","0.001","0.001","0.001","0.001","0.001","0.001","120","96","0.001","76","0.001","121","0","0","0","5_NoID","331","-0.0226000000000113","330.998541274029","331","-0.00145872597056496","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","330.978","7.816","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","2662","18.213","137.52","150","0.62","170","217","179","221","205","237","211","208","154","0.001","0.001","0.001","0","0","0","5_NoID","331","-0.0219999999999914","330.999141312355","331","-0.000858687645404643","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","330.9782","7.784","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","1419","17.623","133.09","351","0.14","357","377","331","418","424","429","334","344","290","323","308","282","0","0","0","5_NoID","331","-0.0217999999999847","330.99934132513","331","-0.000658674870351206","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","380.9745","8.92","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","1643","18.626","139.9","285","0.58","0.001","0.001","93","302","296","256","389","384","394","447","383","470","0","0","0","5_NoID","381","-0.0255000000000223","380.998834852781","381","-0.00116514721935346","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","380.9755","8.908","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","7252","19.458","146.11","34","1.85","0.001","0.001","0.001","108","0.001","0.001","132","0.001","0.001","0.001","166","0.001","0","0","0","5_NoID","381","-0.0244999999999891","380.999834916656","381","-0.000165083344029426","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","430.9709","9.87","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","3714","19.736","147.59","94","0.93","0.001","0.001","0.001","211","193","148","0.001","109","175","166","128","0.001","0","0","0","5_NoID","431","-0.0291000000000281","430.998428386819","431","-0.00157161318082899","49","443","15","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","430.9725","6.268","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","16489","19.384","144.98","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","63","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","431","-0.027499999999975","431.00002848902","431","2.84890196553533e-05","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","480.9664","10.71","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","5221","20.925","155.94","57","1.31","0.001","0.001","0.001","204","140","143","109","0.001","0.001","0.001","93","0.001","0","0","0","5_NoID","481","-0.0335999999999785","480.99712186337","481","-0.00287813662998815","49","443","15","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","480.9681","10.678","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","11739","22.084","164.54","12","2.48","0.001","0.001","0.001","98","0.001","0.001","0.001","0.001","0.001","0.001","0.001","50","0","0","0","5_NoID","481","-0.0319000000000074","480.998821971958","481","-0.00117802804203393","49","443","15","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9581","7.435","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","6417","28.332","210.3","41","1.89","0.001","0.001","114","161","222","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","531","-0.0419000000000551","530.992015097195","531","-0.00798490280533315","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9614","15.633","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","8316","22.307","165.76","26","1.27","51","53","56","76","0.001","74","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","531","-0.038599999999974","530.995315307983","531","-0.00468469201689459","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.962","15.458","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","6259","23.139","171.91","43","1.12","113","59","0.001","102","95","100","0.001","0.001","50","0.001","0.001","0.001","0","0","0","5_NoID","531","-0.0380000000000109","530.995915346308","531","-0.00408465369173427","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9622","15.12","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","11747","23.178","172.19","12","2.34","71","0.001","0.001","0.001","77","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","531","-0.0377999999999474","530.996115359083","531","-0.00388464091656715","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9626","11.423","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","4224","25.139","186.69","78","2.64","0.001","114","0.001","0.001","102","0.001","0.001","715","0.001","0.001","0.001","0.001","0","0","0","5_NoID","531","-0.0374000000000478","530.996515384633","531","-0.00348461536657396","49","443","15","TRUE","RT ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9636","11.399","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","3353","23.145","171.95","109","0.46","158","97","128","200","156","0.001","73","84","92","101","121","98","0","0","0","5_NoID","531","-0.0363999999999578","530.997515448509","531","-0.00248455149119309","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9638","15.767","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","10335","23.166","172.1","17","1.83","71","0.001","0.001","0.001","53","74","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","531","-0.036200000000008","530.997715461284","531","-0.00228453871625334","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9639","15.048","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","8373","23.137","171.89","25","1.5","75","61","0.001","0.001","92","77","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","531","-0.0361000000000331","530.997815467671","531","-0.00218453232866977","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9647","15.551","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","7421","23.144","171.95","32","1.28","96","0.001","0.001","93","68","79","0.001","0.001","0.001","0.001","53","0.001","0","0","0","5_NoID","531","-0.0353000000000065","530.998615518772","531","-0.00138448122845602","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","530.9649","11.397","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","4107","22.184","164.84","81","1.13","176","0.001","0.001","240","200","0.001","0.001","0.001","116","130","0.001","107","0","0","0","5_NoID","531","-0.0351000000000568","530.998815531546","531","-0.00118446845351627","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","580.9594","15.212","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","6079","23.873","176.95","46","1.15","123","73","0.001","0.001","140","80","0.001","59","73","0.001","0.001","0.001","0","0","0","5_NoID","581","-0.0406000000000404","580.996508944222","581","-0.00349105577799946","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","580.9595","15.9","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","4919","23.881","177.01","62","0.91","85","123","0.001","122","132","106","0.001","95","85","0.001","0.001","0.001","0","0","0","5_NoID","581","-0.0404999999999518","580.99660895061","581","-0.00339104939030221","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","580.96","11.963","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","13901","22.968","170.28","8","3.46","0.001","0.001","0.001","0.001","0.001","0.001","96","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","581","-0.0399999999999636","580.997108982547","581","-0.00289101745272546","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","580.9604","15.149","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","4643","23.904","177.18","68","0.96","100","105","111","86","132","189","0.001","90","0.001","0.001","0.001","0.001","0","0","0","5_NoID","581","-0.0395999999999503","580.997509008097","581","-0.00249099190261859","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","580.9607","15.12","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","5929","23.742","175.98","47","0.98","0.001","50","69","71","123","0.001","0.001","62","112","0.001","81","0.001","0","0","0","5_NoID","581","-0.0393000000000256","580.99780902726","581","-0.00219097274009528","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","580.9607","16.28","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","12684","23.798","176.39","10","2.36","69","0.001","0.001","0.001","53","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","581","-0.0393000000000256","580.99780902726","581","-0.00219097274009528","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","580.961","12.043","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","2245","23.636","175.2","189","0.66","288","282","255","351","251","277","0.001","164","202","0.001","194","0.001","0","0","0","5_NoID","581","-0.0389999999999873","580.998109046423","581","-0.00189095357745828","49","443","15","TRUE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","630.9534","16.169","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","13278","24.749","183.08","9","3.46","0.001","0.001","0.001","0.001","0.001","110","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","631","-0.0466000000000122","630.99370232496","631","-0.0062976750400594","49","443","15","TRUE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","630.9542","14.905","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","8159","24.846","183.79","27","1.5","0.001","65","91","89","0.001","78","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","631","-0.0457999999999856","630.99450237606","631","-0.00549762393984565","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","630.9561","15.219","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","6061","24.824","183.63","46","1.06","0.001","87","84","106","102","101","0.001","0.001","0.001","0.001","71","0.001","0","0","0","5_NoID","631","-0.0439000000000078","630.996402497423","631","-0.00359750257678115","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D","[CF2]n_443","","","","630.9562","15.755","","","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","Yes","4554","24.864","183.93","70","0.9","100","130","132","140","113","94","0.001","129","0.001","0.001","0.001","0.001","0","0","0","5_NoID","631","-0.0438000000000329","630.996502503811","631","-0.00349749618931128","49","443","15","TRUE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D","Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
