"Score","SeriesType_Identifier","Name_or_Class","Formula","SMILES","m/z","Retention Time","Adduct","Unique","Score_Description","Needs_Validation","row.ID","DT","CCS","Abundance","RSD","X9.M.E1.A.1.d.DeMP","X10.M.E1.A.2.d.DeMP","X11.M.E1.A.3.d.DeMP","X16.DBS.E1.A.1.d.DeMP","X17.DBS.E1.A.2.d.DeMP","X18.DBS.E1.A.3.d.DeMP","X41.M.E4.A.1.d.DeMP","X42.M.E4.A.2.d.DeMP","X43.M.E4.A.3.d.DeMP","X47.DBS.E4.A.1.d.DeMP","X48.DBS.E4.A.2.d.DeMP","X49.DBS..E4.A.3.d.DeMP","Blank.1.d","Blank.2.d","Blank.3.d","ID_Ranked","nominal mass","mass defect","[CF2]n_Kendrick_mass","[CF2]n_nominal_Kendrick_mass","[CF2]n_Kendrick_mass_defect","[CF2]n_KMD_Group","[CF2]n_homologous_series","[CF2]n_Homologous_series_count","[CF2]n_MD_Filter","[CF2]n_RT_series","[CF2]n_DT_series","Confident_ID","2+_homologous_series","3+_homologous_series","Exact_mass_match","Score","Score_Description","Files","eC","MZ_eC","MD_eC","Checked_Viz","TRUE_Viz","Class_Viz","Cnumb_Viz","Comment_Viz"
"D+","[CF2]n_97","","","","709.5008","16.45","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","13385","36.088","265.95","9","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","108","0.001","0","0","0","5_NoID","710","-0.499199999999973","709.546119562112","710","-0.453880437888188","5","97","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_97","","","","759.4991","15.631","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","6628","37.53","276.2","39","2","0.001","0.001","0.001","0.001","0.001","69","0.001","0.001","0.001","0.001","219","185","0","0","0","5_NoID","759","0.499099999999999","759.547613217513","760","-0.452386782486656","5","97","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_98","","","","483.517","14.591","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","17925","29.116","216.62","4","3.46","0.001","0.001","0.001","0.001","0.001","52","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","484","-0.483000000000004","483.547884783659","484","-0.452115216341383","5","98","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_98","","","","633.5067","14.336","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","5549","35.096","259.25","53","1.51","0.001","0.001","0.001","0.001","0.001","0.001","193","141","0.001","171","0.001","126","0","0","0","5_NoID","634","-0.493299999999977","633.547165417712","634","-0.452834582288119","5","98","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_98","","","","783.4966","16.102","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","13728","38.174","280.77","8","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","99","0.001","0.001","0.001","0.001","0","0","0","5_NoID","783","0.496599999999944","783.54664606454","784","-0.453353935459972","5","98","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_98","","","","783.4983","14.977","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","16984","37.984","279.37","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","59","0.001","0.001","0.001","0","0","0","5_NoID","783","0.498299999999972","783.548346173128","784","-0.451653826871961","5","98","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_99","","","","481.5279","15.05","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","11651","29.313","218.11","13","3.46","0.001","0.001","0.001","0.001","0.001","0.001","150","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","482","-0.472100000000012","481.55865772934","482","-0.441342270660414","6","99","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_99","","","","581.5135","15.707","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","10623","33.47","247.74","16","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","187","0.001","0","0","0","5_NoID","582","-0.486499999999978","581.550644337515","582","-0.449355662485345","6","99","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_99","","","","581.514","16.039","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","8643","33.644","249.02","24","2.37","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","166","121","0","0","0","5_NoID","582","-0.48599999999999","581.551144369452","582","-0.448855630547769","6","99","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_99","","","","731.5077","13.746","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","12119","37.151","273.6","12","2.41","0.001","0.001","0.001","0.001","0.001","0.001","0.001","53","0.001","85","0.001","0.001","0","0","0","5_NoID","732","-0.4923","731.554425259007","732","-0.445574740993379","6","99","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_103","","","","325.5309","12.914","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","17286","24.313","183.42","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","56","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","326","-0.469100000000026","325.551693377318","326","-0.448306622681969","6","103","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_103","","","","325.5357","12.969","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","16228","24.902","187.84","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","66","0.001","0","0","0","5_NoID","326","-0.46429999999998","325.556493683919","326","-0.443506316080573","6","103","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_103","","","","525.522","14.353","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","12886","30.574","226.93","10","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","118","0","0","0","5_NoID","526","-0.477999999999952","525.555567864786","526","-0.444432135213788","6","103","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_103","","","","675.5135","15.41","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","7418","35.22","259.82","32","2.02","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","180","52","157","0","0","0","5_NoID","676","-0.486499999999978","675.556648613815","676","-0.443351386184986","6","103","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_103","","","","675.5164","15.517","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","10495","35.895","264.78","16","2.5","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","62","0.001","129","0.001","0","0","0","5_NoID","676","-0.483600000000024","675.559548799053","676","-0.440451200946768","6","103","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_103","","","","675.5173","15.993","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","6592","35.255","260.08","40","1.36","0.001","0.001","0.001","0.001","0.001","0.001","0.001","91","62","159","72","94","0","0","0","5_NoID","676","-0.482700000000023","675.560448856541","676","-0.439551143458971","6","103","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_111","","","","339.5336","13.486","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","11031","25.794","380.97","14","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","171","0.001","0.001","0.001","0","0","0","5_NoID","340","-0.466400000000021","339.555287803698","340","-0.444712196301623","6","111","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_111","","","","539.5223","15.522","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","9985","33.3","246.93","18","2.34","0.001","0.001","0.001","114","99","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","540","-0.477700000000027","539.556762137866","540","-0.443237862134197","6","111","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_111","","","","589.5174","14.974","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","937","34.803","257.5","605","0.43","390","455","394","317","297","351","824","994","814","728","769","923","0","0","0","5_NoID","590","-0.482600000000048","589.555055588866","590","-0.44494441113352","6","111","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_118","","","","586.5284","16.366","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","18395","36.106","267.14","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","50","0.001","0","0","0","5_NoID","587","-0.471599999999967","586.565864665655","587","-0.434135334344774","7","118","3","FALSE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_118","","","","686.5242","15.86","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","17701","35.876","264.56","5","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","54","0.001","0.001","0.001","0.001","0","0","0","5_NoID","687","-0.475800000000049","686.568051925358","687","-0.431948074641923","7","118","3","FALSE","RT not ordered","DT not ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_118","","","","736.5137","16.371","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","15683","36.017","265.24","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","70","0.001","0.001","0","0","0","5_NoID","737","-0.486300000000028","736.560745018657","737","-0.439254981342742","7","118","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_119","","","","319.5423","14.646","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","18019","24.764","186.94","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","52","0.001","0.001","0.001","0.001","0","0","0","5_NoID","320","-0.457699999999988","319.562710853818","320","-0.437289146182479","7","119","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_119","","","","619.5279","14.069","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","5342","35.042","258.98","56","1.83","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","187","258","222","0","0","0","5_NoID","620","-0.472099999999955","619.567472517951","620","-0.432527482049295","7","119","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_119","","","","819.5085","16.436","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","5596","38.742","284.71","52","1.82","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","241","190","192","0","0","0","5_NoID","820","-0.491499999999974","819.560846334728","820","-0.439153665271533","7","119","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_121","","","","385.5426","13.033","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","12366","25.877","193.96","11","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","130","0.001","0.001","0","0","0","5_NoID","386","-0.457400000000007","385.567226641446","386","-0.432773358553732","7","121","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_121","","","","685.5172","16.265","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","9702","35.673","263.07","19","1.89","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","50","100","77","0","0","0","5_NoID","686","-0.482799999999997","685.560987602951","686","-0.4390123970486","7","121","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_121","","","","685.5182","14.562","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","13558","36.757","271.04","9","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","103","0.001","0.001","0.001","0.001","0","0","0","5_NoID","686","-0.481800000000021","685.561987666827","686","-0.438012333173333","7","121","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_121","","","","685.5254","15.863","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","6255","35.869","264.52","43","1.49","0.001","0.001","0.001","0.001","0.001","0.001","0.001","145","122","109","0.001","143","0","0","0","5_NoID","686","-0.474600000000009","685.569188126729","686","-0.430811873271296","7","121","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_121","","","","785.5133","16.048","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","8080","38.141","280.52","27","2.08","0.001","0.001","0.001","0.001","0.001","0.001","50","0.001","0.001","0.001","99","180","0","0","0","5_NoID","786","-0.486700000000042","785.563474881817","786","-0.436525118183113","7","121","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_121","","","","785.5162","16.362","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","8600","38.257","281.36","24","1.95","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","77","144","69","0","0","0","5_NoID","786","-0.483799999999974","785.566375067055","786","-0.433624932944781","7","121","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_122","","","","312.5411","15.489","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","11901","24.504","185.15","12","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","144","0.001","0","0","0","5_NoID","313","-0.458900000000028","312.561063650209","313","-0.438936349791391","7","122","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_122","","","","712.5234","16.424","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","13882","36.238","267.03","8","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","96","0.001","0.001","0","0","0","5_NoID","713","-0.476599999999962","712.568912631532","713","-0.431087368467502","7","122","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_122","","","","762.5198","16.144","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","9776","37.969","279.4","19","2.57","0.001","0.001","0.001","0.001","0.001","0.001","0.001","159","65","0.001","0.001","0.001","0","0","0","5_NoID","763","-0.480199999999968","762.568506165571","763","-0.43149383442892","7","122","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_127","","","","596.5255","16.089","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","4996","34.608","255.99","61","1.86","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","282","0.001","175","274","0","0","0","5_NoID","597","-0.474500000000035","596.563603233215","597","-0.436396766785151","7","127","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_127","","","","746.5188","14.356","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","14774","37.61","276.87","7","3.46","0.001","0.001","0.001","0.001","0.001","0.001","82","0.001","0.001","0.001","0.001","0.001","0","0","0","5_NoID","747","-0.481199999999944","746.566484097219","747","-0.433515902780869","7","127","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_127","","","","796.5117","15.823","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","6599","38.609","283.88","40","1.52","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","93","134","148","102","0","0","0","5_NoID","797","-0.488299999999981","796.562577407694","797","-0.437422592305893","7","127","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_127","","","","796.5134","16.219","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","15219","38.625","284","6","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","76","0.001","0","0","0","5_NoID","797","-0.486599999999953","796.564277516282","797","-0.435722483717882","7","127","3","FALSE","RT ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_132","","","","482.5327","15.609","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","17791","29.493","219.43","4","3.46","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","53","0.001","0","0","0","5_NoID","483","-0.467300000000023","482.563521911221","483","-0.436478088779324","7","132","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
"D+","[CF2]n_132","","","","582.5315","15.054","","","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","Yes","9395","33.683","249.31","20","2.37","0.001","0.001","0.001","0.001","0.001","0.001","103","139","0.001","0.001","0.001","0.001","0","0","0","5_NoID","583","-0.468499999999949","582.568709362549","583","-0.431290637450502","7","132","3","FALSE","RT not ordered","DT ordered","FALSE","TRUE","TRUE","FALSE","D+","Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series","","eC","MZ_eC","MD_eC",,,,,
