Score,SeriesType_Identifier,Name_or_Class,Formula,SMILES,m/z,Retention Time,Adduct,Unique,Score_Description,Needs_Validation,row.ID,DT,CCS,Z,Ions,Freq.,Q.Score,Sat.,Mark,X45.B1.6988.d.DeMP,ID_Ranked,nominal mass,mass defect,[CF2]n_Kendrick_mass,[CF2]n_nominal_Kendrick_mass,[CF2]n_Kendrick_mass_defect,[CF2]n_KMD_Group,[CF2]n_homologous_series,[CF2]n_Homologous_series_count,[CF2]n_MD_Filter,[CF2]n_RT_series,[CF2]n_DT_series,Confident_ID,2+_homologous_series,3+_homologous_series,Exact_mass_match,Score.1,Score_Description.1,Checked_Viz,TRUE_Viz,Class_Viz,Cnumb_Viz,Comment_Viz,Classification
D+,[CF2]n_443,,,,461.0593,0.841,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,13835,25.307,188.52,-1,4,5,99.9,,False,587.999,5_NoID,461,0.0593,461.0887503,461,0.088750292,57,443,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_303,PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2,C10HF19O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,468.9735,2.2,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,3913,23.243,173.02,-1,2,9,100.0,,False,728.999,4_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C6- PFDA|(M-H-CO2)-|NA|CAS=NA;C10HF19O2;NA | 4_PFDA|(M-H-CO2)-|DTXSID3031860|CAS=335-76-2;C10HF19O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,469,-0.0265,469.0034558,469,0.003455814,49,303,9,True,RT ordered,DT not ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D+,[CF2]n_240,,,,476.9131,1.1,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,33271,23.972,178.38,-1,1,5,99.8,,False,147.999,5_NoID,477,-0.0869,476.943563,477,-0.056437042,43,240,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_260,,,,488.9303,1.623,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,14393,24.454,181.85,-1,1,9,99.1,,False,118.999,5_NoID,489,-0.0697,488.9615306,489,-0.03846944,45,260,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_246,,,,494.9088,0.647,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,25343,24.941,185.42,-1,1,7,99.1,,False,131.999,5_NoID,495,-0.0912,494.9404124,495,-0.059587562,43,246,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_282,,,,505.9556,1.877,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,8121,23.4,173.83,-1,2,14,99.5,,False,555.999,5_NoID,506,-0.0444,505.9879181,506,-0.012081944,47,282,3,True,RT ordered,DT ordered,False,True,True,False,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
C+,[CF2]n_303,PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8,C11HF21O2,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,518.9683,2.398,,Yes,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,2259,24.62,182.8,-1,2,24,100.0,,False,663.999,4_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F | 4_13C7- PFUdA|(M-H-CO2)-|NA|CAS=NA;C11HF21O2;NA | 4_PFUdA|(M-H-CO2)-|DTXSID8047553|CAS=2058-94-8;C11HF21O2;OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,519,-0.0317,519.0014492,519,0.001449245,49,303,9,True,RT ordered,DT not ordered,False,True,True,True,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D+,[CF2]n_328,,,,518.9839,2.2,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,2347,23.295,172.94,-1,2,10,100.0,,False,3371.999,5_NoID,519,-0.0161,519.0170502,519,0.017050242,50,328,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_240,,,,526.9081,0.416,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,10783,25.945,192.59,-1,1,17,99.4,,False,268.999,5_NoID,527,-0.0919,526.9417564,527,-0.058243598,43,240,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_239,,,,528.9041,0.444,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,16571,26.003,193.0,-1,1,12,99.3,,False,185.999,5_NoID,529,-0.0959,528.9378839,529,-0.062116103,43,239,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D,[CF2]n_302,,,,530.9724,2.368,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,2285,21.892,162.4,-1,2,8,99.6,,False,106.999,5_NoID,531,-0.0276,531.006316,531,0.006316011,49,302,5,True,RT not ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_307,,,,531.9707,2.373,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,34223,26.047,193.31,-1,1,3,99.5,,False,125.999,5_NoID,532,-0.0293,532.0046798,532,0.004679777,49,307,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_907,,,,542.2555,1.533,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,17402,28.724,213.13,-1,1,9,98.8,,False,247.999,5_NoID,542,0.2555,542.2901367,542,0.290136722,77,907,3,False,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_205,,,,550.8697,0.675,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,11144,25.669,190.33,-1,1,14,98.5,,False,211.999,5_NoID,551,-0.1303,550.904887,551,-0.095113044,39,205,3,False,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_307,,,,581.968,2.957,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,29081,22.824,168.96,-1,1,5,92.6,,False,212.999,5_NoID,582,-0.032,582.0051734,582,0.005173369,49,307,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_260,,,,588.9293,2.093,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,26597,26.559,196.64,-1,1,3,96.9,,False,222.999,5_NoID,589,-0.0707,588.966918,589,-0.033081976,45,260,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_246,,,,594.9072,2.783,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,8903,24.78,183.39,-1,1,16,99.2,,False,442.999,5_NoID,595,-0.0928,594.9451999,595,-0.054800136,43,246,3,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_335,,,,600.9739,2.44,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,22457,23.764,175.81,-1,1,7,99.7,,False,294.999,5_NoID,601,-0.0261,601.0122874,601,0.012287376,50,335,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_838,,,,601.2378,1.827,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,14149,29.559,218.8,-1,2,4,99.3,,False,390.999,5_NoID,601,0.2378,601.2762042,601,0.276204233,76,838,4,False,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_259,,,,606.9194,0.553,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,26226,27.968,206.95,-1,1,8,98.1,,False,132.999,5_NoID,607,-0.0806,606.9581671,607,-0.041832854,45,259,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_333,,,,612.9727,2.474,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,4158,24.483,181.07,-1,2,13,100.0,,False,1036.805,5_NoID,613,-0.0273,613.0118538,613,0.011853803,50,333,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_306,,,,614.9658,2.593,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,1118,25.738,190.36,-1,3,9,100.0,,False,7645.999,5_NoID,615,-0.0342,615.0050811,615,0.005081113,49,306,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_242,,,,616.8992,1.27,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,27895,27.558,203.85,-1,1,6,72.0,,False,132.999,5_NoID,617,-0.1008,616.9386046,617,-0.061395391,43,242,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D,[CF2]n_325,,,,626.9755,2.279,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,10237,23.637,174.71,-1,2,6,99.4,,False,188.999,5_NoID,627,-0.0245,627.0155482,627,0.015548235,50,325,7,True,RT ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_302,,,,630.9651,0.439,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,16453,29.068,214.93,-1,1,12,99.6,,False,181.999,5_NoID,631,-0.0349,631.0054031,631,0.005403072,49,302,5,True,RT not ordered,DT not ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_338,,,,638.9753,2.482,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,20352,24.118,178.2,-1,1,9,94.5,,False,215.999,5_NoID,639,-0.0247,639.0161147,639,0.016114726,50,338,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_314,,,,656.9664,2.509,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,17312,24.329,179.66,-1,1,8,95.8,,False,374.999,5_NoID,657,-0.0336,657.0083639,657,0.008363913,49,314,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_343,,,,658.9811,2.379,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,31413,24.459,180.61,-1,1,6,93.8,,False,153.999,5_NoID,659,-0.0189,659.0231926,659,0.023192602,51,343,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
C+,[CF2]n_303,,,,668.9636,2.948,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,11811,25.258,186.47,-1,1,7,98.5,,False,352.999,5_NoID,669,-0.0364,669.0063302,669,0.006330237,49,303,9,True,RT ordered,DT ordered,False,True,True,False,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
C+,[CF2]n_311,,,,669.9632,2.95,,,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",Yes,246,25.513,188.36,-1,3,26,100.0,,False,37802.18,5_NoID,670,-0.0368,670.0059941,670,0.005994087,49,311,3,True,RT ordered,DT not ordered,False,True,True,False,C+,"Lvl 5 Schymanski: Possible ID, possible PFAS: 2+ in homologous series, and at least one confident PFAS identification within homologous series (A- or higher grade)",,,,,,FALSE
D,[CF2]n_325,,,,676.9713,2.456,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,4393,24.602,181.57,-1,2,11,100.0,,False,661.6668,5_NoID,677,-0.0287,677.0145417,677,0.014541731,50,325,7,True,RT ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_302,,,,680.9632,1.652,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,17113,24.603,181.56,-1,1,7,99.2,,False,278.999,5_NoID,681,-0.0368,681.0066967,681,0.006696715,49,302,5,True,RT ordered,DT not ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_260,,,,688.9223,0.483,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,31009,29.627,218.69,-1,1,5,76.5,,False,161.999,5_NoID,689,-0.0777,688.9663051,689,-0.033694895,45,260,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_314,,,,706.9628,2.689,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,13924,25.214,185.94,-1,1,9,98.9,,False,118.4446,5_NoID,707,-0.0372,707.0079574,707,0.007957447,49,314,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_333,,,,712.9666,0.425,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,19009,30.487,224.9,-1,1,10,95.6,,False,275.999,5_NoID,713,-0.0334,713.0121409,713,0.012140941,50,333,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_306,,,,714.9565,2.95,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,859,28.446,209.81,-1,4,26,100.0,,False,5954.497,5_NoID,715,-0.0435,715.002168,715,0.002168046,49,306,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D,[CF2]n_325,,,,726.9683,2.621,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,3226,25.533,188.21,-1,2,13,100.0,,False,292.6668,5_NoID,727,-0.0317,727.0147353,727,0.014735304,50,325,7,True,RT ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_302,,,,730.9599,2.951,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,930,26.631,196.29,-1,3,14,100.0,,False,20236.0,5_NoID,731,-0.0401,731.0065903,731,0.006590268,49,302,5,True,RT ordered,DT not ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_260,,,,738.9204,0.479,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,14134,30.486,224.74,-1,1,11,98.7,,False,273.999,5_NoID,739,-0.0796,738.9675987,739,-0.032401253,45,260,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_338,,,,738.9674,2.821,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,28322,25.967,191.36,-1,1,7,98.6,,False,91.55567,5_NoID,739,-0.0326,739.0146017,739,0.014601749,50,338,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_335,,,,750.9682,2.947,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,14027,26.483,195.1,-1,1,9,98.9,,False,370.999,5_NoID,751,-0.0318,751.0161683,751,0.016168304,50,335,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_259,,,,756.912,3.699,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,25475,27.416,201.97,-1,2,4,93.0,,False,239.999,5_NoID,757,-0.088,756.960348,757,-0.039652034,45,259,4,True,RT ordered,DT not ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_493,,,,769.0793,2.295,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,20432,31.993,235.72,-1,1,8,98.3,,False,38.11122,5_NoID,769,0.0793,769.1284252,769,0.128425155,61,493,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D,[CF2]n_325,,,,776.9648,2.631,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,31727,27.595,203.2,-1,1,5,82.7,,False,169.999,5_NoID,777,-0.0352,777.0144288,777,0.014428844,50,325,7,True,RT ordered,DT not ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_302,,,,780.9581,3.146,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,925,27.681,203.81,-1,3,15,99.3,,False,18643.82,5_NoID,781,-0.0419,781.0079839,781,0.007983917,49,302,5,True,RT ordered,DT ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D,[CF2]n_325,,,,826.9628,2.948,,,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",Yes,5332,27.333,201.05,-1,2,13,100.0,,False,1737.999,5_NoID,827,-0.0372,827.0156225,827,0.01562248,50,325,7,True,RT ordered,DT not ordered,False,True,True,False,D,"Lvl 5 Schymanski: No ID, possible PFAS: 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_979,,,,841.2602,3.361,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,21253,36.11,265.71,-1,1,9,97.2,,False,128.999,5_NoID,841,0.2602,841.3139357,841,0.313935731,80,979,3,False,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_324,,,,842.9557,3.304,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,7561,28.975,213.09,-1,2,10,96.6,,False,723.999,5_NoID,843,-0.0443,843.009544,843,0.009544031,50,324,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_335,,,,850.9633,3.233,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,8495,28.356,208.5,-1,2,7,100.0,,False,1115.999,5_NoID,851,-0.0367,851.0176555,851,0.017655519,50,335,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_309,,,,874.9459,3.302,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,12158,28.465,209.21,-1,1,9,99.4,,False,588.999,5_NoID,875,-0.0541,875.0017874,875,0.001787414,49,309,4,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_329,,,,880.9553,4.441,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,30167,29.306,215.38,-1,1,4,60.4,,False,118.999,5_NoID,881,-0.0447,881.0115713,881,0.011571266,50,329,3,True,RT not ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
D+,[CF2]n_324,,,,892.9533,3.435,,,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",Yes,14778,31.087,228.46,-1,2,8,97.6,,False,436.999,5_NoID,893,-0.0467,893.0103376,893,0.010337642,50,324,3,True,RT ordered,DT ordered,False,True,True,False,D+,"Lvl 5 Schymanski: No ID, possible PFAS:  Mass defect falling within -0.11 and 0.12 OR exact mass match, and 3+ within homologous series",,,,,,FALSE
