Parent Peak,Child/Baby Peak,Relationship Type
423.149,423.4805,parent-child
423.149,423.4805,baby
423.2725,423.2725,loner
423.2733,423.2733,loner
423.2763,423.2763,loner
423.2764,423.2764,loner
423.3126,424.3157,parent-child
423.3126,424.3157,baby
423.3463,424.3541,parent-child
423.3463,424.3541,baby
423.3501,424.3541,parent-child
423.3501,424.3541,baby
423.387,423.387,loner
424.1468,424.1468,loner
424.1811,425.174,parent-child
424.1811,425.174,baby
424.1826,424.1826,loner
424.251,425.2563,parent-child
424.251,425.2563,baby
424.3162,424.3162,loner
425.1117,425.3624,parent-child
425.1117,425.3624,baby
425.1118,425.3624,parent-child
425.1118,425.3624,baby
425.1119,425.3624,parent-child
425.1119,425.3624,baby
425.1121,425.3624,parent-child
425.1121,425.3624,baby
425.1193,425.1193,loner
425.2004,425.2004,loner
425.2022,425.2022,loner
425.2216,425.2216,loner
425.2217,425.2217,loner
425.2322,426.2338,parent-child
425.2322,426.2338,baby
425.2326,426.2338,parent-child
425.2326,426.2338,baby
425.2327,426.2338,parent-child
425.2327,426.2338,baby
425.2575,426.2651,parent-child
425.2575,426.2651,baby
425.2886,425.2886,loner
425.2899,425.2899,loner
425.291,425.291,loner
425.2913,425.2913,loner
425.2917,425.2917,loner
425.2921,425.2921,loner
425.328,425.328,loner
425.3291,425.3291,loner
425.3294,425.3294,loner
425.3638,426.3674,parent-child
425.3638,426.3674,baby
425.3658,426.3674,parent-child
425.3658,426.3674,baby
426.158,426.158,loner
426.1595,426.1595,loner
426.3015,427.3056,parent-child
426.3015,427.3056,baby
426.3682,426.3682,loner
426.9391,426.9391,loner
426.9888,427.3219,parent-child
426.9888,427.3219,baby
427.0185,427.0185,loner
427.0189,427.0189,loner
427.1081,427.1081,loner
427.1369,427.1369,loner
427.2157,427.2157,loner
427.216,427.216,loner
427.2167,427.2167,loner
427.218,427.218,loner
427.2182,427.2182,loner
427.2358,427.2358,loner
427.2909,428.288,parent-child
427.2909,428.288,baby
427.3058,427.3058,loner
427.3064,427.3064,loner
427.3091,428.3169,parent-child
427.3091,428.3169,baby
427.3222,428.3169,parent-child
427.3222,428.3169,baby
427.3226,428.3169,parent-child
427.3226,428.3169,baby
427.3421,428.3449,parent-child
427.3421,428.3449,baby
427.3455,428.3449,parent-child
427.3455,428.3449,baby
427.3793,427.3793,loner
427.3798,427.3798,loner
427.3811,427.3811,loner
428.1776,428.1776,loner
428.9336,429.4358,parent-child
428.9336,429.4358,baby
429.1585,429.1585,loner
429.2031,429.2031,loner
429.2052,429.2052,loner
429.2361,429.2361,loner
429.264,429.264,loner
429.301,430.2982,parent-child
429.301,430.2982,baby
429.3014,430.2982,parent-child
429.3014,430.2982,baby
429.3016,430.2982,parent-child
429.3016,430.2982,baby
429.3337,430.3328,parent-child
429.3337,430.3328,baby
429.3387,430.3328,parent-child
429.3387,430.3328,baby
429.359,429.359,loner
429.3737,429.3737,loner
429.3767,429.3767,loner
430.3018,430.3018,loner
430.3064,430.3064,loner
430.9723,431.2216,parent-child
430.9723,431.2216,baby
431.2186,432.2126,parent-child
431.2186,432.2126,baby
431.3165,432.3147,parent-child
431.3165,432.3147,baby
431.3168,432.3147,parent-child
431.3168,432.3147,baby
431.3177,432.3147,parent-child
431.3177,432.3147,baby
431.318,432.3147,parent-child
431.318,432.3147,baby
431.3189,432.3147,parent-child
431.3189,432.3147,baby
431.3194,432.3147,parent-child
431.3194,432.319,parent-child
431.3194,432.319,baby
431.3546,431.3546,loner
431.3556,431.3556,loner
431.3933,431.3933,loner
432.2812,433.281,parent-child
432.2812,433.281,baby
432.3197,432.3197,loner
432.3199,432.3199,loner
432.3204,432.3204,loner
432.3219,432.3219,loner
433.2363,434.2411,parent-child
433.2363,434.2411,baby
433.2364,434.2411,parent-child
433.2364,434.2411,baby
433.2369,434.2411,parent-child
433.2369,434.2411,baby
433.2384,434.2411,parent-child
433.2384,434.2411,baby
433.24,434.2411,parent-child
433.24,434.2411,baby
433.2819,433.2819,loner
433.2953,434.3025,parent-child
433.2953,434.3025,baby
433.2956,434.3025,parent-child
433.2956,434.3025,baby
433.3313,434.336,parent-child
433.3313,434.336,baby
433.3325,434.336,parent-child
433.3325,434.336,baby
433.3328,434.336,parent-child
433.3328,434.336,baby
433.3349,434.336,parent-child
433.3349,434.336,baby
433.3351,434.336,parent-child
433.3351,434.336,baby
433.3357,434.336,parent-child
433.3357,434.336,baby
433.3692,434.3743,parent-child
433.3692,434.3743,baby
433.3707,434.3743,parent-child
433.3707,434.3743,baby
433.4063,433.4063,loner
434.187,435.1819,parent-child
434.187,435.1819,baby
434.2699,434.2699,loner
434.3383,434.3383,loner
435.1005,435.3489,parent-child
435.1005,435.3501,parent-child
435.1005,435.3501,baby
435.221,435.221,loner
435.2226,435.2226,loner
435.2516,436.2525,parent-child
435.2516,436.2525,baby
435.2522,436.2525,parent-child
435.2522,436.2525,baby
435.2526,436.2525,parent-child
435.2526,436.2525,baby
435.2554,436.2525,parent-child
435.2554,436.2525,baby
435.3507,436.3496,parent-child
435.3507,436.3496,baby
435.3845,435.3845,loner
436.1833,436.1833,loner
436.2032,436.2032,loner
436.284,437.2911,parent-child
436.284,437.2911,baby
436.2857,437.2911,parent-child
436.2857,437.2911,baby
436.2902,437.2911,parent-child
436.2902,437.2911,baby
436.3155,436.3155,loner
436.3156,436.3156,loner
436.316,436.316,loner
436.3173,436.3173,loner
436.351,436.351,loner
436.917,436.917,loner
436.9178,436.9178,loner
436.918,436.918,loner
437.0983,437.0983,loner
437.1491,437.1491,loner
437.268,438.2681,parent-child
437.268,438.2681,baby
437.2714,438.2681,parent-child
437.2714,438.2681,baby
437.3275,437.3275,loner
437.3276,437.3276,loner
437.3639,437.3639,loner
437.367,437.367,loner
437.4031,437.4031,loner
438.199,439.1964,parent-child
438.199,439.1964,baby
439.1672,439.1672,loner
439.2268,439.2268,loner
439.2512,440.2503,parent-child
439.2512,440.2503,baby
439.255,440.2503,parent-child
439.255,440.2503,baby
439.3062,439.3062,loner
439.3088,439.3088,loner
439.3439,439.3439,loner
439.38,439.38,loner
439.381,439.381,loner
439.3828,439.3828,loner
441.1074,441.3573,parent-child
441.1074,441.3573,baby
441.1076,441.3573,parent-child
441.1076,441.3573,baby
441.1078,441.3573,parent-child
441.1078,441.3573,baby
441.1091,441.3573,parent-child
441.1091,441.3588,parent-child
441.1091,441.3588,baby
441.2006,442.1972,parent-child
441.2006,442.1972,baby
441.2134,441.2134,loner
441.2322,441.2322,loner
441.2425,441.2425,loner
441.2513,441.2513,loner
441.2527,441.2527,loner
441.2555,441.2555,loner
441.2646,442.2657,parent-child
441.2646,442.2657,baby
441.2824,441.2824,loner
441.2859,441.2859,loner
441.3005,441.3005,loner
441.3016,441.3016,loner
441.3022,441.3022,loner
441.3219,441.3219,loner
441.329,441.329,loner
441.3376,441.3376,loner
441.34,441.34,loner
441.3406,441.3406,loner
441.3613,441.3613,loner
441.3947,441.3947,loner
441.3954,441.3954,loner
441.3982,441.3982,loner
441.3995,441.3995,loner
442.1899,442.1899,loner
442.6756,442.6756,loner
443.2114,443.2114,loner
443.2176,443.2176,loner
443.248,443.248,loner
443.2503,443.2503,loner
443.2547,443.2547,loner
443.2662,443.2662,loner
443.2834,443.2834,loner
443.3167,444.3151,parent-child
443.3167,444.3151,baby
443.3175,444.3151,parent-child
443.3175,444.3174,parent-child
443.3175,444.3174,baby
443.3179,444.3151,parent-child
443.3179,444.3174,parent-child
443.3179,444.3174,baby
443.3396,443.3396,loner
444.6757,444.6757,loner
444.8798,444.8798,loner
444.8803,444.8803,loner
444.9844,445.2344,parent-child
444.9844,445.2344,baby
444.9856,445.2344,parent-child
444.9856,445.2344,baby
445.1035,445.1035,loner
445.2258,445.2258,loner
445.3004,446.2933,parent-child
445.3004,446.2948,parent-child
445.3004,446.2984,parent-child
445.3004,446.2984,baby
445.3331,446.3331,parent-child
445.3331,446.3331,baby
445.3335,446.3331,parent-child
445.3335,446.3331,baby
445.3341,446.3331,parent-child
445.3341,446.3331,baby
445.3346,446.3331,parent-child
445.3346,446.3331,baby
445.3696,446.3765,parent-child
445.3696,446.3765,baby
445.372,446.3765,parent-child
445.372,446.3765,baby
445.4696,445.4696,loner
446.0483,446.0483,loner
447.1002,447.3487,parent-child
447.1002,447.349,parent-child
447.1002,447.3493,parent-child
447.1002,447.3498,parent-child
447.1002,447.3498,baby
447.1701,447.1701,loner
447.2521,447.2521,loner
447.2544,447.2544,loner
447.3023,448.3065,parent-child
447.3023,448.3065,baby
447.3109,448.3065,parent-child
447.3109,448.3065,baby
447.3112,448.3065,parent-child
447.3112,448.3065,baby
447.3117,448.3065,parent-child
447.3117,448.3065,baby
447.3127,448.3065,parent-child
447.3127,448.3065,baby
447.313,448.3065,parent-child
447.313,448.3065,baby
447.3134,448.3065,parent-child
447.3134,448.3065,baby
447.3765,447.3765,loner
447.3862,448.3902,parent-child
447.3862,448.3902,baby
448.275,449.2684,parent-child
448.275,449.2684,baby
448.2843,449.2888,parent-child
448.2843,449.2888,baby
448.9334,448.9334,loner
449.1646,449.1646,loner
449.2326,450.2338,parent-child
449.2326,450.2338,baby
449.255,449.5028,parent-child
449.255,449.5028,baby
449.2916,449.2916,loner
449.2921,449.2921,loner
449.3278,450.331,parent-child
449.3278,450.331,baby
449.3283,450.331,parent-child
449.3283,450.331,baby
449.3284,450.331,parent-child
449.3284,450.331,baby
449.3302,450.331,parent-child
449.3302,450.331,baby
449.3309,450.331,parent-child
449.3309,450.331,baby
449.365,450.3656,parent-child
449.365,450.3656,baby
450.2002,451.2086,parent-child
450.2002,451.2086,baby
450.2121,451.2086,parent-child
450.2121,451.2086,baby
450.2628,451.2685,parent-child
450.2628,451.2685,baby
450.2635,451.2685,parent-child
450.2635,451.2685,baby
450.2649,451.2685,parent-child
450.2649,451.2685,baby
450.302,451.3043,parent-child
450.302,451.3043,baby
450.334,451.33,parent-child
450.334,451.33,baby
450.8966,450.8966,loner
450.8979,450.8979,loner
450.9266,450.9266,loner
451.1812,451.1812,loner
451.1854,451.1854,loner
451.2441,451.2441,loner
451.247,451.247,loner
451.2522,451.2522,loner
451.281,452.2781,parent-child
451.281,452.2791,parent-child
451.281,452.2793,parent-child
451.281,452.2802,parent-child
451.281,452.2802,baby
451.3063,452.309,parent-child
451.3063,452.309,baby
451.3065,452.309,parent-child
451.3065,452.309,baby
451.3082,452.309,parent-child
451.3082,452.309,baby
451.3182,452.3101,parent-child
451.3182,452.3101,baby
451.3435,452.3466,parent-child
451.3435,452.3466,baby
451.3438,452.3466,parent-child
451.3438,452.3466,baby
451.382,451.382,loner
451.3829,451.3829,loner
451.4136,451.4136,loner
452.2139,452.2139,loner
452.2813,453.2826,parent-child
452.2813,453.2826,baby
452.3482,453.3419,parent-child
452.3482,453.3419,baby
452.3959,452.8925,parent-child
452.3959,452.8925,baby
452.923,452.923,loner
452.9544,452.9544,loner
453.1125,453.1125,loner
453.1449,453.1449,loner
453.1813,453.1813,loner
453.2332,453.2332,loner
453.3221,454.3272,parent-child
453.3221,454.3272,baby
453.3223,454.3272,parent-child
453.3223,454.3272,baby
453.3234,454.3272,parent-child
453.3234,454.3272,baby
453.3602,454.3634,parent-child
453.3602,454.3634,baby
453.3983,453.3983,loner
454.1962,455.1935,parent-child
454.1962,455.1935,baby
455.1673,455.1673,loner
455.1857,455.1857,loner
455.2126,455.2126,loner
455.2187,455.2187,loner
455.2194,455.2194,loner
455.2222,455.2222,loner
455.2348,455.2348,loner
455.2511,456.2542,parent-child
455.2511,456.2542,baby
455.3026,455.3026,loner
455.3193,455.3193,loner
455.336,455.336,loner
455.3397,455.3397,loner
455.3401,455.3401,loner
455.3765,456.3752,parent-child
455.3765,456.3752,baby
455.41,455.41,loner
456.2786,457.2818,parent-child
456.2786,457.2818,baby
456.38,457.373,parent-child
456.38,457.374,parent-child
456.38,457.374,baby
456.9788,456.9788,loner
457.0718,457.3203,parent-child
457.0718,457.3203,baby
457.1442,457.1442,loner
457.2351,458.2302,parent-child
457.2351,458.2302,baby
457.237,458.2302,parent-child
457.237,458.2302,baby
457.238,458.2302,parent-child
457.238,458.2302,baby
457.2381,458.2302,parent-child
457.2381,458.2302,baby
457.2391,458.2302,parent-child
457.2391,458.2302,baby
457.24,457.24,loner
457.2414,457.2414,loner
457.2421,457.2421,loner
457.2485,457.2485,loner
457.2945,458.29,parent-child
457.2945,458.29,baby
457.2958,458.29,parent-child
457.2958,458.29,baby
457.296,458.29,parent-child
457.296,458.29,baby
457.2992,457.2992,loner
457.3293,458.3311,parent-child
457.3293,458.3311,baby
457.3319,458.3311,parent-child
457.3319,458.3311,baby
457.3335,458.3311,parent-child
457.3335,458.3311,baby
457.3533,457.3533,loner
457.3537,457.3537,loner
457.3834,457.3834,loner
457.4045,457.4045,loner
458.1003,458.1003,loner
458.101,458.101,loner
458.1871,458.1871,loner
458.3199,459.3126,parent-child
458.3199,459.3134,parent-child
458.3199,459.3134,baby
458.8277,459.3312,parent-child
458.8277,459.3312,baby
458.8307,459.3312,parent-child
458.8307,459.3312,baby
459.2342,459.2342,loner
459.2518,460.2474,parent-child
459.2518,460.2481,parent-child
459.2518,460.2481,baby
459.2522,460.2474,parent-child
459.2522,460.2481,parent-child
459.2522,460.2481,baby
459.2533,460.2474,parent-child
459.2533,460.2481,parent-child
459.2533,460.2481,baby
459.2967,459.2967,loner
459.2995,459.2995,loner
459.3488,460.351,parent-child
459.3488,460.351,baby
459.3489,460.351,parent-child
459.3489,460.351,baby
459.3508,460.351,parent-child
459.3508,460.351,baby
460.187,460.187,loner
460.2842,460.2842,loner
460.3164,461.3127,parent-child
460.3164,461.3127,baby
460.3176,461.3127,parent-child
460.3176,461.3127,baby
460.3515,460.3515,loner
460.9331,460.9331,loner
461.2708,462.2643,parent-child
461.2708,462.269,parent-child
461.2708,462.2693,parent-child
461.2708,462.2693,baby
461.3277,461.3277,loner
461.3293,461.3293,loner
461.3631,461.3631,loner
461.3633,461.3633,loner
461.3647,461.3647,loner
461.3648,461.3648,loner
462.1808,462.1808,loner
462.3031,463.3082,parent-child
462.3031,463.3082,baby
462.44,462.44,loner
463.2083,464.2156,parent-child
463.2083,464.2156,baby
463.3434,463.3434,loner
463.3438,463.3438,loner
463.344,463.344,loner
463.3449,463.3449,loner
463.9587,463.9587,loner
464.3017,465.3087,parent-child
464.3017,465.3087,baby
464.3157,465.3087,parent-child
464.3157,465.3087,baby
464.3176,465.3087,parent-child
464.3176,465.3087,baby
464.3837,464.3837,loner
465.1799,465.1799,loner
465.2473,465.2473,loner
465.2505,465.2505,loner
465.284,465.284,loner
465.2862,466.2941,parent-child
465.2862,466.2941,baby
465.3232,466.3308,parent-child
465.3232,466.3308,baby
465.3597,465.3597,loner
465.3598,465.3598,loner
465.3599,465.3599,loner
465.3602,465.3602,loner
465.3953,465.3953,loner
466.2944,467.3036,parent-child
466.2944,467.3036,baby
466.2945,467.3036,parent-child
466.2945,467.3036,baby
466.2962,467.3036,parent-child
466.2962,467.3036,baby
467.1533,467.1533,loner
467.2626,467.5145,parent-child
467.2626,467.5145,baby
467.2669,467.2669,loner
467.374,467.374,loner
467.3759,467.3759,loner
467.3767,467.3767,loner
467.3792,467.3792,loner
468.2507,469.2594,parent-child
468.2507,469.2594,baby
468.2537,469.2594,parent-child
468.2537,469.2594,baby
468.9465,469.2821,parent-child
468.9465,469.2821,baby
468.9466,469.2821,parent-child
468.9466,469.2821,baby
468.9498,469.2821,parent-child
468.9498,469.2822,parent-child
468.9498,469.2822,baby
469.0304,469.0304,loner
469.0629,469.0629,loner
469.2263,470.2314,parent-child
469.2263,470.2314,baby
469.2342,470.2314,parent-child
469.2342,470.2314,baby
469.264,469.264,loner
469.2649,469.2649,loner
469.3038,469.3038,loner
469.3173,469.3173,loner
469.3177,469.3177,loner
469.3185,469.3185,loner
469.32,469.32,loner
469.3314,469.3314,loner
469.3333,469.3333,loner
469.3505,469.3505,loner
469.3534,469.3534,loner
469.3895,470.396,parent-child
469.3895,470.396,baby
469.3912,470.396,parent-child
469.3912,470.396,baby
469.3923,470.396,parent-child
469.3923,470.396,baby
469.4252,469.4252,loner
469.4276,469.4276,loner
470.2881,470.2881,loner
470.3965,470.3965,loner
470.6699,470.6699,loner
470.8627,470.8627,loner
470.9459,470.9459,loner
471.0765,471.0765,loner
471.1094,471.1094,loner
471.1169,471.1169,loner
471.1596,471.1596,loner
471.2149,471.2149,loner
471.2406,472.2487,parent-child
471.2406,472.2487,baby
471.2459,472.2487,parent-child
471.2459,472.2487,baby
471.298,471.298,loner
471.3346,472.3388,parent-child
471.3346,472.3388,baby
471.3491,472.3423,parent-child
471.3491,472.3423,baby
471.3727,471.3727,loner
472.2501,473.2464,parent-child
472.2501,473.2464,baby
472.2545,473.2464,parent-child
472.2545,473.2464,baby
472.3493,473.3493,parent-child
472.3493,473.3493,baby
472.3532,473.3493,parent-child
472.3532,473.3493,baby
473.1624,473.1624,loner
473.1703,473.1703,loner
473.1975,473.1975,loner
473.1988,473.1988,loner
473.2305,473.2305,loner
473.232,473.232,loner
473.2842,474.2906,parent-child
473.2842,474.2906,baby
473.2879,474.2906,parent-child
473.2879,474.2906,baby
473.3139,473.3139,loner
473.3646,473.3646,loner
473.3682,473.3682,loner
473.4039,473.4039,loner
473.9588,474.2937,parent-child
473.9588,474.2937,baby
474.2619,475.2653,parent-child
474.2619,475.2653,baby
474.2639,475.2653,parent-child
474.2639,475.2653,baby
474.8584,474.8584,loner
474.861,474.861,loner
475.1486,475.1486,loner
475.2517,475.2517,loner
475.2519,475.2519,loner
475.3029,475.3029,loner
475.3423,476.3473,parent-child
475.3423,476.3473,baby
475.343,476.3473,parent-child
475.343,476.3473,baby
475.3436,476.3473,parent-child
475.3436,476.3473,baby
475.3438,476.3473,parent-child
475.3438,476.3473,baby
475.3802,475.3802,loner
475.3826,475.3826,loner
476.2787,477.2696,parent-child
476.2787,477.2696,baby
476.2792,476.2792,loner
476.2797,476.2797,loner
476.2803,476.2803,loner
476.2815,476.2815,loner
476.2828,476.2828,loner
476.3159,477.3228,parent-child
476.3159,477.3228,baby
476.3178,477.3228,parent-child
476.3178,477.3228,baby
476.348,476.348,loner
476.9078,476.9078,loner
476.9118,476.9118,loner
476.9128,476.9128,loner
476.9284,477.2607,parent-child
476.9284,477.2607,baby
477.0419,477.0419,loner
477.2237,477.2237,loner
477.2243,477.2243,loner
477.2292,477.2292,loner
477.2325,477.2325,loner
477.2502,477.2502,loner
477.3598,478.3591,parent-child
477.3598,478.3591,baby
477.3613,478.3591,parent-child
477.3613,478.3604,parent-child
477.3613,478.3613,parent-child
477.3613,478.3613,baby
477.3912,477.3912,loner
477.3957,477.3957,loner
477.3966,477.3966,loner
477.5353,477.5353,loner
477.9492,477.9492,loner
478.2017,479.2013,parent-child
478.2017,479.2013,baby
478.2899,478.7884,parent-child
478.2899,478.7884,baby
478.2948,479.2875,parent-child
478.2948,479.2875,baby
478.2952,479.2875,parent-child
478.2952,479.2875,baby
478.2974,479.3009,parent-child
478.2974,479.3009,baby
478.3327,479.3378,parent-child
478.3327,479.3378,baby
478.3615,478.3615,loner
478.3646,478.3646,loner
479.2664,479.2664,loner
479.2696,479.2696,loner
479.2849,480.2807,parent-child
479.2849,480.2828,parent-child
479.2849,480.2828,baby
479.285,480.2807,parent-child
479.285,480.2828,parent-child
479.285,480.2828,baby
479.3093,480.309,parent-child
479.3093,480.309,baby
479.3209,479.3209,loner
479.3383,480.3417,parent-child
479.3383,480.3417,baby
479.3742,480.3797,parent-child
479.3742,480.3797,baby
479.4106,479.4106,loner
479.447,479.447,loner
480.2115,480.2115,loner
480.3109,481.3032,parent-child
480.3109,481.307,parent-child
480.3109,481.307,baby
480.311,481.3032,parent-child
480.311,481.307,parent-child
480.311,481.307,baby
480.6124,480.6124,loner
481.2384,481.2384,loner
481.2403,481.2403,loner
481.2407,481.2407,loner
481.2838,481.2838,loner
481.2998,482.2978,parent-child
481.2998,482.2978,baby
481.3001,482.2978,parent-child
481.3001,482.2978,baby
481.3537,481.3537,loner
481.3545,481.3545,loner
481.3904,481.3904,loner
481.4246,481.4246,loner
481.4301,481.4301,loner
481.9748,481.9748,loner
481.9762,482.228,parent-child
481.9762,482.228,baby
482.9383,482.9383,loner
483.244,483.244,loner
483.2504,483.2504,loner
483.252,483.252,loner
483.2665,483.2665,loner
483.2974,483.2974,loner
483.3011,483.3011,loner
483.328,483.328,loner
483.3654,483.3654,loner
483.3696,483.3696,loner
483.3707,483.3707,loner
483.3721,483.3721,loner
483.3727,483.3727,loner
485.0564,485.0564,loner
485.0699,485.0699,loner
485.0701,485.0701,loner
485.0717,485.323,parent-child
485.0717,485.323,baby
485.1188,485.1188,loner
485.1914,485.1914,loner
485.2383,485.2383,loner
485.2587,486.2552,parent-child
485.2587,486.2552,baby
485.2594,486.2552,parent-child
485.2594,486.2552,baby
485.2674,485.2674,loner
485.2699,485.2699,loner
485.2793,486.2842,parent-child
485.2793,486.2842,baby
485.2797,486.2842,parent-child
485.2797,486.2842,baby
485.2817,486.2842,parent-child
485.2817,486.2842,baby
485.3172,485.3172,loner
485.3514,485.3514,loner
485.3855,485.3855,loner
485.3859,485.3859,loner
486.3978,486.3978,loner
487.0556,487.3078,parent-child
487.0556,487.3078,baby
487.0887,487.0887,loner
487.1078,487.1078,loner
487.2609,487.2609,loner
487.273,488.2791,parent-child
487.273,488.2791,baby
487.2952,487.2952,loner
487.3287,487.3287,loner
487.3423,488.3465,parent-child
487.3423,488.3465,baby
487.3433,488.3465,parent-child
487.3433,488.3465,baby
487.3434,488.3465,parent-child
487.3434,488.3465,baby
487.3442,488.3465,parent-child
487.3442,488.3465,baby
487.3459,488.3465,parent-child
487.3459,488.3465,baby
487.3465,488.3465,parent-child
487.3465,488.3465,baby
487.3803,488.3842,parent-child
487.3803,488.3842,baby
487.3834,488.3842,parent-child
487.3834,488.3842,baby
488.1968,488.1968,loner
488.3178,489.3095,parent-child
488.3178,489.3095,baby
488.3847,488.3847,loner
489.156,489.156,loner
489.2239,489.2239,loner
489.228,489.228,loner
489.2539,489.2539,loner
489.264,489.264,loner
489.2787,489.2787,loner
489.2808,489.2808,loner
489.3574,490.3487,parent-child
489.3574,490.3487,baby
489.3582,490.3487,parent-child
489.3582,490.3487,baby
489.3587,490.3634,parent-child
489.3587,490.3634,baby
489.3589,490.3634,parent-child
489.3589,490.3634,baby
489.3598,490.3634,parent-child
489.3598,490.3634,baby
489.3599,490.3634,parent-child
489.3599,490.3634,baby
489.3608,490.3634,parent-child
489.3608,490.3634,baby
489.3958,489.3958,loner
490.2952,490.2952,loner
490.3322,491.3242,parent-child
490.3322,491.3247,parent-child
490.3322,491.3247,baby
491.195,491.195,loner
491.1955,491.1955,loner
491.24,491.24,loner
491.2406,491.2406,loner
491.2438,491.2438,loner
491.3383,492.3472,parent-child
491.3383,492.3472,baby
491.3397,492.3472,parent-child
491.3397,492.3472,baby
491.3751,492.3768,parent-child
491.3751,492.3768,baby
491.3755,492.3768,parent-child
491.3755,492.3768,baby
491.3757,492.3768,parent-child
491.3757,492.3768,baby
491.3761,492.3768,parent-child
491.3761,492.3768,baby
491.3763,492.3768,parent-child
491.3763,492.3768,baby
491.3778,492.3768,parent-child
491.3778,492.3768,baby
491.3794,492.3768,parent-child
491.3794,492.3768,baby
492.0863,492.0863,loner
492.2711,493.2647,parent-child
492.2711,493.2647,baby
492.2732,493.2647,parent-child
492.2732,493.2647,baby
492.2833,493.2797,parent-child
492.2833,493.2797,baby
492.3102,493.3072,parent-child
492.3102,493.3072,baby
492.3104,493.3072,parent-child
492.3104,493.3072,baby
492.3478,492.3478,loner
492.3813,492.3813,loner
492.3814,492.3814,loner
492.9098,493.2455,parent-child
492.9098,493.2455,baby
492.9916,492.9916,loner
492.9917,492.9917,loner
492.9925,492.9925,loner
493.2052,493.2052,loner
493.2608,493.5109,parent-child
493.2608,493.5109,baby
493.2989,494.2958,parent-child
493.2989,494.2958,baby
493.3183,494.3267,parent-child
493.3183,494.3267,baby
493.3915,494.3937,parent-child
493.3915,494.3937,baby
493.3918,494.3937,parent-child
493.3918,494.3937,baby
493.5082,493.5082,loner
493.534,493.534,loner
493.6603,493.6603,loner
493.7143,493.7143,loner
493.7414,493.7414,loner
494.2621,495.27,parent-child
494.2621,495.27,baby
494.3273,494.8228,parent-child
494.3273,494.8228,baby
494.3276,494.8228,parent-child
494.3276,494.8228,baby
494.3627,495.3694,parent-child
494.3627,495.3694,baby
495.2746,496.2745,parent-child
495.2746,496.2745,baby
495.2752,496.2745,parent-child
495.2752,496.2745,baby
495.2783,496.2745,parent-child
495.2783,496.2745,baby
495.2791,496.2745,parent-child
495.2791,496.2745,baby
495.2798,496.2745,parent-child
495.2798,496.2745,baby
495.281,496.2745,parent-child
495.281,496.2745,baby
495.2815,496.2745,parent-child
495.2815,496.2745,baby
495.2827,496.2745,parent-child
495.2827,496.2745,baby
495.2971,496.3058,parent-child
495.2971,496.3058,baby
495.2975,496.3058,parent-child
495.2975,496.3058,baby
495.3202,495.3202,loner
495.3329,496.3388,parent-child
495.3329,496.3388,baby
495.3342,496.3388,parent-child
495.3342,496.3388,baby
495.3695,496.3738,parent-child
495.3695,496.3738,baby
495.4065,495.4065,loner
495.4069,495.4069,loner
495.4079,495.4079,loner
495.6763,495.6763,loner
496.2481,497.2515,parent-child
496.2481,497.2515,baby
496.2486,497.2515,parent-child
496.2486,497.2515,baby
496.2493,497.2515,parent-child
496.2493,497.2515,baby
496.3064,496.3064,loner
496.3079,496.3079,loner
497.1314,497.1314,loner
497.2073,498.2033,parent-child
497.2073,498.2033,baby
497.2314,497.2314,loner
497.2316,497.2316,loner
497.2783,497.2783,loner
497.2788,497.2788,loner
497.2942,498.291,parent-child
497.2942,498.291,baby
497.3215,498.3173,parent-child
497.3215,498.3173,baby
497.3261,498.3173,parent-child
497.3261,498.3173,baby
497.3495,498.3537,parent-child
497.3495,498.3537,baby
497.3502,498.3537,parent-child
497.3502,498.3537,baby
497.3644,498.3564,parent-child
497.3644,498.3564,baby
497.3861,497.3861,loner
497.3872,497.3872,loner
498.2666,499.2586,parent-child
498.2666,499.2586,baby
498.4251,498.4251,loner
498.4274,498.9311,parent-child
498.4274,498.9311,baby
498.9355,498.9355,loner
499.0392,499.0392,loner
499.1448,499.1448,loner
499.2497,499.2497,loner
499.2921,499.2921,loner
499.2947,499.2947,loner
499.2974,499.2974,loner
499.307,499.307,loner
499.3076,499.3076,loner
499.3082,499.3082,loner
499.3451,499.3451,loner
499.3642,499.3642,loner
499.3661,499.3661,loner
499.3835,499.3835,loner
499.3856,499.3856,loner
499.4036,499.4036,loner
500.2794,501.2839,parent-child
500.2794,501.2839,baby
500.28,501.2839,parent-child
500.28,501.2839,baby
500.2803,501.2839,parent-child
500.2803,501.2839,baby
500.3321,500.3321,loner
500.6351,500.6351,loner
500.8168,500.8168,loner
500.8188,500.8188,loner
501.2071,502.2024,parent-child
501.2071,502.2024,baby
501.2871,502.2944,parent-child
501.2871,502.2944,baby
501.3095,502.3005,parent-child
501.3095,502.3005,baby
501.3113,501.3113,loner
501.3804,501.3804,loner
501.3961,501.3961,loner
501.3964,501.3964,loner
501.3983,501.3983,loner
502.2739,503.2646,parent-child
502.2739,503.2646,baby
502.2965,502.632,parent-child
502.2965,502.632,baby
502.298,502.632,parent-child
502.298,502.632,baby
502.2981,502.632,parent-child
502.2981,502.632,baby
502.3313,503.3256,parent-child
502.3313,503.3272,parent-child
502.3313,503.3272,baby
502.9874,502.9874,loner
503.2447,503.2447,loner
503.3743,504.3783,parent-child
503.3743,504.3783,baby
503.3777,504.3783,parent-child
503.3777,504.3783,baby
503.4112,503.4112,loner
503.412,503.412,loner
