,Match,Match Source,Classification Type,ID,RT,DT,CCS,m/z,Mass Error (ppm),CCS Error (%),RT Error (%),NIST SRM-1957 1.d.DeMP, NIST SRM-1957 10.d.DeMP, NIST SRM-1957 2.d.DeMP, NIST SRM-1957 3.d.DeMP, NIST SRM-1957 6.d.DeMP, NIST SRM-1957 7.d.DeMP, NIST SRM-1957 8.d.DeMP, NIST SRM-1957 9.d.DeMP
477,No Match,None,unmatched,8705,5.306,18.423,139.88,267.0563,,,,0,72.999,0,0,0,53.999,0,0
478,No Match,None,unmatched,2698,4.663,19.735,149.99,270.9395,,,,172.999,0,197.999,195.999,170.999,0,0,142.999
479,No Match,None,unmatched,7460,8.937,19.776,149.82,270.9368,,,,0,106.999,0,0,0,0,0,82.999
480,No Match,None,unmatched,4422,12.087,19.734,150.18,270.9404,,,,181.999,0,131.999,150.999,0,0,0,0
481,No Match,None,unmatched,3907,4.842,19.754,150.13,270.9414,,,,0,0,245.999,0,157.999,149.999,0,0
482,No Match,None,unmatched,3402,12.179,19.871,150.85,274.0589,,,,0,0,0,27.20569347,0,15.20569347,0,0
483,No Match,None,unmatched,8087,12.913,19.922,151.04,274.0577,,,,0,54.999,0,0,0,0,100.999,0
484,No Match,None,unmatched,5726,14.6955,19.9155,151.165,274.0593,,,,0,0,13.419434,0,26.08568659,0,0,24.08568659
485,No Match,None,unmatched,5867,9.6455,19.915,150.8,276.05085,,,,0,156.999,0,0,0,307.999,231.999,0
486,No Match,None,unmatched,5076,14.128,18.593,140.95,276.9975,,,,0,130.999,126.999,0,0,0,0,125.999
487,No Match,None,unmatched,1789,15.968,19.896,150.84,277.0472,,,,296.999,286.999,0,280.999,0,0,316.999,271.999
488,No Match,None,unmatched,3969,12.80733333,18.58666667,140.9066667,277.9958,,,,0,281.999,0,0,0,314.999,0,0
489,No Match,None,unmatched,667,4.808,17.277,131.07,278.9126,,,,730.999,538.999,541.999,466.999,720.999,576.999,376.999,372.999
490,No Match,None,unmatched,7259,13.4775,19.3745,147.225,279.02595,,,,57.999,0,88.999,52.999,0,0,0,0
491,No Match,None,unmatched,6736,14.23,19.327,146.72,280.0247,,,,0,0,0,116.999,116.999,0,0,0
492,No Match,None,unmatched,8539,13.739,19.98,151.13,280.0293,,,,0,0,0,0,0,0,67.999,66.999
493,No Match,None,unmatched,3687,14.59066667,19.94733333,151.1766667,280.0296,,,,16.83522074,85.999,120.999,102.999,0,0,130.999,186.999
494,No Match,None,unmatched,4529,13.78133333,19.937,151.0066667,280.0316333,,,,0,128.999,0,93.999,100.999,112.999,145.999,98.999
495,No Match,None,unmatched,8183,14.6575,19.861,150.59,280.03245,,,,98.999,87.999,0,55.999,74.999,75.999,151.999,0
496,No Match,None,unmatched,7838,3.384,20.713,156.47,286.9687,,,,0,76.999,0,0,0,0,0,91.999
497,No Match,None,unmatched,7814,6.6395,20.65,156.22,286.96895,,,,0,74.999,0,0,0,0,77.999,53.999
498,No Match,None,unmatched,8298,8.554,20.668,156.5,286.9691,,,,0,57.999,86.999,0,0,0,0,0
499,No Match,None,unmatched,3392,8.905,19.173,145.07,287.0325,,,,0,0,0,0,217.999,0,0,437.999
500,No Match,None,unmatched,2318,15.7635,19.217,145.77,287.0357,,,,752.999,0,526.999,0,0,0,0,0
501,No Match,None,unmatched,5772,10.617,19.246,145.39,289.0561,,,,0,195.999,0,0,0,0,0,112.999
502,No Match,None,unmatched,5543,12.597,20.1765,152.835,290.0285,,,,69.999,0,92.999,64.999,0,0,56.999,56.999
503,No Match,None,unmatched,6977,11.377,20.196,153.22,290.0318,,,,77.999,0,72.999,66.999,0,0,0,0
504,No Match,None,unmatched,7627,13.895,19.52,147.74,291.0121,,,,84.999,0,0,0,0,0,0,95.999
505,No Match,None,unmatched,8351,14.131,19.484,147.565,291.017,,,,0,75.999,0,88.999,92.999,0,0,0
506,No Match,None,unmatched,6421,13.259,19.491,147.73,292.0098,,,,25.25224973,0,27.25224973,0,0,0,0,0
507,No Match,None,unmatched,7699,2.591,19.729,148.9,294.8996,,,,0,84.999,0,0,0,0,0,91.999
508,No Match,None,unmatched,8473,4.576,19.742,149.33,294.9022,,,,0,0,82.999,0,0,0,0,54.999
509,No Match,None,unmatched,8189,6.89,19.701,148.68,294.8996,,,,0,56.999,0,0,0,0,93.999,0
510,No Match,None,unmatched,8684,8.428,19.727,148.88,294.8995,,,,0,67.999,0,0,0,0,0,59.999
511,No Match,None,unmatched,6339,11.3205,21.855,165.01,297.0442,,,,520.999,191.999,432.999,463.999,315.999,231.999,270.999,185.999
512,No Match,None,unmatched,1768,14.566,21.861,165.3,297.0452,,,,58.79637501,0,64.79637501,0,0,0,0,0
513,No Match,None,unmatched,8400,15.395125,21.846375,165.155,297.04445,,,,210.999,210.999,58.54466692,189.999,125.999,0,176.999,161.999
514,No Match,None,unmatched,1811,15.8455,21.839,165.27,297.046,,,,0,0,232.999,256.999,132.999,0,0,0
515,No Match,None,unmatched,6203,12.581,20.118,152.115,300.0548,,,,0,0,65.999,100.999,0,0,105.999,0
516,No Match,None,unmatched,866,9.7575,21.1305,159.665,304.90745,,,,286.6578502,0,69.999,0,0,0,135.999,127.999
517,No Match,None,unmatched,1772,13.76033333,20.60133333,155.3933333,305.0442,,,,0,754.999,0,0,0,0,0,489.999
518,No Match,None,unmatched,876,15.13,20.594,155.36,305.04505,,,,0,0,0,0,498.999,0,419.999,279.999
519,No Match,None,unmatched,4165,15.715,20.574,155.02,305.0455,,,,0,211.999,0,0,0,0,295.999,0
520,No Match,None,unmatched,7762,11.623,20.227,152.59,306.0455,,,,0,0,0,0,92.999,0,0,79.999
521,No Match,None,unmatched,1349,13.1135,20.593,155.24,306.04195,,,,0,905.999,0,0,0,0,0,1085.999
522,No Match,None,unmatched,6447,12.714,20.789,156.8,306.0591,,,,0,0,0,0,148.999,0,104.999,0
523,No Match,None,unmatched,1148,9.778333333,21.16733333,159.8033333,306.9044667,,,,0,28.66927872,0,0,80.75318142,0,0,0
524,No Match,None,unmatched,2810,12.833,20.3765,153.765,308.04225,,,,0,0,0,0,95.999,0,0,105.999
525,No Match,None,unmatched,4194,3.186,20.117,152.06,310.9327,,,,163.999,0,189.999,0,0,147.999,0,0
526,No Match,None,unmatched,5614,6.944,20.151,151.97,310.9325,,,,0,0,0,0,107.999,126.999,88.999,0
527,No Match,None,unmatched,4946,7.84,20.114,151.91,310.9319,,,,0,116.999,152.999,129.999,0,0,0,0
528,No Match,None,unmatched,5976,9.315,20.117,151.93,310.9316,,,,102.999,66.999,120.999,0,0,0,0,0
529,No Match,None,unmatched,5883,12.934,20.122,151.97,310.9328,,,,97.999,0,0,96.999,0,0,0,102.999
530,No Match,None,unmatched,3349,9.772,21.771,164.39,316.9345,,,,246.1689682,0,0,62.16896816,0,0,0,0
531,No Match,None,unmatched,5739,4.827,19.981,150.66,318.0447,,,,0,68.999,0,92.999,0,149.999,0,0
532,No Match,None,unmatched,3289,8.439,17.543,132.53,318.9777,,,,149.999,0,191.999,176.999,0,167.999,0,0
533,No Match,None,unmatched,4802,11.148,21.482,161.99,319.0645,,,,80.999,78.999,106.999,52.999,0,0,97.999,0
534,No Match,None,unmatched,8545,14.5,21.489,162.36,319.065,,,,0,0,68.999,65.999,0,0,0,0
535,No Match,None,unmatched,8741,13.092,21.115,159.34,320.0133,,,,50.999,0,0,0,0,73.999,0,0
536,No Match,None,unmatched,4483,8.737,21.068,158.9,321.0032,,,,141.999,0,0,134.999,0,0,0,180.999
537,No Match,None,unmatched,5758,11.7295,21.123,158.855,321.00395,,,,0,163.999,0,0,0,151.999,167.999,158.999
538,No Match,None,unmatched,7199,13.065,21.125,159.39,321.0075,,,,0,0,79.999,0,0,123.999,0,0
539,No Match,None,unmatched,7816,8.241,19.998,150.62,322.0031,,,,0,57.999,0,0,57.999,54.999,0,0
540,No Match,None,unmatched,8990,13.208,19.974,150.52,322.0002,,,,0,0,0,49.999,0,0,0,59.999
541,No Match,None,unmatched,3589,10.874,21.144,159.33,322.001,,,,0,0,117.999,0,347.999,0,0,148.999
542,No Match,None,unmatched,5914,4.81,21.593,162.935,322.9653,,,,108.999,0,0,186.999,0,0,0,0
543,No Match,None,unmatched,5142,6.005,21.646,163.07,322.9647,,,,118.999,0,0,0,112.999,0,143.999,0
544,No Match,None,unmatched,8867,2.2735,20.6625,155.57,328.8989,,,,87.999,79.999,77.999,0,0,89.999,69.999,54.999
545,No Match,None,unmatched,4822,11.986,22.238,167.55,328.98225,,,,201.999,175.999,170.999,244.999,0,0,183.999,0
546,No Match,None,unmatched,55,10.39633333,21.33266667,160.4233333,329.0456667,,,,10681.51598,4539.515979,10759.51598,9700.515979,6493.515979,5900.515979,5562.515979,5210.515979
547,No Match,None,unmatched,3680,13.596,21.376,160.93,329.0446,,,,0,0,469.999,0,0,0,0,125.999
548,No Match,None,unmatched,419,14.6035,21.336,160.645,329.0471,,,,1298.662579,262.6625789,1259.662579,1203.662579,418.6625789,348.6625789,195.6625789,319.6625789
549,No Match,None,unmatched,402,15.091,21.382,160.97,329.045,,,,1256.999,819.999,1368.999,1328.999,800.999,755.999,694.999,634.999
550,No Match,None,unmatched,7068,10.9365,20.7935,156.755,329.05165,,,,71.999,0,99.999,135.999,91.999,0,0,57.999
551,No Match,None,unmatched,2633,13.534,21.27,160.21,329.0488,,,,0,0,30.00364726,212.0036473,0,0,0,0
552,No Match,None,unmatched,8719,13.112,20.744,156.55,329.0556,,,,51.999,0,0,73.999,0,0,0,0
553,No Match,None,unmatched,8463,6.766,20.016,150.54,329.9826,,,,0,64.999,0,0,72.999,0,0,0
554,No Match,None,unmatched,482,7.868333333,17.675,133,330.9744667,,,,100.999,56.999,0,0,0,0,84.999,152.999
555,No Match,None,unmatched,1218,7.681,18.264,137.61,330.9766,,,,108.8092967,0,61.8092967,0,0,0,0,0
556,No Match,None,unmatched,1422,13.8235,21.273,160.04,331.04255,,,,0,392.999,0,0,373.999,383.999,331.999,409.999
557,No Match,None,unmatched,8526,11.949,21.932,165.43,333.0361,,,,69.999,0,0,64.999,0,0,0,0
558,No Match,None,unmatched,572,8.1005,22.9635,172.54,334.07005,,,,0,0,0,0,44.62894912,0,83.999,108.999
559,No Match,None,unmatched,9053,3.912,19.596,147.64,334.8935,,,,50.999,0,0,0,50.999,0,0,0
560,No Match,None,unmatched,8590,15.577,19.672,148.21,334.8948,,,,55.999,0,0,0,75.999,0,0,0
561,No Match,None,unmatched,5885,13.26,21.86,164.44,335.0209,,,,57.999,64.999,56.999,0,55.999,0,61.999,0
562,No Match,None,unmatched,6737,10.9615,21.8195,164.425,336.0169,,,,57.999,0,0,79.999,0,0,0,0
563,No Match,None,unmatched,6622,9.654,22.014,165.26,346.0532,,,,0,64.999,0,98.999,0,0,77.999,0
564,No Match,None,unmatched,8334,11.588,21.938,165.23,346.0661,,,,0,0,80.999,62.999,0,0,0,0
565,No Match,None,unmatched,7300,10.77,20.68,155.15,347.002,,,,0,0,0,0,65.999,0,68.999,62.999
566,No Match,None,unmatched,8491,11.539,20.761,155.6,347.9934,,,,0,60.999,0,0,0,0,0,75.999
567,No Match,None,unmatched,9042,10.095,22.097,165.57,348.0592,,,,0,51.999,0,0,0,0,51.999,0
568,No Match,None,unmatched,5470,14.265,22.066,165.55,348.0581,,,,0,130.999,0,50.999,0,0,76.999,80.999
569,No Match,None,unmatched,5304,11.6885,22.0525,165.26,352.9414,,,,0,168.999,0,0,0,145.999,186.999,0
570,No Match,None,unmatched,4290,15.631,22.038,165.45,352.9448,,,,0,0,0,0,272.999,211.999,0,0
571,No Match,None,unmatched,6729,12.371,21.615,162.55,353.029,,,,0,0,63.999,86.999,82.999,0,0,0
572,No Match,None,unmatched,1590,4.667,23.077,173.23,353.0309,,,,235.999,256.999,324.999,255.999,221.999,0,159.999,207.999
573,No Match,None,unmatched,8610,12.62,21.651,162.54,354.0191,,,,0,63.999,0,66.999,0,0,0,0
574,No Match,None,unmatched,7036,11.981,21.749,163.175,354.04705,,,,77.999,75.999,0,0,0,60.999,0,0
575,No Match,None,unmatched,8864,13.194,21.761,163.36,354.0459,,,,55.999,0,0,0,0,0,62.999,0
576,No Match,None,unmatched,2203,5.436,23.554,176.89,356.1148,,,,147.999,176.999,214.999,141.999,185.999,243.999,0,0
577,No Match,None,unmatched,2025,12.4025,23.583,176.945,357.0114,,,,126.999,129.999,171.999,168.999,207.999,228.999,133.999,119.999
578,No Match,None,unmatched,2112,15.0565,23.591,177.08,357.01095,,,,124.999,238.999,154.999,159.999,198.999,130.999,139.999,125.999
579,No Match,None,unmatched,8487,10.055,22.495,169.01,357.0404,,,,0,0,71.999,0,0,65.999,0,0
580,No Match,None,unmatched,8553,12.675,22.559,169.53,357.0397,,,,0,0,68.999,64.999,0,0,0,0
581,No Match,None,unmatched,9049,10.778,22.517,168.95,358.0375,,,,0,0,0,49.999,0,0,0,52.999
582,No Match,None,unmatched,2019,3.422,23.158,173.73,359.0769,,,,226.999,183.999,175.999,162.999,0,188.999,169.999,124.999
583,No Match,None,unmatched,8798,8.208,22.824,171.6,362.9563,,,,0,0,58.999,62.999,0,0,0,0
584,No Match,None,unmatched,235,9.566333333,23.03066667,172.3533333,366.8979,,,,1829.999,1587.999,1746.999,1468.999,2030.999,2055.999,1258.999,1201.999
585,No Match,None,unmatched,8254,14.825,22.614,169.52,367.0351,,,,0,0,0,0,56.999,89.999,0,0
586,No Match,None,unmatched,6011,9.624,23.054,172.35,368.8926,,,,0,115.999,0,0,0,0,51.999,120.999
587,No Match,None,unmatched,2870,9.887,18.64,139.49,368.971,,,,0,288.999,0,0,0,0,238.999,288.999
588,No Match,None,unmatched,8955,3.683,23.056,172.36,368.9709,,,,0,60.999,0,0,0,0,51.999,0
589,No Match,None,unmatched,8528,9.231,22.978,172.66,368.9799,,,,52.999,0,0,81.999,0,0,0,0
590,No Match,None,unmatched,8010,9.461,23.041,172.44,370.8914,,,,0,0,0,0,0,66.999,0,92.999
591,No Match,None,unmatched,4322,10.0475,22.467,168.33,371.0527,,,,75.999,63.999,87.999,0,0,80.999,70.999,98.999
592,No Match,None,unmatched,8040,11.479,22.419,168.42,371.0565,,,,79.999,0,78.999,0,0,0,0,0
593,No Match,None,unmatched,7298,3.285,23.7,177.56,372.1074,,,,0,0,95.999,0,0,0,101.999,0
594,No Match,None,unmatched,7916,10.945,22.569,168.88,373.043,,,,0,0,0,0,0,73.999,0,90.999
595,No Match,None,unmatched,288,8.803,18.668,139.89,380.9724,,,,862.7035599,0,1007.70356,759.7035599,0,0,0,0
596,No Match,None,unmatched,1180,8.805,19.484,146.02,380.9731,,,,192.450644,0,240.450644,194.450644,0,0,0,0
597,No Match,None,unmatched,8251,8.862,20.301,152.39,380.9726,,,,65.999,0,0,80.999,0,0,0,0
598,No Match,None,unmatched,2043,4.6935,22.952,171.755,381.02355,,,,172.999,0,229.999,208.999,273.999,0,170.999,161.999
599,No Match,None,unmatched,6360,6.395,22.304,166.9,386.9167,,,,109.999,0,0,0,0,0,151.999,0
600,No Match,None,unmatched,4796,7.3,22.296,166.85,386.9179,,,,145.999,0,0,0,0,135.999,135.999,0
601,No Match,None,unmatched,955,14.531,23.279,174.18,387.0319,,,,485.999,245.999,555.999,519.999,321.999,261.999,239.999,231.999
602,No Match,None,unmatched,7006,10.169,23.091,173.22,387.0631,,,,118.999,0,97.999,0,0,0,0,0
603,No Match,None,unmatched,7680,2.894,24.102,180.05,389.0903,,,,0,80.999,0,0,0,96.999,0,0
604,No Match,None,unmatched,6512,4.024,22.831,170.32,392.9299,,,,0,127.999,0,0,0,0,121.999,0
605,No Match,None,unmatched,76,2.497,24.365,181.89,397.00065,,,,6127.999,3811.999,6444.999,6003.999,6507.999,6855.999,3372.999,3137.999
606,No Match,None,unmatched,9017,9.9975,22.1775,165.685,399.0495,,,,0,59.999,53.999,63.999,0,0,82.999,78.999
607,No Match,None,unmatched,4226,10.7815,22.175,165.67,399.04975,,,,0,72.999,76.999,0,0,0,111.999,79.999
608,No Match,None,unmatched,8763,11.395,22.13333333,165.63,399.053,,,,0,0,115.999,84.999,0,0,0,65.999
609,No Match,None,unmatched,5443,11.95866667,22.15966667,165.6266667,399.0506667,,,,0,68.999,97.999,86.999,0,0,137.999,100.999
610,No Match,None,unmatched,3329,12.65575,22.16225,165.775,399.0524,,,,144.999,0,125.999,87.999,0,125.999,122.999,118.999
611,No Match,None,unmatched,5488,13.6835,22.2015,165.8,399.0509,,,,0,55.999,91.999,0,0,0,105.999,84.999
612,No Match,None,unmatched,8561,10.244,22.153,166.02,399.0555,,,,61.999,0,71.999,0,0,0,0,0
613,No Match,None,unmatched,5960,11.244,22.189,166.08,399.0562,,,,71.999,54.999,86.999,77.999,0,0,0,0
614,No Match,None,unmatched,7725,9.489,22.911,171.38,401.0451,,,,0,54.999,65.999,53.999,0,0,0,0
615,No Match,None,unmatched,6848,10.187,22.94,171.595,401.04335,,,,68.999,74.999,97.999,83.999,0,0,0,0
616,No Match,None,unmatched,8307,10.613,22.856,171.26,401.0475,,,,0,0,53.999,90.999,0,0,0,0
617,No Match,None,unmatched,4234,10.798,22.936,171.4,402.036,,,,95.999,86.999,96.999,94.999,0,0,49.999,69.999
618,No Match,None,unmatched,3428,12.371,22.201,165.585,403.0362,,,,0,183.999,0,0,0,0,0,129.999
619,No Match,None,unmatched,6963,4.575,24.053,179.68,404.9616,,,,81.999,0,0,0,0,59.999,0,76.999
620,No Match,None,unmatched,6793,7.162,24.0405,179.775,404.96535,,,,0,0,118.999,74.999,72.999,116.999,0,0
621,No Match,None,unmatched,8293,9.246,24.051,179.43,404.964,,,,0,55.999,0,0,0,88.999,0,0
622,No Match,None,unmatched,6783,10.213,24.04,179.73,404.9668,,,,0,0,94.999,0,56.999,77.999,0,0
623,No Match,None,unmatched,6448,6.051,24.088,179.78,404.9693,,,,0,0,0,0,66.999,101.999,84.999,0
624,No Match,None,unmatched,4640,15.606,23.669,176.98,404.9877,,,,99.999,177.999,159.999,0,0,0,0,0
625,No Match,None,unmatched,5156,2.28625,23.45975,174.915,410.900025,,,,0,123.999,98.999,0,52.999,103.999,98.999,87.999
626,No Match,None,unmatched,8728,2.098,23.478,175.3,410.9076,,,,0,0,0,0,49.999,75.999,0,0
627,No Match,None,unmatched,7143,2.359,24.372,181.95,412.9735,,,,0,90.999,0,115.999,0,0,0,0
628,No Match,None,unmatched,7575,10.5485,22.9745,171.545,414.0632,,,,56.999,0,54.999,0,0,0,70.999,0
629,No Match,None,unmatched,2712,11.6538,22.9772,171.536,414.06334,,,,0,104.999,99.999,110.999,103.999,94.999,123.999,107.999
630,No Match,None,unmatched,3070,12.4725,22.965,171.3925,414.06225,,,,109.999,134.999,97.999,109.999,110.999,130.999,145.999,150.999
631,No Match,None,unmatched,5603,13.103,22.95066667,171.1566667,414.0617,,,,84.999,114.999,0,0,0,0,0,124.999
632,No Match,None,unmatched,5634,14.118,22.918,171.1,414.0669,,,,61.999,0,0,0,112.999,71.999,75.999,0
633,No Match,None,unmatched,4971,2.896,22.405,167.33,416.8937,,,,88.999,0,70.999,71.999,0,0,73.999,89.999
634,No Match,None,unmatched,9019,4.768,22.376,167.46,416.9024,,,,0,0,57.999,49.999,0,0,0,0
635,No Match,None,unmatched,8940,10.352,22.903,170.95,417.0545,,,,0,0,0,0,54.999,58.999,0,0
636,No Match,None,unmatched,8936,7.885,22.772,169.96,418.0039,,,,0,0,0,0,59.999,54.999,0,0
637,No Match,None,unmatched,9021,12.67,24.74,184.81,420.9924,,,,56.999,0,0,0,49.999,0,0,0
638,No Match,None,unmatched,7234,10.499,23.748,177.225,426.0443,,,,51.999,84.999,64.999,0,0,0,0,0
639,No Match,None,unmatched,8096,11.37333333,23.78466667,177.4033333,426.0426333,,,,88.999,131.999,88.999,94.999,0,163.999,66.999,118.999
640,No Match,None,unmatched,7971,12.16275,23.74025,177.17,426.044225,,,,101.999,117.999,0,94.999,0,162.999,0,132.999
641,No Match,None,unmatched,7033,12.712,23.78566667,177.5133333,426.0432667,,,,67.999,0,87.999,0,0,0,0,108.999
642,No Match,None,unmatched,4304,13.252,23.722,177.01,426.0444,,,,87.999,95.999,0,69.999,0,110.999,0,117.999
643,No Match,None,unmatched,8700,10.29,23.781,177.37,426.0497,,,,60.999,65.999,0,0,0,0,0,0
644,No Match,None,unmatched,6998,10.574,23.723,177.38,428.0401,,,,68.999,0,88.999,58.999,0,0,0,0
645,No Match,None,unmatched,4108,4.866,24.357,181.47,428.9252,,,,158.999,0,0,0,0,0,169.999,186.999
646,No Match,None,unmatched,2651,6.259,19.443,145.18,430.9686,,,,257.999,0,225.999,190.999,110.999,0,110.999,0
647,No Match,None,unmatched,4287,15.661,24.558,183.18,432.9865,,,,97.999,152.999,0,79.999,0,154.999,0,0
648,No Match,None,unmatched,1917,3.115,25.271,188.11,439.0667,,,,151.999,211.999,0,0,335.999,309.999,157.999,157.999
649,No Match,None,unmatched,7059,2.254,23.803,176.93,450.8908,,,,0,57.999,0,0,71.999,0,0,82.999
650,No Match,None,unmatched,7681,3.367,24.614,183.1,450.9735,,,,49.999,0,0,0,0,0,53.999,73.999
651,No Match,None,unmatched,6467,8.1255,24.668,183.58,450.97355,,,,66.999,58.999,0,0,0,0,0,75.999
652,No Match,None,unmatched,7591,4.702,23.974,177.96,458.9011,,,,0,79.999,0,0,0,0,0,102.999
653,No Match,None,unmatched,8593,7.071,24.357,181.44,462.9048,,,,0,0,0,50.999,80.999,0,0,0
654,No Match,None,unmatched,7329,9.27,24.597,183.16,468.917,,,,0,0,88.999,0,0,106.999,0,0
655,No Match,None,unmatched,3338,11.22,20.881,155.36,468.963,,,,137.999,133.999,0,183.999,148.999,0,0,68.999
656,No Match,None,unmatched,2076,12.428,25.529,189.84,469.0327,,,,179.999,82.999,235.999,157.999,148.999,0,188.999,202.999
657,No Match,None,unmatched,3144,4.752,21.655,160.69,471.107,,,,0,316.999,0,0,0,0,217.999,190.999
658,No Match,None,unmatched,240,5.045,26.491,196.5966667,471.1079,,,,1214.999,1705.999,1193.999,1040.999,2357.999,2497.999,1538.999,1443.999
659,No Match,None,unmatched,1028,5.775,26.397,196.25,471.1087,,,,252.999,275.999,295.999,229.999,533.999,441.999,328.999,287.999
660,No Match,None,unmatched,131,12.645,26.03066667,193.2233333,485.0645,,,,4728.999,1178.999,4860.999,4475.999,1764.999,1638.999,3116.999,2559.999
661,No Match,None,unmatched,412,14.748,26.0235,193.325,485.06495,,,,1526.999,466.999,1516.999,1309.999,778.999,697.999,558.999,563.999
662,No Match,None,unmatched,643,15.1355,26.0565,193.31,485.06345,,,,639.999,561.999,755.999,707.999,555.999,283.999,475.999,491.999
663,No Match,None,unmatched,8428,15.252,26.011,193.77,485.0688,,,,0,0,66.999,72.999,0,0,0,0
664,No Match,None,unmatched,7641,15.09,26.115,193.99,487.0635,,,,0,64.999,114.999,0,0,0,0,0
665,No Match,None,unmatched,1120,4.86,26.9545,199.93,487.07995,,,,203.999,287.999,232.999,180.999,511.999,448.999,326.999,209.999
666,No Match,None,unmatched,8804,2.133,25.086,185.8,492.8986,,,,0,0,0,0,0,0,54.999,66.999
667,No Match,None,unmatched,7170,2.709,25.211,186.88,492.9012,,,,0,76.999,0,0,0,65.999,0,62.999
668,No Match,None,unmatched,7285,4.27,26.257,194.45,492.9838,,,,0,72.999,0,0,0,0,67.999,57.999
669,No Match,None,unmatched,9009,4.795,26.223,194.2,492.9818,,,,0,49.999,0,0,0,0,0,58.999
670,No Match,None,unmatched,6756,6.426,26.157,194.24,492.9849,,,,56.999,67.999,0,49.999,0,0,56.999,0
671,No Match,None,unmatched,8650,15.687,25.059,186.01,498.895,,,,0,0,0,0,59.999,68.999,0,0
672,No Match,None,unmatched,3791,14.555,26.345,196.11,499.082,,,,194.999,0,208.999,170.999,0,0,0,0
673,No Match,None,unmatched,5671,15.77,26.346,196.12,499.0806,,,,107.999,0,74.999,135.999,0,0,0,0
674,No Match,None,unmatched,7525,12.72,27.283,202.74,501.1052,,,,116.999,0,0,0,68.999,0,0,0
675,No Match,None,unmatched,6450,10.381,22.774,168.65,502.9328,,,,0,126.999,0,0,0,0,0,126.999
676,No Match,None,unmatched,8305,14.4605,25.807,191.255,502.98475,,,,0,0,0,0,0,73.999,70.999,88.999
677,No Match,None,unmatched,2652,11.678,22.899,169.9,504.9622,,,,0,119.999,0,265.999,186.999,174.999,0,147.999
678,No Match,None,unmatched,1829,11.71,22.905,170.15,507.9639,,,,315.999,154.999,266.999,232.999,226.999,206.999,0,0
679,No Match,None,unmatched,1980,4.84,27.912,207.11,511.1014,,,,131.999,171.999,156.999,116.999,256.999,295.999,134.999,0
680,No Match,None,unmatched,7515,5.8,27.855,206.55,511.1008,,,,0,0,0,0,105.999,80.999,0,0
681,No Match,None,unmatched,6828,5.352,28.033,207.82,515.115,,,,0,0,0,0,138.999,88.999,0,0
682,No Match,None,unmatched,6750,4.731,26.328,195.44,516.9447,,,,112.999,0,68.999,0,0,0,49.999,0
683,No Match,None,unmatched,8931,2.325,26.359,196.04,516.9523,,,,53.999,0,0,60.999,0,0,0,0
684,No Match,None,unmatched,2514,5.6595,28.049,207.965,517.0294,,,,123.999,214.999,158.999,0,221.999,232.999,0,147.999
685,No Match,None,unmatched,8508,11.924,22.055,163.82,518.9591,,,,56.999,0,0,0,0,79.999,0,0
686,No Match,None,unmatched,6349,11.207,23.2,172,530.9637,,,,185.999,76.999,0,0,0,0,0,0
687,No Match,None,unmatched,8892,4.123,27.057,200.51,532.9827,,,,0,0,0,55.999,0,0,0,61.999
688,No Match,None,unmatched,6410,6.517,27.091,200.6,532.9828,,,,0,0,0,62.999,0,62.999,66.999,63.999
689,No Match,None,unmatched,9052,7.372,26.944,199.91,532.9852,,,,0,0,0,49.999,0,51.999,0,0
690,No Match,None,unmatched,8153,2.591,25.984,193.08,534.8921,,,,62.999,0,0,89.999,0,0,0,0
691,No Match,None,unmatched,4777,2.382,28.085,208.01,538.9762,,,,0,0,91.999,0,131.999,118.999,77.999,0
692,No Match,None,unmatched,4601,2.77,26.168,193.925,540.9058,,,,74.999,67.999,76.999,73.999,0,0,0,0
693,No Match,None,unmatched,5258,3.343,26.216,194.42,540.9118,,,,82.999,0,74.999,53.999,0,83.999,0,66.999
694,No Match,None,unmatched,7416,4.2525,26.1675,194.255,540.90745,,,,75.999,0,62.999,64.999,0,0,93.999,0
695,No Match,None,unmatched,2475,13.6745,27.412,203.12,543.05235,,,,162.999,0,165.999,171.999,150.999,133.999,162.999,156.999
696,No Match,None,unmatched,6335,14.976,27.4285,203.26,543.0538,,,,189.999,385.999,124.999,259.999,457.999,335.999,253.999,0
697,No Match,None,unmatched,6824,12.676,28.658,211.88,545.1103,,,,0,0,0,0,0,155.999,0,71.999
698,No Match,None,unmatched,8360,2.744,26.936,200.01,550.9202,,,,81.999,0,0,59.999,0,0,0,0
699,No Match,None,unmatched,8883,6.682,26.951,199.55,550.9165,,,,65.999,51.999,0,0,0,0,0,0
700,No Match,None,unmatched,7735,4.617,26.983,200.04,550.9249,,,,76.999,0,0,0,0,97.999,0,0
701,No Match,None,unmatched,2861,3.46,27.677,204.97,555.0183,,,,125.999,0,108.999,137.999,0,214.999,100.999,132.999
702,No Match,None,unmatched,6776,2.126,26.637,196.96,556.9356,,,,0,70.999,0,0,91.999,66.999,0,0
703,No Match,None,unmatched,8558,2.837,26.624,196.78,556.9357,,,,0,59.999,0,0,73.999,0,0,0
704,No Match,None,unmatched,5032,3.528,26.662,196.965,556.9318,,,,0,69.999,0,0,0,0,69.999,0
705,No Match,None,unmatched,818,14.529,28.237,208.99,557.1036,,,,649.999,241.999,651.999,597.999,372.999,368.999,228.999,231.999
