,Match,Match Source,Classification Type,ID,RT,DT,CCS,m/z,Mass Error (ppm),CCS Error (%),RT Error (%),NIST SRM-1957 1.d.DeMP, NIST SRM-1957 10.d.DeMP, NIST SRM-1957 2.d.DeMP, NIST SRM-1957 3.d.DeMP, NIST SRM-1957 6.d.DeMP, NIST SRM-1957 7.d.DeMP, NIST SRM-1957 8.d.DeMP, NIST SRM-1957 9.d.DeMP
65,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide or 3,3,3-Trifluoro-N-(4-methylpyridin-2-yl)-2-(trifluoromethyl)propanimidic acid",External Targets,tentative,2763,14.28575,19.195,145.4525,285.043,-13.34 or 13.36,N/A,N/A,276.999,282.999,26.42316075,0,289.999,77.42316075,0,0
66,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide or 3,3,3-Trifluoro-N-(4-methylpyridin-2-yl)-2-(trifluoromethyl)propanimidic acid",External Targets,tentative,1838,14.7765,19.2,145.535,285.043,-13.34 or 13.36,N/A,N/A,276.999,282.999,26.42316075,0,289.999,77.42316075,0,0
67,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide or 3,3,3-Trifluoro-N-(4-methylpyridin-2-yl)-2-(trifluoromethyl)propanimidic acid",External Targets,tentative,8858,12.591,20.548,155.84,285.0433,-12.29 or 14.41,N/A,N/A,0,0,64.999,0,0,53.999,0,0
68,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide",External Targets,tentative,7647,14.125,20.556,155.34,285.0417,8.8,N/A,N/A,0,60.999,0,0,0,0,56.999,61.999
69,"3,3,3-Trifluoro-N-(4-methylpyridin-2-yl)-2-(trifluoromethyl)propanimidic acid",External Targets,tentative,3148,13.995,19.187,145.4,285.0447,-7.37,N/A,N/A,0,0,0,0,351.999,372.999,0,0
70,"3,3,3-Trifluoro-N-(4-methylpyridin-2-yl)-2-(trifluoromethyl)propanimidic acid",External Targets,tentative,5364,14.963,19.181,145.36,285.0449,-6.67,N/A,N/A,0,0,0,0,189.999,160.999,0,0
71,"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)aniline or 4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2,6-dimethylaniline",External Targets,tentative,7523,10.783,19.067,144.25,288.0663,11.92,N/A,N/A,0,0,0,0,0,119.999,65.999,0
72,N-2-Pyridinylperfluorobutanamide,External Targets,tentative,6114,10.213,19.488,147.73,289.0214,-1.14,N/A,N/A,111.999,0,0,0,167.999,0,0,0
73,B-(4-(Perfluoro-1-methylethyl)phenyl)boronic acid,External Targets,tentative,1234,13.11166667,19.22533333,145.2766667,289.0288667,4.29,N/A,N/A,0,1557.999,0,0,0,1292.999,0,1347.999
74,B-(4-(Perfluoro-1-methylethyl)phenyl)boronic acid,External Targets,tentative,6407,11.128,19.61,148.32,289.0261,-5.28,N/A,N/A,0,0,0,0,0,134.999,0,121.999
75,"N-Ethyl-2,2,3,3,4,4,5,5,5-nonafluoropentanamide or N-Ethyl-2,3,3,4,4,4-hexafluoro-2-(trifluoromethyl)butanamide",External Targets,tentative,8180,9.669666667,20.11233333,152.5866667,290.0272667,13.72,N/A,N/A,94.999,0,75.999,57.999,0,0,0,0
76,"N-Ethyl-2,2,3,3,4,4,5,5,5-nonafluoropentanamide or N-Ethyl-2,3,3,4,4,4-hexafluoro-2-(trifluoromethyl)butanamide",External Targets,tentative,8707,10.18,20.194,153.2,290.0271,13.15,N/A,N/A,69.999,0,0,56.999,0,0,0,0
77,"N-Ethyl-2,2,3,3,4,4,5,5,5-nonafluoropentanamide or N-Ethyl-2,3,3,4,4,4-hexafluoro-2-(trifluoromethyl)butanamide",External Targets,tentative,6161,10.851,20.157,152.69,290.0267,11.77,N/A,N/A,86.999,0,0,102.999,0,0,86.999,0
78,"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)phenol or Methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silane",External Targets,tentative,4439,8.533,18.897,143.11,291.0241,-7.03 or -5.5,N/A,N/A,0,0,84.25349198,0,0,0,27.25349198,0
79,"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)phenol or Methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silane",External Targets,tentative,4694,11.924,18.843,142.5,291.0258,-1.19 or 0.34,N/A,N/A,0,0,0,0,106.999,0,0,322.999
80,"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)phenol or Methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silane",External Targets,tentative,3785,12.429,18.892,143.01,291.0245,-5.66 or -4.12,N/A,N/A,0,0,0,101.999,0,93.999,0,379.999
81,3-(Nonafluoro-1-butyl)-5-(methyl)pyrazole,External Targets,tentative,2796,10.666,21.795,164.78,299.0239,0.93,N/A,N/A,206.999,74.999,216.999,145.999,0,140.999,52.999,0
82,3-(Nonafluoro-1-butyl)-5-(methyl)pyrazole,External Targets,tentative,7764,14.29775,21.832,164.91,299.0232,-1.41,N/A,N/A,283.999,174.999,268.999,272.999,201.999,188.999,143.999,156.999
83,3-(Nonafluoro-1-butyl)-5-(methyl)pyrazole,External Targets,tentative,2116,14.34033333,21.78366667,164.87,299.0256667,6.84,N/A,N/A,236.999,0,262.999,271.999,211.999,195.999,0,0
84,"1H-Pyrrole, 2-(4-chloro-1,1,2,2,3,3,4,4-octafluorobutyl)-",External Targets,tentative,7720,8.441,17.489,132.5,299.9834,0.76,N/A,N/A,0,0,113.999,60.999,0,0,0,0
85,"2,2,3,3-Tetrafluoropropyl 4-(2H-tetrazol-5-yl)benzoate",External Targets,tentative,4265,4.841,19.263,145.64,303.0536,8.39,N/A,N/A,0,0,143.999,100.999,0,122.999,121.999,0
86,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,8352,9.535,20.167,152.58,309.0364,2.69,N/A,N/A,82.999,0,59.999,0,0,0,0,0
87,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,5636,11.506,20.149,152.42,309.0335,-6.69,N/A,N/A,26.96045366,0,0,12.96045366,0,0,0,0
88,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,5784,12.312,20.252,152.96,309.036,1.4,N/A,N/A,0,0,84.999,0,0,89.999,72.999,81.999
89,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,4041,13.127,20.272,153.17,309.0371,4.96,N/A,N/A,119.999,55.999,130.999,107.999,112.999,0,0,0
90,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,5381,10.401,20.762,156.34,309.0371,4.96,N/A,N/A,0,136.999,0,0,0,0,104.999,106.999
91,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,4288,14.067,20.699,156.42,309.036,1.4,N/A,N/A,233.999,0,56.999,82.999,0,0,111.999,0
92,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,7315,10.136,20.193,152.55,309.0386,9.81,N/A,N/A,67.999,0,0,76.999,0,0,0,51.999
93,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,467,10.124,20.86,157.45,309.0384,9.16,N/A,N/A,1069.999,521.999,999.999,1062.999,711.999,739.999,743.999,632.999
94,"2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)naphthalen-1-ol",External Targets,tentative,4237,15.106,20.867,157.75,309.0389,10.78,N/A,N/A,172.999,0,213.999,0,0,106.999,0,0
95,"[4,4-Bis(trifluoromethyl)-4,5-dihydro-1H-pyrazol-3-yl](phenyl)methanone",External Targets,tentative,8328,11.019,20.393,153.93,309.0441,-8.74,N/A,N/A,0,0,82.999,0,0,0,60.999,0
96,"N-(2-Azido-1,1,1,3,3,3-hexafluoropropan-2-yl)benzamide",External Targets,tentative,2760,10.116,21.281,160.5,311.0356,-5.46,N/A,N/A,0,119.999,0,223.999,191.999,153.999,161.999,0
97,"5-(Heptafluoropropyl)-3-phenyl-1H-1,2,4-triazole",External Targets,tentative,4242,11.98966667,19.71466667,148.7666667,312.0357333,-6.35,N/A,N/A,66.999,0,0,51.999,0,0,80.999,95.999
98,"5-(Heptafluoropropyl)-3-phenyl-1H-1,2,4-triazole",External Targets,tentative,8281,12.699,19.74633333,148.8933333,312.0342,-11.26,N/A,N/A,0,0,0,0,0,0,58.999,86.999
99,"5-(Heptafluoropropyl)-3-phenyl-1H-1,2,4-triazole",External Targets,tentative,5709,12.26,19.773,149.04,312.0371,-1.97,N/A,N/A,0,69.999,68.999,0,0,0,87.999,87.999
100,Nonafluorobutane-1-sulfonoperoxoic acid or Perfluoro(2-ethoxyethane)sulfonic acid,External Targets,tentative,5161,9.778,21.747,164.2,314.936,-6.04,N/A,N/A,262.999,0,0,0,110.999,0,0,0
101,"(2Z)-4,4,5,5,6,6,6-Heptafluoro-3-phenylhex-2-enoic acid or 3,3,3-Trifluoro-N-(4-nitrophenyl)-2-(trifluoromethyl)propanamide",External Targets,tentative,6844,11.181,19.717,148.855,315.0256,-1.74 or 14.66,N/A,N/A,68.999,0,65.999,90.999,0,0,0,0
102,"(2Z)-4,4,5,5,6,6,6-Heptafluoro-3-phenylhex-2-enoic acid",External Targets,tentative,8457,13.543,19.644,148.51,315.0285,7.47,N/A,N/A,79.999,0,0,58.999,0,0,0,0
103,"4,4,4-Trifluoro-1-(4-fluorophenyl)-2-methyl-3-(trifluoromethyl)butane-1,3-diol",External Targets,tentative,6946,13.65225,21.40125,161.555,319.0617,13.33,N/A,N/A,90.999,76.999,78.999,52.999,0,0,0,0
104,"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)sulfanyl]benzoic acid or 3-[(Heptafluoropropyl)sulfanyl]benzoic acid or 4-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)sulfanyl]benzoic acid or Benzoic acid, 4-[(heptafluoropropyl)thio]-",External Targets,tentative,4709,8.425,17.56,132.57,320.983,1.35,N/A,N/A,143.999,0,94.999,0,85.999,102.999,0,0
105,"2-(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)propane-1,3-diol or Ethyl [5-(heptafluoropropyl)-1H-pyrazol-3-yl]acetate",External Targets,tentative,5813,13.76,21.4685,161.685,321.0522,-6.39 or 13.25,N/A,N/A,0,77.999,0,0,113.999,0,0,0
106,"4,4,5,5,6,6,7,7-Octafluoro-1-phenylhept-1-yn-3-ol",External Targets,tentative,1694,13.43233333,21.19666667,159.3433333,331.0420333,13.81,N/A,N/A,0,0,0,0,251.999,345.999,394.999,0
107,"4,4,5,5,6,6,7,7-Octafluoro-1-phenylhept-1-yn-3-ol",External Targets,tentative,8391,11.606,22.05,165.54,331.0409,10.39,N/A,N/A,0,0,0,0,0,0,76.999,63.999
108,N-[4-(Pentafluoroethoxy)phenyl]pyridine-3-carboxamide or N-[4-(Pentafluoroethoxy)phenyl]pyridine-4-carboxamide,External Targets,tentative,8818,12.745,22.085,166.42,331.049,-6.46,N/A,N/A,62.999,0,0,0,57.999,0,0,0
109,"4,4,4-trifluoro-1-(4-nitrophenyl)-3-(trifluoromethyl)butane-1,3-diol",External Targets,tentative,4175,15.227,21.307,160.1,332.0383,6.03,N/A,N/A,0,212.999,0,0,0,182.999,0,109.999
110,"4,4,4-trifluoro-1-(4-nitrophenyl)-3-(trifluoromethyl)butane-1,3-diol",External Targets,tentative,6482,10.587,22.064,166.23,332.0379,4.83,N/A,N/A,50.999,0,60.999,84.999,0,0,0,54.999
111,2-(Nonafluorobutyl)-1H-indole or 3-(Nonafluorobutyl)-1H-indole,External Targets,tentative,6280,8.856,21.154,159.26,334.033,13.85,N/A,N/A,0,0,71.999,76.999,61.999,0,56.999,0
112,"Malononitrile, (6-(2-hydroxy-3,3,3-trifluoro-2-trifluoromethylpropyl)-2-pyridylmethylene)-",External Targets,tentative,6208,12.284,21.257,159.8,334.038,-12.13,N/A,N/A,0,0,0,0,21.91850232,0,21.91850232,0
113,"4,4'-(1,2,2,3,3,3-Hexafluoropropane-1,1-diyl)diphenol or 4-[1,1,2,2,3,3-hexafluoro-3-(4-hydroxyphenyl)propyl]phenol or Bisphenol AF",External Targets,tentative,6675,6.763,22.794,171.88,335.0501,-3.34,N/A,N/A,0,0,123.999,113.999,0,0,0,0
114,"(1r,4r)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid or (1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",External Targets,tentative,7501,10.735,22.076,166.29,345.0591,14.05,N/A,N/A,66.999,0,119.999,0,0,0,0,0
115,Perfluoropentanesulfonic acid,External Targets,tentative,5422,7.192,18.921,142.19,348.935,-13.74,N/A,N/A,0,68.999,61.999,0,105.999,107.999,0,0
116,"2,2,3,3,4,4,5,5,5-Nonafluoro-N,N-bis(2-hydroxyethyl)pentanamide",External Targets,tentative,5416,11.40466667,22.10933333,165.6966667,350.0480333,10.33,N/A,N/A,0,0,0,0,0,0,224.999,221.999
117,"2,2,3,3,4,4,5,5-Octafluoropentyl 4-hydroxybenzoate",External Targets,tentative,8834,14.125,21.567,161.97,351.0307,9.72,N/A,N/A,0,0,0,0,55.999,63.999,0,0
118,"4,4,4-trifluoro-3-hydroxy-3-(trifluoromethyl)-1-[3-(trifluoromethyl)phenyl]butan-1-one",External Targets,tentative,6490,13.34,21.68766667,162.84,353.0235667,1.74,N/A,N/A,0,0,63.999,0,73.999,0,112.999,0
119,"4-[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]butan-1-ol",External Targets,tentative,3560,10.142,21.704,163,355.0443,12.83,N/A,N/A,104.999,106.999,118.999,159.999,0,0,0,128.999
120,"4-[1,1,2-Trifluoro-2-(heptafluoropropoxy)ethoxy]butan-1-ol",External Targets,tentative,4419,11.0715,21.723,163.07,355.044,11.98,N/A,N/A,170.999,136.999,0,0,0,0,0,157.999
121,"2-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)-7-nitro-3,4-dihydronaphthalen-1(2h)-one or N-(Perfluoro-1-oxobutyl)aspartic acid 1-ethyl ester",External Targets,tentative,7405,13.187,22.494,168.68,356.0384,2.7 or 5.91,N/A,N/A,0,64.999,71.999,0,0,0,0,55.999
122,2-C-(Nonafluorobutyl)-?-L-ribofuranose,External Targets,tentative,2689,12.445,22.736,170.59,367.0268,9.41,N/A,N/A,149.999,70.999,188.999,172.999,149.999,151.999,0,0
123,"2-{2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]ethoxy}ethan-1-ol",External Targets,tentative,5938,13.721,22.547,169.03,367.0391,-7.83,N/A,N/A,78.999,101.999,0,59.999,0,0,52.999,0
124,"2-{2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]ethoxy}ethan-1-ol",External Targets,tentative,7480,14.742,22.558,168.9,367.0407,-3.47,N/A,N/A,0,77.999,0,0,0,109.999,0,0
125,"N'-[(2Z)-5,5,6,6,7,7,7-Heptafluoro-4-oxohept-2-en-2-yl]benzohydrazide",External Targets,tentative,8478,10.541,22.376,168.1,371.0599,-9.96,N/A,N/A,73.999,0,0,63.999,0,0,0,0
126,"[(1,1,2,3,3,4,4,5,5,6,6,6-Dodecafluorohexyl)oxy]acetic acid",External Targets,tentative,8303,11.041,23.682,176.93,374.9847,-13.07,N/A,N/A,0,0,0,0,0,0,64.999,79.999
127,"2,2'-Oxybis(tetrafluoroethane-1-sulfonic acid)",External Targets,tentative,7633,6.443,21.353,159.95,376.9002,-10.45,N/A,N/A,0,0,94.999,0,0,0,0,85.999
128,"2,2'-Oxybis(tetrafluoroethane-1-sulfonic acid)",External Targets,tentative,7502,8.167,21.3,159.55,376.9038,-0.9,N/A,N/A,0,0,0,105.999,0,0,80.999,0
129,"2,2'-Oxybis(tetrafluoroethane-1-sulfonic acid)",External Targets,tentative,7138,15.412,21.275,159.56,376.9024,-4.62,N/A,N/A,101.999,0,0,0,104.999,0,0,0
130,"1,1,1,7,7,7-hexafluoro-4-methylidene-2,6-bis(trifluoromethyl)heptane-2,6-diol",External Targets,tentative,345,12.569,23.296,174.085,387.03055,11.79,N/A,N/A,1667.999,533.999,1576.999,1430.999,821.999,811.999,1257.999,1085.999
131,"1,1,1,7,7,7-hexafluoro-4-methylidene-2,6-bis(trifluoromethyl)heptane-2,6-diol",External Targets,tentative,4122,15.0525,23.3105,174.49,387.0312,13.47,N/A,N/A,278.999,239.999,268.999,311.999,246.999,0,217.999,201.999
132,"5,5,6,6,7,7,7-heptafluoro-4,4-bis(trifluoromethyl)heptanoic Acid or 6:3 Fluorotelomer carboxylic acid",External Targets,tentative,7692,8.595,21.516,160.71,391.0067,14.79,N/A,N/A,0,61.999,0,0,55.999,0,0,58.999
133,"3-(Bromomethyl)-1,1,1,2,2,4,4,5,5,6,6,6-dodecafluorohexan-3-ol",External Targets,tentative,5041,10.312,24.857,185.95,408.9164,14.95,N/A,N/A,115.999,0,149.999,0,0,120.999,0,0
134,"Butanamide, N-(2-bromo-4-nitrophenyl)-2,2,3,3,4,4,4-heptafluoro- or Propanamide, N-(2-bromo-4-nitrophenyl)-2,3,3,3-tetrafluoro-2-(trifluoromethyl)-",External Targets,tentative,5055,10.321,24.801,185.67,410.9178,-10.4,N/A,N/A,116.999,0,155.999,112.999,0,0,0,0
135,"Propanamide, 2,2,3,3,3-pentafluoro-N-(2-((propylsulfonyl)amino)-5-(trifluoromethyl)-3-pyridinyl)-",External Targets,tentative,6363,11.792,23.715,177.1933333,428.0373,12.25,N/A,N/A,71.999,0,127.999,89.999,0,0,0,0
136,4-Chloro-5-methyl-3-(perfluorohexyl)pyrazole,External Targets,tentative,8465,14.085,24.6325,183.275,432.98215,8.98,N/A,N/A,0,69.999,0,0,0,0,0,67.999
137,4-Chloro-5-methyl-3-(perfluorohexyl)pyrazole,External Targets,tentative,7272,14.883,24.636,183.3,432.98145,7.36,N/A,N/A,0,68.999,0,0,0,0,70.999,58.999
138,"2,3-Dibromo-6-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)-3,5,5-trimethylcyclohexan-1-one or [2-(3-chloro-1,1,2,2,3,3-hexafluoropropoxy)-1,1,2,3,3,3-hexafluoropropoxy](difluoro)acetic acid",External Targets,tentative,6847,9.427,20.818,155.08,460.9257,-2.17 or 14.11,N/A,N/A,65.999,93.999,65.999,0,0,0,0,0
139,"1,2,2,3,3,4,5,5,6-nonafluoro-4,6-bis(trifluoromethyl)cyclohexane-1-sulfonic acid or Perfluoro-1-(perfluoroethyl)cyclohexanesulfonic acid or Perfluoro-4-(perfluoroethyl)cyclohexylsulfonic acid or [2-(3-chloro-1,1,2,2,3,3-hexafluoropropoxy)-1,1,2,3,3,3-hexafluoropropoxy](difluoro)acetic acid",External Targets,tentative,3787,9.468,21.455,159.62,460.9284,-10.86 or 3.69,N/A,N/A,91.999,119.999,142.999,0,0,0,132.999,87.999
140,"1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8,8a-Heptadecafluorodecahydronaphthalene-1-carboxylic acid",External Targets,tentative,4519,7.0015,26.7975,198.72,486.96705,7.85,N/A,N/A,0,235.999,0,0,0,0,216.999,0
141,"1,2,2,3,3,4,4,4a,5,5,6,6,7,7,8,8,8a-Heptadecafluorodecahydronaphthalene-1-carboxylic acid",External Targets,tentative,2988,7.776,26.747,198.68,486.9683,10.42,N/A,N/A,0,170.999,160.999,192.999,0,0,247.999,0
142,"1,1,2,2,3,3,4,4,5,6,6,7,7,7-tetradecafluoro-5-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,4,5,5,6,6,7,7,7-tetradecafluoro-4-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,2,3,3,5,5,6,6,6-undecafluoro-4,4-bis(trifluoromethyl)hexane-1-sulfonic acid or 1,1,2,2,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-3-(trifluoromethyl)heptane-1-sulfonic acid or 1,1,2,3,3,4,4,5,5,6,6,7,7,7-tetradecafluoro-2-(trifluoromethyl)heptane-1-sulfonic acid or Heptadecafluorooctane-2-sulfonic acid or IsoPFOS or Perfluorooctanesulfonic acid",External Targets,tentative,5764,10.1725,22.09925,164.225,498.92595,-8.55,N/A,N/A,9464.999,10249.999,8965.999,8089.999,11966.999,12202.999,7440.999,7153.999
143,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-ene-1-sulfonic acid",External Targets,tentative,4580,4.129,25.994,192.64,510.9307,0.95,N/A,N/A,0,0,0,0,152.999,144.999,145.999,0
144,"1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-ene-1-sulfonic acid",External Targets,tentative,6053,10.213,25.975,193.04,510.9309,1.34,N/A,N/A,67.999,0,93.999,0,0,122.999,0,0
145,"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-3-iododecan-1-ol",External Targets,tentative,8614,3.718,26.258,195.28,516.9416,14.8,N/A,N/A,64.999,0,65.999,0,0,0,0,0
146,"((Perfluorooctyl)ethyl)silanetriol or 6-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexylsulfonyl)naphthalen-2-ol",External Targets,tentative,6516,11.8645,24.7005,183.045,524.98025,-6.29 or -3.37,N/A,N/A,211.999,113.999,221.999,218.999,148.999,136.999,135.999,0
147,8:2 Fluorotelomer sulfonic acid or Noviflumuron,External Targets,tentative,8606,3.222,27.121,201.6,526.9579,-7.25 or -6.86,N/A,N/A,73.999,0,57.999,0,0,0,0,0
148,8:2 Fluorotelomer sulfonic acid or Noviflumuron,External Targets,tentative,8221,6.118,27.098,200.86,526.9591,-4.97 or -4.58,N/A,N/A,0,0,50.999,0,0,0,0,97.999
149,8:2 Fluorotelomer sulfonic acid or Noviflumuron,External Targets,tentative,8906,7.42,27.105,200.91,526.9547,-13.32 or -12.93,N/A,N/A,62.999,53.999,0,0,0,0,0,0
150,N-Phenyl-N'-[2-(tridecafluorohexyl)phenyl]urea,External Targets,tentative,7002,4.742,28.282,209,529.0643,9.83,N/A,N/A,0,133.999,0,0,0,0,0,82.999
151,"4-chloro-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)-5-methyl-1H-pyrazole",External Targets,tentative,8709,3.092,27.118,201.2,532.9782,11.87,N/A,N/A,0,0,62.999,0,0,63.999,0,0
152,"4-[(Heptadecafluorooctyl)oxy]-4-oxobut-2-enoic acid or 4-chloro-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)-5-methyl-1H-pyrazole",External Targets,tentative,7743,6.132,27.077,201,532.9756,6.99 or 12.93,N/A,N/A,50.999,0,57.999,0,0,64.999,0,0
153,"4-chloro-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)-5-methyl-1H-pyrazole",External Targets,tentative,8889,9.447,26.964,200.06,532.9774,10.37,N/A,N/A,0,0,0,66.999,50.999,0,0,0
154,"4-[(Heptadecafluorooctyl)oxy]-4-oxobut-2-enoic acid or 4-chloro-3-(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctyl)-5-methyl-1H-pyrazole",External Targets,tentative,6919,10.645,27.085,200.48,532.973,2.11 or 8.05,N/A,N/A,0,0,0,0,60.999,82.999,76.999,0
155,2'-Deoxy-5-(tridecafluorohexyl)uridine,External Targets,tentative,7551,13.114,27.632,205.22,545.0326,-11.3,N/A,N/A,108.999,0,74.999,0,0,0,0,0
156,2-(N-Methylperfluorooctanesulfonamido)acetic acid,External Targets,tentative,8093,11.539,26.126,193.3,569.9631,-7.42,N/A,N/A,0,0,0,103.999,0,0,51.999,0
157,2-(N-Methylperfluorooctanesulfonamido)acetic acid,External Targets,tentative,2437,12.486,25.931,192.24,569.9636,-6.54,N/A,N/A,350.999,0,256.999,271.999,0,102.999,0,0
158,"4-Bromo-2-[4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-8-(trifluoromethyl)nonyl]phenol",External Targets,tentative,5690,15.7785,23.57,174.615,580.9581,-3.74,N/A,N/A,88.999,0,112.999,114.999,56.21091951,0,0,0
159,Perfluorodecanesulfonic acid,External Targets,tentative,6190,11.89,25.168,186.52,598.9175,-10.56,N/A,N/A,140.999,0,132.999,0,0,0,0,0
160,17-H-Perfluoroheptadecanoic acid,External Targets,tentative,554,13.589,27.752,203.74,844.9389,-9.71,N/A,N/A,1143.07633,0,259.0763295,233.0763295,145.0763295,21.0763295,0,0
161,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18-tetratriacontafluorooctadecanoic acid",External Targets,tentative,563,14.1465,28.705,210.545,894.93375,-11.35,N/A,N/A,909.0987927,0,500.0987927,394.0987927,441.0987927,360.0987927,19.09879268,0
162,No Match,None,unmatched,7913,3.188,8.485,70.35,92.9266,,,,0,0,0,0,88.999,0,75.999,0
163,No Match,None,unmatched,7571,2.107,5.066,42.31,92.9295,,,,0,0,0,0,101.999,0,80.999,0
164,No Match,None,unmatched,7428,2.558,9.007,74.63,92.9285,,,,0,87.999,0,0,102.999,0,0,0
165,No Match,None,unmatched,6657,2.031,12.107,100.08,92.93,,,,0,0,0,0,51.999,116.999,69.999,0
166,No Match,None,unmatched,7808,2.214,8.955,73.91,94.9237,,,,0,0,0,0,0,0,60.999,109.999
167,No Match,None,unmatched,6651,2.25,10.447,86.14,94.9256,,,,0,84.999,0,52.999,0,0,0,100.999
168,No Match,None,unmatched,7549,3.925,7.35,59.37,116.9694,,,,80.999,0,103.999,0,0,0,0,0
169,No Match,None,unmatched,8154,13.033,8.016,64.74,116.969,,,,85.999,0,66.999,0,0,0,0,0
170,No Match,None,unmatched,8205,13.423,11.742,94.58,116.97,,,,0,56.999,0,0,0,0,92.999,0
171,No Match,None,unmatched,7378,11.213,8.345,67.39,116.9711,,,,125.999,0,67.999,0,0,0,0,0
172,No Match,None,unmatched,8474,13.438,12.524,100.83,116.9708,,,,0,79.999,0,0,0,0,0,57.999
173,No Match,None,unmatched,5869,5.703,7.055,57.04,116.9728,,,,168.999,55.999,74.999,0,0,0,0,0
174,No Match,None,unmatched,7328,13.364,7.097,57.55,116.9724,,,,0,62.999,0,0,133.999,0,0,0
175,No Match,None,unmatched,7566,7.795,7.231,58.47,116.9725,,,,126.999,0,0,0,0,0,56.999,0
176,No Match,None,unmatched,8899,11.852,8.024,65.06,116.9722,,,,0,0,0,0,63.999,52.999,0,0
177,No Match,None,unmatched,5389,13.376,10.181,82.18,116.9736,,,,0,108.999,0,0,154.999,0,0,83.999
178,No Match,None,unmatched,5441,2.541,12.906,103.89,116.9736,,,,0,214.999,0,0,0,0,0,127.999
179,No Match,None,unmatched,8432,8.696,7.271,58.74,116.9746,,,,74.999,0,0,64.999,0,0,0,0
180,No Match,None,unmatched,7053,8.858,8.12,65.6,116.9741,,,,0,125.999,86.999,0,0,0,0,0
181,No Match,None,unmatched,8417,2.299,11.905,95.98,116.9747,,,,0,62.999,0,76.999,0,0,0,0
182,No Match,None,unmatched,8313,10.775,11.817,95.31,116.9744,,,,0,50.999,0,0,92.999,0,0,0
183,No Match,None,unmatched,6722,5.662,12.459,100.4,116.974,,,,0,56.999,0,0,0,79.999,96.999,0
