PrecursorName,SMILES,Formula,PrecursorMz,PrecursorAdduct
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(propane-1-sulfonyl)benzoic acid",CCCS(=O)(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C15H15F7O4S,423.0506473,M-H
"3-(Butane-1-sulfonyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",CCCCS(=O)(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C15H15F7O4S,423.0506473,M-H
"7-[(Hex-1-en-3-yl)oxy]-4,6-dinitro-2-(pentafluoroethyl)-1H-benzimidazole",CCCC(OC1=C(C=C(C2=C1NC(=N2)C(F)(F)C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O)C=C,C15H13F5N4O5,423.0733304,M-H
"4-Hydroxy-3-(hydroxyimino)-4-(nonafluorobutyl)-1,3,4,5-tetrahydro-2H-1,5-benzodiazepin-2-one",ON=C1C(=O)NC2=CC=CC=C2NC1(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H8F9N3O3,424.0349146,M-H
2-((Trifluoroacetoxy)mercuri)-4-fluorophenol,OC1=C([Hg]OC(=O)C(F)(F)F)C=C(F)C=C1,C8H4F4HgO3,424.97302,M-H
"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)silanetriol",O[Si](O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H7F13O3Si,424.9884067,M-H
"Benzamide, 2,6-difluoro-N-(((2-fluoro-4-((1,1,2,2-tetrafluoroethyl)thio)phenyl)amino)carbonyl)-",FC(F)C(F)(F)SC1=CC(F)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,C16H9F7N2O2S,425.0200159,M-H
"4,4'-(1,1,2,2,3,3-Hexafluoropropane-1,3-diyl)bis(2-nitrophenol)",OC1=C(C=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C1=CC(=C(O)C=C1)[N+]([O-])=O)[N+]([O-])=O,C15H8F6N2O6,425.021375,M-H
"2,2-bis(3-nitro-4-hydroxyphenyl)hexafluoropropane",OC1=C(C=C(C=C1)C(C1=CC(=C(O)C=C1)[N+]([O-])=O)(C(F)(F)F)C(F)(F)F)[N+]([O-])=O,C15H8F6N2O6,425.021375,M-H
"2,2,3,4,4,5,5,6,6,7,7,8,9,9-Tetradecafluorodecane-1,10-diol",OCC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)CO,C10H8F14O2,425.0227938,M-H
"5-(4-tert-Butylphenyl)-N-(2,2,3,3,4,4,4-heptafluorobutyl)-1,2-oxazole-3-carboxamide",CC(C)(C)C1=CC=C(C=C1)C1=CC(=NO1)C(=O)NCC(F)(F)C(F)(F)C(F)(F)F,C18H17F7N2O2,425.1105449,M-H
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctane-1-sulfonamide",NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F13NO2S,425.9838857,M-H
"Octanamide, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluoro-N-methyl-",CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H4F15NO,425.9980562,M-H
"Ethyl 5-(2,2,3,3,4,4,4-heptafluorobutanamido)-1-phenyl-1H-pyrazole-4-carboxylate",CCOC(=O)C1=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)N(N=C1)C1=CC=CC=C1,C16H12F7N3O3,426.0694084,M-H
"3,5,7,7-Tetrachloro-2,2,3,4,4,5,6,6,7-nonafluoroheptanoic acid",OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)Cl,C7HCl4F9O2,426.8514135,M-H
"2,2,3,3-Tetrafluoro-3-{[1,1,1,2,3,3-hexafluoro-3-(1,2,2,2-tetrafluoroethoxy)propan-2-yl]oxy}propanoic acid",OC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)C(F)(F)F,C8H2F14O4,426.9656728,M-H
6:2 Fluorotelomer sulfonic acid,OS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F13O3S,426.9679013,M-H
2-(Perfluorohexyl)ethylphosphonic acid,OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F13O3P,426.9774172,M-H
(Perfluoroheptyl)ethanoic acid,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H3F15O2,426.9820718,M-H
3-(Tridecafluorohexyl)benzene-1-thiol,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC(S)=CC=C1,C12H5F13S,426.9831575,M-H
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-hydroxyoctanimidamide",ONC(=N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F15N2O,426.9933052,M-H
7:3 Fluorotelomer alcohol,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F15O,427.0184573,M-H
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluoro-2-methylnonan-2-ol",CC(C)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F15O,427.0184573,M-H
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluoro-N-hydroxyoctanamide",ONC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H2F15NO2,427.9773208,M-H
"Propanamide, 2,2,3,3,3-pentafluoro-N-(2-((propylsulfonyl)amino)-5-(trifluoromethyl)-3-pyridinyl)-",CCCS(=O)(=O)NC1=C(NC(=O)C(F)(F)C(F)(F)F)C=C(C=N1)C(F)(F)F,C12H11F8N3O3S,428.0320577,M-H
8-Chloroperfluorooctanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C8HClF14O2,428.9368713,M-H
"5,5,6,6,7,7,8,8,8-Nonafluoro-3-iodo-2-methyloct-3-en-2-ol",CC(C)(O)C(I)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H8F9IO,428.94033,M-H
Perfluoro-2-[(perfluoropentyl)oxy]propanoic acid,OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C8HF15O3,428.9613363,M-H
Perfluoro-2-(perfluorobutoxy)-2-(perfluoromethyl)propanoic acid,OC(=O)C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C8HF15O3,428.9613363,M-H
"2,2,3,3,4,4-Hexafluoro-4-(nonafluorobutoxy)butanoic acid",OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF15O3,428.9613363,M-H
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononane-1-thiol",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,C9H5F15S,428.9799638,M-H
"3-[5'-fluoro-2'-(2,2,3,3,3-pentafluoropropoxy)biphenyl-3-yl]-1H-1,2,4-triazole-5-carboxamide",NC(=O)C1=NC(=NN1)C1=CC=CC(=C1)C1=CC(F)=CC=C1OCC(F)(F)C(F)(F)F,C18H12F6N4O2,429.0791646,M-H
"1,1,2,2,3,3,4,4,4-nonafluoro-N-[(trifluoromethyl)sulfonyl]-1-Butanesulfonamide",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F,C5HF12NO4S2,429.9082578,M-H
"N-[4-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)phenyl]-4-(trifluoromethyl)benzamide",OC(C1=CC=C(NC(=O)C2=CC=C(C=C2)C(F)(F)F)C=C1)(C(F)(F)F)C(F)(F)F,C17H10F9NO2,430.049502,M-H
"1h,1h-perfluoro-3,6-dioxadecan-1-ol",OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H3F15O3,430.9769864,M-H
"1H,1H,9H-Hexadecafluoro-1-nonanol",OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C9H4F16O,430.9933854,M-H
"2,2,3,3,4,4,5,5,5-Nonafluoro-N-[(4-sulfamoylphenyl)methyl]pentanamide",NS(=O)(=O)C1=CC=C(CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C12H9F9N2O3S,431.0117368,M-H
"4,6-Nonanedione, 2,8-bis(trifluoromethyl)-2,8-dihydroxy-1,1,1,9,9,9-hexafluoro-",OC(CC(=O)CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C11H8F12O4,431.0158167,M-H
"1,1,1,7,7,7-Hexafluoro-6-hydroxy-4-oxo-2,6-bis(trifluoromethyl)heptan-2-yl acetate",CC(=O)OC(CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C11H8F12O4,431.0158167,M-H
"7-(Heptafluoropropyl)-7-hydroxy-4,9-dimethoxy-6,7-dihydro-5H-furo[3,2-g][1]benzopyran-5-one",COC1=C2OC=CC2=C(OC)C2=C1OC(O)(CC2=O)C(F)(F)C(F)(F)C(F)(F)F,C16H11F7O6,431.0371052,M-H
"3-Pyridinecarboxamide, N-[4-(nonafluorobutoxy)phenyl]-",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC1=CC=C(NC(=O)C2=CN=CC=C2)C=C1,C16H9F9N2O2,431.044751,M-H
"4-Pyridinecarboxamide, N-[4-(nonafluorobutoxy)phenyl]-",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC1=CC=C(NC(=O)C2=CC=NC=C2)C=C1,C16H9F9N2O2,431.044751,M-H
"4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-, dimethyl hydrazone",CN(C)N=C(CC(O)(C(F)(F)F)C(F)(F)F)CC(O)(C(F)(F)F)C(F)(F)F,C11H12F12N2O2,431.0634356,M-H
4-Acetamidophenyl nonafluorobutane-1-sulfonate,CC(=O)NC1=CC=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C12H8F9NO4S,431.9957524,M-H
"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-N-(1-phenylethyl)propanamide",CC(NC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C1=CC=CC=C1,C14H10F11NO2,432.0463084,M-H
"1,1,1,3,3,4,4,6,6,6-Decafluoro-2,5-bis(trifluoromethyl)hexane-2,5-diol",OC(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)C(O)(C(F)(F)F)C(F)(F)F,C8H2F16O2,432.9726499,M-H
4-Chloro-5-methyl-3-(perfluorohexyl)pyrazole,CC1=C(Cl)C(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H4ClF13N2,432.978262,M-H
Perfluoropentane sulfonamido amine,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H13F11N2O2S,433.0449286,M-H
"Diethyl N-(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)phosphoramidate",CCOP(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,C8H11F9NO5PS,433.9879041,M-H
"Glycine, N-ethyl-N-[(undecafluoropentyl)sulfonyl]-",CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H8F11NO4S,433.9925587,M-H
N-(Perfluoroheptanoyl)-3-aminopropanoic acid,OC(=O)CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F13NO3,434.0067292,M-H
"1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(4-hydroxybutyl)-N-methyl-",CN(CCCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H12F11NO3S,434.0289442,M-H
8-(Heptafluoropropyl)adenosine,NC1=C2N=C(N([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1)C(F)(F)C(F)(F)C(F)(F)F,C13H12F7N5O4,434.070471,M-H
"1-(Diethylamino)-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-2-ol",CCN(CC)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H14F13NO,434.0795002,M-H
Heptadecafluorooctan-1-ol,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17O,434.9683134,M-H
5-(Pentadecafluoroheptyl)-1H-imidazole,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CN=CN1,C10H3F15N2,434.9983906,M-H
2-(Tridecafluorohexyl)-1H-benzimidazole,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NC2=CC=CC=C2N1,C13H5F13N2,435.0172343,M-H
"N-((2,5-Dimethyl-4-(1,1,2,2-tetrafluoroethylsulfanyl)phenyl]carbamoyl]-2,6-difluorobenzamide",CC1=CC(NC(=O)NC(=O)C2=C(F)C=CC=C2F)=C(C)C=C1SC(F)(F)C(F)F,C18H14F6N2O2S,435.0607379,M-H
"Benzamide, N-(((2,3-dimethyl-4-((1,1,2,2-     tetrafluoroethyl)thio)phenyl)amino)carbonyl)-2,6-difluoro-",CC1=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=CC(SC(F)(F)C(F)F)=C1C,C18H14F6N2O2S,435.0607379,M-H
2-{Methyl[(nonafluorobutyl)sulfonyl]amino}ethyl phosphate,CN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H9F9NO6PS,435.9671687,M-H
"Carbamic acid, (1-(diethoxyphosphinyl)-2,2,2-trifluoro-1-(trifluoromethyl)ethyl)-, phenylmethyl ester",CCOP(=O)(OCC)C(NC(=O)OCC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C15H18F6NO5P,436.0753987,M-H
"Difluoro(1,1,2,2,3,3,4,4-octafluoro-4-iodobutoxy)acetic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)I,C6HF10IO3,436.87379,M-H
"Perfluoro-3,6,9-trioxaundecane-1,11-dioic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(O)=O,C8H2F12O7,436.9536104,M-H
6:2:1 Fluorotelomer thioether acetic acid,OC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F13O2S,436.9886368,M-H
"1,2-bis(Heptafluorobutyryl)hydrazine hydrazone",NNC(=NNC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,C8H4F14N4O,437.008875,M-H
"1-Propanol, 3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)thio]-",OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H11F13OS,437.0250223,M-H
"2,6-Difluoro-N-{[2-methyl-4-(1,1,2,2-tetrafluoroethanesulfinyl)phenyl]carbamoyl}benzene-1-carboximidic acid",CC1=CC(=CC=C1NC(=O)N=C(O)C1=C(F)C=CC=C1F)S(=O)C(F)(F)C(F)F,C17H12F6N2O3S,437.0400024,M-H
"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]propane-1,2-diol",OCC(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H11F13O3,437.0427803,M-H
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-(2-methoxyethoxy)octan-2-ol",COCCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H11F13O3,437.0427803,M-H
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(2-methylpropane-2-sulfonyl)benzoic acid",CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)C(C)(C)C,C16H17F7O4S,437.0662973,M-H
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(2-methylpropane-1-sulfonyl)benzoic acid",CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)CC(C)C,C16H17F7O4S,437.0662973,M-H
"3-(Butane-2-sulfonyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",CCC(C)S(=O)(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C16H17F7O4S,437.0662973,M-H
"3-(Butane-1-sulfonyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",CCCCS(=O)(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C16H17F7O4S,437.0662973,M-H
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-2-propenyl-",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC=C,C9H6F13NO2S,437.9838857,M-H
"1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(phenylmethyl)-",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCC1=CC=CC=C1,C12H8F11NO2S,438.0027295,M-H
"Heptanamide, 2,2,3,3,4,4,5,5,6,6,7,7,7-tridecafluoro-N-phenyl-",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1,C13H6F13NO,438.0168999,M-H
"2-[2-amino-3-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)-5-methylphenyl]-1,1,1,3,3,3-hexafluoropropan-2-ol",CC1=CC(=C(N)C(=C1)C(O)(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,C13H9F12NO2,438.0368865,M-H
Thiobenzyl N-heptafluorobutyrylanthranilate,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=C1C(=O)SCC1=CC=CC=C1,C18H12F7NO2S,438.0404169,M-H
"2-{[3-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)propyl]amino}ethyl prop-2-enoate",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CCCNCCOC(=O)C=C,C12H14F9NO4S,438.0427026,M-H
Perfluoroazelaic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C9H2F14O4,438.9656728,M-H
"4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-2-enoic acid",OC(=O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H3F15O2,438.9820718,M-H
"2-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]ethane-1-thiol",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCS,C10H9F13S2,438.9865288,M-H
"Benzoic acid, 4-(tridecafluorohexyl)-",OC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H5F13O2,439.0009155,M-H
"2-(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctane-1-sulfinyl)ethan-1-ol",OCCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H9F13O2S,439.0042868,M-H
"2-Chloro-N-{[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]carbamoyl}benzamide",OC(C1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1)(C(F)(F)F)C(F)(F)F,C17H11ClF6N2O3,439.0289589,M-H
"3,3,4,4,5,5,6,6,7,7,8,8,9,9-Tetradecafluoroundecane-1,11-diol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,C11H10F14O2,439.0384438,M-H
"N-Ethyl-2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctanamide",CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H6F15NO,440.0137063,M-H
"3-[(2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoroheptyl)amino]phenol",OC1=CC=CC(NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1,C13H8F13NO,440.03255,M-H
"2,5-Pyrrolediethanol, 1-methyl-alpha,alpha,alpha',alpha'-tetrakis(trifluoromethyl)-",CN1C(CC(O)(C(F)(F)F)C(F)(F)F)=CC=C1CC(O)(C(F)(F)F)C(F)(F)F,C13H11F12NO2,440.0525366,M-H
"N-[5-(Heptafluoropropyl)[1,1'-biphenyl]-2-yl]benzamide",FC(F)(F)C(F)(F)C(F)(F)C1=CC=C(NC(=O)C2=CC=CC=C2)C(=C1)C1=CC=CC=C1,C22H14F7NO,440.0890812,M-H
"2-Bromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-1-ol",OCC(Br)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4BrF13O,440.916514,M-H
"1-Bromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctan-2-ol",OC(CBr)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H4BrF13O,440.916514,M-H
Perfluoro-4-(2-sulfoethoxy)pentanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(OC(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F,C7H2F12O6S,440.9307669,M-H
"2,3,3,3-Tetrafluoro-2-(1,1,2,2,3,3,4,4-octafluoro-4-sulfobutoxy)propanoic acid",OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(O)(=O)=O)C(F)(F)F,C7H2F12O6S,440.9307669,M-H
"Benzamide, N-(((2-chloro-4-((1,1,2,2-     tetrafluoroethyl)thio)phenyl)amino)carbonyl)-2,6-difluoro-",FC(F)C(F)(F)SC1=CC(Cl)=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,C16H9ClF6N2O2S,440.9904654,M-H
"N-((3-Chloro-4-(1,1,2,2-tetrafluoroethylsulfanyl)phenyl)carbamoyl)-2,6-difluorobenzamide",FC(F)C(F)(F)SC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1,C16H9ClF6N2O2S,440.9904654,M-H
3-Perfluoroheptylpropanoic acid,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H5F15O2,440.9977218,M-H
"2,6-Difluoro-N-[{[2-fluoro-4-(1,1,2,2-tetrafluoroethanesulfinyl)phenyl]imino}(hydroxy)methyl]benzene-1-carboximidic acid",OC(N=C(O)C1=C(F)C=CC=C1F)=NC1=C(F)C=C(C=C1)S(=O)C(F)(F)C(F)F,C16H9F7N2O3S,441.0149305,M-H
"2,6-difluoro-N-[[4-(1,1,1,3,3,3-hexafluoro-2-hydroxypropan-2-yl)phenyl]carbamoyl]benzamide",OC(C1=CC=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1)(C(F)(F)F)C(F)(F)F,C17H10F8N2O3,441.0490875,M-H
"Benzenamine, 2,4-dinitro-N-[4-(1,1,2,2-tetrafluoroethoxy)phenyl]-6-(trifluoromethyl)-",[O-][N+](=O)C1=CC(=C(NC2=CC=C(OC(F)(F)C(F)F)C=C2)C(=C1)C(F)(F)F)[N+]([O-])=O,C15H8F7N3O5,442.0279375,M-H
"1-Amino-4,4,5,5,6,6,7,7,8,9,9,9-dodecafluoro-8-(trifluoromethyl)nonan-2-ol",NCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C10H8F15NO,442.0293563,M-H
STK030410,CNC1=NC(=NC(OC(C(F)(F)F)C(F)(F)F)=N1)N(C1=CC=CC=C1)C1=CC=CC=C1,C19H15F6N5O,442.1107991,M-H
"Perfluoro-3,6-dioxa-4-methyl-7-octene-1-sulfonic acid",OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,C7HF13O5S,442.9264304,M-H
"Perfluoro-3,5,7,9,11-pentaoxadodecanoic acid",OC(=O)C(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)OC(F)(F)F,C7HF13O7,442.9441885,M-H
"(5E)-7,7,8,8,9,9,10,10,10-Nonafluoro-5-iododec-5-en-1-ol",OCCCC\C(I)=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H10F9IO,442.95598,M-H
6:2 Fluorotelomer phosphate monoester,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H6F13O4P,442.9723318,M-H
6-Methyl-4-(tridecafluorohexyl)pyrimidine-2(1H)-thione,CC1=CC(=NC(=S)N1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H5F13N2S,442.9893055,M-H
"Ethanol, 2-[(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl)oxy]-",OCCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F15O2,443.0133719,M-H
"1,2,4-Triazine-3,5(2H,4H)-dione, 6-((heptafluoropropyl)thio)-2-beta-D-ribofuranosyl-",OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1N=C(SC(F)(F)C(F)(F)C(F)(F)F)C(=O)NC1=O,C11H10F7N3O6S,444.0105734,M-H
"5-{[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]methyl}-1H-1,2,3-triazole",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOCC1=CN=NN1,C11H8F13N3O,444.038698,M-H
