PrecursorName,SMILES,Formula,PrecursorMz,PrecursorAdduct
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)aniline",CCC1=CC(=CC=C1N)C(F)(C(F)(F)F)C(F)(F)F,C11H10F7N,288.0628665,M-H
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2,6-dimethylaniline",CC1=CC(=CC(C)=C1N)C(F)(C(F)(F)F)C(F)(F)F,C11H10F7N,288.0628665,M-H
3-Bromo-4-chloropentafluorobutyric acid,OC(=O)C(F)(F)C(F)(Br)C(F)(F)Cl,C4HBrClF5O2,288.869581,M-H
"(2-Bromo-1,1,2,2-tetrafluoroethoxy)(difluoro)acetic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)Br,C4HBrF6O3,288.894046,M-H
"N-[(Chlorocarbonyl)oxy]-2,2,3,3,4,4,4-heptafluorobutanimidamide",FC(F)(F)C(F)(F)C(F)(F)C(=N)NOC(Cl)=O,C5H2ClF7N2O2,288.9620222,M-H
Octafluoroadipic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C6H2F8O4,288.9752538,M-H
4-(Heptafluoroisopropyl)benzoic acid,OC(=O)C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,C10H5F7O2,289.0104965,M-H
4-(Heptafluoropropyl)benzoic acid,OC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,C10H5F7O2,289.0104965,M-H
"3-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)benzoic acid",OC(=O)C1=CC(=CC=C1)C(F)(C(F)(F)F)C(F)(F)F,C10H5F7O2,289.0104965,M-H
"1,1,1,3,3,3-Hexafluoro-2-(2-mercapto-5-methylphenyl)-2-propanol",CC1=CC(=C(S)C=C1)C(O)(C(F)(F)F)C(F)(F)F,C10H8F6OS,289.012725,M-H
N-2-Pyridinylperfluorobutanamide,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=CC=N1,C9H5F7N2O,289.0217299,M-H
B-(4-(Perfluoro-1-methylethyl)phenyl)boronic acid,OB(O)C1=CC=C(C=C1)C(F)(C(F)(F)F)C(F)(F)F,C9H6BF7O2,289.027627,M-H
"3,3,4,4,5,5,6,6-Octafluoro-1,8-octanediol",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO,C8H10F8O2,289.0480249,M-H
"2-{[(Bicyclo[2.2.1]hept-5-en-2-yl)oxy]methyl}-1,1,1,3,3,3-hexafluoropropan-2-ol",[H]C12CC(OCC(O)(C(F)(F)F)C(F)(F)F)C([H])(C1)C=C2,C11H12F6O2,289.0668686,M-H
6-(Heptafluoropropyl)pyridine-3-carboxylic acid,OC(=O)C1=CC=C(N=C1)C(F)(F)C(F)(F)C(F)(F)F,C9H4F7NO2,290.0057455,M-H
2-(Heptafluoropropyl)pyridine-4-carboxylic acid,OC(=O)C1=CC=NC(=C1)C(F)(F)C(F)(F)C(F)(F)F,C9H4F7NO2,290.0057455,M-H
"N-Ethyl-2,3,3,4,4,4-hexafluoro-2-(trifluoromethyl)butanamide",CCNC(=O)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H6F9NO,290.0232873,M-H
"N-Ethyl-2,2,3,3,4,4,5,5,5-nonafluoropentanamide",CCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H6F9NO,290.0232873,M-H
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)aniline",NC1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1,C10H8F7NO,290.042131,M-H
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methoxyaniline",COC1=CC(=CC=C1N)C(F)(C(F)(F)F)C(F)(F)F,C10H8F7NO,290.042131,M-H
STK007856,CNC1=NC(OC(C(F)(F)F)C(F)(F)F)=NC(N)=N1,C7H7F6N5O,290.0481988,M-H
"Difluoro(1,1,2,2-tetrafluoro-2-sulfoethoxy)acetic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)S(O)(=O)=O,C4H2F6O6S,290.9403479,M-H
"4,4,4-Trifluoro-3-hydroxy-1-(2-thienyl)-3-(trifluoromethyl)-1-butanone",OC(CC(=O)C1=CC=CS1)(C(F)(F)F)C(F)(F)F,C9H6F6O2S,290.9919896,M-H
3-(Perfluoro-2-butyl)propanoic acid,OC(=O)CCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H5F9O2,291.0073029,M-H
3-(Perfluorobutyl)propanoic acid,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H5F9O2,291.0073029,M-H
"Methyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)silane",C[SiH2]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H9F9Si,291.0257003,M-H
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)phenol",OC1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1,C10H7F7O2,291.0261466,M-H
4:4 Fluorotelomer alcohol,OCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H9F9O,291.0436884,M-H
"1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid",CCOC1=CC=C(C=C1)C1(CC(F)(F)C1(F)F)C(O)=O,C13H12F4O3,291.0649769,M-H
"(1R)-1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid",CCOC1=CC=C(C=C1)[C@]1(CC(F)(F)C1(F)F)C(O)=O,C13H12F4O3,291.0649769,M-H
"4,4,5,5,6,6-hexafluoro-1,3,2-dithiazinane 1,1,3,3-tetraoxide",FC1(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C1(F)F,C3HF6NO4S2,291.9178388,M-H
"2,5-Dichloro-4-(1,1,2,2-tetrafluoroethylsulfanyl)aniline",NC1=CC(Cl)=C(SC(F)(F)C(F)F)C=C1Cl,C8H5Cl2F4NS,291.9383084,M-H
"2,3-Dichloro-4-(1,1,2,2-tetrafluoroethylsulfanyl)aniline",NC1=C(Cl)C(Cl)=C(SC(F)(F)C(F)F)C=C1,C8H5Cl2F4NS,291.9383084,M-H
"N-(4-Chlorophenyl)-1,1,2,2,2-pentafluoroethane-1-sulfinamide",FC(F)(F)C(F)(F)S(=O)NC1=CC=C(Cl)C=C1,C8H5ClF5NOS,291.9627735,M-H
"3-Chloro-4-(1,1,2,3,3,3-hexafluoropropoxy)aniline",NC1=CC(Cl)=C(OC(F)(F)C(F)C(F)(F)F)C=C1,C9H6ClF6NO,291.9969305,M-H
AGN-PC-0KBL5B,NC1=CC=C(SC(F)(F)C(F)(F)C(F)(F)F)C=C1,C9H6F7NS,292.0036375,M-H
2-[(heptafluoropropyl)sulfanyl]aniline,NC1=CC=CC=C1SC(F)(F)C(F)(F)C(F)(F)F,C9H6F7NS,292.0036375,M-H
"N-(3,3,4,4,5,5,5-Heptafluoropent-1-en-2-yl)cyclohexanamine",FC(F)(F)C(F)(F)C(F)(F)C(=C)NC1CCCCC1,C11H14F7N,292.0941666,M-H
"Difluoro[1,1,2,2-tetrafluoro-2-(fluorosulfonyl)ethoxy]acetic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,C4HF7O5S,292.9360114,M-H
"Hexanoic acid, 6-chloro-3,3,4,4,5,5,6,6-octafluoro-",OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C6H3ClF8O2,292.9621023,M-H
(Nonafluorobutoxy)acetic acid,OC(=O)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F9O3,292.9865674,M-H
"2,2-Difluoro-3-(heptafluoropropoxy)propanoic acid",OC(=O)C(F)(F)COC(F)(F)C(F)(F)C(F)(F)F,C6H3F9O3,292.9865674,M-H
"1H,1H,8H,8H-Perfluoro-3,6-dioxaoctane-1,8-diol",OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,C6H6F8O4,293.006554,M-H
"5-(Heptafluoropropyl)-6-methylpyrimidine-2,4(1H,3H)-dione",CC1=C(C(=O)NC(=O)N1)C(F)(F)C(F)(F)C(F)(F)F,C8H5F7N2O2,293.0166446,M-H
"3-(Perfluoro-2-butyl)propane-1,2-diol",OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H7F9O2,293.0229529,M-H
"3,3,4-Trifluoro-2-methyl-4-(trifluoromethyl)decan-2-ol",CCCCCCC(F)(C(F)(F)F)C(F)(F)C(C)(C)O,C12H20F6O,293.1345542,M-H
"2,2,2-trifluoroethyl perfluorobutanimidate",FC(F)(F)COC(=N)C(F)(F)C(F)(F)C(F)(F)F,C6H3F10NO,293.9982154,M-H
3-(Heptafluoropropyl)-5-methyl-4-nitro-1H-pyrazole,CC1=C(C(=NN1)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,C7H4F7N3O2,294.0118935,M-H
"BUTANAMIDE, N-(5-AMINO-1H-1,2,4-TRIAZOL-3-YL)-2,",OC(=NC1=NC(=N)NN1)C(F)(F)C(F)(F)C(F)(F)F,C6H4F7N5O,294.0231269,M-H
"2-Methyl-4-(2,2,2-trifluoroacetamido)butyl trifluoroacetate",CC(CCNC(=O)C(F)(F)F)COC(=O)C(F)(F)F,C9H11F6NO3,294.0570322,M-H
"6-Amino-1,1,1,2,2,3,3-heptafluoro-7,7-dimethyloct-5-en-4-one",CC(C)(C)C(N)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,C10H12F7NO,294.0734312,M-H
"N-Cyclohexyl-2,2,3,3,4,4,4-heptafluorobutanamide",FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1CCCCC1,C10H12F7NO,294.0734312,M-H
"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",NC(=O)[C@H]1CC[C@H](CC1)C(F)(F)C(F)(F)C(F)(F)F,C10H12F7NO,294.0734312,M-H
"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",NC(=O)[C@H]1CC[C@@H](CC1)C(F)(F)C(F)(F)C(F)(F)F,C10H12F7NO,294.0734312,M-H
"[(1-Chloro-1,1,2,3,3,3-hexafluoropropan-2-yl)oxy](difluoro)acetic acid",OC(=O)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)Cl,C5HClF8O3,294.9413669,M-H
"Perfluoro-3,6-dioxaheptanoic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,C5HF9O4,294.965832,M-H
"5-Chloro-2,2,3,3,4,4,5,5-octafluoro-1-methoxypentan-1-ol",COC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C6H5ClF8O2,294.9777524,M-H
"6-(Heptafluoropropyl)-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one",FC(F)(F)C(F)(F)C(F)(F)C1=CC(=O)NC(=S)N1,C7H3F7N2OS,294.978151,M-H
"5-(Heptafluoropropyl)-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one",FC(F)(F)C(F)(F)C(F)(F)C1=CNC(=S)NC1=O,C7H3F7N2OS,294.978151,M-H
"1,1,1,3,5,5,5-Heptafluoro-4-(trifluoromethyl)pent-3-ene-2,2-diol",OC(O)(C(F)=C(C(F)(F)F)C(F)(F)F)C(F)(F)F,C6H2F10O2,294.9822309,M-H
6-H-Perfluorohexanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C6H2F10O2,294.9822309,M-H
2-(Perfluorobutylsulfanyl)ethanol,OCCSC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H5F9OS,294.9844594,M-H
"3,3,4,5,5,6,6,7,7,7-Decafluoroheptan-2-ol",CC(O)C(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)F,C7H6F10O,295.0186164,M-H
"4H-Pyran-4-one, 6-(heptafluoropropyl)-2,3-dihydro-3-hydroxy-3-methyl-",CC1(O)COC(=CC1=O)C(F)(F)C(F)(F)C(F)(F)F,C9H7F7O3,295.0210612,M-H
"2,2,3,3-Tetrafluoropropyl (3-nitrophenyl)carbamate",[O-][N+](=O)C1=CC=CC(NC(=O)OCC(F)(F)C(F)F)=C1,C10H8F4N2O4,295.0347394,M-H
"Ethyl 2-acetyl-4,4,4-trifluoro-3-hydroxy-3-(trifluoromethyl)butanoate",CCOC(=O)C(C(C)=O)C(O)(C(F)(F)F)C(F)(F)F,C9H10F6O4,295.0410478,M-H
"2-{[(2,2,3,3,3-Pentafluoro-1-phenylpropylidene)amino]oxy}acetamide",NC(=O)CON=C(C1=CC=CC=C1)C(F)(F)C(F)(F)F,C11H9F5N2O2,295.0511384,M-H
"1,1,1,2,2,3,3-heptafluoro-6-hydroxy-7,7-dimethyloct-5-en-4-one",CC(C)(C)C(O)=CC(=O)C(F)(F)C(F)(F)C(F)(F)F,C10H11F7O2,295.0574467,M-H
4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid,OC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)F,C10H11F7O2,295.0574467,M-H
"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid",OC(=O)[C@H]1CC[C@@H](CC1)C(F)(F)C(F)(F)C(F)(F)F,C10H11F7O2,295.0574467,M-H
"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid",OC(=O)[C@H]1CC[C@H](CC1)C(F)(F)C(F)(F)C(F)(F)F,C10H11F7O2,295.0574467,M-H
"2-[4-(Benzyloxy)-2,2,3,3-tetrafluorobutoxy]ethan-1-ol",OCCOCC(F)(F)C(F)(F)COCC1=CC=CC=C1,C13H16F4O3,295.096277,M-H
"1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfonamide",NS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,C4H3F8NO3S,295.9633094,M-H
"3-Chloro-5-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pyridin-2(1H)-one",FC(F)(F)C(F)(C1=CNC(=O)C(Cl)=C1)C(F)(F)F,C8H3ClF7NO,295.9718586,M-H
"2-Indoleethanol, alpha,alpha-bis(trifluoromethyl)-",OC(CC1=CC2=CC=CC=C2N1)(C(F)(F)F)C(F)(F)F,C12H9F6NO,296.0515529,M-H
"2,2,3,3,4,4,4-Heptafluoro-N-hexylbutanamide",CCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C10H14F7NO,296.0890812,M-H
"1,1,2,2-Tetrafluoro-2-(1,1,2,2-tetrafluoroethoxy)ethane-1-sulfonic acid",OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)F,C4H2F8O4S,296.947325,M-H
"1,1,2,2-Tetrafluoro-2-(1,2,2,2-tetrafluoroethoxy)ethanesulfonic acid",OS(=O)(=O)C(F)(F)C(F)(F)OC(F)C(F)(F)F,C4H2F8O4S,296.947325,M-H
"1,3-Oxathiolane-4-acetic acid, 5-oxo-2,2-bis(trifluoromethyl)-",OC(=O)CC1SC(OC1=O)(C(F)(F)F)C(F)(F)F,C7H4F6O4S,296.9661688,M-H
"2,2,3,3,3-Pentafluoro-1-(2,2,3,3,3-pentafluoropropoxy)propan-1-ol",OC(OCC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C6H4F10O2,296.997881,M-H
"2,2,3-Trifluoro-3-(heptafluoropropoxy)propan-1-ol",OCC(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,C6H4F10O2,296.997881,M-H
"N-[3-(Dimethylamino)propyl]-2,2,3,3,4,4,4-heptafluorobutanamide",CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C9H13F7N2O,297.0843302,M-H
Perfluorobutylsulfonamide,[H]N([H])S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4H2F9NO2S,297.9589729,M-H
"4-fluoro-6-(1,1,2,2,2-pentafluoroethyl)-5-(trifluoromethyl)pyrimidin-2-amine",NC1=NC(=C(C(F)=N1)C(F)(F)F)C(F)(F)C(F)(F)F,C7H2F9N3,298.0032205,M-H
"1H,1H-Perfluorohexylamine",NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H4F11N,298.0095289,M-H
"N-(2,2,3,3,4,4,4-Heptafluorobutanoyl)-2-methylalanine",CC(C)(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C8H8F7NO3,298.0319603,M-H
"Ethyl [(2,2,3,3,4,4,4-heptafluorobutanimidoyl)oxy]acetate",CCOC(=O)COC(=N)C(F)(F)C(F)(F)C(F)(F)F,C8H8F7NO3,298.0319603,M-H
"Ethyl N-(2,2,3,3,4,4,4-heptafluorobutanoyl)glycinate",CCOC(=O)CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H8F7NO3,298.0319603,M-H
2-(Heptafluoropropyl)-3-methyl-1H-indole,CC1=C(NC2=C1C=CC=C2)C(F)(F)C(F)(F)C(F)(F)F,C12H8F7N,298.0472164,M-H
"1,1,1,3,3,3-Hexafluoro-2-(1,2,3,4-tetrahydroquinolin-6-yl)propan-2-ol",OC(C1=CC2=C(NCCC2)C=C1)(C(F)(F)F)C(F)(F)F,C12H11F6NO,298.067203,M-H
"4-Methyl-5-phenyl-2,2-bis(trifluoromethyl)-1,3-oxazolidine",CC1NC(OC1C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C12H11F6NO,298.067203,M-H
"4-{3-[(2,2,3,3,3-Pentafluoropropyl)amino]propyl}benzene-1,2-diol",OC1=C(O)C=C(CCCNCC(F)(F)C(F)(F)F)C=C1,C12H14F5NO2,298.0871895,M-H
Perfluorobutanesulfonic acid,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4HF9O3S,298.9429885,M-H
Perfluoro-2-(trifluoromethyl)propanesulphonic acid,OS(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C4HF9O3S,298.9429885,M-H
(Nonafluorobutyl)phosphonic acid,OP(O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4H2F9O3P,298.9525044,M-H
5:1 Fluorotelomer alcohol,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F11O,298.9935445,M-H
3-(Heptafluoropropyl)pentanedioic acid,OC(=O)CC(CC(O)=O)C(F)(F)C(F)(F)C(F)(F)F,C8H7F7O4,299.0159758,M-H
"2-(2,2,3,3,4,4,4-Heptafluorobutyl)butanedioic acid",OC(=O)CC(CC(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C8H7F7O4,299.0159758,M-H
3-(Nonafluoro-1-butyl)-5-(methyl)pyrazole,CC1=CC(=NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F9N2,299.0236216,M-H
"Methyl 2-hydroxy-4-(2,2,3,3,3-pentafluoropropoxy)benzoate",COC(=O)C1=C(O)C=C(OCC(F)(F)C(F)(F)F)C=C1,C11H9F5O4,299.0348196,M-H
"2-Pentanone, 4-hydroxy-1-phenyl-5,5,5-trifluoro-4-(trifluoromethyl)-",OC(CC(=O)CC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C12H10F6O2,299.0512185,M-H
"4,4,4-trifluoro-3-hydroxy-2-methyl-1-phenyl-3-(trifluoromethyl)butan-1-one",CC(C(=O)C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H10F6O2,299.0512185,M-H
"2,2,3,3,4,4-Hexafluoro-1-(2-hydroxy-2-phenylethyl)cyclobutan-1-ol",OC(CC1(O)C(F)(F)C(F)(F)C1(F)F)C1=CC=CC=C1,C12H10F6O2,299.0512185,M-H
"2-(4-tert-butylphenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol",CC(C)(C)C1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,C13H14F6O,299.087604,M-H
"6-(2,2,3,3,4,4,4-Heptafluorobutoxy)hexan-1-ol",OCCCCCCOCC(F)(F)C(F)(F)C(F)(F)F,C10H15F7O2,299.0887469,M-H
"1H-Pyrrole, 2-(4-chloro-1,1,2,2,3,3,4,4-octafluorobutyl)-",FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C1=CC=CN1,C8H4ClF8N,299.9831721,M-H
"4,4,5,5,6,6,6-Heptafluoro-3-(nitromethyl)hexanoic acid",OC(=O)CC(C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)F,C7H6F7NO4,300.0112248,M-H
"1-[5-Fluoro-2-(1,1,2,2-tetrafluoro-2-phenylethyl)phenyl]methanamine",NCC1=C(C=CC(F)=C1)C(F)(F)C(F)(F)C1=CC=CC=C1,C15H12F5N,300.0817102,M-H
"2-(4-tert-Butylpyridin-2-yl)-1,1,1,3,3,3-hexafluoropropan-2-ol",CC(C)(C)C1=CC(=NC=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H13F6NO,300.082853,M-H
"1,1,1,3,3,3-Hexafluoro-2-(4-(propylamino)phenyl)propan-2-ol",CCCNC1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H13F6NO,300.082853,M-H
"2-Pentanone, 1-bromo-4-hydroxy-5,5,5-trifluoro-4-(trifluoromethyl)-",OC(CC(=O)CBr)(C(F)(F)F)C(F)(F)F,C6H5BrF6O2,300.930431,M-H
"2-Octen-4-one, 5,5,6,6,7,7,8,8-octafluoro-2-mercapto-",CC(S)=CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H6F8OS,300.9938813,M-H
"1,1,1-Trifluoro-4-(phenylsulfanyl)-2-(trifluoromethyl)but-3-en-2-ol",OC(C=CSC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C11H8F6OS,301.012725,M-H
"Ethyl 4,4,5,5,6,6,6-heptafluoro-3-sulfanylhexanoate",CCOC(=O)CC(S)C(F)(F)C(F)(F)C(F)(F)F,C8H9F7O2S,301.0138678,M-H
"5-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1,3-dihydro-2H-benzimidazol-2-one",FC(F)(F)C(F)(C1=CC=C2NC(=O)NC2=C1)C(F)(F)F,C10H5F7N2O,301.0217299,M-H
"5,5,6,6,7,7,8,8,8-Nonafluoro-2-methyloct-3-yn-2-ol",CC(C)(O)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H7F9O,301.0280383,M-H
EF5,[O-][N+](=O)C1=NC=CN1CC(=O)NCC(F)(F)C(F)(F)F,C8H7F5N4O3,301.0365509,M-H
"2,2,3,3,3-pentafluoro-1,1-diphenylpropan-1-ol",OC(C1=CC=CC=C1)(C1=CC=CC=C1)C(F)(F)C(F)(F)F,C15H11F5O,301.0657258,M-H
"1,1,1-Trifluoro-5-phenyl-2-(trifluoromethyl)pentane-2,4-diol",OC(CC1=CC=CC=C1)CC(O)(C(F)(F)F)C(F)(F)F,C12H12F6O2,301.0668686,M-H
"4,4,4-Trifluoro-2-methyl-1-phenyl-3-(trifluoromethyl)butane-1,3-diol",CC(C(O)C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H12F6O2,301.0668686,M-H
"2-Bromo-4-(1,1,2,2-tetrafluoroethylsulfanyl)aniline",NC1=C(Br)C=C(SC(F)(F)C(F)F)C=C1,C8H6BrF4NS,301.926766,M-H
"6-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1,3-benzoxazol-2(3H)-one",FC(F)(F)C(F)(C1=CC=C2NC(=O)OC2=C1)C(F)(F)F,C10H4F7NO2,302.0057455,M-H
"Benzoic acid, 5-amino-2-(2-hydroxy-1,1,1,3,3,3-hexafluoro-2-propyl)-",NC1=CC(C(O)=O)=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,C10H7F6NO3,302.0257321,M-H
2-(Heptafluoropropyl)-9H-purin-6-amine,NC1=C2N=CNC2=NC(=N1)C(F)(F)C(F)(F)C(F)(F)F,C8H4F7N5,302.0282123,M-H
"2-(3-Nitro-1H-1,2,4-triazol-1-yl)-N-(2,2,3,3,3-pentafluoropropyl)acetamide",[O-][N+](=O)C1=NN(CC(=O)NCC(F)(F)C(F)(F)F)C=N1,C7H6F5N5O3,302.0317999,M-H
"N-[1,1,1,3,3,3-Hexafluoro-2-(4-fluorophenyl)propan-2-yl]acetamide",CC(=O)NC(C1=CC=C(F)C=C1)(C(F)(F)F)C(F)(F)F,C11H8F7NO,302.042131,M-H
N-(Phenylmethyl)perfluorobutanamide,FC(F)(F)C(F)(F)C(F)(F)C(=O)NCC1=CC=CC=C1,C11H8F7NO,302.042131,M-H
N-[4-(Heptafluoropropyl)phenyl]acetamide,CC(=O)NC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,C11H8F7NO,302.042131,M-H
"N-(2,2,3,3,4,4,4-Heptafluorobutyl)benzamide",FC(F)(F)C(F)(F)C(F)(F)CNC(=O)C1=CC=CC=C1,C11H8F7NO,302.042131,M-H
"5,6-Dichloro-2-(pentafluoroethyl)-1H-benzimidazole",FC(F)(F)C(F)(F)C1=NC2=C(N1)C=C(Cl)C(Cl)=C2,C9H3Cl2F5N2,302.9520643,M-H
3-(heptafluoropropyl)-5-(trifluoromethyl)-1h-pyrazole,FC(F)(F)C1=CC(=NN1)C(F)(F)C(F)(F)C(F)(F)F,C7H2F10N2,302.9985497,M-H
"1-(3-Chlorophenyl)-4,4,4-trifluoro-3-(trifluoromethyl)but-2-en-1-ol",OC(C=C(C(F)(F)F)C(F)(F)F)C1=CC(Cl)=CC=C1,C11H7ClF6O,303.0016815,M-H
"1-(2-Chlorophenyl)-4,4,4-trifluoro-3-(trifluoromethyl)but-2-en-1-ol",OC(C=C(C(F)(F)F)C(F)(F)F)C1=CC=CC=C1Cl,C11H7ClF6O,303.0016815,M-H
"2,2,3,3,4,4,4-Heptafluoro-N'-phenylbutanehydrazide",FC(F)(F)C(F)(F)C(F)(F)C(=O)NNC1=CC=CC=C1,C10H7F7N2O,303.03738,M-H
"2,2,3,3-Tetrafluoropropyl 4-(2H-tetrazol-5-yl)benzoate",FC(F)C(F)(F)COC(=O)C1=CC=C(C=C1)C1=NNN=N1,C11H8F4N4O2,303.0510582,M-H
"6-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)-3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)C(C(O)(C(F)(F)F)C(F)(F)F)C(C)(C)C1,C12H14F6O2,303.0825187,M-H
"Tridecanoic acid, 12,12,13,13,13-pentafluoro-",OC(=O)CCCCCCCCCCC(F)(F)C(F)(F)F,C13H21F5O2,303.1388907,M-H
"2,2,3,3,4,4,4-Heptafluoro-N-phenylbutanethioamide",FC(F)(F)C(F)(F)C(F)(F)C(=S)NC1=CC=CC=C1,C10H6F7NS,304.0036375,M-H
"N-cyclohexyl-4,4,4-trifluoro-2-oxo-3-(trifluoromethyl)butanamide",FC(F)(F)C(C(=O)C(=O)NC1CCCCC1)C(F)(F)F,C11H13F6NO2,304.0777676,M-H
MLS003106588,FC(F)(F)C(F)(F)C1=NC2=C(N1)N=C(Cl)C(Cl)=N2,C7HCl2F5N4,304.9425623,M-H
"3,3,4,4,5,5,6,6,6-Nonafluoro-1-nitrohex-1-en-2-amine",NC(=C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F9N2O2,304.9978008,M-H
"1-(2,4-Dihydroxyphenyl)-2,2,3,3,4,4,4-heptafluorobutan-1-one",OC1=CC(O)=C(C=C1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,C10H5F7O3,305.0054112,M-H
