PREFERRED NAME,SMILES,Formula,Mass,MONOISOTOPIC MASS,M+1,lib_eC,lib_M_eC,lib_MD,lib_MD_eC
"BUTANAMIDE, N-(5-AMINO-1H-1,2,4-TRIAZOL-3-YL)-2,",OC(=NC1=NC(=N)NN1)C(F)(F)C(F)(F)C(F)(F)F,C6H4F7N5O,295.0304073,294.0231269,6.489436976,5.999849275,49.00508553,0.0231269,0.00385458
Perfluoroundecane amido amine,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H13F21N2O,648.0692557,647.0619745,17.30516527,15.99959807,40.44238935,0.0619745,0.003873504
"3,3,3-Trifluoro-2-(trifluoromethyl)propanehydrazide",NNC(=O)C(C(F)(F)F)C(F)(F)F,C4H4F6N2O,210.0227821,209.0155017,4.326291317,3.999899517,52.25518812,0.0155017,0.003875522
N-[8-(Heptafluoropropyl)-9H-purin-6-yl]acetamide,CC(=O)NC1=NC=NC2=C1N=C(N2)C(F)(F)C(F)(F)C(F)(F)F,C10H6F7N5O,345.0460574,344.038777,10.81572829,9.999748791,34.40474198,0.038777,0.003877797
"1-Amino-3,3,4,4,5,5,6,6,6-nonafluorohexan-2-ol",NCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H6F9NO,279.0305678,278.0232873,6.489436976,5.999849275,46.33837861,0.0232873,0.003881314
"1,3-Bis[(3,3,4,4,5,5,6,6,6-nonafluorohexyl)oxy]propan-2-ol",OC(COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H14F18O3,584.0655523,583.0582712,16.22359244,14.99962319,38.8715279,0.0582712,0.003884844
"4-[1,1,2,2-tetrafluoro-2-(4-hydroxyphenyl)ethyl]phenol",OC1=CC=C(C=C1)C(F)(F)C(F)(F)C1=CC=C(O)C=C1,C14H10F4O2,286.0616924,285.0544122,15.14201961,13.99964831,20.36154094,0.0544122,0.003886683
"3-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]propane-1,2-diol",OCC(O)COCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H11F13O3,438.0500611,437.0427803,11.89730112,10.99972367,39.73215995,0.0427803,0.003889216
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-(2-methoxyethoxy)octan-2-ol",COCCOCC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H11F13O3,438.0500611,437.0427803,11.89730112,10.99972367,39.73215995,0.0427803,0.003889216
"1,1,1,3,3,3-hexafluoro-2-(pyridin-2-ylamino)propan-2-ol",OC(NC1=CC=CC=N1)(C(F)(F)F)C(F)(F)F,C8H6F6N2O,260.0384321,259.0311518,8.652582634,7.999799033,32.37970738,0.0311518,0.003894073
"[4,4-Bis(trifluoromethyl)-4,5-dihydro-1H-pyrazol-3-yl](phenyl)methanone",FC(F)(F)C1(CNN=C1C(=O)C1=CC=CC=C1)C(F)(F)F,C12H8F6N2O,310.0540822,309.0468019,12.97887395,11.99969855,25.75454713,0.0468019,0.003900256
"2-Phenyl-4,4-bis(trifluoromethyl)quinazolin-1(4H)-ol",ON1C2=CC=CC=C2C(N=C1C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C16H10F6N2O,360.0697323,359.0624519,17.30516527,15.99959807,22.44196701,0.0624519,0.003903342
"2,2,3,3,4,4,4-heptafluoro-1,1-diphenylbutan-1-ol",OC(C1=CC=CC=C1)(C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)F,C16H11F7O,352.0698125,351.0625321,17.30516527,15.99959807,21.94195946,0.0625321,0.003908354
"2,4-Difluoro-N-(2-fluoro-5-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)benzamide",CC1=CC(=CC(C)=C1NC(=O)C1=CC=C(F)C(NC(=O)C2=CC=C(F)C=C2F)=C1)C(F)(C(F)(F)F)C(F)(F)F,C25H16F10N2O2,566.10521,565.0979294,27.03932073,24.99937198,22.60448502,0.0979294,0.003917274
"2,3,6-Trifluoro-N-(3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)benzamide",CC1=CC(=CC(C)=C1NC(=O)C1=CC=CC(NC(=O)C2=C(F)C=CC(F)=C2F)=C1)C(F)(C(F)(F)F)C(F)(F)F,C25H16F10N2O2,566.10521,565.0979294,27.03932073,24.99937198,22.60448502,0.0979294,0.003917274
"1,1'-(1,4-Phenylene)bis[4,4,4-trifluoro-3-(trifluoromethyl)butane-1,3-diol]",OC(CC(O)(C(F)(F)F)C(F)(F)F)C1=CC=C(C=C1)C(O)CC(O)(C(F)(F)F)C(F)(F)F,C16H14F12O4,498.0700476,497.0627669,17.30516527,15.99959807,31.06720337,0.0627669,0.00392303
"7,7,8,8,9,9,10,10,11,11,12,12,13,14,14,14-Hexadecafluoro-13-(trifluoromethyl)tetradecan-1-ol",OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C15H13F19O,570.0663012,569.0590201,16.22359244,14.99962319,37.93822105,0.0590201,0.003934772
2-(Heptafluoropropyl)-3-methyl-1H-indole,CC1=C(NC2=C1C=CC=C2)C(F)(F)C(F)(F)C(F)(F)F,C12H8F7N,299.0544968,298.0472164,12.97887395,11.99969855,24.83789198,0.0472164,0.003934799
"{4-[(4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluorononyl)oxy]phenyl}methanol",OCC1=CC=C(OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,C16H13F13O2,484.0707965,483.0635158,17.30516527,15.99959807,30.19222819,0.0635158,0.003969837
N-[3-(Dimethylamino)propyl]-N-[(pentadecafluoroheptyl)sulfonyl]-beta-alanine,CN(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H17F15N2O4S,606.0669513,605.0596707,16.22359244,14.99962319,40.33832471,0.0596707,0.003978147
"1H,1H-Heptafluorobutylamine",NCC(F)(F)C(F)(F)C(F)(F)F,C4H4F7N,199.0231967,198.0159163,4.326291317,3.999899517,49.50522269,0.0159163,0.003979175
"2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propan-1-amine",NCC(F)(C(F)(F)F)C(F)(F)F,C4H4F7N,199.0231967,198.0159163,4.326291317,3.999899517,49.50522269,0.0159163,0.003979175
Hexafluoroamylene glycol,OCC(F)(F)C(F)(F)C(F)(F)CO,C5H6F6O2,212.0271988,211.0199184,5.407864146,4.999874396,42.20504391,0.0199184,0.00398378
"2-ethoxy-1,1,1,3,3,3-hexafluoropropan-2-ol",CCOC(O)(C(F)(F)F)C(F)(F)F,C5H6F6O2,212.0271988,211.0199184,5.407864146,4.999874396,42.20504391,0.0199184,0.00398378
"3,3,4,5,5,5-Hexafluoropentane-1,2-diol",OCC(O)C(F)(F)C(F)C(F)(F)F,C5H6F6O2,212.0271988,211.0199184,5.407864146,4.999874396,42.20504391,0.0199184,0.00398378
"1,1-bis(Trifluoromethyl)methoxy-2-ethanol",OCCOC(C(F)(F)F)C(F)(F)F,C5H6F6O2,212.0271988,211.0199184,5.407864146,4.999874396,42.20504391,0.0199184,0.00398378
"2-(2-aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol",NC1=CC=CC=C1C(O)(C(F)(F)F)C(F)(F)F,C9H7F6NO,259.0431832,258.0359028,9.734155463,8.999773912,28.67137612,0.0359028,0.0039893
"2-[(1,1,1,3,3,3-Hexafluoropropan-2-yl)amino]phenol",OC1=CC=CC=C1NC(C(F)(F)F)C(F)(F)F,C9H7F6NO,259.0431832,258.0359028,9.734155463,8.999773912,28.67137612,0.0359028,0.0039893
"2-(3-Aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol",NC1=CC=CC(=C1)C(O)(C(F)(F)F)C(F)(F)F,C9H7F6NO,259.0431832,258.0359028,9.734155463,8.999773912,28.67137612,0.0359028,0.0039893
"4-(1,1,2,3,3,3-Hexafluoropropoxy)aniline",NC1=CC=C(OC(F)(F)C(F)C(F)(F)F)C=C1,C9H7F6NO,259.0431832,258.0359028,9.734155463,8.999773912,28.67137612,0.0359028,0.0039893
"2-(4-Aminophenyl)-1,1,1,3,3,3-hexafluoropropan-2-ol",NC1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,C9H7F6NO,259.0431832,258.0359028,9.734155463,8.999773912,28.67137612,0.0359028,0.0039893
"N-(2,2,3,3,4,4,4-Heptafluorobutanoyl)-2-methylalanine",CC(C)(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C8H8F7NO3,299.0392407,298.0319603,8.652582634,7.999799033,37.25493091,0.0319603,0.003995138
"Ethyl [(2,2,3,3,4,4,4-heptafluorobutanimidoyl)oxy]acetate",CCOC(=O)COC(=N)C(F)(F)C(F)(F)C(F)(F)F,C8H8F7NO3,299.0392407,298.0319603,8.652582634,7.999799033,37.25493091,0.0319603,0.003995138
"Ethyl N-(2,2,3,3,4,4,4-heptafluorobutanoyl)glycinate",CCOC(=O)CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H8F7NO3,299.0392407,298.0319603,8.652582634,7.999799033,37.25493091,0.0319603,0.003995138
(2S)-2-{Bis[4-(heptadecafluorooctyl)phenyl][(triethylsilyl)oxy]methyl}pyrrolidine,CC[Si](CC)(CC)OC([C@@H]1CCCN1)(C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C39H31F34NOSi,1203.163201,1202.155919,42.18134034,38.99902029,30.8252851,0.155919,0.003998024
"N-{2-[(6-Ethoxy-1,3-benzothiazol-2-yl)amino]-1,1,1,3,3,3-hexafluoropropan-2-yl}acetamide",CCOC1=CC2=C(C=C1)N=C(NC(NC(C)=O)(C(F)(F)F)C(F)(F)F)S2,C14H13F6N3O2S,401.063267,400.0559868,15.14201961,13.99964831,28.57614549,0.0559868,0.003999158
N-Methyl-4-(nonafluorobutyl)aniline,CNC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H8F9N,325.0513032,324.0440227,11.89730112,10.99972367,29.45928756,0.0440227,0.004002164
3(Perfluoro-2-butyl)propanol,OCCCC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C7H7F9O,278.0353188,277.0280383,7.571009805,6.999824154,39.57642824,0.0280383,0.004005572
3-(Perfluorobutyl)-1-propanol,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H7F9O,278.0353188,277.0280383,7.571009805,6.999824154,39.57642824,0.0280383,0.004005572
Perfluorodecane amido amine oxide,CN(C)(=O)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H13F19N2O2,614.0673638,613.0600828,16.22359244,14.99962319,40.87169892,0.0600828,0.004005621
"2-[6-tert-butyl-2,2-dimethyl-4,4-bis(trifluoromethyl)-3,1-benzoxathiin-8-yl]-1,1,1,3,3,3-hexafluoropropan-2-ol",CC(C)(C)C1=CC2=C(SC(C)(C)OC2(C(F)(F)F)C(F)(F)F)C(=C1)C(O)(C(F)(F)F)C(F)(F)F,C19H18F12O2S,538.0835895,537.076309,20.54988376,18.9995227,28.26788427,0.076309,0.004016364
"Benzoic acid, 2-hydroxy-4-(2,2,3,3-tetrafluoropropoxy)-, methyl ester",COC(=O)C1=C(O)C=C(OCC(F)(F)C(F)F)C=C1,C11H10F4O4,282.0515217,281.0442415,11.89730112,10.99972367,25.55011834,0.0442415,0.004022056
2'-Deoxy-5-(heptafluoropropyl)uridine,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)C(F)(F)C(F)(F)F,C12H11F7N2O5,396.055619,395.0483386,12.97887395,11.99969855,32.9215219,0.0483386,0.004028318
"4-[(2,2,3,3,4,4,5,5-octafluoropentylamino)methylidene]cyclohexa-2,5-dien-1-one",FC(F)C(F)(F)C(F)(F)C(F)(F)CNC=C1C=CC(=O)C=C1,C12H9F8NO,335.0556397,334.0483592,12.97887395,11.99969855,27.83806258,0.0483592,0.004030035
"2,5-Pyrrolediethanol, 1-methyl-alpha,alpha,alpha',alpha'-tetrakis(trifluoromethyl)-",CN1C(CC(O)(C(F)(F)F)C(F)(F)F)=CC=C1CC(O)(C(F)(F)F)C(F)(F)F,C13H11F12NO2,441.0598172,440.0525366,14.06044678,12.99967343,33.85104549,0.0525366,0.004041378
"2,2,3,3-Tetrafluoropropyl 4-(4-phenyl-1,4-dihydropyrimido[1,2-a]benzimidazol-2-yl)benzene-1-sulfonate",FC(F)C(F)(F)COS(=O)(=O)C1=CC=C(C=C1)C1=CC(N2C(N1)=NC1=CC=CC=C21)C1=CC=CC=C1,C25H19F4N3O3S,517.1083253,516.1010453,27.03932073,24.99937198,20.64456042,0.1010453,0.004041914
"N-[5-(Heptafluoropropyl)[1,1'-biphenyl]-2-yl]benzamide",FC(F)(F)C(F)(F)C(F)(F)C1=CC=C(NC(=O)C2=CC=CC=C2)C(=C1)C1=CC=CC=C1,C22H14F7NO,441.0963616,440.0890812,23.79460224,21.99944734,20.00455168,0.0890812,0.004049247
"1-Aziridinemethanol, alpha,alpha-bis(trifluoromethyl)-",OC(N1CC1)(C(F)(F)F)C(F)(F)F,C5H5F6NO,209.0275331,208.0202528,5.407864146,4.999874396,41.60509572,0.0202528,0.004050662
"N-(1,1,1,3,3,3-Hexafluoro-2-propanyl)acetamide",CC(=O)NC(C(F)(F)F)C(F)(F)F,C5H5F6NO,209.0275331,208.0202528,5.407864146,4.999874396,41.60509572,0.0202528,0.004050662
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-[(propan-2-yl)sulfanyl]benzoic acid",CCC1=C(SC(C)C)C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F,C15H15F7O2S,392.0680983,391.060818,16.22359244,14.99962319,26.07137614,0.060818,0.004054635
"3-(tert-Butylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",CC1=C(SC(C)(C)C)C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F,C15H15F7O2S,392.0680983,391.060818,16.22359244,14.99962319,26.07137614,0.060818,0.004054635
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methyl-3-[(2-methylpropyl)sulfanyl]benzoic acid",CC(C)CSC1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C15H15F7O2S,392.0680983,391.060818,16.22359244,14.99962319,26.07137614,0.060818,0.004054635
"3-[(Butan-2-yl)sulfanyl]-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",CCC(C)SC1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C15H15F7O2S,392.0680983,391.060818,16.22359244,14.99962319,26.07137614,0.060818,0.004054635
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(propylsulfanyl)benzoic acid",CCCSC1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C15H15F7O2S,392.0680983,391.060818,16.22359244,14.99962319,26.07137614,0.060818,0.004054635
"3-(Butylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",CCCCSC1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C15H15F7O2S,392.0680983,391.060818,16.22359244,14.99962319,26.07137614,0.060818,0.004054635
"Benzenemethanol, 4-methyl-.alpha.,.alpha.-bis(trifluoromethyl)-",CC1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F,C10H8F6O,258.0479342,257.0406539,10.81572829,9.999748791,25.70471111,0.0406539,0.004065492
Ethyl 3-methyl-5-(nonafluorobutyl)-1H-pyrazole-4-carboxylate,CCOC(=O)C1=C(NN=C1C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H9F9N2O2,372.0520315,371.044751,11.89730112,10.99972367,33.73218838,0.044751,0.004068375
"Methyl 3-amino-4,4,5,5,5-pentafluoropent-2-enoate",COC(=O)C=C(N)C(F)(F)C(F)(F)F,C6H6F5NO2,219.0318695,218.0245893,6.489436976,5.999849275,36.3383444,0.0245893,0.00409832
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-pentylnonanamide",CCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H12F17NO,533.0647437,532.0574628,15.14201961,13.99964831,38.00505921,0.0574628,0.004104589
"4-[(4,4,5,5,6,6,6-heptafluoro-2-nitrohexan-3-yl)amino]benzoic acid",CC(C(NC1=CC=C(C=C1)C(O)=O)C(F)(F)C(F)(F)C(F)(F)F)[N+]([O-])=O,C13H11F7N2O4,392.0607044,391.053424,14.06044678,12.99967343,30.0817883,0.053424,0.004109642
Dimethyl 2-(perfluoropropyl)-p-benzenedicarbamate,COC(=O)NC1=CC(=C(NC(=O)OC)C=C1)C(F)(F)C(F)(F)C(F)(F)F,C13H11F7N2O4,392.0607044,391.053424,14.06044678,12.99967343,30.0817883,0.053424,0.004109642
10:2 Fluorotelomer thioether amido betaine,C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C21H21F21N2O3S,780.0937562,779.0864751,22.71302941,20.99947246,37.10028795,0.0864751,0.004117965
10:2 Fluorotelomer thioether amido amine carboxylic acid,CN(C)CCCNC(=O)CC(SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C21H21F21N2O3S,780.0937562,779.0864751,22.71302941,20.99947246,37.10028795,0.0864751,0.004117965
CTK5F5734,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[C@H]1OC(=O)N[C@H]1CC1=CC=CC=C1,C18H14F13NO2,523.0816955,522.0744148,19.46831093,17.99954782,29.00486278,0.0744148,0.004134259
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(2-methylpropane-2-sulfonyl)benzoic acid",CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)C(C)(C)C,C16H17F7O4S,438.0735776,437.0662973,17.30516527,15.99959807,27.31732982,0.0662973,0.004143685
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(2-methylpropane-1-sulfonyl)benzoic acid",CCC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(=O)(=O)CC(C)C,C16H17F7O4S,438.0735776,437.0662973,17.30516527,15.99959807,27.31732982,0.0662973,0.004143685
"3-(Butane-2-sulfonyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",CCC(C)S(=O)(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C16H17F7O4S,438.0735776,437.0662973,17.30516527,15.99959807,27.31732982,0.0662973,0.004143685
"3-(Butane-1-sulfonyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",CCCCS(=O)(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,C16H17F7O4S,438.0735776,437.0662973,17.30516527,15.99959807,27.31732982,0.0662973,0.004143685
"4-Methyl-3-(pentafluoroethyl)-1,2-oxazol-5-amine",CC1=C(N)ON=C1C(F)(F)C(F)(F)F,C6H5F5N2O,216.0322039,215.0249236,6.489436976,5.999849275,35.83838756,0.0249236,0.004154038
Perfluorodecane amide betaine,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C17H15F19N2O3,656.0779285,655.0706474,18.3867381,16.99957295,38.53453551,0.0706474,0.004155834
"4-Fluoro-N-(2-fluoro-3-{[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]carbamoyl}phenyl)-N-methyl-2-nitrobenzamide",CN(C(=O)C1=CC=C(F)C=C1[N+]([O-])=O)C1=CC=CC(C(=O)NC2=C(C)C=C(C=C2C)C(F)(C(F)(F)F)C(F)(F)F)=C1F,C26H18F9N3O4,607.11536,606.1080795,28.12089356,25.99934686,23.31243484,0.1080795,0.004157008
"4-(2-Ethoxyphenyl)-5-[3-(1,1,2,2-tetrafluoroethoxy)phenyl]-2,4-dihydro-3H-1,2,4-triazole-3-thione",CCOC1=CC=CC=C1N1C(=S)NN=C1C1=CC(OC(F)(F)C(F)F)=CC=C1,C18H15F4N3O2S,413.0821106,412.0748306,19.46831093,17.99954782,22.89362125,0.0748306,0.00415736
"2,2,4,4,5,5,6,6,7,7,9,9-Dodecafluorodecane-1,10-diol",OCC(F)(F)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)CO,C10H10F12O2,390.0489182,389.0416375,10.81572829,9.999748791,38.90514108,0.0416375,0.004163855
"1,1,1-trifluoro-2-(trifluoromethyl)pent-4-en-2-ol",OC(CC=C)(C(F)(F)F)C(F)(F)F,C6H6F6O,208.0322841,207.0250038,6.489436976,5.999849275,34.5050341,0.0250038,0.004167405
"1,1,1-Trifluoro-2-(trifluoromethyl)pent-3-en-2-ol",CC=CC(O)(C(F)(F)F)C(F)(F)F,C6H6F6O,208.0322841,207.0250038,6.489436976,5.999849275,34.5050341,0.0250038,0.004167405
"3,5,5,6,6,6-Hexafluorohex-3-en-2-ol",CC(O)C(F)=CC(F)(F)C(F)(F)F,C6H6F6O,208.0322841,207.0250038,6.489436976,5.999849275,34.5050341,0.0250038,0.004167405
NSC213296,FC(CC1=CNC(=O)NC1=O)C(F)(F)F,C7H6F4N2O2,226.0365403,225.0292601,7.571009805,6.999824154,32.14784474,0.0292601,0.004180119
"2,2,3,3-Tetrafluoro-1-propanol",OCC(F)(F)C(F)F,C3H4F4O,132.0198276,131.0125474,3.244718488,2.999924637,43.67194621,0.0125474,0.004182572
"1,1,2,2-Tetrafluoropropan-1-ol",CC(F)(F)C(O)(F)F,C3H4F4O,132.0198276,131.0125474,3.244718488,2.999924637,43.67194621,0.0125474,0.004182572
"2-{2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)sulfanyl]ethoxy}ethan-1-ol",OCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H13F9O2S,368.0492546,367.0419743,10.81572829,9.999748791,36.70511949,0.0419743,0.004197535
"[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phenyl]bis(4-methoxyphenyl)methanol",COC1=CC=C(C=C1)C(O)(C1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1)C1=CC=C(OC)C=C1,C31H23F17O3,766.1375743,765.1302934,33.52875771,30.99922125,24.68224241,0.1302934,0.004203118
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)aniline",NC1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1,C10H8F7NO,291.0494114,290.042131,10.81572829,9.999748791,29.00494173,0.042131,0.004213206
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methoxyaniline",COC1=CC(=CC=C1N)C(F)(C(F)(F)F)C(F)(F)F,C10H8F7NO,291.0494114,290.042131,10.81572829,9.999748791,29.00494173,0.042131,0.004213206
"4-Heptanone, 2,6-bis(trifluoromethyl)-2,6-dihydroxy-1,1,1,7,7,7-hexafluoro-, phenylhydrazone",OC(CC(CC(O)(C(F)(F)F)C(F)(F)F)=NNC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C15H12F12N2O2,480.0707163,479.0634356,16.22359244,14.99962319,31.93836469,0.0634356,0.004229146
EINECS 303-060-9,CC1=CC(=C(C)C=C1NC(=O)NC(=O)C1=C(F)C=CC=C1F)C(O)(C(F)(F)F)C(F)(F)F,C19H14F8N2O3,470.0876681,469.0803876,20.54988376,18.9995227,24.68906166,0.0803876,0.004231033
"2-Amino-5,5,6,6,7,7,8,8,8-nonafluorooctanoic acid",NC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,C8H8F9NO2,321.0411325,320.033852,8.652582634,7.999799033,40.00523647,0.033852,0.004231606
"1-(ethoxymethyl)-3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl)urea",CCOCNC(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H11F15N2O2,500.0581009,499.05082,12.97887395,11.99969855,41.58861308,0.05082,0.004235106
8:2 Fluorotelomer sulfonamide betaine,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,C17H19F17N2O4S,670.0794078,669.072127,18.3867381,16.99957295,39.35817265,0.072127,0.004242871
4-(Undecafluoropentyl)cyclohexane-1-carboxylic acid,OC(=O)C1CCC(CC1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H11F11O2,396.05834,395.0510594,12.97887395,11.99969855,32.92174864,0.0510594,0.004255057
"1,1,3,5,5-Pentamethyl-1,5-bis(3,3,4,4,5,5,6,6,6-nonafluorohexyl)trisiloxane",C[SiH](O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)O[Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C17H24F18O2Si3,686.0796676,685.0723866,18.3867381,16.99957295,40.29938804,0.0723866,0.004258142
"1,1,1,3,3,3-hexafluoro-2-[2,2,6-trimethyl-4,4-bis(trifluoromethyl)-1H-3,1-benzoxazin-8-yl]propan-2-ol",CC1=CC2=C(NC(C)(C)OC2(C(F)(F)F)C(F)(F)F)C(=C1)C(O)(C(F)(F)F)C(F)(F)F,C16H13F12NO2,479.0754673,478.0681866,17.30516527,15.99959807,29.88001227,0.0681866,0.00426177
"2-Pentanone, 4-hydroxy-1-phenyl-5,5,5-trifluoro-4-(trifluoromethyl)-",OC(CC(=O)CC1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,C12H10F6O2,300.0584989,299.0512185,12.97887395,11.99969855,24.92156093,0.0512185,0.004268316
"4,4,4-trifluoro-3-hydroxy-2-methyl-1-phenyl-3-(trifluoromethyl)butan-1-one",CC(C(=O)C1=CC=CC=C1)C(O)(C(F)(F)F)C(F)(F)F,C12H10F6O2,300.0584989,299.0512185,12.97887395,11.99969855,24.92156093,0.0512185,0.004268316
